item_number,description,category,item_link,parts_link,release_year
wc010,"Hovercraft Pilot, Blue Jacket, Black Hat",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=wc010,https://www.bricklink.com/catalogItemInv.asp?M=wc010,2003
twn240,Ice Cream Vendor,Town,https://bricklink.com/v2/catalog/catalogitem.page?M=twn240,https://www.bricklink.com/catalogItemInv.asp?M=twn240,2015
cty1026,Ice Cream Vendor - Cap,Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty1026,https://www.bricklink.com/catalogItemInv.asp?M=cty1026,2019
cty1139,"Ice Cream Vendor - Female, Red Legs, Bright Light Yellow Hair",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty1139,https://www.bricklink.com/catalogItemInv.asp?M=cty1139,2020
cty1389,"Ice Cream Vendor - Male, Lime Hoodie, Bright Green Ice Cream Suit",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty1389,https://www.bricklink.com/catalogItemInv.asp?M=cty1389,2022
cty0938,Ice Cream Vendor - Striped Shirt,Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0938,https://www.bricklink.com/catalogItemInv.asp?M=cty0938,2018
cty0725,Ice Cream Vendor - Top with Necklace,Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0725,https://www.bricklink.com/catalogItemInv.asp?M=cty0725,2016
cty0252,Ice Fisherman,Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0252,https://www.bricklink.com/catalogItemInv.asp?M=cty0252,2011
inf002,"Infomaniac, Black Legs",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=inf002,https://www.bricklink.com/catalogItemInv.asp?M=inf002,2005
inf001,"Infomaniac, LEGO Logo on Back",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=inf001,https://www.bricklink.com/catalogItemInv.asp?M=inf001,1997
par055,"Island with Palm and Sun - Blue Legs, Black Ponytail Hair",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=par055,https://www.bricklink.com/catalogItemInv.asp?M=par055,1996
par022,"Island with Palm and Sun - Yellow Legs, Black Ponytail Hair",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=par022,https://www.bricklink.com/catalogItemInv.asp?M=par022,1995
par023,"Island with Palm and Sun - Yellow Legs, Red Ponytail Hair",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=par023,https://www.bricklink.com/catalogItemInv.asp?M=par023,1997
cty0937,IT Businessperson,Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0937,https://www.bricklink.com/catalogItemInv.asp?M=cty0937,2018
jred007,"Jacket Red with Zipper - Red Arms - Red Legs, Red Helmet, Trans-Light Blue Visor",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=jred007,https://www.bricklink.com/catalogItemInv.asp?M=jred007,1989
jstr004,"Jacket 2 Stars Red - Black Legs, Black Cap",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=jstr004,https://www.bricklink.com/catalogItemInv.asp?M=jstr004,1998
jstr005,"Jacket 2 Stars Red - Blue Legs, Blue Helmet 4 Stars & Stripes, Trans-Light Blue Visor",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=jstr005,https://www.bricklink.com/catalogItemInv.asp?M=jstr005,1997
jstr001,"Jacket 2 Stars Red - Red Legs, Blue Helmet 4 Stars & Stripes, Trans-Light Blue Visor, Life Jacket",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=jstr001,https://www.bricklink.com/catalogItemInv.asp?M=jstr001,1996
jstr003,"Jacket 2 Stars Red - Red Legs, Red Helmet 7 White Stars, Trans-Light Blue Visor",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=jstr003,https://www.bricklink.com/catalogItemInv.asp?M=jstr003,1996
jstr007,"Jacket 2 Stars Red - Red Legs, White Helmet, Black Visor",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=jstr007,https://www.bricklink.com/catalogItemInv.asp?M=jstr007,1999
jstr008,"Jacket 2 Stars White - Red Legs, Red Cap",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=jstr008,https://www.bricklink.com/catalogItemInv.asp?M=jstr008,1996
jstr010,"Jacket 2 Stars White - White Legs, Black Helmet, Trans-Light Blue Visor, Life Jacket",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=jstr010,https://www.bricklink.com/catalogItemInv.asp?M=jstr010,1999
jstr002,"Jacket 2 Stars White - White Legs, Red Helmet 7 White Stars, Trans-Light Blue Visor",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=jstr002,https://www.bricklink.com/catalogItemInv.asp?M=jstr002,1996
jstr009,"Jacket 2 Stars White - White Legs, Red Helmet, Black Visor",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=jstr009,https://www.bricklink.com/catalogItemInv.asp?M=jstr009,1998
jbl008,"Jacket Blue - Black Legs, Black Cap",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=jbl008,https://www.bricklink.com/catalogItemInv.asp?M=jbl008,1997
jbl004,"Jacket Blue - Black Legs, Black Male Hair, Sunglasses",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=jbl004,https://www.bricklink.com/catalogItemInv.asp?M=jbl004,1996
jbl007,"Jacket Blue - Blue Legs, Black Male Hair, Sunglasses",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=jbl007,https://www.bricklink.com/catalogItemInv.asp?M=jbl007,1995
tel004,"Jacket Blue - Blue Legs, Blue Cap",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=tel004,https://www.bricklink.com/catalogItemInv.asp?M=tel004,1995
jbl001,"Jacket Blue - Blue Legs, Red Cap, Sunglasses",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=jbl001,https://www.bricklink.com/catalogItemInv.asp?M=jbl001,1995
jbl005,"Jacket Blue - Blue Legs, White Cap, Sunglasses",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=jbl005,https://www.bricklink.com/catalogItemInv.asp?M=jbl005,1997
jbl006,"Jacket Blue - Green Legs, Light Gray Cowboy Hat, Sunglasses",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=jbl006,https://www.bricklink.com/catalogItemInv.asp?M=jbl006,1998
jbl011,"Jacket Blue - Green Legs, Red Construction Helmet",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=jbl011,https://www.bricklink.com/catalogItemInv.asp?M=jbl011,2006
jbl012,"Jacket Blue - White Legs, Black Male Hair, Sunglasses",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=jbl012,https://www.bricklink.com/catalogItemInv.asp?M=jbl012,1998
jbr002,"Jacket Brown - Black Legs, Black Helmet, Trans-Light Blue Visor",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=jbr002,https://www.bricklink.com/catalogItemInv.asp?M=jbr002,1996
jbr004,"Jacket Brown - Black Legs, Black Male Hair",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=jbr004,https://www.bricklink.com/catalogItemInv.asp?M=jbr004,1996
jbr014,"Jacket Brown - Black Legs, Black Wide Brim Hat, Life Jacket",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=jbr014,https://www.bricklink.com/catalogItemInv.asp?M=jbr014,1999
trn021,"Jacket Brown - Black Legs, Red Cap",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=trn021,https://www.bricklink.com/catalogItemInv.asp?M=trn021,1996
jbr013,"Jacket Brown - Black Legs, Red Cap, Black Sunglasses, Life Jacket",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=jbr013,https://www.bricklink.com/catalogItemInv.asp?M=jbr013,1996
jbr006,"Jacket Brown - Blue Legs, Black Male Hair, Life Jacket",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=jbr006,https://www.bricklink.com/catalogItemInv.asp?M=jbr006,1994
jbr008,"Jacket Brown - Blue Legs, Blue Sunglasses, Blue Cap",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=jbr008,https://www.bricklink.com/catalogItemInv.asp?M=jbr008,1994
jbr010,"Jacket Brown - Blue Legs, Blue Sunglasses, White Cap",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=jbr010,https://www.bricklink.com/catalogItemInv.asp?M=jbr010,1994
trn022,"Jacket Brown - Blue Legs, White Cap",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=trn022,https://www.bricklink.com/catalogItemInv.asp?M=trn022,1999
trn019,"Jacket Brown - Dark Gray Legs, Black Male Hair",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=trn019,https://www.bricklink.com/catalogItemInv.asp?M=trn019,1999
trn095,"Jacket Brown - Dark Gray Legs, White Cap",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=trn095,https://www.bricklink.com/catalogItemInv.asp?M=trn095,1999
twn013,"Jacket Brown - Green Legs, Black Male Hair",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=twn013,https://www.bricklink.com/catalogItemInv.asp?M=twn013,1998
twn003,"Jacket Brown - Light Gray Legs, Black Male Hair, Black Sunglasses",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=twn003,https://www.bricklink.com/catalogItemInv.asp?M=twn003,1999
jbr009,"Jacket Brown - Light Gray Legs, Black Male Hair, Blue Sunglasses",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=jbr009,https://www.bricklink.com/catalogItemInv.asp?M=jbr009,1994
jbr012,"Jacket Brown - Light Gray Legs, Black Male Hair, Life Jacket",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=jbr012,https://www.bricklink.com/catalogItemInv.asp?M=jbr012,1994
jbr003,"Jacket Brown - Light Gray Legs, Blue Helmet, Trans-Light Blue Visor",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=jbr003,https://www.bricklink.com/catalogItemInv.asp?M=jbr003,1993
trn107,"Jacket Brown - Light Gray Legs, Green Cap, Black Sunglasses",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=trn107,https://www.bricklink.com/catalogItemInv.asp?M=trn107,1998
jbr007,"Jacket Brown - Red Legs, Red Helmet 7 White Stars, Trans-Light Blue Visor, Blue Sunglasses",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=jbr007,https://www.bricklink.com/catalogItemInv.asp?M=jbr007,1993
jbr011,"Jacket Brown - White Legs, White Helmet, Trans-Light Blue Visor, Blue Sunglasses, Life Jacket",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=jbr011,https://www.bricklink.com/catalogItemInv.asp?M=jbr011,1994
trn020,"Jacket Brown - Yellow Legs, Blue Cap",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=trn020,https://www.bricklink.com/catalogItemInv.asp?M=trn020,1997
pck021,"Jacket Green with 2 Large Pockets - Black Legs, Black Cap",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=pck021,https://www.bricklink.com/catalogItemInv.asp?M=pck021,1998
pck011,"Jacket Green with 2 Large Pockets - Black Legs, Blue Cap",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=pck011,https://www.bricklink.com/catalogItemInv.asp?M=pck011,1998
pck005,"Jacket Green with 2 Large Pockets - Black Legs, Blue Helmet 4 Stars & Stripes, Trans-Light Blue Visor",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=pck005,https://www.bricklink.com/catalogItemInv.asp?M=pck005,1993
pck022,"Jacket Green with 2 Large Pockets - Black Legs, Green Cap",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=pck022,https://www.bricklink.com/catalogItemInv.asp?M=pck022,1996
trn030,"Jacket Green with 2 Large Pockets - Black Legs, White Cap",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=trn030,https://www.bricklink.com/catalogItemInv.asp?M=trn030,1995
pck015,"Jacket Green with 2 Large Pockets - Blue Legs, Blue Cap",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=pck015,https://www.bricklink.com/catalogItemInv.asp?M=pck015,1996
pck003,"Jacket Green with 2 Large Pockets - Blue Legs, Blue Cap, Stubble",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=pck003,https://www.bricklink.com/catalogItemInv.asp?M=pck003,1993
pck012,"Jacket Green with 2 Large Pockets - Blue Legs, Light Gray Cowboy Hat, Life Jacket",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=pck012,https://www.bricklink.com/catalogItemInv.asp?M=pck012,1996
pck001,"Jacket Green with 2 Large Pockets - Blue Legs, Red Cap",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=pck001,https://www.bricklink.com/catalogItemInv.asp?M=pck001,1993
pck009,"Jacket Green with 2 Large Pockets - Blue Legs, Sunglasses, Red Helmet, Trans-Light Blue Visor, Life Jacket",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=pck009,https://www.bricklink.com/catalogItemInv.asp?M=pck009,1994
pck007,"Jacket Green with 2 Large Pockets - Green Legs, Black Cap",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=pck007,https://www.bricklink.com/catalogItemInv.asp?M=pck007,1999
pck019,"Jacket Green with 2 Large Pockets - Green Legs, Black Male Hair",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=pck019,https://www.bricklink.com/catalogItemInv.asp?M=pck019,1997
pck016,"Jacket Green with 2 Large Pockets - Green Legs, Black Male Hair, Life Jacket",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=pck016,https://www.bricklink.com/catalogItemInv.asp?M=pck016,1993
pck020,"Jacket Green with 2 Large Pockets - Green Legs, Green Cap",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=pck020,https://www.bricklink.com/catalogItemInv.asp?M=pck020,1997
pck004,"Jacket Green with 2 Large Pockets - Green Legs, Light Gray Cowboy Hat",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=pck004,https://www.bricklink.com/catalogItemInv.asp?M=pck004,1994
pck002,"Jacket Green with 2 Large Pockets - Green Legs, Red Cap",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=pck002,https://www.bricklink.com/catalogItemInv.asp?M=pck002,1994
pck017,"Jacket Green with 2 Large Pockets - Green Legs, Red Cap, Black Sunglasses",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=pck017,https://www.bricklink.com/catalogItemInv.asp?M=pck017,1997
trn074,"Jacket Green with 2 Large Pockets - Green Legs, Red Construction Helmet",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=trn074,https://www.bricklink.com/catalogItemInv.asp?M=trn074,1996
pck006,"Jacket Green with 2 Large Pockets - Green Legs, White Cap",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=pck006,https://www.bricklink.com/catalogItemInv.asp?M=pck006,1997
pck010,"Jacket Green with 2 Large Pockets - Light Gray Legs, Black Male Hair",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=pck010,https://www.bricklink.com/catalogItemInv.asp?M=pck010,1998
pck023,"Jacket Green with 2 Large Pockets - Light Gray Legs, Blue Cap",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=pck023,https://www.bricklink.com/catalogItemInv.asp?M=pck023,1997
trn029,"Jacket Green with 2 Large Pockets - Light Gray Legs, Red Cap and Brown Backpack",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=trn029,https://www.bricklink.com/catalogItemInv.asp?M=trn029,1996
pck013,"Jacket Green with 2 Large Pockets - Light Gray Legs, White Cap",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=pck013,https://www.bricklink.com/catalogItemInv.asp?M=pck013,1998
pck024,"Jacket Green with 2 Large Pockets - Red Legs, Blue Cap",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=pck024,https://www.bricklink.com/catalogItemInv.asp?M=pck024,2006
pck014,"Jacket Green with 2 Large Pockets - White Legs, Black Male Hair",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=pck014,https://www.bricklink.com/catalogItemInv.asp?M=pck014,1999
pck008,"Jacket Green with 2 Large Pockets - White Legs, Blue Cap, Life Jacket",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=pck008,https://www.bricklink.com/catalogItemInv.asp?M=pck008,1994
pck018,"Jacket Green with 2 Large Pockets - White Legs, White Cap, Life Jacket",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=pck018,https://www.bricklink.com/catalogItemInv.asp?M=pck018,1993
jred020,"Jacket Red with Zipper - Red Arms - Black Legs, Black Female Hair",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=jred020,https://www.bricklink.com/catalogItemInv.asp?M=jred020,1985
jred009,"Jacket Red with Zipper - Red Arms - Black Legs, Black Male Hair",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=jred009,https://www.bricklink.com/catalogItemInv.asp?M=jred009,1982
jred021,"Jacket Red with Zipper - Red Arms - Black Legs, Black Pigtails Hair",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=jred021,https://www.bricklink.com/catalogItemInv.asp?M=jred021,1985
jred016,"Jacket Red with Zipper - Red Arms - Black Legs, Red Construction Helmet",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=jred016,https://www.bricklink.com/catalogItemInv.asp?M=jred016,1983
jred014,"Jacket Red with Zipper - Red Arms - Black Legs, Red Hat",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=jred014,https://www.bricklink.com/catalogItemInv.asp?M=jred014,1983
jred001,"Jacket Red with Zipper - Red Arms - Blue Legs, Black Male Hair",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=jred001,https://www.bricklink.com/catalogItemInv.asp?M=jred001,1987
jred024,"Jacket Red with Zipper - Red Arms - Blue Legs, Blue Cap",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=jred024,https://www.bricklink.com/catalogItemInv.asp?M=jred024,1991
jred024s,"Jacket Red with Zipper - Red Arms - Blue Legs, Blue Cap with Arla Dairy Logo Pattern on Back (Sticker)",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=jred024s,https://www.bricklink.com/catalogItemInv.asp?M=jred024s,1991
jred013,"Jacket Red with Zipper - Red Arms - Blue Legs, Maersk Blue Construction Helmet",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=jred013,https://www.bricklink.com/catalogItemInv.asp?M=jred013,1980
jred010,"Jacket Red with Zipper - Red Arms - Blue Legs, Red Construction Helmet",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=jred010,https://www.bricklink.com/catalogItemInv.asp?M=jred010,1980
jred003,"Jacket Red with Zipper - Red Arms - Blue Legs, White Cap",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=jred003,https://www.bricklink.com/catalogItemInv.asp?M=jred003,1987
jred005,"Jacket Red with Zipper - Red Arms - Red Legs, Black Hat",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=jred005,https://www.bricklink.com/catalogItemInv.asp?M=jred005,1980
jred017,"Jacket Red with Zipper - Red Arms - Red Legs, Black Pigtails Hair",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=jred017,https://www.bricklink.com/catalogItemInv.asp?M=jred017,1983
jred008,"Jacket Red with Zipper - Red Arms - Red Legs, Red Cap",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=jred008,https://www.bricklink.com/catalogItemInv.asp?M=jred008,1989
jred018,"Jacket Red with Zipper - Red Arms - Red Legs, Red Classic Helmet",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=jred018,https://www.bricklink.com/catalogItemInv.asp?M=jred018,1982
jred015,"Jacket Red with Zipper - Red Arms - Red Legs, White Classic Helmet",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=jred015,https://www.bricklink.com/catalogItemInv.asp?M=jred015,1983
jred019,"Jacket Red with Zipper - Red Arms - Red Legs, White Hat",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=jred019,https://www.bricklink.com/catalogItemInv.asp?M=jred019,1986
jred022,"Jacket Red with Zipper - Red Arms - White Legs, Blue Cap",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=jred022,https://www.bricklink.com/catalogItemInv.asp?M=jred022,1985
jred012,"Jacket Red with Zipper - Yellow Arms - Red Legs, Red Helmet, Trans-Light Blue Visor",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=jred012,https://www.bricklink.com/catalogItemInv.asp?M=jred012,1993
jred002,"Jacket Red with Zipper - Yellow Arms - Red Legs, White Cap",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=jred002,https://www.bricklink.com/catalogItemInv.asp?M=jred002,1993
jred006,"Jacket Red with Zipper - Yellow Arms - White Legs, Red Cap",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=jred006,https://www.bricklink.com/catalogItemInv.asp?M=jred006,1990
zip003,"Jacket with Zipper - Black, Black Legs, Black Helmet, Trans-Light Blue Visor",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=zip003,https://www.bricklink.com/catalogItemInv.asp?M=zip003,1988
zip015,"Jacket with Zipper - Black, Black Legs, Brown Male Hair",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=zip015,https://www.bricklink.com/catalogItemInv.asp?M=zip015,1984
zip021,"Jacket with Zipper - Black, Black Legs, White Classic Helmet",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=zip021,https://www.bricklink.com/catalogItemInv.asp?M=zip021,1984
zip020,"Jacket with Zipper - Black, Black Legs, White Helmet, Trans-Light Blue Visor",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=zip020,https://www.bricklink.com/catalogItemInv.asp?M=zip020,1989
zip041,"Jacket with Zipper - Black, Red Legs, Red Classic Helmet",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=zip041,https://www.bricklink.com/catalogItemInv.asp?M=zip041,1985
zip026,"Jacket with Zipper - Blue, Black Legs, White Helmet, Trans-Light Blue Visor",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=zip026,https://www.bricklink.com/catalogItemInv.asp?M=zip026,1989
zip025,"Jacket with Zipper - Blue, Blue Legs, Black Fire Helmet, Life Jacket",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=zip025,https://www.bricklink.com/catalogItemInv.asp?M=zip025,1991
zip024,"Jacket with Zipper - Blue, Blue Legs, Black Helmet, Trans-Light Blue Visor",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=zip024,https://www.bricklink.com/catalogItemInv.asp?M=zip024,1991
zip001,"Jacket with Zipper - Blue, Blue Legs, Blue Classic Helmet",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=zip001,https://www.bricklink.com/catalogItemInv.asp?M=zip001,1987
zip004,"Jacket with Zipper - Blue, Blue Legs, Blue Helmet, Trans-Light Blue Visor",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=zip004,https://www.bricklink.com/catalogItemInv.asp?M=zip004,1988
zip005,"Jacket with Zipper - Blue, Blue Legs, Red Classic Helmet",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=zip005,https://www.bricklink.com/catalogItemInv.asp?M=zip005,1985
zip039,"Jacket with Zipper - Blue, Blue Legs, White Helmet, Black Visor",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=zip039,https://www.bricklink.com/catalogItemInv.asp?M=zip039,1992
zip014,"Jacket with Zipper - Red, Blue Legs, White Cap",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=zip014,https://www.bricklink.com/catalogItemInv.asp?M=zip014,1989
zip013,"Jacket with Zipper - Red, Blue Legs, White Helmet, Trans-Light Blue Visor",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=zip013,https://www.bricklink.com/catalogItemInv.asp?M=zip013,1989
zip044,"Jacket with Zipper - Red, Red Legs, Black Classic Helmet",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=zip044,https://www.bricklink.com/catalogItemInv.asp?M=zip044,1987
zip002,"Jacket with Zipper - Red, Red Legs, Red Helmet, Trans-Light Blue Visor",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=zip002,https://www.bricklink.com/catalogItemInv.asp?M=zip002,1988
zip022,"Jacket with Zipper - Red, Red Legs, Red Helmet, Trans-Light Blue Visor, Life Jacket",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=zip022,https://www.bricklink.com/catalogItemInv.asp?M=zip022,1993
zip045,"Jacket with Zipper - Red, Red Legs, White Classic Helmet",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=zip045,https://www.bricklink.com/catalogItemInv.asp?M=zip045,1986
boat002,"Jacket with Zipper - Red, Red Legs, White Fire Helmet",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=boat002,https://www.bricklink.com/catalogItemInv.asp?M=boat002,1987
zip009,"Jacket with Zipper - Red, Red Legs, White Helmet, Trans-Light Blue Visor",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=zip009,https://www.bricklink.com/catalogItemInv.asp?M=zip009,1991
zip017,"Jacket with Zipper - White, Black Legs, Blue Cap",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=zip017,https://www.bricklink.com/catalogItemInv.asp?M=zip017,1992
zip042,"Jacket with Zipper - White, Blue Legs, Blue Classic Helmet",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=zip042,https://www.bricklink.com/catalogItemInv.asp?M=zip042,1985
zip011,"Jacket with Zipper - White, Blue Legs, Blue Helmet, Trans-Light Blue Visor",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=zip011,https://www.bricklink.com/catalogItemInv.asp?M=zip011,1992
zip027,"Jacket with Zipper - White, Blue Legs, White Helmet, Trans-Light Blue Visor",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=zip027,https://www.bricklink.com/catalogItemInv.asp?M=zip027,1991
zip036,"Jacket with Zipper - White, Green Legs, Black Female Hair",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=zip036,https://www.bricklink.com/catalogItemInv.asp?M=zip036,1993
zip035,"Jacket with Zipper - White, Green Legs, Black Male Hair",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=zip035,https://www.bricklink.com/catalogItemInv.asp?M=zip035,1993
zip046,"Jacket with Zipper - White, Green Legs, Brown Male Hair",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=zip046,https://www.bricklink.com/catalogItemInv.asp?M=zip046,1993
zip029,"Jacket with Zipper - White, Light Gray Legs, Brown Male Hair",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=zip029,https://www.bricklink.com/catalogItemInv.asp?M=zip029,1993
zip023,"Jacket with Zipper - White, Red Legs, Red Helmet, Trans-Light Blue Visor",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=zip023,https://www.bricklink.com/catalogItemInv.asp?M=zip023,1990
zip032,"Jacket with Zipper - White, White Legs, Black Female Hair",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=zip032,https://www.bricklink.com/catalogItemInv.asp?M=zip032,1993
zip007,"Jacket with Zipper - White, White Legs, Black Helmet, Trans-Light Blue Visor",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=zip007,https://www.bricklink.com/catalogItemInv.asp?M=zip007,1989
zip018,"Jacket with Zipper - White, White Legs, Black Male Hair",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=zip018,https://www.bricklink.com/catalogItemInv.asp?M=zip018,1992
zip010,"Jacket with Zipper - White, White Legs, Blue Cap",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=zip010,https://www.bricklink.com/catalogItemInv.asp?M=zip010,1989
zip043,"Jacket with Zipper - White, White Legs, Blue Classic Helmet",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=zip043,https://www.bricklink.com/catalogItemInv.asp?M=zip043,1985
zip008,"Jacket with Zipper - White, White Legs, Blue Helmet, Trans-Light Blue Visor",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=zip008,https://www.bricklink.com/catalogItemInv.asp?M=zip008,1989
zip033,"Jacket with Zipper - White, White Legs, Brown Female Hair",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=zip033,https://www.bricklink.com/catalogItemInv.asp?M=zip033,1993
