"","X","item_number","description","category","item_link","minifigs_link","color_link","Name","ID","PriceLink","hexCode","age","expression","gender","expressionOne","expressionTwo","otherAttr","expressionDivOne","expressionDivTwo"
"1226",1242,"3626pb2169","Minifigure, Head Dual Sided Child Dark Brown Eyebrows, Medium Nougat Chin Dimple, Grin / Scared Pattern",2018,"https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb2169","https://www.bricklink.com/catalogItemIn.asp?P=3626pb2169&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb2169#T=C","Light Nougat",90,"https://www.bricklink.com/catalogPG.asp?P=3626pb2169&ColorID=90","#faccae","child"," Grin / Scared Pattern","no tag","Grin","Scared","none","Happy","Scared"
"1227",1243,"3626pb2202","Minifigure, Head Dual Sided Child Dark Brown Eyebrows, Medium Nougat Chin Dimple, Neutral Open Mouth with Buck Teeth / Sleeping with Eyebrows Straight Pattern",2018,"https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb2202","https://www.bricklink.com/catalogItemIn.asp?P=3626pb2202&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb2202#T=C","Light Nougat",90,"https://www.bricklink.com/catalogPG.asp?P=3626pb2202&ColorID=90","#faccae","child"," Neutral Open Mouth with Buck Teeth / Sleeping with Eyebrows Straight Pattern","no tag","Neutral","none","none","Neutral","NA"
"1228",1244,"3626pb2164","Minifigure, Head Dual Sided Child Dark Orange Eyebrows, Nougat Freckles, Lopsided Grin / Scared Open Mouth with Top Teeth Pattern",2018,"https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb2164","https://www.bricklink.com/catalogItemIn.asp?P=3626pb2164&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb2164#T=C","Light Nougat",90,"https://www.bricklink.com/catalogPG.asp?P=3626pb2164&ColorID=90","#faccae","child"," Lopsided Grin / Scared Open Mouth with Top Teeth Pattern","no tag","Grin","Scared","Freckles","Happy","Scared"
"1229",1245,"3626pb2104","Minifigure, Head Dual Sided Child Female Black Eyebrows, Eyelashes, Dark Orange Freckles, Grin / Sad Frown Pattern",2018,"https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb2104","https://www.bricklink.com/catalogItemIn.asp?P=3626pb2104&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb2104#T=C","Light Nougat",90,"https://www.bricklink.com/catalogPG.asp?P=3626pb2104&ColorID=90","#faccae","child"," Grin / Sad Frown Pattern","female-coded","Grin","Sad","Freckles","Happy","Sad"
"1230",1246,"3626pb2165","Minifigure, Head Dual Sided Child Reddish Brown Eyebrows, Suspicious with Left Eyebrow Raised / Angry Pattern",2018,"https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb2165","https://www.bricklink.com/catalogItemIn.asp?P=3626pb2165&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb2165#T=C","Light Nougat",90,"https://www.bricklink.com/catalogPG.asp?P=3626pb2165&ColorID=90","#faccae","child"," Suspicious with Left Eyebrow Raised / Angry Pattern","no tag","none","none","none","NA","NA"
"1231",1247,"3626pb2259","Minifigure, Head Dual Sided Dark Bluish Gray Bushy Eyebrows, Medium Nougat Jowl Lines, Chin Dimple, Forehead Creases and Wrinkles, Open Mouth Smile with Teeth / Frown Pattern",2018,"https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb2259","https://www.bricklink.com/catalogItemIn.asp?P=3626pb2259&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb2259#T=C","Light Nougat",90,"https://www.bricklink.com/catalogPG.asp?P=3626pb2259&ColorID=90","#faccae","old"," Open Mouth Smile with Teeth / Frown Pattern","male-coded","Smile","Frown","none","Happy","Angry"
"1232",1248,"3626pb2254","Minifigure, Head Dual Sided Dark Bluish Gray Eyebrows and Sideburns, Cheek Lines, Frown / Mouth with Teeth Pattern",2018,"https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb2254","https://www.bricklink.com/catalogItemIn.asp?P=3626pb2254&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb2254#T=C","Light Nougat",90,"https://www.bricklink.com/catalogPG.asp?P=3626pb2254&ColorID=90","#faccae","no tag"," Frown / Mouth with Teeth Pattern","male-coded","Frown","none","none","Angry","NA"
"1233",1249,"3626pb2212","Minifigure, Head Dual Sided Dark Brown Eyebrows and Small Moustache, Medium Nougat Wrinkles, Small Frown / Chin Strap and Surprised Open Mouth with Bottom Teeth Pattern",2018,"https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb2212","https://www.bricklink.com/catalogItemIn.asp?P=3626pb2212&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb2212#T=C","Light Nougat",90,"https://www.bricklink.com/catalogPG.asp?P=3626pb2212&ColorID=90","#faccae","old"," Small Frown / Chin Strap and Surprised Open Mouth with Bottom Teeth Pattern","male-coded","Frown","Surprised","Chin Strap","Angry","Surprised"
"1234",1250,"3626pb2067","Minifigure, Head Dual Sided Dark Brown Eyebrows, Cheek Lines, Open Smile/Frown Pattern",2018,"https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb2067","https://www.bricklink.com/catalogItemIn.asp?P=3626pb2067&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb2067#T=C","Light Nougat",90,"https://www.bricklink.com/catalogPG.asp?P=3626pb2067&ColorID=90","#faccae","no tag"," Open Smile/Frown Pattern","no tag","Smile","Frown","none","Happy","Angry"
"1235",1251,"3626pb2182","Minifigure, Head Dual Sided Dark Orange Eyebrows, Wrinkles, Lopsided Smirk / Scowl Pattern",2018,"https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb2182","https://www.bricklink.com/catalogItemIn.asp?P=3626pb2182&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb2182#T=C","Light Nougat",90,"https://www.bricklink.com/catalogPG.asp?P=3626pb2182&ColorID=90","#faccae","old"," Lopsided Smirk / Scowl Pattern","no tag","Smirk","Scowl","none","Evil","Angry"
"1236",1252,"3626pb2147","Minifigure, Head Dual Sided Female Black Eyebrows, Eyelashes, Nougat Lips, Smirk / Dark Bluish Gray Splotches and Open Mouth Smile with Teeth Pattern",2018,"https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb2147","https://www.bricklink.com/catalogItemIn.asp?P=3626pb2147&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb2147#T=C","Yellow",3,"https://www.bricklink.com/catalogPG.asp?P=3626pb2147&ColorID=3","#f3d000","no tag"," Smirk / Dark Bluish Gray Splotches and Open Mouth Smile with Teeth Pattern","female-coded","Smirk","Smile","none","Evil","Happy"
"1237",1254,"3626pb2174","Minifigure, Head Dual Sided Female Black Eyebrows, Glasses Large, Skeptical / Smile With Teeth Pattern (Edna Mode)",2018,"https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb2174","https://www.bricklink.com/catalogItemIn.asp?P=3626pb2174&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb2174#T=C","Light Nougat",90,"https://www.bricklink.com/catalogPG.asp?P=3626pb2174&ColorID=90","#faccae","no tag"," Skeptical / Smile With Teeth Pattern (Edna Mode)","female-coded","Smile","none","Glasses","Happy","NA"
"1238",1255,"3626pb2066","Minifigure, Head Dual Sided Female Black Eyebrows, Peach Lips, Smirk/Frown Pattern",2018,"https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb2066","https://www.bricklink.com/catalogItemIn.asp?P=3626pb2066&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb2066#T=C","Light Nougat",90,"https://www.bricklink.com/catalogPG.asp?P=3626pb2066&ColorID=90","#faccae","no tag"," Smirk/Frown Pattern","female-coded","Smirk","Frown","none","Evil","Angry"
"1239",1256,"3626pb2140","Minifigure, Head Dual Sided Female Black Eyebrows, Red Glasses, Peach Lips, Neutral / Surprised Expression Pattern",2018,"https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb2140","https://www.bricklink.com/catalogItemIn.asp?P=3626pb2140&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb2140#T=C","Light Nougat",90,"https://www.bricklink.com/catalogPG.asp?P=3626pb2140&ColorID=90","#faccae","no tag"," Neutral / Surprised Expression Pattern","female-coded","Neutral","Surprised","Glasses","Neutral","Surprised"
"1240",1257,"3626pb2026","Minifigure, Head Dual Sided Female Black Eyebrows, Wide Smile / Embarrassed Expression Pattern",2018,"https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb2026","https://www.bricklink.com/catalogItemIn.asp?P=3626pb2026&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb2026#T=C","Light Nougat",90,"https://www.bricklink.com/catalogPG.asp?P=3626pb2026&ColorID=90","#faccae","no tag"," Wide Smile / Embarrassed Expression Pattern","female-coded","Smile","none","none","Happy","NA"
"1241",1258,"3626pb2118","Minifigure, Head Dual Sided Female Black Mask, Nougat Lips, Grin / Concerned Open Mouth with Teeth Pattern",2018,"https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb2118","https://www.bricklink.com/catalogItemIn.asp?P=3626pb2118&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb2118#T=C","Light Nougat",90,"https://www.bricklink.com/catalogPG.asp?P=3626pb2118&ColorID=90","#faccae","no tag"," Grin / Concerned Open Mouth with Teeth Pattern","female-coded","Grin","none","Mask","Happy","NA"
"1242",1259,"3626pb2119","Minifigure, Head Dual Sided Female Black Mask, Open Smile / Angry Pattern (Mrs. Incredible)",2018,"https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb2119","https://www.bricklink.com/catalogItemIn.asp?P=3626pb2119&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb2119#T=C","Light Nougat",90,"https://www.bricklink.com/catalogPG.asp?P=3626pb2119&ColorID=90","#faccae","no tag"," Open Smile / Angry Pattern (Mrs. Incredible)","female-coded","Smile","none","Mask","Happy","NA"
"1243",1260,"3626pb2122","Minifigure, Head Dual Sided Female Black Mask, Open Smile / Smirk Pattern (Elastigirl)",2018,"https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb2122","https://www.bricklink.com/catalogItemIn.asp?P=3626pb2122&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb2122#T=C","Light Nougat",90,"https://www.bricklink.com/catalogPG.asp?P=3626pb2122&ColorID=90","#faccae","no tag"," Open Smile / Smirk Pattern (Elastigirl)","female-coded","Smile","Smirk","Mask","Happy","Evil"
"1244",1261,"3626pb2171","Minifigure, Head Dual Sided Female Brown Eyebrows, Orange Visor, Chin Strap, Headset, Smile / Angry Pattern",2018,"https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb2171","https://www.bricklink.com/catalogItemIn.asp?P=3626pb2171&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb2171#T=C","Light Nougat",90,"https://www.bricklink.com/catalogPG.asp?P=3626pb2171&ColorID=90","#faccae","no tag"," Smile / Angry Pattern","female-coded","Smile","none","Chin Strap","Happy","NA"
"1245",1262,"3626pb2245","Minifigure, Head Dual Sided Female Brown Eyebrows, Peach Lips, Smile / Angry Pattern (Skylor)",2018,"https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb2245","https://www.bricklink.com/catalogItemIn.asp?P=3626pb2245&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb2245#T=C","Yellow",3,"https://www.bricklink.com/catalogPG.asp?P=3626pb2245&ColorID=3","#f3d000","no tag"," Smile / Angry Pattern (Skylor)","female-coded","Smile","none","none","Happy","NA"
"1246",1263,"3626pb2163","Minifigure, Head Dual Sided Female Dark Bluish Gray Eyebrows, Nougat Lips, Medium Nougat Wrinkles, Smile / Frown Pattern",2018,"https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb2163","https://www.bricklink.com/catalogItemIn.asp?P=3626pb2163&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb2163#T=C","Light Nougat",90,"https://www.bricklink.com/catalogPG.asp?P=3626pb2163&ColorID=90","#faccae","old"," Smile / Frown Pattern","female-coded","Smile","Frown","none","Happy","Angry"
"1247",1264,"3626pb2258","Minifigure, Head Dual Sided Female Dark Bluish Gray Long Eyebrows, Eyelashes, Medium Nougat Dimples, Dark Red Lips, Neutral / Smirk, Chin Dimple, Silver Goggles with Bright Light Orange Lenses and Reddish Brown Strap, Medium Nougat Eyes Pattern",2018,"https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb2258","https://www.bricklink.com/catalogItemIn.asp?P=3626pb2258&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb2258#T=C","Light Nougat",90,"https://www.bricklink.com/catalogPG.asp?P=3626pb2258&ColorID=90","#faccae","no tag"," Medium Nougat Eyes Pattern","female-coded","Neutral","Smirk","Goggles","Neutral","Evil"
"1248",1265,"3626pb2197","Minifigure, Head Dual Sided Female Dark Brown Eyebrows, Black Eyelashes, Nougat Lips, Small Open Mouth Smile with Teeth / Lopsided Neutral Pattern",2018,"https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb2197","https://www.bricklink.com/catalogItemIn.asp?P=3626pb2197&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb2197#T=C","Light Nougat",90,"https://www.bricklink.com/catalogPG.asp?P=3626pb2197&ColorID=90","#faccae","no tag"," Small Open Mouth Smile with Teeth / Lopsided Neutral Pattern","female-coded","Smile","Neutral","none","Happy","Neutral"
"1249",1266,"3626pb2109","Minifigure, Head Dual Sided Female Dark Brown Eyebrows, Orange Lips, Neutral / Smile Pattern",2018,"https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb2109","https://www.bricklink.com/catalogItemIn.asp?P=3626pb2109&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb2109#T=C","Light Nougat",90,"https://www.bricklink.com/catalogPG.asp?P=3626pb2109&ColorID=90","#faccae","no tag"," Neutral / Smile Pattern","female-coded","Neutral","Smile","none","Neutral","Happy"
"1250",1267,"3626pb2128","Minifigure, Head Dual Sided Female Dark Orange Eyebrows, Black Eyelashes, Nougat Lips, Scared Open Mouth with Teeth / Smirk Pattern",2018,"https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb2128","https://www.bricklink.com/catalogItemIn.asp?P=3626pb2128&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb2128#T=C","Light Nougat",90,"https://www.bricklink.com/catalogPG.asp?P=3626pb2128&ColorID=90","#faccae","no tag"," Scared Open Mouth with Teeth / Smirk Pattern","female-coded","Scared","Smirk","none","Scared","Evil"
"1251",1268,"3626pb2086","Minifigure, Head Dual Sided Female Dark Orange Eyebrows, Freckles, Pink Lips, Smile / Pursed Lips Pattern",2018,"https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb2086","https://www.bricklink.com/catalogItemIn.asp?P=3626pb2086&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb2086#T=C","Yellow",3,"https://www.bricklink.com/catalogPG.asp?P=3626pb2086&ColorID=3","#f3d000","no tag"," Smile / Pursed Lips Pattern","female-coded","Smile","none","Freckles","Happy","NA"
"1252",1269,"3626pb2348","Minifigure, Head Dual Sided Female Dark Orange Eyebrows, Peach Lips, Smile / Sad Pattern (Claire Dearing)",2018,"https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb2348","https://www.bricklink.com/catalogItemIn.asp?P=3626pb2348&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb2348#T=C","Light Nougat",90,"https://www.bricklink.com/catalogPG.asp?P=3626pb2348&ColorID=90","#faccae","no tag"," Smile / Sad Pattern (Claire Dearing)","female-coded","Smile","Sad","none","Happy","Sad"
"1253",1270,"3626pb2100","Minifigure, Head Dual Sided Female Dark Tan Eyebrows, Black Chin Strap, Disgusted / Angry Pattern",2018,"https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb2100","https://www.bricklink.com/catalogItemIn.asp?P=3626pb2100&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb2100#T=C","Light Nougat",90,"https://www.bricklink.com/catalogPG.asp?P=3626pb2100&ColorID=90","#faccae","no tag"," Disgusted / Angry Pattern","female-coded","Disgust","none","Chin Strap","Angry","NA"
"1254",1271,"3626pb2201","Minifigure, Head Dual Sided Female Dark Tan Eyebrows, Dark Pink Lips, Neutral / Gold and Dark Pink Spectrespecs Pattern",2018,"https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb2201","https://www.bricklink.com/catalogItemIn.asp?P=3626pb2201&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb2201#T=C","Light Nougat",90,"https://www.bricklink.com/catalogPG.asp?P=3626pb2201&ColorID=90","#faccae","no tag"," Neutral / Gold and Dark Pink Spectrespecs Pattern","female-coded","Neutral","none","none","Neutral","NA"
"1255",1272,"3626pb2150","Minifigure, Head Dual Sided Female Dark Tan Eyebrows, Medium Nougat Crow's Feet, Peach Lips, Smile / Dark Turquoise Sunglasses Pattern",2018,"https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb2150","https://www.bricklink.com/catalogItemIn.asp?P=3626pb2150&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb2150#T=C","Yellow",3,"https://www.bricklink.com/catalogPG.asp?P=3626pb2150&ColorID=3","#f3d000","old"," Smile / Dark Turquoise Sunglasses Pattern","female-coded","Smile","none","none","Happy","NA"
"1256",1273,"3626pb2103","Minifigure, Head Dual Sided Female Dark Tan Eyebrows, Small Black Eyelashes, Nougat Lips, Smirk / Scared Pattern",2018,"https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb2103","https://www.bricklink.com/catalogItemIn.asp?P=3626pb2103&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb2103#T=C","Light Nougat",90,"https://www.bricklink.com/catalogPG.asp?P=3626pb2103&ColorID=90","#faccae","no tag"," Smirk / Scared Pattern","female-coded","Smirk","Scared","none","Evil","Scared"
"1257",1274,"3626pb2234","Minifigure, Head Dual Sided Female Red Hair with Open Mouth with Teeth, Grimace / Frown with Peach Lips Pattern (Harumi)",2018,"https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb2234","https://www.bricklink.com/catalogItemIn.asp?P=3626pb2234&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb2234#T=C","Yellow",3,"https://www.bricklink.com/catalogPG.asp?P=3626pb2234&ColorID=3","#f3d000","no tag"," Grimace / Frown with Peach Lips Pattern (Harumi)","female-coded","Grimace","Frown","none","Angry","Angry"
"1258",1275,"3626pb2260","Minifigure, Head Dual Sided Female Reddish Brown Eyebrows, Black Double Eyelashes, Medium Nougat Dimples, Chin Dimple, Forehead Creases and Wrinkles, Dark Pink Lips, Grin / Angry Frown Pattern",2018,"https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb2260","https://www.bricklink.com/catalogItemIn.asp?P=3626pb2260&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb2260#T=C","Light Nougat",90,"https://www.bricklink.com/catalogPG.asp?P=3626pb2260&ColorID=90","#faccae","old"," Grin / Angry Frown Pattern","female-coded","Grin","Frown","none","Happy","Angry"
"1259",1276,"3626pb1991","Minifigure, Head Dual Sided Female Reddish Brown Eyebrows, Bright Pink Lips, Neutral / Screaming Pattern",2018,"https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb1991","https://www.bricklink.com/catalogItemIn.asp?P=3626pb1991&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb1991#T=C","Light Nougat",90,"https://www.bricklink.com/catalogPG.asp?P=3626pb1991&ColorID=90","#faccae","no tag"," Neutral / Screaming Pattern","female-coded","Neutral","none","none","Neutral","NA"
"1260",1277,"3626pb2227","Minifigure, Head Dual Sided Female Reddish Brown Eyebrows, Medium Nougat Lips, Wrinkles, Grin / Smile with Raised Eyebrow Pattern",2018,"https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb2227","https://www.bricklink.com/catalogItemIn.asp?P=3626pb2227&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb2227#T=C","Light Nougat",90,"https://www.bricklink.com/catalogPG.asp?P=3626pb2227&ColorID=90","#faccae","old"," Grin / Smile with Raised Eyebrow Pattern","female-coded","Grin","Smile","none","Happy","Happy"
"1261",1278,"3626pb2214","Minifigure, Head Dual Sided Female Reddish Brown Eyebrows, Neutral / Fierce with Goggles Pattern",2018,"https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb2214","https://www.bricklink.com/catalogItemIn.asp?P=3626pb2214&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb2214#T=C","Medium Nougat",150,"https://www.bricklink.com/catalogPG.asp?P=3626pb2214&ColorID=150","#dd9f55","no tag"," Neutral / Fierce with Goggles Pattern","female-coded","Neutral","Fierce","Goggles","Neutral","Angry"
"1262",1279,"3626pb2145","Minifigure, Head Dual Sided Female Reddish Brown Eyebrows, Nougat Freckles and Lips, Small Smirk / Left Eye Squinted Pattern",2018,"https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb2145","https://www.bricklink.com/catalogItemIn.asp?P=3626pb2145&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb2145#T=C","Yellow",3,"https://www.bricklink.com/catalogPG.asp?P=3626pb2145&ColorID=3","#f3d000","no tag"," Small Smirk / Left Eye Squinted Pattern","female-coded","Smirk","none","Freckles","Evil","NA"
"1263",1280,"3626pb2226","Minifigure, Head Dual Sided Female Silver Tiara with Blue Stone, Dark Red Lips, Smile / Slight Frown Pattern",2018,"https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb2226","https://www.bricklink.com/catalogItemIn.asp?P=3626pb2226&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb2226#T=C","Light Nougat",90,"https://www.bricklink.com/catalogPG.asp?P=3626pb2226&ColorID=90","#faccae","no tag"," Smile / Slight Frown Pattern","female-coded","Smile","Frown","none","Happy","Angry"
"1264",1281,"3626pb1984","Minifigure, Head Dual Sided Female, Black Eye Mask, Red Lips, Smile / Scowl Pattern",2018,"https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb1984","https://www.bricklink.com/catalogItemIn.asp?P=3626pb1984&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb1984#T=C","Medium Nougat",150,"https://www.bricklink.com/catalogPG.asp?P=3626pb1984&ColorID=150","#dd9f55","no tag"," Smile / Scowl Pattern","female-coded","Smile","Scowl","Mask","Happy","Angry"
"1265",1282,"3626pb2096","Minifigure, Head Dual Sided Female, Black Eyebrows, Dark Brown Lips, Lopsided Grin / Gritted Teeth Pattern",2018,"https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb2096","https://www.bricklink.com/catalogItemIn.asp?P=3626pb2096&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb2096#T=C","Reddish Brown",88,"https://www.bricklink.com/catalogPG.asp?P=3626pb2096&ColorID=88","#843419","no tag"," Lopsided Grin / Gritted Teeth Pattern","female-coded","Grin","Gritted","none","Happy","Angry"
"1266",1283,"3626pb1996","Minifigure, Head Dual Sided Female, Black Eyebrows, Dark Brown Lips, Lopsided Smirk / Smile Pattern",2018,"https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb1996","https://www.bricklink.com/catalogItemIn.asp?P=3626pb1996&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb1996#T=C","Reddish Brown",88,"https://www.bricklink.com/catalogPG.asp?P=3626pb1996&ColorID=88","#843419","no tag"," Lopsided Smirk / Smile Pattern","female-coded","Smirk","Smile","none","Evil","Happy"
"1267",1284,"3626pb2073","Minifigure, Head Dual Sided Female, Brown Eyebrows, Black Beauty Mark, Smile / Screaming Pattern",2018,"https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb2073","https://www.bricklink.com/catalogItemIn.asp?P=3626pb2073&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb2073#T=C","Yellow",3,"https://www.bricklink.com/catalogPG.asp?P=3626pb2073&ColorID=3","#f3d000","no tag"," Smile / Screaming Pattern","female-coded","Smile","none","Beauty Mark","Happy","NA"
"1268",1285,"3626pb2083","Minifigure, Head Dual Sided Female, Reddish Brown Eyebrows, Dark Tan Lips, Smile / Worried Pattern",2018,"https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb2083","https://www.bricklink.com/catalogItemIn.asp?P=3626pb2083&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb2083#T=C","Yellow",3,"https://www.bricklink.com/catalogPG.asp?P=3626pb2083&ColorID=3","#f3d000","no tag"," Smile / Worried Pattern","female-coded","Smile","Worried","none","Happy","Scared"
"1269",1286,"3626pb2020","Minifigure, Head Dual Sided Glasses Round with Bright Light Blue Lenses and Black Frames, Frown / Surprised Pattern (Steve)",2018,"https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb2020","https://www.bricklink.com/catalogItemIn.asp?P=3626pb2020&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb2020#T=C","Yellow",3,"https://www.bricklink.com/catalogPG.asp?P=3626pb2020&ColorID=3","#f3d000","no tag"," Frown / Surprised Pattern (Steve)","no tag","Frown","Surprised","Glasses","Angry","Surprised"
"1270",1287,"3626pb2203","Minifigure, Head Dual Sided HP Mad-Eye Moody with Magic Eye, Reddish Brown Eye Patch, Dark Orange Scars, Closed Mouth / Barty Crouch Jr, Dark Brown Eyebrows, Black Stubble, Red Tongue Licking Lips Pattern",2018,"https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb2203","https://www.bricklink.com/catalogItemIn.asp?P=3626pb2203&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb2203#T=C","Light Nougat",90,"https://www.bricklink.com/catalogPG.asp?P=3626pb2203&ColorID=90","#faccae","no tag"," Red Tongue Licking Lips Pattern","male-coded","Licking","none","none","others","NA"
"1271",1288,"3626pb2133","Minifigure, Head Dual Sided Large Black Round Glasses, Black Eyebrows / Sad Face with No Glasses Pattern",2018,"https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb2133","https://www.bricklink.com/catalogItemIn.asp?P=3626pb2133&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb2133#T=C","Yellow",3,"https://www.bricklink.com/catalogPG.asp?P=3626pb2133&ColorID=3","#f3d000","no tag"," Black Eyebrows / Sad Face with No Glasses Pattern","no tag","Sad","none","Glasses","Sad","NA"
"1272",1289,"3626pb2166","Minifigure, Head Dual Sided Light Bluish Gray and White Eyebrow and Beard, Neutral / Slight Smile with Gold Glasses Pattern",2018,"https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb2166","https://www.bricklink.com/catalogItemIn.asp?P=3626pb2166&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb2166#T=C","Light Nougat",90,"https://www.bricklink.com/catalogPG.asp?P=3626pb2166&ColorID=90","#faccae","no tag"," Neutral / Slight Smile with Gold Glasses Pattern","male-coded","Neutral","Smile","Glasses","Neutral","Happy"
"1273",1290,"3626pb2255","Minifigure, Head Dual Sided Light Bluish Gray Eyebrows and Mutton Chops, Medium Nougat Wrinkles, Neutral / Scared Expression Pattern",2018,"https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb2255","https://www.bricklink.com/catalogItemIn.asp?P=3626pb2255&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb2255#T=C","Light Nougat",90,"https://www.bricklink.com/catalogPG.asp?P=3626pb2255&ColorID=90","#faccae","old"," Neutral / Scared Expression Pattern","no tag","Neutral","Scared","none","Neutral","Scared"
