"","X","item_number","description","category","item_link","minifigs_link","color_link","Name","ID","PriceLink","hexCode","age","expression","gender","expressionOne","expressionTwo","otherAttr","expressionDivOne","expressionDivTwo"
"1274",1291,"3626pb2349","Minifigure, Head Dual Sided Male Reddish Brown Eyebrows and Beard Stubble, Medium Nougat Sideburns and Chin Dimple, Open Mouth Smile with Teeth / Worried Pattern",2018,"https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb2349","https://www.bricklink.com/catalogItemIn.asp?P=3626pb2349&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb2349#T=C","Light Nougat",90,"https://www.bricklink.com/catalogPG.asp?P=3626pb2349&ColorID=90","#faccae","no tag"," Open Mouth Smile with Teeth / Worried Pattern","male-coded","Smile","Worried","none","Happy","Scared"
"1275",1292,"3626pb2178","Minifigure, Head Dual Sided Male Reddish Brown Eyebrows, Moustache, Soul Patch, and Stubble, Medium Nougat Scars, Grin / Yellow Eyes and Bared Teeth Pattern",2018,"https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb2178","https://www.bricklink.com/catalogItemIn.asp?P=3626pb2178&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb2178#T=C","Light Nougat",90,"https://www.bricklink.com/catalogPG.asp?P=3626pb2178&ColorID=90","#faccae","no tag"," Grin / Yellow Eyes and Bared Teeth Pattern","male-coded","Grin","none","none","Happy","NA"
"1276",1293,"3626pb2211","Minifigure, Head Dual Sided Medium Nougat Eyebrows and Contour Lines, Smile / Scared Pattern",2018,"https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb2211","https://www.bricklink.com/catalogItemIn.asp?P=3626pb2211&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb2211#T=C","Light Nougat",90,"https://www.bricklink.com/catalogPG.asp?P=3626pb2211&ColorID=90","#faccae","no tag"," Smile / Scared Pattern","no tag","Smile","Scared","none","Happy","Scared"
"1277",1294,"3626pb2058","Minifigure, Head Dual Sided Red Eye Mask, White Eyes, Smile with Teeth / Lopsided Grin Pattern (Robin)",2018,"https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb2058","https://www.bricklink.com/catalogItemIn.asp?P=3626pb2058&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb2058#T=C","Light Nougat",90,"https://www.bricklink.com/catalogPG.asp?P=3626pb2058&ColorID=90","#faccae","no tag"," Smile with Teeth / Lopsided Grin Pattern (Robin)","no tag","Smile","Grin","Mask","Happy","Happy"
"1278",1295,"3626pb1968","Minifigure, Head Dual Sided Reddish Brown Bushy Eyebrows, Full Beard, Moustache, Eyebrow Scar, Angry Scowl with Teeth / Worried Pattern",2018,"https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb1968","https://www.bricklink.com/catalogItemIn.asp?P=3626pb1968&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb1968#T=C","Yellow",3,"https://www.bricklink.com/catalogPG.asp?P=3626pb1968&ColorID=3","#f3d000","no tag"," Angry Scowl with Teeth / Worried Pattern","male-coded","Scowl","Worried","none","Angry","Scared"
"1279",1296,"3626pb2170","Minifigure, Head Dual Sided Reddish Brown Eyebrows (Quirrell) / Crooked Tan Face with Dark Orange Contours (Voldemort) Pattern",2018,"https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb2170","https://www.bricklink.com/catalogItemIn.asp?P=3626pb2170&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb2170#T=C","Light Nougat",90,"https://www.bricklink.com/catalogPG.asp?P=3626pb2170&ColorID=90","#faccae","no tag"," Head Dual Sided Reddish Brown Eyebrows (Quirrell) / Crooked Tan Face with Dark Orange Contours (Voldemort) Pattern","no tag","Crooked","none","none","Angry","NA"
"1280",1297,"3626pb2148","Minifigure, Head Dual Sided Reddish Brown Eyebrows and Moustache, Lopsided Grin / Closed Eyes, Open Mouth Smile with Teeth Parted Pattern",2018,"https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb2148","https://www.bricklink.com/catalogItemIn.asp?P=3626pb2148&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb2148#T=C","Yellow",3,"https://www.bricklink.com/catalogPG.asp?P=3626pb2148&ColorID=3","#f3d000","no tag"," Open Mouth Smile with Teeth Parted Pattern","male-coded","Grin","Smile","none","Happy","Happy"
"1281",1298,"3626pb2124","Minifigure, Head Dual Sided Reddish Brown Eyebrows and Stubble, Medium Nougat Sideburns, Moustache, Cheek Lines, and Chin Dimple, Grin / Determined Pattern",2018,"https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb2124","https://www.bricklink.com/catalogItemIn.asp?P=3626pb2124&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb2124#T=C","Light Nougat",90,"https://www.bricklink.com/catalogPG.asp?P=3626pb2124&ColorID=90","#faccae","no tag"," Grin / Determined Pattern","male-coded","Grin","Determined","none","Happy","Angry"
"1282",1299,"3626pb2108","Minifigure, Head Dual Sided Reddish Brown Eyebrows, Medium Nougat Cheek Lines and Chin Dimple, Smile / Angry with Bared Teeth Pattern",2018,"https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb2108","https://www.bricklink.com/catalogItemIn.asp?P=3626pb2108&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb2108#T=C","Light Nougat",90,"https://www.bricklink.com/catalogPG.asp?P=3626pb2108&ColorID=90","#faccae","no tag"," Smile / Angry with Bared Teeth Pattern","no tag","Smile","none","none","Happy","NA"
"1283",1300,"3626pb2068","Minifigure, Head Dual Sided Reddish Brown Eyebrows, Reddish Brown Beard, Open Smile/Frown Pattern",2018,"https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb2068","https://www.bricklink.com/catalogItemIn.asp?P=3626pb2068&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb2068#T=C","Light Nougat",90,"https://www.bricklink.com/catalogPG.asp?P=3626pb2068&ColorID=90","#faccae","no tag"," Open Smile/Frown Pattern","male-coded","Smile","Frown","none","Happy","Angry"
"1284",1301,"3626pb2247","Minifigure, Head Dual Sided Slotted Blue Sunglasses, Lopsided Open Mouth Smile with Top Teeth / Black Eyebrows, Left Raised, Upper Eyelids, Pursed Medium Nougat Lips Pattern",2018,"https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb2247","https://www.bricklink.com/catalogItemIn.asp?P=3626pb2247&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb2247#T=C","Yellow",3,"https://www.bricklink.com/catalogPG.asp?P=3626pb2247&ColorID=3","#f3d000","no tag"," Pursed Medium Nougat Lips Pattern","no tag","Smile","none","none","Happy","NA"
"1285",1302,"3626pb2036","Minifigure, Head Dual Sided Smile with Silver Headset and Orange Head-Up Display (HUD) / Frown Pattern",2018,"https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb2036","https://www.bricklink.com/catalogItemIn.asp?P=3626pb2036&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb2036#T=C","Yellow",3,"https://www.bricklink.com/catalogPG.asp?P=3626pb2036&ColorID=3","#f3d000","no tag"," Head Dual Sided Smile with Silver Headset and Orange Head-Up Display (HUD) / Frown Pattern","no tag","Smile","Frown","none","Happy","Angry"
"1286",1303,"3626pb2027","Minifigure, Head Dual Sided Thick Black Eyebrows, Reddish Brown Cheek Lines, Open Grin / Surprised Expression Pattern",2018,"https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb2027","https://www.bricklink.com/catalogItemIn.asp?P=3626pb2027&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb2027#T=C","Medium Nougat",150,"https://www.bricklink.com/catalogPG.asp?P=3626pb2027&ColorID=150","#dd9f55","no tag"," Open Grin / Surprised Expression Pattern","no tag","Grin","Surprised","none","Happy","Surprised"
"1287",1304,"3626pb2112","Minifigure, Head Female Black Eyebrows, Dark Brown Lips, Neutral Expression Pattern",2018,"https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb2112","https://www.bricklink.com/catalogItemIn.asp?P=3626pb2112&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb2112#T=C","Reddish Brown",88,"https://www.bricklink.com/catalogPG.asp?P=3626pb2112&ColorID=88","#843419","no tag"," Neutral Expression Pattern","female-coded","Neutral","none","none","Neutral","NA"
"1288",1305,"3626pb2195","Minifigure, Head Female Black Eyebrows, Dark Orange Lips, Open Mouth Smile with Teeth Pattern",2018,"https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb2195","https://www.bricklink.com/catalogItemIn.asp?P=3626pb2195&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb2195#T=C","Nougat",28,"https://www.bricklink.com/catalogPG.asp?P=3626pb2195&ColorID=28","#f8ae79","no tag"," Open Mouth Smile with Teeth Pattern","female-coded","Smile","none","none","Happy","NA"
"1289",1306,"3626pb2139","Minifigure, Head Female Dark Blue Eyebrows, Eyelashes, and Eyes, Black Ski Goggles with Medium Azure Lens, Nougat Lips, Grin Pattern",2018,"https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb2139","https://www.bricklink.com/catalogItemIn.asp?P=3626pb2139&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb2139#T=C","Yellow",3,"https://www.bricklink.com/catalogPG.asp?P=3626pb2139&ColorID=3","#f3d000","no tag"," Grin Pattern","female-coded","Grin","none","Goggles","Happy","NA"
"1290",1307,"3626pb2193","Minifigure, Head Female Dark Brown Eyebrows, Nougat Lips Pattern",2018,"https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb2193","https://www.bricklink.com/catalogItemIn.asp?P=3626pb2193&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb2193#T=C","Light Nougat",90,"https://www.bricklink.com/catalogPG.asp?P=3626pb2193&ColorID=90","#faccae","no tag"," Nougat Lips Pattern","female-coded","none","none","none","NA","NA"
"1291",1308,"3626pb2185","Minifigure, Head Female Dark Tan Eyebrows, Large Black Round Glasses, Nougat Lips Pattern",2018,"https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb2185","https://www.bricklink.com/catalogItemIn.asp?P=3626pb2185&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb2185#T=C","Light Nougat",90,"https://www.bricklink.com/catalogPG.asp?P=3626pb2185&ColorID=90","#faccae","no tag"," Nougat Lips Pattern","female-coded","none","none","Glasses","NA","NA"
"1292",1310,"3626pb2049","Minifigure, Head Female White Painted Face, Red Eye Makeup, Cheek Circles, and Lips Pattern",2018,"https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb2049","https://www.bricklink.com/catalogItemIn.asp?P=3626pb2049&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb2049#T=C","Yellow",3,"https://www.bricklink.com/catalogPG.asp?P=3626pb2049&ColorID=3","#f3d000","no tag"," and Lips Pattern","female-coded","none","none","none","NA","NA"
"1293",1311,"3626pb2001","Minifigure, Head Female Wide Eyes, Dark Orange Lips, Wide Crooked Grin with Teeth Pattern",2018,"https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb2001","https://www.bricklink.com/catalogItemIn.asp?P=3626pb2001&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb2001#T=C","Light Nougat",90,"https://www.bricklink.com/catalogPG.asp?P=3626pb2001&ColorID=90","#faccae","no tag"," Wide Crooked Grin with Teeth Pattern","female-coded","Crooked","Grin","none","Angry","Happy"
"1294",1312,"3626pb2084","Minifigure, Head Female, Black Eyebrows and Eyelashes with Silver Highlight, White Makeup with Black Cat Nose and Whiskers Pattern",2018,"https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb2084","https://www.bricklink.com/catalogItemIn.asp?P=3626pb2084&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb2084#T=C","Yellow",3,"https://www.bricklink.com/catalogPG.asp?P=3626pb2084&ColorID=3","#f3d000","no tag"," White Makeup with Black Cat Nose and Whiskers Pattern","male-coded","none","none","none","NA","NA"
"1295",1313,"3626pb1986","Minifigure, Head Female, Black Eyebrows and Eyes with Single Eyelashes, Pink Lips Pattern",2018,"https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb1986","https://www.bricklink.com/catalogItemIn.asp?P=3626pb1986&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb1986#T=C","Light Nougat",90,"https://www.bricklink.com/catalogPG.asp?P=3626pb1986&ColorID=90","#faccae","no tag"," Pink Lips Pattern","female-coded","none","none","none","NA","NA"
"1296",1314,"3626pb2075","Minifigure, Head Female, Black Eyebrows, Peach Lips, Wide Smile with Teeth Pattern",2018,"https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb2075","https://www.bricklink.com/catalogItemIn.asp?P=3626pb2075&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb2075#T=C","Yellow",3,"https://www.bricklink.com/catalogPG.asp?P=3626pb2075&ColorID=3","#f3d000","no tag"," Wide Smile with Teeth Pattern","female-coded","Smile","none","none","Happy","NA"
"1297",1315,"3626pb1983","Minifigure, Head Forehead Lines, Dark Bluish Gray Eyebrows and Moustache, Gold Lowered Eyeglasses, Smiling Pattern",2018,"https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb1983","https://www.bricklink.com/catalogItemIn.asp?P=3626pb1983&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb1983#T=C","Light Nougat",90,"https://www.bricklink.com/catalogPG.asp?P=3626pb1983&ColorID=90","#faccae","no tag"," Smiling Pattern","male-coded","none","none","none","NA","NA"
"1298",1316,"3626pb2022","Minifigure, Head Glasses with Medium Azure Ski Goggles and Slight Frown Pattern",2018,"https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb2022","https://www.bricklink.com/catalogItemIn.asp?P=3626pb2022&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb2022#T=C","Yellow",3,"https://www.bricklink.com/catalogPG.asp?P=3626pb2022&ColorID=3","#f3d000","no tag"," Head Glasses with Medium Azure Ski Goggles and Slight Frown Pattern","no tag","Frown","none","Glasses","Angry","NA"
"1299",1317,"3626pb2078","Minifigure, Head Gold Sunglasses with Black Lenses with Dark Silver Reflections, Open Mouth Smile with Teeth Pattern",2018,"https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb2078","https://www.bricklink.com/catalogItemIn.asp?P=3626pb2078&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb2078#T=C","Yellow",3,"https://www.bricklink.com/catalogPG.asp?P=3626pb2078&ColorID=3","#f3d000","no tag"," Open Mouth Smile with Teeth Pattern","no tag","Smile","none","none","Happy","NA"
"1300",1318,"3626pb2048","Minifigure, Head Gray Eyebrows and Beard, Black Eye Patch, Dark Orange Crow's Feet Pattern",2018,"https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb2048","https://www.bricklink.com/catalogItemIn.asp?P=3626pb2048&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb2048#T=C","Yellow",3,"https://www.bricklink.com/catalogPG.asp?P=3626pb2048&ColorID=3","#f3d000","old"," Dark Orange Crow's Feet Pattern","male-coded","none","none","none","NA","NA"
"1301",1319,"3626pb2189","Minifigure, Head Light Bluish Gray and Dark Bluish Gray Bushy Eyebrows, Smooth Moustache and Full Beard, Upper Eyelids, Silver Semicircle Glasses, Medium Nougat Chin Dimple, Forehead Creases and Wrinkles, Slight Grin Pattern",2018,"https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb2189","https://www.bricklink.com/catalogItemIn.asp?P=3626pb2189&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb2189#T=C","Light Nougat",90,"https://www.bricklink.com/catalogPG.asp?P=3626pb2189&ColorID=90","#faccae","old"," Slight Grin Pattern","male-coded","Grin","none","Glasses","Happy","NA"
"1302",1320,"3626pb2025","Minifigure, Head Male Green Eye Mask, Bright Light Yellow Sideburns and Goatee, Open Grin Pattern",2018,"https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb2025","https://www.bricklink.com/catalogItemIn.asp?P=3626pb2025&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb2025#T=C","Light Nougat",90,"https://www.bricklink.com/catalogPG.asp?P=3626pb2025&ColorID=90","#faccae","no tag"," Open Grin Pattern","male-coded","Grin","none","Mask","Happy","NA"
"1303",1321,"3626pb1966","Minifigure, Head Male Smirk, Medium Nougat Dimple, Pupils, Dark Bluish Gray Stubble Beard, Moustache, and Sideburns Pattern",2018,"https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb1966","https://www.bricklink.com/catalogItemIn.asp?P=3626pb1966&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb1966#T=C","Yellow",3,"https://www.bricklink.com/catalogPG.asp?P=3626pb1966&ColorID=3","#f3d000","no tag"," and Sideburns Pattern","male-coded","Smirk","none","none","Evil","NA"
"1304",1323,"3626pb2191","Minifigure, Head Medium Nougat Eyebrows and Contour Lines, Wide Grin Pattern",2018,"https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb2191","https://www.bricklink.com/catalogItemIn.asp?P=3626pb2191&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb2191#T=C","Light Nougat",90,"https://www.bricklink.com/catalogPG.asp?P=3626pb2191&ColorID=90","#faccae","no tag"," Wide Grin Pattern","no tag","Grin","none","none","Happy","NA"
"1305",1324,"3626pb2196","Minifigure, Head Medium Nougat Lightning Scar, Black Eyebrows and Glasses, Small Smile Showing Teeth Pattern",2018,"https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb2196","https://www.bricklink.com/catalogItemIn.asp?P=3626pb2196&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb2196#T=C","Light Nougat",90,"https://www.bricklink.com/catalogPG.asp?P=3626pb2196&ColorID=90","#faccae","no tag"," Small Smile Showing Teeth Pattern","no tag","Smile","none","Glasses","Happy","NA"
"1306",1325,"3626pb2065","Minifigure, Head Orange Eyebrows, Freckles, Grin with Buck Teeth Pattern",2018,"https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb2065","https://www.bricklink.com/catalogItemIn.asp?P=3626pb2065&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb2065#T=C","Yellow",3,"https://www.bricklink.com/catalogPG.asp?P=3626pb2065&ColorID=3","#f3d000","no tag"," Grin with Buck Teeth Pattern","no tag","Grin","none","Freckles","Happy","NA"
"1307",1326,"3626pb2089","Minifigure, Head Orange Eyebrows, Winking Left Eye, Open Mouth with Teeth and Tongue Pattern",2018,"https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb2089","https://www.bricklink.com/catalogItemIn.asp?P=3626pb2089&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb2089#T=C","Yellow",3,"https://www.bricklink.com/catalogPG.asp?P=3626pb2089&ColorID=3","#f3d000","no tag"," Open Mouth with Teeth and Tongue Pattern","no tag","Wink","none","none","others","NA"
"1308",1327,"3626pb2038","Minifigure, Head Reddish Brown Bushy Eyebrows, Wrinkles Pattern",2018,"https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb2038","https://www.bricklink.com/catalogItemIn.asp?P=3626pb2038&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb2038#T=C","Yellow",3,"https://www.bricklink.com/catalogPG.asp?P=3626pb2038&ColorID=3","#f3d000","old"," Wrinkles Pattern","male-coded","none","none","none","NA","NA"
"1309",1328,"3626pb2087","Minifigure, Head Reddish Brown Eyebrows and Sideburns, Lopsided Grin with Teeth Pattern",2018,"https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb2087","https://www.bricklink.com/catalogItemIn.asp?P=3626pb2087&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb2087#T=C","Yellow",3,"https://www.bricklink.com/catalogPG.asp?P=3626pb2087&ColorID=3","#f3d000","no tag"," Lopsided Grin with Teeth Pattern","male-coded","Grin","none","none","Happy","NA"
