"","item_number","description","category"
"357","3626pb3472","Minifigure, Head Dual Sided Dark Bluish Gray Eyebrows, Upper Eyelids, White Beard and Moustache, Frown / Angry with Bared Teeth Pattern","2023"
"358","3626pb3481","Minifigure, Head Dual Sided Dark Brown Angled Eyebrows and Moustache, Medium Nougat Wrinkles and Chin Dimple, Neutral / Open Mouth with Teeth Pattern","2023"
"359","3626pb3196","Minifigure, Head Dual Sided Dark Brown Eyebrows and Beard, Neutral / Wink Right Pattern","2023"
"360","3626pb3421","Minifigure, Head Dual Sided Dark Brown Eyebrows and Goatee, Smile with Teeth / Smirk with Raised Eyebrow Pattern","2023"
"361","3626pb3278","Minifigure, Head Dual Sided Dark Brown Eyebrows, Dark Tan Stubble Beard, Medium Nougat Chin Dimple, Lopsided Open Mouth Smile / Frown Pattern","2023"
"362","3626pb3305","Minifigure, Head Dual Sided Dark Brown Eyebrows, Dark Tan Stubble Beard, Medium Nougat Chin Dimple, White Spider Web / Lopsided Mouth Pattern","2023"
"363","3626pb3259","Minifigure, Head Dual Sided Dark Brown Eyebrows, Goatee and Stubble Beard, Medium Nougat Cheek Lines, Grin / Scowl Pattern","2023"
"364","3626pb3242","Minifigure, Head Dual Sided Dark Brown Eyebrows, Medium Nougat Cheek Lines and Chin Dimple, Neutral / Smirk with Open Mouth Pattern","2023"
"365","3626pb3260","Minifigure, Head Dual Sided Dark Brown Eyebrows, Medium Nougat Chin Dimple, Grin / Scared with Bright Light Blue Eyes Pattern","2023"
"366","3626pb3375","Minifigure, Head Dual Sided Dark Brown Eyebrows, Medium Nougat Chin Dimple, Open Mouth Smile / Confused with Raised Eyebrow Left Pattern","2023"
"367","3626pb3286","Minifigure, Head Dual Sided Dark Brown Eyebrows, Nougat Chin Dimple, Lopsided Grin / Narrow Open Mouth Smile Pattern","2023"
"368","3626pb3288","Minifigure, Head Dual Sided Dark Brown Eyebrows, Nougat Chin Dimple, Neutral / Surprised with Open Mouth with Teeth and Tongue Pattern","2023"
"369","3626pb3289","Minifigure, Head Dual Sided Dark Brown Eyebrows, Nougat Dimples, Open Mouth Smile with Teeth and Tongue / Wink Right Pattern","2023"
"370","3626pb3413","Minifigure, Head Dual Sided Dark Brown Eyebrows, Reddish Brown Dimple, Lopsided Smile / Surprised Open Mouth, White Teeth and Red Tongue Pattern","2023"
"371","3626pb3369","Minifigure, Head Dual Sided Dark Brown Eyebrows, Sideburns, Moustache, and Stubble, Black and Silver Glasses, Closed Mouth / Open Mouth Scowl Pattern","2023"
"372","3626pb3261","Minifigure, Head Dual Sided Dark Brown Eyebrows, Silver Tiara, Medium Nougat Cheek Lines and Chin Dimple, Smirk / Frown Pattern","2023"
"373","3626pb3398","Minifigure, Head Dual Sided Dark Brown Thick Eyebrows, Dark Tan Scuff Marks, Chin Dimple, Worried Open Mouth with Teeth / Frown Pattern","2023"
"374","3626pb3249","Minifigure, Head Dual Sided Dark Brown Thick Eyebrows, Mutton Chops and Soul Patch, Open Mouth Smile with Teeth / Lopsided Grin and Wink Pattern","2023"
"375","3626pb3483","Minifigure, Head Dual Sided Dark Orange Eyebrows and Beard, Neutral / Angry with Bright Light Blue Water Drops Pattern","2023"
"376","3626pb3246","Minifigure, Head Dual Sided Dark Orange Eyebrows, Medium Nougat Dimples, Sleeping / Lopsided Grin Pattern","2023"
"377","3626pb3460","Minifigure, Head Dual Sided Dark Tan Eyebrows, Medium Nougat Cheek Lines and Chin Dimple, Smirk / Scowl with Scar and Bandage Pattern","2023"
"378","3626pb3479","Minifigure, Head Dual Sided Dark Tan Eyebrows, Medium Nougat Dimples, Wrinkles, Chin Lines, and Forehead Creases, Grin / Angry with Bared Teeth Pattern","2023"
"379","3626pb3238","Minifigure, Head Dual Sided Dark Tan Eyebrows, Nougat Chin Dimple, Angry / Scared with Open Mouth Pattern","2023"
"380","3626pb3456","Minifigure, Head Dual Sided Female Black Angled Eyebrows and Eyelashes, Dark Tan Eye Shadow, Nougat Lips, Open Mouth Smile with Teeth / Winking, Red Tongue Pattern","2023"
"381","3626pb3478","Minifigure, Head Dual Sided Female Black Angled Eyebrows, Thick Single Eyelashes, Nougat Lips, Smirk with Medium Nougat Dimple / Open Mouth Scowl with Teeth Pattern","2023"
"382","3626pb3223","Minifigure, Head Dual Sided Female Black Eyebrows and Eyelashes, Blue Headband, Open Smile / Closed Eyes, Lopsided Open Mouth Pattern","2023"
"383","3626pb3439","Minifigure, Head Dual Sided Female Black Eyebrows and Eyelashes, Bright Pink Lips, Grin / Open Mouth with Coral Tongue, Sleeping Pattern","2023"
"384","3626pb3459","Minifigure, Head Dual Sided Female Black Eyebrows and Eyelashes, Dark Green Dimple, Medium Nougat Lips, Lopsided Grin / Open Mouth Smile with Teeth Pattern","2023"
"385","3626pb3446","Minifigure, Head Dual Sided Female Black Eyebrows and Eyelashes, Dark Orange Lips, Black Chin Strap, Neutral / Open Mouth Determined Pattern","2023"
"386","3626pb3425","Minifigure, Head Dual Sided Female Black Eyebrows and Eyelashes, Medium Brown Eye Shadow, Red Lips, Beauty Mark, Lopsided Grin, Eyebrows Down / Eyebrows Up Pattern","2023"
"387","3626pb3423","Minifigure, Head Dual Sided Female Black Eyebrows and Eyelashes, Medium Nougat Eye Shadow, Magenta Lips, Beauty Mark, Open Mouth Smile with Teeth / Surprised Pattern","2023"
"388","3626pb3432","Minifigure, Head Dual Sided Female Black Eyebrows and Eyelashes, Metallic Pink Eye Shadow and Lips, Smirk / Open Mouth Smile with Teeth Pattern","2023"
"389","3626pb3463","Minifigure, Head Dual Sided Female Black Eyebrows and Eyelashes, Nougat Lips, Grin with Dimple / Angry with Bared Teeth Pattern","2023"
"390","3626pb3461","Minifigure, Head Dual Sided Female Black Eyebrows and Eyelashes, Nougat Lips, Grin with Dimple / Scowl with Scars and Bandage Pattern","2023"
"391","3626pb3178","Minifigure, Head Dual Sided Female Black Eyebrows and Headset, Medium Nougat Lips, Lopsided Grin / Shouting Pattern","2023"
"392","3626pb3204","Minifigure, Head Dual Sided Female Black Eyebrows, Bright Pink Lips, Small Grin / Closed Eyes and Open Mouth with Red Tongue Pattern","2023"
"393","3626pb3236","Minifigure, Head Dual Sided Female Black Eyebrows, Dark Brown Lips, Open Mouth Smile with Teeth / Neutral Pattern","2023"
"394","3626pb3299","Minifigure, Head Dual Sided Female Black Eyebrows, Dark Red Lips, Lopsided Open Mouth Smile with Teeth and Tongue / Closed Mouth Pattern","2023"
"395","3626pb3229","Minifigure, Head Dual Sided Female Black Eyebrows, Dark Red Lips, Nougat Wrinkles, Open Mouth Smile / Surprised Pattern","2023"
"396","3626pb3365","Minifigure, Head Dual Sided Female Black Eyebrows, Eyelashes, Beauty Mark, Medium Nougat Lips, Open Mouth Smile with Teeth / Black and Medium Azure Mask with Light Aqua Eyes, Frown Pattern","2023"
"397","3626pb3225","Minifigure, Head Dual Sided Female Black Eyebrows, Eyelashes, Dark Azure Glasses, Nougat Freckles and Lips, Open Mouth Smile with Teeth / Neutral with Sweat Drop Pattern","2023"
"398","3626pb3182","Minifigure, Head Dual Sided Female Black Eyebrows, Eyelashes, Dark Orange Freckles, Medium Nougat Lips, Open Mouth Smile with Teeth / Top Teeth Pattern","2023"
"399","3626pb3216","Minifigure, Head Dual Sided Female Black Eyebrows, Eyelashes, Medium Nougat Lips, Lopsided Open Mouth Smile with Teeth / Worried Pattern","2023"
"400","3626pb3400","Minifigure, Head Dual Sided Female Black Eyebrows, Eyelashes, Nougat Freckles, Medium Nougat Lips, Lopsided Grin / Surprised Pattern","2023"
"401","3626pb3367","Minifigure, Head Dual Sided Female Black Eyebrows, Glasses with Silver Frames and White Lenses, Open Mouth Smile / Scared Pattern","2023"
"402","3626pb3388","Minifigure, Head Dual Sided Female Black Eyebrows, Gold Circuitry and Lips, Medium Nougat Cheek Lines, Frown / Bared Teeth Pattern","2023"
"403","3626pb3297","Minifigure, Head Dual Sided Female Black Eyebrows, Left Raised, Coral Lips, Open Mouth Smile / Angry Pattern","2023"
"404","3626pb3294","Minifigure, Head Dual Sided Female Black Eyebrows, Lime Eye Shadow, Medium Nougat Cheek Lines, Red Lips, Open Mouth Smile / Frown Pattern","2023"
"405","3626pb3185","Minifigure, Head Dual Sided Female Black Eyebrows, Medium Nougat Lips, Neutral / Open Mouth Smile with Top Teeth Pattern","2023"
"406","3626pb3240","Minifigure, Head Dual Sided Female Black Eyebrows, Medium Nougat Lips, Open Mouth Smile with Teeth / Sad Pattern","2023"
"407","3626pb3303","Minifigure, Head Dual Sided Female Black Eyebrows, Metallic Light Blue Eye Shadow, Metallic Pink Lips, Smirk / Smile Pattern","2023"
"408","3626pb3230","Minifigure, Head Dual Sided Female Black Eyebrows, Nougat Lips, Beauty Mark, Open Mouth Smile / Bright Light Blue Surgical Mask Pattern","2023"
"409","3626pb3282","Minifigure, Head Dual Sided Female Black Eyebrows, Nougat Lips, Medium Nougat Dimples, Lopsided Grin / Scared with Open Mouth Pattern","2023"
"410","3626pb3383","Minifigure, Head Dual Sided Female Black Eyebrows, Nougat Lips, Neutral / Open Mouth Smile with Teeth Pattern","2023"
"411","3626pb3298","Minifigure, Head Dual Sided Female Black Eyebrows, Reddish Brown Eye Shadow, Dark Red Lips, Open Mouth Smile / Closed Mouth Smile Pattern","2023"
"412","3626pb3382","Minifigure, Head Dual Sided Female Black Eyebrows, Reddish Brown Lips, Grin / Open Mouth Smile with White Teeth Pattern","2023"
"413","3626pb3471","Minifigure, Head Dual Sided Female Black Eyebrows, Single Eyelashes, Dark Bluish Gray Forehead Tattoo, Dark Red Lips, Neutral / Open Mouth Scowl with Teeth Pattern","2023"
"414","3626pb3482","Minifigure, Head Dual Sided Female Black Eyelashes, Dark Brown Eyebrows, Dark Orange Lips, Neutral / Reddish Brown Eyebrows, Nougat Lips and Freckles, Bright Light Blue Water Splotches, Angry Frown Pattern","2023"
"415","3626pb3302","Minifigure, Head Dual Sided Female Black Raised Eyebrows, Bright Green Eye Shadow, Red Lips, Lopsided Grin / Open Mouth Smirk Pattern","2023"
"416","3626pb3428","Minifigure, Head Dual Sided Female Blue Eyebrows, Coral Tongue, Star and Heart, Silver Dots, Open Mouth Smile with Teeth and Black Open Eyes / Closed Eyes Pattern","2023"
"417","3626pb3239","Minifigure, Head Dual Sided Female Dark Brown Eyebrows, Black Eyelashes, Nougat Lips, Neutral / Angry Open Mouth with Teeth Parted Pattern","2023"
"418","3626pb3418","Minifigure, Head Dual Sided Female Dark Brown Eyebrows, Eyelashes, Dark Pink Lips, Grin / Open Mouth Smile with Teeth Pattern","2023"
"419","3626pb3304","Minifigure, Head Dual Sided Female Dark Brown Eyebrows, Gold Eye Shadow, Dark Red Lips, Smirk / Open Mouth Smile with Teeth Pattern","2023"
"420","3626pb3247","Minifigure, Head Dual Sided Female Dark Brown Eyebrows, Nougat Lips and Freckles, Sleeping / Smile Pattern","2023"
"421","3626pb3384","Minifigure, Head Dual Sided Female Dark Brown Eyebrows, Nougat Lips, Neutral / Open Mouth Smile with White Teeth Pattern","2023"
"422","3626pb3272","Minifigure, Head Dual Sided Female Dark Brown Eyebrows, Reddish Brown Lips, Lopsided Grin / Open Mouth Smile with Teeth and Tongue Pattern","2023"
"423","3626pb3295","Minifigure, Head Dual Sided Female Dark Orange Eyebrows, Dark Pink Lips, Open Mouth Smile / Sleeping with Smirk Pattern","2023"
"424","3626pb3412","Minifigure, Head Dual Sided Female Dark Purple Eyebrows, Medium Lavender Lips and Around Eyes, Smile / Open Mouth with White Teeth Pattern","2023"
"425","3626pb3301","Minifigure, Head Dual Sided Female Dark Red Eyebrows, Dark Orange Lips, Open Mouth Smile with Teeth / Large Smile with Dark Pink Tongue Pattern","2023"
"426","3626pb3433","Minifigure, Head Dual Sided Female Dark Silver Headband, Reddish Brown Eyebrows, Medium Nougat Lips, Smile / Open Mouth Angry Pattern (SW Bo-Katan Kryze)","2023"
"427","3626pb3470","Minifigure, Head Dual Sided Female Dark Tan Eyebrows, Black Eyelashes, Nougat Lips, Small Medium Nougat Cheek Lines, Neutral / Bared Teeth Pattern","2023"
"428","3626pb3368","Minifigure, Head Dual Sided Female Gold Stripes Face Paint, Coral Lips and Eye Shadow, Orange Eyes, Lopsided Grin / Bared Teeth Pattern","2023"
"429","3626pb3424","Minifigure, Head Dual Sided Female Medium Nougat Eyebrows, Eye Shadow, and Dimples, Black Eyelashes, Red Lips, Coral Cheeks, Open Mouth with Teeth, Angry / Smile Pattern","2023"
"430","3626pb3422","Minifigure, Head Dual Sided Female Medium Nougat Eyebrows, Eyelashes, Coral Lips, Open Mouth Smile with Top Teeth and Tongue / Smirk Pattern","2023"
"431","3626pb3381","Minifigure, Head Dual Sided Female Medium Nougat Eyebrows, Nougat Lips, Raised Left Eyebrow, Neutral / Closed Eyes, Shouting Pattern","2023"
"432","3626pb3316","Minifigure, Head Dual Sided Female Reddish Brown Eyebrows, Bright Pink Eye Shadow, Black Glasses, Red Lips, Smirk / Angry with Frown Pattern","2023"
"433","3626pb3241","Minifigure, Head Dual Sided Female Reddish Brown Eyebrows, Nougat Lips and Freckles, Smile / Scared with Open Mouth Pattern","2023"
"434","3626pb3243","Minifigure, Head Dual Sided Female Silver Eyebrows and Lips, Smile / Angry with Open Mouth and Raised Eyebrows Pattern","2023"
"435","3626pb3183","Minifigure, Head Dual Sided Female White Face, Black Eyebrows, Beauty Mark, Bright Pink Circles on Cheeks, Red Lips, Grin / Open Mouth Smile with Top Teeth Pattern","2023"
"436","3626pb3402","Minifigure, Head Dual Sided Gold Eye Mask with Dark Red Visor, Medium Nougat Jowl Lines and Wrinkles, Neutral / Open Mouth with Sharp Bottom Teeth Pattern","2023"
"437","3626pb3389","Minifigure, Head Dual Sided Green Eyebrows and Face Paint with Lime Highlights, Yellowish Green Eyes / Black Eyebrows, Goatee, and Eyes Pattern","2023"
"438","3626pb3453","Minifigure, Head Dual Sided Light Bluish Gray Bushy Eyebrows, Moustache, and Beard, Medium Nougat Cheek Lines, Wrinkles, and Forehead Crease, Slight Smirk / Neutral Pattern","2023"
"439","3626pb3409","Minifigure, Head Dual Sided Male Black Eyebrows, Eyelashes, Dark Orange Chin Dimple, Open Mouth Smile with Top Teeth and Dimples / Grin and Furrowed Brow Pattern","2023"
"440","3626pb3214","Minifigure, Head Dual Sided Male Dark Brown Eyebrows, Moustache, Soul Patch, and Beard Stubble, Worried Open Mouth with Teeth / Stern Pattern","2023"
"441","3626pb3457","Minifigure, Head Dual Sided Mask with Layered Wrappings and Light Bluish Gray Crescent Moon / Balaclava with Nougat Face, White Eyes, and Stubble Pattern","2023"
"442","3626pb3287","Minifigure, Head Dual Sided Medium Brown Eyebrows, Nougat Dimples, Smile / Winking with Glasses Pattern","2023"
"443","3626pb3467","Minifigure, Head Dual Sided Medium Nougat Cheek Lines and Wrinkles, Nougat Eye Shadow and Lower Lip, Black Bushy Eyebrows, Gold Glasses, and Open Mouth Smile with Teeth / Reddish Brown Bushy Eyebrows and Neutral Pattern","2023"
"444","3626pb3485","Minifigure, Head Dual Sided Medium Nougat Cheek Lines and Wrinkles, Nougat Eye Shadow, Buck Teeth, Light Bluish Gray Bushy Eyebrows, Glasses, Stern / Black Bushy Eyebrows, Broken Glasses, Scuff Marks, Dark Bluish Gray Splotches, Worried Pattern","2023"
"445","3626pb3484","Minifigure, Head Dual Sided Medium Nougat Cheek Lines and Wrinkles, Nougat Eye Shadow, Light Bluish Gray Bushy Eyebrows, Goatee, and Stubble, Stern / Dark Bluish Gray Bushy Eyebrows, Open Mouth Scowl with Teeth Pattern","2023"
"446","3626pb3177","Minifigure, Head Dual Sided Orange Thick Eyebrows and Mutton Chops, Medium Nougat Chin Dimple, Neutral / Open Mouth Smile with Top Teeth and Red Tongue Pattern","2023"
"447","3626pb3385","Minifigure, Head Dual Sided Pointed Black Eyebrows, Dark Tan Eye Shadow, Dark Orange Wrinkles, Open Mouth with White Tooth Smile / Scowl Pattern","2023"
"448","3626pb3262","Minifigure, Head Dual Sided Reddish Brown Eyebrows and Goatee, Medium Nougat Cheek Lines, Neutral / Open Mouth Smile Pattern","2023"
"449","3626pb3364","Minifigure, Head Dual Sided Reddish Brown Eyebrows, Green Eyes, Frown / Black and Lime Mask with Yellowish Green Eyes Pattern","2023"
"450","3626pb3431","Minifigure, Head Dual Sided Reddish Brown Eyebrows, Lime Right Eye with Yellowish Green Splotch, Smirk / Open Mouth Smile with Teeth Pattern","2023"
"451","3626pb3264","Minifigure, Head Dual Sided Reddish Brown Eyebrows, Medium Nougat Chin Dimple, Open Mouth Smile with Teeth / Scared Pattern","2023"
"452","3626pb3403","Minifigure, Head Dual Sided Reddish Brown Eyebrows, Medium Nougat Freckles, Scowl / Black and Bright Light Blue Mask with Bright Light Yellow Eyes Pattern","2023"
"453","3626pb3275","Minifigure, Head Dual Sided Reddish Brown Eyebrows, Nougat Cheek Lines, Gold Diamond on Forehead, Scowl / Open Mouth Smile with Top Teeth Pattern","2023"
"454","3626pb3366","Minifigure, Head Dual Sided Reddish Brown Eyebrows, Nougat Scar, White Bandage, Lopsided Grin / Black and Red Mask with Bright Light Yellow Eye Holes, Open Mouth Scowl with Teeth Pattern","2023"
"455","3626pb3211","Minifigure, Head Dual Sided Small Black Eyebrows, Dark Red Glasses, Sad / Eyes Closed Pattern","2023"
"456","3626pb3254","Minifigure, Head Dual Sided Statue Dark Bluish Gray Cheek Lines and Chin Dimple, Raised Eyebrows / Flat Eyebrows Pattern","2023"
"457","3626pb3377","Minifigure, Head Dual Sided Thick Black Eyebrows One Raised, Chin Dimple, Open Mouth Crooked Smile / Open Mouth Scowl Pattern","2023"
"458","3626pb3374","Minifigure, Head Dual Sided Thick Black Eyebrows, Glasses, Nougat Lightning Scar, Medium Nougat Chin Dimple, Grin / Surprised Open Mouth Smile with Top Teeth Pattern","2023"
"459","3626pb3394","Minifigure, Head Dual Sided Thick Black Eyebrows, Open Mouth Scowl / Orange Face, Black and Dark Bluish Gray Fur, and Gold Eyes Pattern","2023"
"460","3626pb3387","Minifigure, Head Dual Sided Thick Black Eyebrows, Open Mouth Smile with Top Teeth and Tongue / Black and Dark Red Mask, Frown Pattern","2023"
"461","3626pb3491","Minifigure, Head Dual Sided White and Light Bluish Gray Eyebrows and Beard, Black Round Glasses, Closed Mouth / Open Mouth Smile Pattern","2023"
"462","3626pb3271","Minifigure, Head Dual Sided White Bushy Eyebrows, Medium Nougat Wrinkles and Cheek Lines, Black Glasses, Frown / Smile Pattern","2023"
"463","3626pb3430","Minifigure, Head Dual Sided White Eyebrows, Reddish Brown Glasses with Nougat Lenses, Closed Eyes, Chin Dimple, Wrinkles, Grin / Open Mouth Smile Pattern","2023"
"464","3626pb3300","Minifigure, Head Dual Sided White Face Mask, Large Eyes and Nose, Nougat Dots, Stitched Mouth, Open Mouth Smile / Slight Smile Pattern","2023"
"465","3626pb3310","Minifigure, Head Dual Sided Wrinkles, Sunken Yellow Eyes, Black Short Eyebrows, Stern / Bared Teeth Angry Pattern (SW Palpatine)","2023"
"466","3626pb3379","Minifigure, Head Female Balaclava with Light Aqua Face, Medium Lavender Eye Shadow, Pointed Eyebrows One Raised, Red Lips, Open Mouth Smile Pattern (Maleficent)","2023"
"467","3626pb3408","Minifigure, Head Female Balaclava, White Stitching, Light Nougat Face, Red Lips Pattern","2023"
"468","3626pb3218","Minifigure, Head Female Black Eyebrows and Eyelashes, Dark Brown Lips, and Closed Mouth Smile Pattern","2023"
"469","3626pb3454","Minifigure, Head Female Black Eyebrows and Eyelashes, Metallic Light Blue Eyes, Dark Brown Lips, Lopsided Grin Pattern","2023"
"470","3626pb3487","Minifigure, Head Female Black Eyebrows, Dark Tan Braided Headband, Nougat Lips, Open Mouth Smile with Top Teeth and Red Tongue Pattern","2023"
"471","3626pb3202","Minifigure, Head Female Black Eyebrows, Eyelashes, Medium Nougat Dimples, Nougat Lips, Grin Pattern","2023"
"472","3626pb3314","Minifigure, Head Female Black Eyebrows, Gold Stripes Face Paint, Coral Lips and Eye Shadow, Smile Pattern (BAM)","2023"
"473","3626pb3370","Minifigure, Head Female Goggles with Silver Frames and Red Lenses, Red Lips and Open Mouth Scowl Pattern","2023"
"474","3626pb3293","Minifigure, Head Female Light Nougat Face with Eyebrows, Medium Lavender Eye Shadow, Red Lips, Frown Pattern","2023"
"475","3626pb3380","Minifigure, Head Female Red Bushy Eyebrows, Orange Lips, Dark Tan Scuff Mark, and Bared Teeth Pattern","2023"
"476","3626pb3273","Minifigure, Head Female Reddish Brown Eyebrows, Coral Lips, Open Mouth Smile with Teeth Pattern","2023"
"477","3626pb3396","Minifigure, Head Female Reddish Brown Eyebrows, Dark Tan Chin Dimple and Forehead Crease, Dark Pink Lips, Frown Pattern","2023"
"478","3626pb3376","Minifigure, Head Female, Black Eyebrows One Raised, White Pupils, and Open Mouth Crooked Smile Pattern","2023"
"479","3626pb3404","Minifigure, Head Glasses with Lime Ski Goggles with Dark Turquoise and Medium Azure Highlights, Medium Nougat Chin Dimple, Smirk Pattern","2023"
"480","3626pb3317","Minifigure, Head Gold Bushy Eyebrows, Reddish Brown Eyes, Eyelids, and Mouth, Copper Cheek Lines, Chin Dimple, and Wrinkles, Grin Pattern","2023"
"481","3626pb3447","Minifigure, Head Green Eyebrows, Red Lips, Light Bluish Gray Eye Shadow and Cheek Lines, Open Mouth Smile with Bright Light Yellow Teeth Parted Pattern (The Joker)","2023"
"482","3626pb3427","Minifigure, Head Male Black Eyebrows, Dark Brown Beard Stubble, Medium Nougat Cheek Lines, Chin Dimple, Furrowed Brow, Neutral, White Scars on Back Pattern","2023"
"483","3626pb3407","Minifigure, Head Medium Nougat Brow Furrows and Chin Dimple, Dark Tan Eye Shadow, Bright Light Yellow Bared Teeth Pattern","2023"
"484","3626pb3210","Minifigure, Head Orange Eyebrows and Beard, Silver Headband, and Bared Teeth Pattern","2023"
"485","3626pb3268","Minifigure, Head Pumpkin Jack O' Lantern with Yellow Eyes and Mouth and Dark Orange Vertical Lines Pattern","2023"
"486","3626pb3256","Minifigure, Head Reddish Brown Bushy Eyebrows, Medium Nougat Cheek Lines, Wrinkles, and Chin Dimple, Grin Pattern","2023"
"487","3626pb3237","Minifigure, Head Stern Black Eyebrows, Dark Brown Cheek Lines and Chin Dimple Pattern","2023"
"488","3626pb3269","Minifigure, Head Thick Black Eyebrows, Medium Nougat Chin Dimple and Forehead Lines, Neutral Pattern (Sandman)","2023"
"489","3626pb3372","Minifigure, Head Thick Black Eyebrows, Stubble Sideburns, Medium Nougat Scar, and Closed Mouth Lopsided Grin Pattern","2023"
"490","3626pb3257","Minifigure, Head White and Light Bluish Gray Bushy Eyebrows, Medium Nougat Brow Furrows, Wrinkles, and Cheek Lines Pattern","2023"
"491","3626pb3415","Minifigure, Head White Eyebrows and Beard, Gold Rimmed Glasses, Medium Nougat Forehead Crease and Age Lines, Open Mouth Smile Pattern","2023"
"492","3626pb3417","Minifigure, Head with Dark Bluish Gray Standard Skull Pattern","2023"
"493","3626pb3468","Minifigure, Head without Face with Dark Red and Gold Zig Zag Vertical Lines Pattern (HP Beaded Bag)","2023"
"494","3626pb3373","Minifigure, Head without Face with Gold Oriental Pattern on Both Sides","2023"
"495","3626pb3359","Minifigure, Head without Face with Gold Rabbit Pattern on Both Sides","2023"
"496","3626pb3361","Minifigure, Head without Face with Orange Fish with Yellow Fins and White Face, Castle with Dark Blue Opening on Back Pattern","2023"
"497","3626pb3360","Minifigure, Head without Face with White Label with Reddish Brown 'Paradise Falls' and Tan Tape, Gold Coins on Back Pattern","2023"
"498","33464pb08","Minifigure, Baby / Toddler Head with Neck with Black Eyes, Open Mouth Smile with White Teeth and Dark Orange Eyebrows Pattern","2024"
"499","3626pb3322","Minifigure, Head Alien Balaclava, Dark Tan and Dark Orange Monkey Face, Dark Turquoise Eye Shadow, Lopsided Open Mouth Smile with Teeth, Black Outline Pattern","2024"
"500","3626pb3656","Minifigure, Head Alien Black and Silver Visor, Dark Purple and Medium Lavender Lenses, Dark Bluish Gray Plate and Strap with Buckle on Back Pattern","2024"
"501","3626pb3567","Minifigure, Head Alien Black Eyebrows, Dark Bluish Gray Eye Shadow, Dark Silver Vocabulator, Light Bluish Gray Tattoos Pattern","2024"
"502","3626pb3628","Minifigure, Head Alien Black Eyebrows, Dark Red Tattoos, Dark Bluish Gray Cheek Lines and Chin Dimple, Open Mouth Smile with Teeth Pattern","2024"
"503","3626pb3587","Minifigure, Head Alien Black Eyebrows, Evil Grin Left, Lime Face with Magenta Eye, Bright Green Scales, and White Fang Right Pattern","2024"
"504","3626pb3327","Minifigure, Head Alien Black Eyes, Dark Turquoise Eye Shadow and Dots, Nose with Tentacles, Dark Green Wrinkles, White Teeth Pattern (BAM)","2024"
"505","3626pb3329","Minifigure, Head Alien Dark Orange Monocles, Lime Eyes, White Glints, Black Outline and Gold Panel with Rivets on Back Pattern","2024"
"506","3626pb3512","Minifigure, Head Alien Female Black Eyebrows, Dark Purple Feathers and Lips, Yellow Eyes, and Dark Pink Cheek Lines Pattern","2024"
"507","3626pb3584","Minifigure, Head Alien Female Dark Blue Eyebrows, Medium Azure Eyes and Lips, Sand Blue Cheek Lines, Silver Circle Power Socket on Back Pattern","2024"
"508","3626pb3574","Minifigure, Head Alien Medium Lavender Face, Black Eyebrows, Lime Pupils with White Glints and Dark Purple Eyes, Spots and Dimple, Wrinkles on Back Pattern","2024"
"509","3626pb3576","Minifigure, Head Alien Orc Black Eyebrows, Sand Blue Eye Shadow, Chin Dimple, and Wrinkles, Wide Grin with Bottom Fangs Pattern","2024"
"510","3626pb3604","Minifigure, Head Alien Orc Bright Light Orange Eyes, Dark Tan Wrinkles and Scars, Angry Open Mouth with Teeth, White Thin Hair on Back Pattern","2024"
"511","3626pb3573","Minifigure, Head Alien Orc Female Black Eyebrows, Eyes and Mouth, White Sharp Teeth and Sand Blue Eye Shadow, Wrinkles and Lips Pattern","2024"
"512","3626pb3580","Minifigure, Head Alien Robot Black Straight Eyebrows, Orange Circle Eyes, Warning Panel on Back Pattern","2024"
"513","3626pb3675","Minifigure, Head Alien Skull with Black Eyebrows, Nose and Mouth, Red Eyes, Dark Tan Filigree Tattoos and Contours, Frown Pattern","2024"
"514","3626pb3627","Minifigure, Head Alien Skull with Red Eyes and Jagged Mouth, White and Yellow Pupils, Dark Red Contours Pattern","2024"
"515","3626pb3318","Minifigure, Head Alien Visor with Music Equalizer, Gold Trim, Orange Face, Fangs / Silver Trim, Dark Azure Face, Open Mouth Smile Pattern","2024"
"516","3626pb3540","Minifigure, Head Alien with 3 Black Eyes and Eyebrows, Bright Green Dots, Grin Pattern","2024"
"517","3626pb3586","Minifigure, Head Alien with Large Black Eyes with White Glints, Grin Pattern","2024"
"518","3626pb3531","Minifigure, Head Alien with Lizard Dark Green Scales, Lime Eyes, Dark Pink Fangs, Black Eyebrows and Mouth, Open Smile with White Bared Teeth Pattern","2024"
"519","3626pb3754","Minifigure, Head Alien with Metallic Pink Eyes Pattern","2024"
"520","3626pb3564","Minifigure, Head Alien with Spider-Man Dark Red Webbing, Large Gold Eyes with Black Borders Pattern","2024"
"521","3626pb3553","Minifigure, Head Alien with Spider-Man Red Webbing, Large Gold Eyes with Red Borders Pattern","2024"
"522","3626pb3592","Minifigure, Head Alien with SW Darth Maul, Red Face, Bright Light Orange Eyes with White Glints, Neutral Pattern","2024"
"523","3626pb3570","Minifigure, Head Alien with SW Darth Maul, Red Face, Small Yellow Eyes Pattern","2024"
"524","3626pb3763","Minifigure, Head Alien with SW Klatooinian Dark Green Facial Lines, Black Nose Contours, Dark Bluish Gray Eye Shadow, Sharp Teeth Pattern","2024"
