"","item_number","description","category"
"687","3626pb3509","Minifigure, Head Dual Sided Female Black Eyebrows, Bright Light Orange Cheek Spots, Closed Eyes, Open Mouth Smile / Closed Mouth Smile Pattern","2024"
"688","3626pb3732","Minifigure, Head Dual Sided Female Black Eyebrows, Bright Pink Birthmark, Open Mouth Smile / Laughing with Teeth and Red Tongue Pattern","2024"
"689","3626pb3734","Minifigure, Head Dual Sided Female Black Eyebrows, Dark Brown Eyes and Eyelashes, Nougat Glasses, Dark Orange Lips, Lopsided Grin / Black Eyelashes, Open Mouth Smile with Teeth, No Glasses Pattern","2024"
"690","3626pb3681","Minifigure, Head Dual Sided Female Black Eyebrows, Dark Brown Lips, Cheek Lines and Scar, Lopsided Grin / Open Mouth Scowl Pattern","2024"
"691","3626pb3679","Minifigure, Head Dual Sided Female Black Eyebrows, Dark Orange Forehead Markings, Dark Red Lips and Contour Lines, Lopsided Grin / Scowl Pattern","2024"
"692","3626pb3674","Minifigure, Head Dual Sided Female Black Eyebrows, Dark Orange Lips and Cheek Lines, Frown / Lopsided Open Mouth Smile and Wink Pattern","2024"
"693","3626pb3808","Minifigure, Head Dual Sided Female Black Eyebrows, Double Eyelashes, Red Glasses, Coral Lips, Lopsided Grin / Surprised Open Mouth Pattern","2024"
"694","3626pb3812","Minifigure, Head Dual Sided Female Black Eyebrows, Double Eyelashes, Red Lips, Stern with Gold Eyes and Energy / Open Mouth Smile with Teeth, Lower Eyelids Pattern","2024"
"695","3626pb3725","Minifigure, Head Dual Sided Female Black Eyebrows, Eyelashes and Glasses, Open Mouth Grin with Teeth and Red Tongue / Eyes Closed Pattern","2024"
"696","3626pb3659","Minifigure, Head Dual Sided Female Black Eyebrows, Eyelashes, Dark Brown Lips, Bright Light Orange Headband, Grin / Angry Bared Teeth Pattern","2024"
"697","3626pb3689","Minifigure, Head Dual Sided Female Black Eyebrows, Eyelashes, Light Bluish Gray Eye Shadow, Dark Silver Lips, Open Mouth Singing / Closed Mouth Smile Pattern","2024"
"698","3626pb3641","Minifigure, Head Dual Sided Female Black Eyebrows, Eyelashes, Medium Azure Face Paint, Dark Purple Lips, Lopsided Grin / Open Mouth Smile with Teeth Pattern","2024"
"699","3626pb3527","Minifigure, Head Dual Sided Female Black Eyebrows, Eyelashes, Red Lips, Dark Green Headband, Grin / Angry Bared Teeth Pattern","2024"
"700","3626pb3642","Minifigure, Head Dual Sided Female Black Eyebrows, Eyelashes, Yellow Right Eye, Bright Light Blue Left Eye, Light Bluish Gray Eye Shadow and Spots, Dark Purple Lips, Open Mouth Smile with Teeth / Lopsided Scowl Pattern","2024"
"701","3626pb3637","Minifigure, Head Dual Sided Female Black Eyebrows, Eyelashes, Yellow Right Eye, Bright Light Blue Left Eye, Light Bluish Gray Eye Shadow and Spots, Open Mouth Smile with Teeth / Angry Bared Teeth Pattern","2024"
"702","3626pb3720","Minifigure, Head Dual Sided Female Black Eyebrows, Gold Glasses, Dark Red Lips, Closed Mouth / Wink, Open Mouth Grin with Teeth Pattern","2024"
"703","3626pb3543","Minifigure, Head Dual Sided Female Black Eyebrows, Long Eyelashes, Medium Nougat Lips, Gold Stripes Tattoo, Evil Open Mouth Smile with Teeth / Scowl Pattern","2024"
"704","3626pb3514","Minifigure, Head Dual Sided Female Black Eyebrows, Medium Nougat Lips and Cheek Lines, Dark Bluish Gray Face Paint, Angry / Closed Mouth Frown Pattern","2024"
"705","3626pb3575","Minifigure, Head Dual Sided Female Black Eyebrows, Medium Nougat Lips, Open Mouth with Teeth, Grin / Frown, Lime Eyes, Bright Green Mask, White Lightning Bolts Pattern","2024"
"706","3626pb3672","Minifigure, Head Dual Sided Female Black Eyebrows, Metallic Light Blue Lips and Spots, Cheek Lines, Open Mouth Smile / Singing with Closed Eyes Pattern","2024"
"707","3626pb3671","Minifigure, Head Dual Sided Female Black Eyebrows, Olive Green Spots and Lines, Medium Nougat Lips, Angry Frown / Open Mouth Smile Pattern","2024"
"708","3626pb3753","Minifigure, Head Dual Sided Female Black Eyebrows, Scar, Olive Green Scuff Mark, Nougat Lips, Lopsided Grin / Open Mouth Smile with Teeth Pattern","2024"
"709","3626pb3648","Minifigure, Head Dual Sided Female Black Eyebrows, Single Eyelashes, Dark Bluish Gray Tattoos, Dark Red Lips, Frown / Angry Bared Teeth Pattern","2024"
"710","3626pb3585","Minifigure, Head Dual Sided Female Black Eyebrows, Single Eyelashes, Metallic Pink Eye Shadow, Silver Dots, Metallic Light Blue Lips, Smirk / Lopsided Open Mouth Smile with Teeth Pattern","2024"
"711","3626pb3626","Minifigure, Head Dual Sided Female Black Eyebrows, Upper Eyelids, Medium Nougat Eye Shadow, Cheek Lines, Wrinkles, and Chin Dimple, Magenta Lips, Open Mouth Smile with Teeth / Sad Frown Pattern","2024"
"712","3626pb3515","Minifigure, Head Dual Sided Female Black Glasses, Dark Bluish Gray Eyebrows, Medium Nougat Lips and Wrinkles, Smirk / Smile Pattern","2024"
"713","3626pb3636","Minifigure, Head Dual Sided Female Blue Eyebrows, Black Eyelashes, Magenta Face Paint, Metallic Light Blue Dots, Lopsided Grin / Open Mouth Smile with Teeth Pattern","2024"
"714","3626pb3324","Minifigure, Head Dual Sided Female Clown Blue Eyebrows, Medium Azure Eye Shadow, Red Nose, Smile / Open Mouth and Wink Pattern (BAM)","2024"
"715","3626pb3738","Minifigure, Head Dual Sided Female Dark Brown Eyebrows, Black Eyelashes, Copper Eye Shadow, Gold Lips, Closed Mouth Smile / Open Mouth Grin with Teeth Pattern","2024"
"716","3626pb3664","Minifigure, Head Dual Sided Female Dark Brown Eyebrows, Bright Light Orange Eyes, Medium Nougat Eye Shadow, Freckles, Nougat Lips, Neutral / Open Mouth Scowl Pattern","2024"
"717","3626pb3698","Minifigure, Head Dual Sided Female Dark Orange Eyebrows, Medium Nougat Lips and Wrinkles, Slight Smile / Open Mouth Angry Pattern","2024"
"718","3626pb3731","Minifigure, Head Dual Sided Female Dark Purple Eyebrows and Lips, Black Eyelashes, Bright Pink Eye Shadow, Closed Mouth Smile / Eyes Closed with Red Tongue and Gap in Teeth Pattern","2024"
"719","3626pb3645","Minifigure, Head Dual Sided Female Dark Silver and Silver Mechanical Device, Nougat Lips, Visor and Grin / Dark Brown Eyebrows, Black Single Eyelashes, Lopsided Open Mouth Smile with Teeth Pattern","2024"
"720","3626pb3498","Minifigure, Head Dual Sided Female Medium Lavender Cheek Lines, Magenta Lips, Medium Blue Eye Shadow, Winking / Red Eyes Angry Pattern","2024"
"721","3626pb3695","Minifigure, Head Dual Sided Female Medium Nougat Eyebrows, Black Eyelashes, Nougat Chin Dimple, Neutral / Sleeping with Closed Eyes Pattern","2024"
"722","3626pb3506","Minifigure, Head Dual Sided Female Thin Black Eyebrows, Dark Turquoise Lips, and Crooked Smile / Closed Eyes, Open Mouth Smile Pattern","2024"
"723","3626pb3501","Minifigure, Head Dual Sided Female Thin Black Eyebrows, Nougat Eye Shadow and Lips, Smile / Gold Tiara and Dark Turquoise Highlights Pattern","2024"
"724","3626pb3614","Minifigure, Head Dual Sided Female, Dark Orange Eyebrows and Freckles, Bright Pink Lips, Smile / Medium Azure Sunglasses with Black Lenses Pattern","2024"
"725","3626pb3497","Minifigure, Head Dual Sided Female, Lime Eyes and Dark Purple Eye Shadow and Lips, Crooked Mouth Frown / White Fangs Smile Pattern","2024"
"726","3626pb3533","Minifigure, Head Dual Sided Female, Medium Nougat Eyebrows and Lips, Black Eyes and Mouth Neutral / Smile with Gold Mesh Face Veil Pattern","2024"
"727","3626pb3617","Minifigure, Head Dual Sided Female, Thin Black Eyebrows, Long Eyelashes, Dimple, Dark Pink Lips, Closed Mouth Smile / Open Mouth Smile Pattern","2024"
"728","3626pb3616","Minifigure, Head Dual Sided Female, Thin Black Eyebrows, Long Eyelashes, Medium Nougat Lips, Closed Mouth Smile / Open Mouth Smile Pattern","2024"
"729","3626pb3619","Minifigure, Head Dual Sided Light Bluish Gray Bushy Eyebrows and Sideburns, Medium Nougat Wrinkles, Grin / Open Mouth Grimace with Teeth Pattern","2024"
"730","3626pb3693","Minifigure, Head Dual Sided Medium Nougat Eyebrows, Nougat Chin Dimple, Angry Frown / Open Mouth Smile with Top Teeth Pattern","2024"
"731","3626pb3694","Minifigure, Head Dual Sided Medium Nougat Eyebrows, Upper Eyelids, Nougat Chin Dimple, Neutral / Open Mouth Scowl with Top Teeth and Red Tongue Pattern","2024"
"732","3626pb3507","Minifigure, Head Dual Sided Red Eyes, Black Moustache, Fangs, and Red Eye Circles / Dark Bluish Gray Eye Circles Pattern","2024"
"733","3626pb3502","Minifigure, Head Dual Sided Red Fur, Gold Eye Left, White Eye Right, Crooked Mouth with Fang / Teeth Bared Grimace Pattern","2024"
"734","3626pb3667","Minifigure, Head Dual Sided Reddish Brown Eyebrow Left, Bright Green Eyebrow Right, Lime Eye and Slime, Smirk / Lopsided Open Mouth Smile with Teeth Parted Pattern","2024"
"735","3626pb3722","Minifigure, Head Dual Sided Reddish Brown Eyebrows and Freckles, Open Mouth Smile with Teeth and Red Tongue / Smirk Pattern","2024"
"736","3626pb3684","Minifigure, Head Dual Sided Reddish Brown Eyebrows, Bright Light Yellow Splotch, Open Mouth Smile with Teeth / Sleeping Pattern (BAM)","2024"
"737","3626pb3511","Minifigure, Head Dual Sided Reddish Brown Eyebrows, Dark Orange Cheek Lines, and Open Mouth Smile / Smirk Pattern","2024"
"738","3626pb3528","Minifigure, Head Dual Sided Reddish Brown Eyebrows, Eye Patch and Cheek Lines, Orange Around Eyes, Metallic Light Blue Streaks, Smile / Grin Pattern","2024"
"739","3626pb3651","Minifigure, Head Dual Sided Reddish Brown Eyebrows, Medium Nougat Cheek Lines and Chin Dimple, Smirk / Closed Eyes and Open Mouth Smile with Teeth Pattern","2024"
"740","3626pb3690","Minifigure, Head Dual Sided Reddish Brown Eyebrows, Medium Nougat Lines and Dimples, Dark Silver Glasses, Neutral  / Lopsided Grin Pattern","2024"
"741","3626pb3803","Minifigure, Head Dual Sided Reddish Brown Eyebrows, Moustache and Beard with Light Bluish Gray Highlights, Grin / Angry Open Mouth with Teeth Pattern","2024"
"742","3626pb3685","Minifigure, Head Dual Sided Silver Eyebrows, Light Bluish Gray Beard, Moustache, Black Glasses with White Lenses, Open Eyes / Sleeping Pattern (BAM)","2024"
"743","3626pb3640","Minifigure, Head Dual Sided Silver Face, Black Eyebrows, Medium Azure Eyes, Lopsided Grin / Open Mouth Smile with Top Teeth and Red Tongue Pattern","2024"
"744","3626pb3518","Minifigure, Head Dual Sided Thick Black Eyebrows and Moustache, Light Bluish Gray Beard Stubble, Closed Eyes and Eyebrow Raised / Small Smile Pattern","2024"
"745","3626pb3630","Minifigure, Head Dual Sided Thick Black Eyebrows, 2 Red Spots, Eyebrow Raised and Open Mouth Smile with Teeth / Angry Pattern","2024"
"746","3626pb3647","Minifigure, Head Dual Sided Thick Black Eyebrows, Moustache, and Full Beard, Medium Azure Eyes, Dark Orange Scars, Neutral / Angry Open Mouth with Teeth Pattern","2024"
"747","3626pb3644","Minifigure, Head Dual Sided Thick Black Eyebrows, Reddish Brown Chin Dimple, Grin / Scared Open Mouth with Red Tongue Pattern","2024"
"748","3626pb3508","Minifigure, Head Dual Sided Thin Black Eyebrows, Medium Nougat Cheek Lines, and Open Mouth Smile / Sweat Drop, Grimace Pattern","2024"
"749","3626pb3649","Minifigure, Head Dual Sided Thin Black Eyebrows, Upper Eyelids, Red Eyes, Blue Cheek Lines and Chin Dimple, Neutral / Angry Bared Teeth Pattern","2024"
"750","3626pb3525","Minifigure, Head Dual Sided White and Light Bluish Gray Bushy Eyebrows, Medium Nougat Cheek Lines, Chin Dimple, and Wrinkles, Smirk / Angry Bared Teeth Pattern","2024"
"751","3626pb3712","Minifigure, Head Dual Sided White and Light Bluish Gray Bushy Eyebrows, Medium Nougat Wrinkles and Crow's Feet, Coral Cheeks, Surprised / Open Mouth with Teeth and Tongue Pattern","2024"
"752","3626pb3558","Minifigure, Head Dual Sided White Bushy Eyebrows, Medium Nougat Wrinkles and Chin Dimple, Open Mouth Smile with White Teeth and Red Tongue / Grin Pattern","2024"
"753","3626pb3696","Minifigure, Head Dual Sided White Eyebrows, Medium Azure Band, Black Triangle, Crow's Feet, Chin Dimple, Wrinkles, Lopsided Grin / Closed Eyes, Open Mouth Smile Pattern","2024"
"754","3626pb3595","Minifigure, Head Dual Sided White Thick Eyebrows, Moustache and Beard, Dark Orange Wrinkles, Black Eyes and Mouth Closed Angry / Open Black Tooth, Medium Lavender Left Eye Contour Pattern","2024"
"755","3626pb3523","Minifigure, Head Dual Sided Yellow Face, Black Notched Eyebrows, Medium Nougat Eye Shadow, Neutral / Silver Half Mask Pattern","2024"
"756","3626pb3542","Minifigure, Head Dual Sided Yellow Face, Silver Samurai Mask, Black Eyes / Dark Azure Eyes and Teeth Pattern","2024"
"757","3626pb3588","Minifigure, Head Female Balaclava with Light Bluish Gray Lines and Black Tubes, Yellow Face with Eyebrows, Single Eyelashes, and Nougat Lips, Grin Pattern","2024"
"758","3626pb3572","Minifigure, Head Female Balaclava, Light Nougat Face, Black Mask and Eyelashes, Red Lips, Smirk Pattern","2024"
"759","3626pb3319","Minifigure, Head Female Black Eyebrows, Dark Orange Lips, Red and Orange Face Paint with Stars and Lines, Open Mouth Smile with Teeth Pattern","2024"
"760","3626pb3723","Minifigure, Head Female Black Eyebrows, Eyelashes, Dark Orange Lips, Tan Hearing Aid on Left, Open Mouth Smile with Teeth Pattern","2024"
"761","3626pb3719","Minifigure, Head Female Black Eyebrows, Eyes and Eyelashes, Reddish Brown Lips, Neutral Pattern","2024"
"762","3626pb3686","Minifigure, Head Female Black Eyebrows, Lime Eyes, Eye Shadow, Spots, Cheek Lines and Lips, Crooked Open Mouth Smile Pattern","2024"
"763","3626pb3522","Minifigure, Head Female Black Thick Eyebrows and Single Eyelashes, Nougat Lips, Gold Dots, Silver Stars Constellation, Open Mouth Smile with Teeth Pattern","2024"
"764","3626pb3326","Minifigure, Head Female Dark Orange Eyebrows and Lips, Sunglasses with Dark Blue Skyline Reflections, Open Mouth Smile with Teeth Pattern (BAM)","2024"
"765","3626pb3554","Minifigure, Head Female Gold Eyebrows, Black Eyelashes, Yellow Mask, Coral Lips, and Open Mouth Smile with Teeth Pattern","2024"
"766","3626pb3563","Minifigure, Head Large Magenta and Gold Eyes Pattern","2024"
"767","3626pb3532","Minifigure, Head Medium Nougat Eyebrows, Cheek Lines, Chin Dimple and Wrinkles and Black Eyes and Mouth Closed Angry Pattern","2024"
"768","3626pb3610","Minifigure, Head Medium Nougat Glasses with Gold Lenses with White Reflections Pattern","2024"
"769","3626pb3582","Minifigure, Head Metallic Light Blue Eyebrows, Eyes, and Grin Pattern","2024"
"770","3626pb3503","Minifigure, Head Orange and Black Bushy Eyebrows, Moustache and Stubble, Blue Chin Dimple Pattern","2024"
"771","3626pb3733","Minifigure, Head Reddish Brown Thick Eyebrows and Moustache, Dark Tan Cheek Lines and Chin Dimple, Neutral Pattern","2024"
"772","3626pb3583","Minifigure, Head Robot Black Eyebrows, Open Smile with Teeth, Bright Light Orange Rivets, Panel with Blue Streaks and Lime Alien Pilot on Back Pattern","2024"
"773","3626pb3710","Minifigure, Head Skull Large Black Eyes, Nostrils and Very Wide Mouth with Light Bluish Gray Ends Pattern","2024"
"774","3626pb3544","Minifigure, Head Thick Black Eyebrows, Dark Bluish Gray Beard, Medium Nougat Lightning Bolt Scar, Flat Grin Pattern","2024"
"775","3626pb3599","Minifigure, Head Thick Black Eyebrows, Large White Eyes with Dark Blue Upper Eyelids, Moustache, Closed Mouth, Scowl Pattern","2024"
"776","3626pb3688","Minifigure, Head White and Light Bluish Gray Bushy Eyebrows and Beard, Medium Nougat Wrinkles, Chin Dimple and Cheek Lines, Grin Pattern","2024"
"777","3626pb3622","Minifigure, Head without Face with Bright Light Yellow, Medium Nougat and Lavender Fireflies, Twigs and Olive Green Leaves Pattern","2024"
"778","3626pb3757","Minifigure, Head without Face with Bright Pink and Dark Pink Cube and Crystals and White Energy Pattern","2024"
"779","3626pb3756","Minifigure, Head without Face with Bright Pink Triangles, Silver Outlines and Dark Pink Lines Pattern","2024"
"780","3626pb3609","Minifigure, Head without Face with Dark Orange, Dark Tan and Reddish Brown Wings, Orange Feet Pattern (Gabby's Dollhouse Baby Me-Owl Body)","2024"
"781","3626pb3548","Minifigure, Head without Face with Dark Turquoise Ice Castle and White Snowflakes / Dots Pattern","2024"
"782","3626pb3504","Minifigure, Head without Face with Gold Dragon Pattern on Both Sides","2024"
"783","3626pb3551","Minifigure, Head without Face with Magenta Brain Fissures Pattern","2024"
"784","3626pb3607","Minifigure, Head without Face with White Tree in Orange and Red Flames, Bright Green Hobbit Hill in Flames Pattern (Palantír, Palantir)","2024"
