item_number,description,category,price_guide_link,past_used_avg,past_used_min,past_used_max,current_used_avg,current_used_min,current_used_max,past_new_avg,past_new_min,past_new_max,current_new_avg,current_new_min,current_new_max
sw1007,"Imperial Scout Trooper (Dual Molded Helmet) - Male, Light Nougat Head, Scowl",Star Wars Episode 4/5/6,https://www.bricklink.com/catalogPG.asp?M=sw1007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sw0042,Imperial Shuttle Pilot (Yellow Head),Star Wars Episode 4/5/6,https://www.bricklink.com/catalogPG.asp?M=sw0042,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sw0802,Imperial Shuttle Pilot - Light Nougat,Star Wars Episode 4/5/6,https://www.bricklink.com/catalogPG.asp?M=sw0802,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sw0997a,"Imperial Stormtrooper (Dual Molded Helmet, Black Squares on Back) - Male, Light Nougat Head, Scowl",Star Wars Episode 4/5/6,https://www.bricklink.com/catalogPG.asp?M=sw0997a,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sw1168,"Imperial Stormtrooper (Dual Molded Helmet, Gray Squares on Back) - Female, Light Nougat Head, Angry Smile",Star Wars Episode 4/5/6,https://www.bricklink.com/catalogPG.asp?M=sw1168,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sw1137,"Imperial Stormtrooper (Dual Molded Helmet, Gray Squares on Back) - Male, Light Nougat Head, Frown",Star Wars Episode 4/5/6,https://www.bricklink.com/catalogPG.asp?M=sw1137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sw0997b,"Imperial Stormtrooper (Dual Molded Helmet, Gray Squares on Back) - Male, Light Nougat Head, Scowl",Star Wars Episode 4/5/6,https://www.bricklink.com/catalogPG.asp?M=sw0997b,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sw1167,"Imperial Stormtrooper (Dual Molded Helmet, Gray Squares on Back) - Male, Reddish Brown Head, Grimace",Star Wars Episode 4/5/6,https://www.bricklink.com/catalogPG.asp?M=sw1167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sw0036b,"Imperial Stormtrooper - Black Head, Solid Mouth Helmet",Star Wars Episode 4/5/6,https://www.bricklink.com/catalogPG.asp?M=sw0036b,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sw0188a,"Imperial Stormtrooper - Light Nougat Head, Dotted Mouth Helmet",Star Wars Episode 4/5/6,https://www.bricklink.com/catalogPG.asp?M=sw0188a,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sw0036a,"Imperial Stormtrooper - Light Nougat Head, Solid Mouth Helmet",Star Wars Episode 4/5/6,https://www.bricklink.com/catalogPG.asp?M=sw0036a,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sw0122,Imperial Stormtrooper - Printed Legs and Hips,Star Wars Episode 4/5/6,https://www.bricklink.com/catalogPG.asp?M=sw0122,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sw0036,Imperial Stormtrooper - Yellow Head,Star Wars Episode 4/5/6,https://www.bricklink.com/catalogPG.asp?M=sw0036,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sw0457,Imperial TIE Fighter / Bomber Pilot,Star Wars Episode 4/5/6,https://www.bricklink.com/catalogPG.asp?M=sw0457,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sw0268,Imperial TIE Fighter / Defender Pilot,Star Wars Episode 4/5/6,https://www.bricklink.com/catalogPG.asp?M=sw0268,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sw0035b,Imperial TIE Fighter / Interceptor Pilot,Star Wars Episode 4/5/6,https://www.bricklink.com/catalogPG.asp?M=sw0035b,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sw0788,Imperial TIE Fighter / Striker Pilot,Star Wars Episode 4/5/6,https://www.bricklink.com/catalogPG.asp?M=sw0788,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sw0268a,"Imperial TIE Fighter Pilot - Black Head, Balaclava",Star Wars Episode 4/5/6,https://www.bricklink.com/catalogPG.asp?M=sw0268a,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sw0035,Imperial TIE Fighter Pilot - Brown Head,Star Wars Episode 4/5/6,https://www.bricklink.com/catalogPG.asp?M=sw0035,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sw1138,"Imperial TIE Fighter Pilot - Light Nougat Head, Frown",Star Wars Episode 4/5/6,https://www.bricklink.com/catalogPG.asp?M=sw1138,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sw0543,"Imperial TIE Fighter Pilot - Light Nougat Head, Scowl, Silver Insignia on Helmet",Star Wars Episode 4/5/6,https://www.bricklink.com/catalogPG.asp?M=sw0543,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sw0926,"Imperial TIE Fighter Pilot - Light Nougat Head, Scowl, White Insignia on Helmet",Star Wars Episode 4/5/6,https://www.bricklink.com/catalogPG.asp?M=sw0926,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sw0632,Imperial TIE Fighter Pilot - Printed Arms,Star Wars Episode 4/5/6,https://www.bricklink.com/catalogPG.asp?M=sw0632,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sw0035a,Imperial TIE Fighter Pilot - Reddish Brown Head,Star Wars Episode 4/5/6,https://www.bricklink.com/catalogPG.asp?M=sw0035a,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sw0208,Imperial Trooper (Black Helmet),Star Wars Episode 4/5/6,https://www.bricklink.com/catalogPG.asp?M=sw0208,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sw0208a,Imperial Trooper (Light Bluish Gray Helmet),Star Wars Episode 4/5/6,https://www.bricklink.com/catalogPG.asp?M=sw0208a,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sw0211,Interrogation Droid (Screwdriver - Narrow Head),Star Wars Episode 4/5/6,https://www.bricklink.com/catalogPG.asp?M=sw0211,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sw0211a,Interrogation Droid (Screwdriver - Wide Head),Star Wars Episode 4/5/6,https://www.bricklink.com/catalogPG.asp?M=sw0211a,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sw0776,Interrogation Droid (Syringe),Star Wars Episode 4/5/6,https://www.bricklink.com/catalogPG.asp?M=sw0776,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sw0071,Jabba the Hutt,Star Wars Episode 4/5/6,https://www.bricklink.com/catalogPG.asp?M=sw0071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sw0402,Jabba The Hutt - Tan Face,Star Wars Episode 4/5/6,https://www.bricklink.com/catalogPG.asp?M=sw0402,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sw0560,Jawa - Straps,Star Wars Episode 4/5/6,https://www.bricklink.com/catalogPG.asp?M=sw0560,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sw0896,Jawa - Straps with Black Stains,Star Wars Episode 4/5/6,https://www.bricklink.com/catalogPG.asp?M=sw0896,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sw0897,Jawa - Tattered Shirt,Star Wars Episode 4/5/6,https://www.bricklink.com/catalogPG.asp?M=sw0897,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sw0141,Jawa with Cape,Star Wars Episode 4/5/6,https://www.bricklink.com/catalogPG.asp?M=sw0141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sw0590,Jawa with Gold Badge,Star Wars Episode 4/5/6,https://www.bricklink.com/catalogPG.asp?M=sw0590,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sw0372,Jek Porkins,Star Wars Episode 4/5/6,https://www.bricklink.com/catalogPG.asp?M=sw0372,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sw0165,K-3PO,Star Wars Episode 4/5/6,https://www.bricklink.com/catalogPG.asp?M=sw0165,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sw0725,K-3PO (Printed Legs),Star Wars Episode 4/5/6,https://www.bricklink.com/catalogPG.asp?M=sw0725,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sw1129,Kabe,Star Wars Episode 4/5/6,https://www.bricklink.com/catalogPG.asp?M=sw1129,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sw0397,Kithaba,Star Wars Episode 4/5/6,https://www.bricklink.com/catalogPG.asp?M=sw0397,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sw1126,Labria (Kardue'sai'Malloc),Star Wars Episode 4/5/6,https://www.bricklink.com/catalogPG.asp?M=sw1126,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sw0818,Lando Calrissian - General Insignia (Light Bluish Gray Legs),Star Wars Episode 4/5/6,https://www.bricklink.com/catalogPG.asp?M=sw0818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sw0251,Lando Calrissian - General Insignia (Sand Blue Legs),Star Wars Episode 4/5/6,https://www.bricklink.com/catalogPG.asp?M=sw0251,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sw0086,"Lando Calrissian - Skiff Guard, Reddish Brown Hips",Star Wars Episode 4/5/6,https://www.bricklink.com/catalogPG.asp?M=sw0086,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sw0398,"Lando Calrissian - Skiff Guard, Tan Hips",Star Wars Episode 4/5/6,https://www.bricklink.com/catalogPG.asp?M=sw0398,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sw1027,"Lando Calrissian, Cloud City Outfit (20th Anniversary Torso)",Star Wars Episode 4/5/6,https://www.bricklink.com/catalogPG.asp?M=sw1027,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sw0973,"Lando Calrissian, Cloud City Outfit (Coiled Texture Hair)",Star Wars Episode 4/5/6,https://www.bricklink.com/catalogPG.asp?M=sw0973,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sw0105,"Lando Calrissian, Cloud City Outfit (Smooth Hair)",Star Wars Episode 4/5/6,https://www.bricklink.com/catalogPG.asp?M=sw0105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sw0681,LIN Demolitionmech Droid,Star Wars Episode 4/5/6,https://www.bricklink.com/catalogPG.asp?M=sw0681,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sw0049,Lobot (Yellow Head),Star Wars Episode 4/5/6,https://www.bricklink.com/catalogPG.asp?M=sw0049,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sw0400,"Lobot - Light Nougat, Black Eyebrows",Star Wars Episode 4/5/6,https://www.bricklink.com/catalogPG.asp?M=sw0400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sw0974,"Lobot - Light Nougat, Dark Orange Eyebrows",Star Wars Episode 4/5/6,https://www.bricklink.com/catalogPG.asp?M=sw0974,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sw0338,Logray (Ewok),Star Wars Episode 4/5/6,https://www.bricklink.com/catalogPG.asp?M=sw0338,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sw0106a,Luke Skywalker,Star Wars Episode 4/5/6,https://www.bricklink.com/catalogPG.asp?M=sw0106a,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sw0342,Luke Skywalker (Bacta Tank Outfit),Star Wars Episode 4/5/6,https://www.bricklink.com/catalogPG.asp?M=sw0342,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sw0957,"Luke Skywalker (Bacta Tank Outfit, Dark Tan Hair)",Star Wars Episode 4/5/6,https://www.bricklink.com/catalogPG.asp?M=sw0957,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sw0257,Luke Skywalker (Celebration),Star Wars Episode 4/5/6,https://www.bricklink.com/catalogPG.asp?M=sw0257,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sw0257a,Luke Skywalker (Celebration) - White Pupils,Star Wars Episode 4/5/6,https://www.bricklink.com/catalogPG.asp?M=sw0257a,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sw0971,"Luke Skywalker (Cloud City, Dark Tan Shirt)",Star Wars Episode 4/5/6,https://www.bricklink.com/catalogPG.asp?M=sw0971,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sw0103,"Luke Skywalker (Cloud City, Tan Shirt)",Star Wars Episode 4/5/6,https://www.bricklink.com/catalogPG.asp?M=sw0103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sw0106,"Luke Skywalker (Dagobah, Sand Green Tank Top, Backpack)",Star Wars Episode 4/5/6,https://www.bricklink.com/catalogPG.asp?M=sw0106,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sw1199,"Luke Skywalker (Dagobah, Tan Tank Top)",Star Wars Episode 4/5/6,https://www.bricklink.com/catalogPG.asp?M=sw1199,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sw0907,"Luke Skywalker (Dagobah, Tan Tank Top, Backpack)",Star Wars Episode 4/5/6,https://www.bricklink.com/catalogPG.asp?M=sw0907,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sw0395,Luke Skywalker (Dark Bluish Gray Jedi Robe),Star Wars Episode 4/5/6,https://www.bricklink.com/catalogPG.asp?M=sw0395,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sw0433,"Luke Skywalker (Dark Bluish Gray Jedi Robe, Dual Sided Head)",Star Wars Episode 4/5/6,https://www.bricklink.com/catalogPG.asp?M=sw0433,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sw0018,Luke Skywalker (Endor),Star Wars Episode 4/5/6,https://www.bricklink.com/catalogPG.asp?M=sw0018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sw0098,Luke Skywalker (Hoth),Star Wars Episode 4/5/6,https://www.bricklink.com/catalogPG.asp?M=sw0098,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sw1143,"Luke Skywalker (Hoth, Balaclava Head)",Star Wars Episode 4/5/6,https://www.bricklink.com/catalogPG.asp?M=sw1143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sw0731,"Luke Skywalker (Hoth, Face with Scars)",Star Wars Episode 4/5/6,https://www.bricklink.com/catalogPG.asp?M=sw0731,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sw0079,Luke Skywalker (Jabba's Palace),Star Wars Episode 4/5/6,https://www.bricklink.com/catalogPG.asp?M=sw0079,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sw0207,Luke Skywalker (Jedi Knight),Star Wars Episode 4/5/6,https://www.bricklink.com/catalogPG.asp?M=sw0207,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sw0292,"Luke Skywalker (Jedi Knight, Pupils)",Star Wars Episode 4/5/6,https://www.bricklink.com/catalogPG.asp?M=sw0292,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sw0635,Luke Skywalker (Jedi Master),Star Wars Episode 4/5/6,https://www.bricklink.com/catalogPG.asp?M=sw0635,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sw0509,"Luke Skywalker (Jedi Master, Endor, Dark Tan Hair, Smile / Open Mouth)",Star Wars Episode 4/5/6,https://www.bricklink.com/catalogPG.asp?M=sw0509,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sw0880,"Luke Skywalker (Jedi Master, Endor, Dark Tan Hair, Stern / Smile)",Star Wars Episode 4/5/6,https://www.bricklink.com/catalogPG.asp?M=sw0880,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sw0880a,"Luke Skywalker (Jedi Master, Endor, Tan Hair, Stern / Smile)",Star Wars Episode 4/5/6,https://www.bricklink.com/catalogPG.asp?M=sw0880a,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sw0019a,Luke Skywalker (Pilot with Dark Bluish Gray Hips),Star Wars Episode 4/5/6,https://www.bricklink.com/catalogPG.asp?M=sw0019a,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sw1024,"Luke Skywalker (Pilot, 20th Anniversary Torso)",Star Wars Episode 4/5/6,https://www.bricklink.com/catalogPG.asp?M=sw1024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sw0952,"Luke Skywalker (Pilot, Dual Molded Helmet)",Star Wars Episode 4/5/6,https://www.bricklink.com/catalogPG.asp?M=sw0952,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sw0461,"Luke Skywalker (Pilot, Printed Legs)",Star Wars Episode 4/5/6,https://www.bricklink.com/catalogPG.asp?M=sw0461,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sw0569,"Luke Skywalker (Pilot, Printed Legs, Cheek Lines)",Star Wars Episode 4/5/6,https://www.bricklink.com/catalogPG.asp?M=sw0569,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sw0991,"Luke Skywalker (Pilot, Printed Legs, Visor Up / Down)",Star Wars Episode 4/5/6,https://www.bricklink.com/catalogPG.asp?M=sw0991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sw1139,"Luke Skywalker (Pilot, Printed Legs, Visor Up / Down, Askew Front Panel)",Star Wars Episode 4/5/6,https://www.bricklink.com/catalogPG.asp?M=sw1139,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sw1086,Luke Skywalker (Poncho),Star Wars Episode 4/5/6,https://www.bricklink.com/catalogPG.asp?M=sw1086,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sw0020,Luke Skywalker (Skiff),Star Wars Episode 4/5/6,https://www.bricklink.com/catalogPG.asp?M=sw0020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sw0021,Luke Skywalker (Tatooine),Star Wars Episode 4/5/6,https://www.bricklink.com/catalogPG.asp?M=sw0021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sw0566,Luke Skywalker (Tatooine) - 2014 version,Star Wars Episode 4/5/6,https://www.bricklink.com/catalogPG.asp?M=sw0566,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sw0335,"Luke Skywalker (Tatooine, Gray Visor on Reverse of Head)",Star Wars Episode 4/5/6,https://www.bricklink.com/catalogPG.asp?M=sw0335,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sw0432,"Luke Skywalker (Tatooine, Smiling)",Star Wars Episode 4/5/6,https://www.bricklink.com/catalogPG.asp?M=sw0432,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sw1198,"Luke Skywalker (Tatooine, White Legs, Blue Milk on Mouth)",Star Wars Episode 4/5/6,https://www.bricklink.com/catalogPG.asp?M=sw1198,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sw0551,"Luke Skywalker (Tatooine, White Legs, Detailed Face Print)",Star Wars Episode 4/5/6,https://www.bricklink.com/catalogPG.asp?M=sw0551,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sw0778,"Luke Skywalker (Tatooine, White Legs, Stern / Smile Face Print)",Star Wars Episode 4/5/6,https://www.bricklink.com/catalogPG.asp?M=sw0778,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sw0083,"Luke Skywalker -  Light Nougat, Black Tunic",Star Wars Episode 4/5/6,https://www.bricklink.com/catalogPG.asp?M=sw0083,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sw0176,"Luke Skywalker - Light Nougat, Long Hair, White Tunic, Tan Legs",Star Wars Episode 4/5/6,https://www.bricklink.com/catalogPG.asp?M=sw0176,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sw0273,"Luke Skywalker - Light Nougat, Long Hair, White Tunic, Tan Legs, White Glints",Star Wars Episode 4/5/6,https://www.bricklink.com/catalogPG.asp?M=sw0273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sw0295,"Luke Skywalker - Light Nougat, X-Wing Pilot Suit, Detailed Torso and Helmet",Star Wars Episode 4/5/6,https://www.bricklink.com/catalogPG.asp?M=sw0295,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sw0090a,"Luke Skywalker - Light Nougat, X-Wing Pilot Suit, Detailed Torso and Helmet (2010)",Star Wars Episode 4/5/6,https://www.bricklink.com/catalogPG.asp?M=sw0090a,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sw0090,"Luke Skywalker - Light Nougat, X-Wing Pilot Suit, Simple Torso and Helmet",Star Wars Episode 4/5/6,https://www.bricklink.com/catalogPG.asp?M=sw0090,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sw0204,Luke Skywalker - Stormtrooper Outfit,Star Wars Episode 4/5/6,https://www.bricklink.com/catalogPG.asp?M=sw0204,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sw0777,"Luke Skywalker - Stormtrooper Outfit, Printed Legs",Star Wars Episode 4/5/6,https://www.bricklink.com/catalogPG.asp?M=sw0777,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sw1203,"Luke Skywalker - Stormtrooper Outfit, Printed Legs, Shoulder Belts",Star Wars Episode 4/5/6,https://www.bricklink.com/catalogPG.asp?M=sw1203,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sw0044,"Luke Skywalker with Black Hood, Black Cape",Star Wars Episode 4/5/6,https://www.bricklink.com/catalogPG.asp?M=sw0044,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sw0068,Luke Skywalker with Black Right Hand (Final Duel II),Star Wars Episode 4/5/6,https://www.bricklink.com/catalogPG.asp?M=sw0068,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sw0019,Luke Skywalker with Dark Gray Hips (Pilot),Star Wars Episode 4/5/6,https://www.bricklink.com/catalogPG.asp?M=sw0019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sw0999,Luke Skywalker with Utility Belt and Grappling Hook,Star Wars Episode 4/5/6,https://www.bricklink.com/catalogPG.asp?M=sw0999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sw0434,Malakili,Star Wars Episode 4/5/6,https://www.bricklink.com/catalogPG.asp?M=sw0434,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sw0486,Max Rebo,Star Wars Episode 4/5/6,https://www.bricklink.com/catalogPG.asp?M=sw0486,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sw0587,Mini Treadwell Droid,Star Wars Episode 4/5/6,https://www.bricklink.com/catalogPG.asp?M=sw0587,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sw1128,Momaw Nadon,Star Wars Episode 4/5/6,https://www.bricklink.com/catalogPG.asp?M=sw1128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sw0248,Mon Calamari Officer,Star Wars Episode 4/5/6,https://www.bricklink.com/catalogPG.asp?M=sw0248,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sw0249,Mon Mothma,Star Wars Episode 4/5/6,https://www.bricklink.com/catalogPG.asp?M=sw0249,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sw0156,Mouse Droid (MSE-6-series Repair Droid) - Black / Dark Bluish Gray,Star Wars Episode 4/5/6,https://www.bricklink.com/catalogPG.asp?M=sw0156,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sw1004,"Mouse Droid (MSE-6-series Repair Droid) - Black / Dark Bluish Gray, Open Stud Wheels",Star Wars Episode 4/5/6,https://www.bricklink.com/catalogPG.asp?M=sw1004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sw0156a,Mouse Droid (MSE-6-series Repair Droid) - Black / Light Bluish Gray,Star Wars Episode 4/5/6,https://www.bricklink.com/catalogPG.asp?M=sw0156a,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sw1042,Mouse Droid (MSE-6-series Repair Droid) - Sloped Sides,Star Wars Episode 4/5/6,https://www.bricklink.com/catalogPG.asp?M=sw1042,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sw0983,Mouse Droid (MSE-6-series Repair Droid) - Tile with Clip,Star Wars Episode 4/5/6,https://www.bricklink.com/catalogPG.asp?M=sw0983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sw1136,NI-L8 Protocol Droid,Star Wars Episode 4/5/6,https://www.bricklink.com/catalogPG.asp?M=sw1136,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sw0552,Obi-Wan Kenobi (Dark Brown Hooded Coat),Star Wars Episode 4/5/6,https://www.bricklink.com/catalogPG.asp?M=sw0552,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sw1069,Obi-Wan Kenobi (Old with Light Bluish Gray Hair - 20th Anniversary Torso),Star Wars Episode 4/5/6,https://www.bricklink.com/catalogPG.asp?M=sw1069,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sw0023a,Obi-Wan Kenobi (Old with Light Bluish Gray Hair),Star Wars Episode 4/5/6,https://www.bricklink.com/catalogPG.asp?M=sw0023a,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sw0388,Obi-Wan Kenobi (Old) - Short Cape (Watch 9002939),Star Wars Episode 4/5/6,https://www.bricklink.com/catalogPG.asp?M=sw0388,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sw0637,Obi-Wan Kenobi (Old) - Standard Cape,Star Wars Episode 4/5/6,https://www.bricklink.com/catalogPG.asp?M=sw0637,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sw1084,"Obi-Wan Kenobi (Old, Detailed Robe and Head)",Star Wars Episode 4/5/6,https://www.bricklink.com/catalogPG.asp?M=sw1084,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sw1046,"Obi-Wan Kenobi (Old, Standard Cape, Hood Basic)",Star Wars Episode 4/5/6,https://www.bricklink.com/catalogPG.asp?M=sw1046,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sw0637a,"Obi-Wan Kenobi (Old, Standard Cape, with Pupils)",Star Wars Episode 4/5/6,https://www.bricklink.com/catalogPG.asp?M=sw0637a,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sw0174,"Obi-Wan Kenobi - Old, Light Nougat",Star Wars Episode 4/5/6,https://www.bricklink.com/catalogPG.asp?M=sw0174,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
