item_number,description,color,gender,age,emotion
3626bpb0144,"Minifigure, Head NBA Allan Houston Pattern",Reddish Brown,neutral,young adult,happy
3626bpb0154,"Minifigure, Head NBA Antoine Walker Pattern",Reddish Brown,neutral,young adult,happy
3626bpb0139,"Minifigure, Head NBA Gary Payton Pattern",Reddish Brown,neutral,young adult,happy
3626bpb0151,"Minifigure, Head NBA Jalen Rose Pattern",Reddish Brown,neutral,young adult,happy
3626bpb0147,"Minifigure, Head NBA Jerry Stackhouse Pattern",Reddish Brown,neutral,young adult,happy
3626bpb0142,"Minifigure, Head NBA Karl Malone Pattern",Reddish Brown,neutral,young adult,happy
3626bpb0131,"Minifigure, Head NBA Kobe Bryant Pattern",Reddish Brown,neutral,young adult,happy
3626bpb0146,"Minifigure, Head NBA Paul Pierce Pattern",Reddish Brown,neutral,young adult,happy
3626bpb0135,"Minifigure, Head NBA Ray Allen Pattern",Reddish Brown,neutral,young adult,happy
3626bpb0152,"Minifigure, Head NBA Shaquille O'Neal Pattern",Reddish Brown,neutral,young adult,happy
3626bpb0141,"Minifigure, Head NBA Steve Francis Pattern",Reddish Brown,neutral,young adult,happy
3626bpb0153,"Minifigure, Head NBA Tony Parker Pattern",Reddish Brown,neutral,young adult,happy
3626bpb0137,"Minifigure, Head NBA Vince Carter Pattern",Reddish Brown,neutral,young adult,happy
3626bpb0140,"Minifigure, Head NBA Allen Iverson Pattern",Reddish Brown,neutral,young adult,neutral
3626bpb0143,"Minifigure, Head NBA Chris Webber Pattern",Reddish Brown,neutral,young adult,neutral
3626bpb0149,"Minifigure, Head NBA Kevin Garnett Pattern",Reddish Brown,neutral,young adult,neutral
3626bpb0134,"Minifigure, Head NBA Tim Duncan Pattern",Reddish Brown,neutral,young adult,smile
3626bpb0145,"Minifigure, Head NBA Tracy McGrady Pattern",Reddish Brown,neutral,young adult,smile
3626bpb0287,"Minifigure, Head Black Eyebrows, Forehead Tattoo, White Pupils, Red Pattern on Reverse",Reddish Brown,neutral,young adult,annoyed
3626bpb1008,"Minifigure, Head Dual Sided Brown Eyebrows, Scared Pattern / Snow Goggles and Tan Bandana Pattern (SW Han Solo)",Light Nougat,neutral,young adult,angry
3626bpb1008,"Minifigure, Head Dual Sided Brown Eyebrows, Scared Pattern / Snow Goggles and Tan Bandana Pattern (SW Han Solo)",Light Nougat,neutral,young adult,angry
3626cpb1737,"Minifigure, Head Male Black Eyebrows, White Pupils, Chin Dimple, Open Mouth Scowl Pattern",Light Nougat,male,young adult,angry
3626cpb1559,"Minifigure, Head Dark Orange Raised Eyebrows, Open Mouth Smile with Teeth and Tongue Pattern (Peter Pan)",Light Nougat,neutral,young adult,angry
3626cpb1614,"Minifigure, Head Dual Sided Orange Visor, Angry / Brown Eyebrows, Frown Pattern (SW Rebel A-wing Pilot)",Light Nougat,neutral,young adult,angry
3626cpb1614,"Minifigure, Head Dual Sided Orange Visor, Angry / Brown Eyebrows, Frown Pattern (SW Rebel A-wing Pilot)",Light Nougat,neutral,young adult,frown
3626cpb1095,"Minifigure, Head Dual Sided Green Eye Mask with Eye Holes, Determined / Scared Pattern (Robin)",Light Nougat,neutral,young adult,angry
3626cpb1095,"Minifigure, Head Dual Sided Green Eye Mask with Eye Holes, Determined / Scared Pattern (Robin)",Light Nougat,neutral,young adult,scared
3626cpb2237,"Minifigure, Head Dual Sided Orange Visor, Brown Eyebrows, Chin Dimple, Neutral / Concerned Pattern (SW Cloud Car Pilot)",Light Nougat,neutral,young adult,angry
3626cpb2237,"Minifigure, Head Dual Sided Orange Visor, Brown Eyebrows, Chin Dimple, Neutral / Concerned Pattern (SW Cloud Car Pilot)",Light Nougat,neutral,young adult,scared
3626cpb0962,"Minifigure, Head Male Black Eye Mask with Dirt Stains, Clenched Teeth Pattern (The Lone Ranger)",Light Nougat,male,young adult,angry
3626bpb0704,"Minifigure, Head Male Black Eyebrows, Cheek Lines, White Pupils and Frown Pattern",Light Nougat,male,young adult,angry
3626cpb0704,"Minifigure, Head Male Black Eyebrows, Cheek Lines, White Pupils and Frown Pattern",Light Nougat,male,young adult,angry
3626cpb1542,"Minifigure, Head Medium Blue Eye Mask with White Eye Holes and Clenched Teeth Pattern (Captain Cold)",Light Nougat,neutral,young adult,angry
3626cpb0932,"Minifigure, Head Dual Sided Black Bushy Eyebrows, Brown Goatee, Cheek Lines, Angry / Bared Teeth with Red Eyes Pattern",Light Nougat,male,young adult,angry
3626cpb0932,"Minifigure, Head Dual Sided Black Bushy Eyebrows, Brown Goatee, Cheek Lines, Angry / Bared Teeth with Red Eyes Pattern",Light Nougat,male,young adult,angry
3626cpb1573,"Minifigure, Head Dual Sided Black Eyebrows, Dark Orange Wrinkles, Stern / Raised Right Eyebrow Pattern (Grand Moff Tarkin)",Light Nougat,neutral,older adult,angry
3626cpb1573,"Minifigure, Head Dual Sided Black Eyebrows, Dark Orange Wrinkles, Stern / Raised Right Eyebrow Pattern (Grand Moff Tarkin)",Light Nougat,neutral,older adult,angry
3626cpb2052,"Minifigure, Head Dual Sided Black Eyebrows, Dark Tan Soul Patch, Black Eye and Missing Tooth / Blue Captain America Mask Pattern",Light Nougat,neutral,young adult,angry
3626cpb2052,"Minifigure, Head Dual Sided Black Eyebrows, Dark Tan Soul Patch, Black Eye and Missing Tooth / Blue Captain America Mask Pattern",Light Nougat,neutral,young adult,angry
3626cpb2261,"Minifigure, Head Dual Sided Black Eyebrows, Eyes with Pupils, Wrinkles, Open Mouth / Closed Mouth Angry Pattern (Severus Snape Boggart)",Light Nougat,neutral,older adult,angry
3626cpb2261,"Minifigure, Head Dual Sided Black Eyebrows, Eyes with Pupils, Wrinkles, Open Mouth / Closed Mouth Angry Pattern (Severus Snape Boggart)",Light Nougat,neutral,older adult,angry
3626cpb2728,"Minifigure, Head Dual Sided Dark Bluish Gray Eyebrows, Moustache, White Beard, Neutral / Scared Pattern",Light Nougat,male,young adult,angry
3626cpb2728,"Minifigure, Head Dual Sided Dark Bluish Gray Eyebrows, Moustache, White Beard, Neutral / Scared Pattern",Light Nougat,male,young adult,angry
3626cpb1471,"Minifigure, Head Dual Sided Dark Brown Eyebrows and Black Bandana / Black Eye Mask with Eye Holes Pattern (Winter Soldier)",Light Nougat,neutral,young adult,angry
3626cpb1471,"Minifigure, Head Dual Sided Dark Brown Eyebrows and Black Bandana / Black Eye Mask with Eye Holes Pattern (Winter Soldier)",Light Nougat,neutral,young adult,angry
3626cpb0815,"Minifigure, Head Dual Sided LotR Bushy Black Eyebrows, Dark Orange Scars, Stern / Open Mouth with Teeth Pattern",Light Nougat,neutral,young adult,angry
3626cpb0815,"Minifigure, Head Dual Sided LotR Bushy Black Eyebrows, Dark Orange Scars, Stern / Open Mouth with Teeth Pattern",Light Nougat,neutral,young adult,evil
3626cpb0904,"Minifigure, Head Dual Sided Sunken Eyes, Black Eyebrows, Wrinkles, Frown / Angry Pattern",Light Nougat,neutral,older adult,angry
3626cpb0904,"Minifigure, Head Dual Sided Sunken Eyes, Black Eyebrows, Wrinkles, Frown / Angry Pattern",Light Nougat,neutral,older adult,evil
3626cpb0734,"Minifigure, Head Dual Sided LotR Boromir Goatee Stern / Grimacing Pattern",Light Nougat,male,young adult,angry
3626cpb0734,"Minifigure, Head Dual Sided LotR Boromir Goatee Stern / Grimacing Pattern",Light Nougat,male,young adult,frown
3626cpb1155,"Minifigure, Head Dual Sided Thick Brown Eyebrows, Silver Sunglasses, Angry Bared Teeth / Open Mouth Smile Pattern (Doc Ock)",Light Nougat,neutral,young adult,angry
3626cpb1155,"Minifigure, Head Dual Sided Thick Brown Eyebrows, Silver Sunglasses, Angry Bared Teeth / Open Mouth Smile Pattern (Doc Ock)",Light Nougat,neutral,young adult,happy
3626bpb0680,"Minifigure, Head Dual Sided Glasses with Black Goggles, Gray Chin Strap / Stern Eyebrows, Gray Chin Strap Pattern",Light Nougat,neutral,young adult,angry
3626bpb0680,"Minifigure, Head Dual Sided Glasses with Black Goggles, Gray Chin Strap / Stern Eyebrows, Gray Chin Strap Pattern",Light Nougat,neutral,young adult,neutral
3626cpb0680,"Minifigure, Head Dual Sided Glasses with Black Goggles, Gray Chin Strap / Stern Eyebrows, Gray Chin Strap Pattern",Light Nougat,neutral,young adult,angry
3626cpb0680,"Minifigure, Head Dual Sided Glasses with Black Goggles, Gray Chin Strap / Stern Eyebrows, Gray Chin Strap Pattern",Light Nougat,neutral,young adult,neutral
3626cpb0702,"Minifigure, Head Dual Sided Black Eye Mask with Eye Holes, Determined / Scared Pattern (Robin)",Light Nougat,neutral,young adult,angry
3626cpb0702,"Minifigure, Head Dual Sided Black Eye Mask with Eye Holes, Determined / Scared Pattern (Robin)",Light Nougat,neutral,young adult,scared
3626cpb0952,"Minifigure, Head Dual Sided LotR Beard, Tattoo and Eyebrow Ring Angry / Surprised Pattern",Light Nougat,male,young adult,angry
3626cpb0952,"Minifigure, Head Dual Sided LotR Beard, Tattoo and Eyebrow Ring Angry / Surprised Pattern",Light Nougat,male,young adult,scared
3626bpb0566,"Minifigure, Head Dual Sided PotC Gibbs Gray Beard and Eyebrows, Crow's Feet, Angry / Scared Pattern",Light Nougat,male,older adult,angry
3626bpb0566,"Minifigure, Head Dual Sided PotC Gibbs Gray Beard and Eyebrows, Crow's Feet, Angry / Scared Pattern",Light Nougat,male,older adult,scared
3626bpb0372,"Minifigure, Head Dual Sided Power Miner Beard Stubble, Gray Smudge, Orange Scars, Determined / Alarmed Pattern",Light Nougat,male,young adult,angry
3626bpb0372,"Minifigure, Head Dual Sided Power Miner Beard Stubble, Gray Smudge, Orange Scars, Determined / Alarmed Pattern",Light Nougat,male,young adult,scared
3626cpb2520,"Minifigure, Head Dual Sided Dark Tan Visor, Stern Black Eyebrows, Chin Strap / Open Mouth Happy Pattern (SW T-16 Skyhopper Pilot)",Light Nougat,neutral,young adult,angry
3626cpb2520,"Minifigure, Head Dual Sided Dark Tan Visor, Stern Black Eyebrows, Chin Strap / Open Mouth Happy Pattern (SW T-16 Skyhopper Pilot)",Light Nougat,neutral,young adult,smirk
3626cpb0785,"Minifigure, Head Dual Sided Red Sunglasses / Red Lenses Flapped Up Pattern (Doc Ock)",Light Nougat,neutral,young adult,angry
3626cpb0785,"Minifigure, Head Dual Sided Red Sunglasses / Red Lenses Flapped Up Pattern (Doc Ock)",Light Nougat,neutral,young adult,smirk
3626cpb1658,"Minifigure, Head White Eyebrows, Forehead Lines, Wrinkles, Scowl Pattern",Light Nougat,neutral,older adult,angry
3626cpb0901,"Minifigure, Head Beard Brown Angular, White Eyes, Angry Pattern",Light Nougat,male,young adult,angry
3626cpb0942,"Minifigure, Head Beard Brown, Furrowed Brow Pattern",Light Nougat,male,young adult,angry
3626bpb0316,"Minifigure, Head Beard Dark Orange, Eyebrows and Moustache and Large Blue Eyes Pattern (SW Clone Wars Obi-Wan Kenobi)",Light Nougat,male,young adult,angry
3626cpb0316,"Minifigure, Head Beard Dark Orange, Eyebrows and Moustache and Large Blue Eyes Pattern (SW Clone Wars Obi-Wan Kenobi)",Light Nougat,male,young adult,angry
3626cpb0959,"Minifigure, Head Beard Full Brown with Graying Temples and Wrinkles Pattern (Latham Cole)",Light Nougat,male,older adult,angry
3626bpb0322,"Minifigure, Head Beard Gray with Gray Eyebrows, Downturned Mouth, Deeply Furrowed Brow Pattern (Dooku Clone Wars)",Light Nougat,male,young adult,angry
3626cpb0322,"Minifigure, Head Beard Gray with Gray Eyebrows, Downturned Mouth, Deeply Furrowed Brow Pattern (Dooku Clone Wars)",Light Nougat,male,young adult,angry
3626cpb0945,"Minifigure, Head Beard Gray, Bushy Eyebrows, White Pupils, Scar Pattern",Light Nougat,male,young adult,angry
3626cpb2037,"Minifigure, Head Beard Stubble, Black Arched Eyebrows, White Pupils, Scars and Angry Mouth Pattern (Jango Fett)",Light Nougat,male,young adult,angry
3626bpb0415,"Minifigure, Head Beard Stubble, Black Eyebrows, White Pupils, Frown Pattern",Light Nougat,male,young adult,angry
3626cpb0946,"Minifigure, Head Beard Stubble, Brown Angry Eyebrows, White Pupils Pattern",Light Nougat,male,young adult,angry
3626bpb0423,"Minifigure, Head Beard Stubble, Cleft Chin, Evil Eyes, Arched Eyebrows Pattern",Light Nougat,male,young adult,angry
3626cpb0649,"Minifigure, Head Beard Stubble, Goatee, Scar on Left Cheek and Eyebrow Pattern",Light Nougat,male,young adult,angry
3626bpb0649,"Minifigure, Head Beard Stubble, Goatee, Scar on Left Cheek and Eyebrow, Bared Teeth Pattern",Light Nougat,male,young adult,angry
3626cpb0943,"Minifigure, Head Beard Stubble, Moustache, Brown Eyebrows Pattern",Light Nougat,male,young adult,angry
3626bpb0420,"Minifigure, Head Beard Trimmed, Moustache, Silver Cheek Mark, Determined Expression Pattern",Light Nougat,male,young adult,angry
3626bpb0421,"Minifigure, Head Beard, Moustache, Large Eyepatch, Determined Expression Pattern",Light Nougat,male,young adult,angry
3626cpb0421,"Minifigure, Head Beard, Moustache, Large Eyepatch, Determined Expression Pattern",Light Nougat,male,young adult,angry
3626cpb1977,"Minifigure, Head Black Angry Eyebrows, Silver Glasses, Gritted Teeth Pattern",Light Nougat,neutral,young adult,angry
3626cpb0817,"Minifigure, Head Black Eyebrows, Cheek Lines, Chin Dimple, Grimacing Pattern",Light Nougat,neutral,young adult,angry
3626cpb1222,"Minifigure, Head Black Eyebrows, Cheek Lines, White Pupils, Frown Pattern",Light Nougat,neutral,young adult,angry
3626cpb2301,"Minifigure, Head Black Eyebrows, Goatee, Light Beard, Med. Nougat Cheek Lines Pattern",Light Nougat,male,young adult,angry
3626cpb1257,"Minifigure, Head Black Eyebrows, White Pupils, Cheek Lines, Circles around Eyes, Frown Pattern",Light Nougat,neutral,young adult,angry
3626bpb0422,"Minifigure, Head Black Goatee, Arched Eyebrows, White Pupils Pattern",Light Nougat,male,young adult,angry
3626cpb0954,"Minifigure, Head Brown Sideburns, Stubble and Angry Expression Pattern (Barret)",Light Nougat,male,young adult,angry
3626cpb1853,"Minifigure, Head Bushy Black Unibrow and Long Thick Sideburns, Off-Center Scowl Pattern",Light Nougat,male,young adult,angry
3626cpb2224,"Minifigure, Head Dark and Light Bluish Gray Eyebrows, Dark Tan Facial Lines Pattern",Light Nougat,neutral,young adult,angry
3626cpb1322,"Minifigure, Head Glasses with Monocle, Raised Right Eyebrow, Wrinkles, Clenched Teeth Pattern (Baron Von Strucker)",Light Nougat,neutral,older adult,angry
3626bpb0200,"Minifigure, Head Glasses, Green and Silver, Brown Arched Eyebrows, Open Mouth with Teeth Pattern (Dr. Octopus)",Light Nougat,neutral,young adult,angry
3626cpb0737,"Minifigure, Head Male Black Angry Eyebrows, Determined Mouth with Teeth, Cheek Lines Pattern (Lex)",Light Nougat,male,young adult,angry
3626bpb0647,"Minifigure, Head Male Black Angry Eyebrows, Frown and Cheek Lines Pattern (Lex)",Light Nougat,male,young adult,angry
3626cpb0647,"Minifigure, Head Male Black Angry Eyebrows, Frown and Cheek Lines Pattern",Light Nougat,male,young adult,angry
3626bpb0314,"Minifigure, Head Male Black Thick Eyebrows, Large Eyes, Cheek Lines Pattern (SW Clone Wars Trooper)",Light Nougat,male,young adult,angry
3626cpb0314,"Minifigure, Head Male Black Thick Eyebrows, Large Eyes, Cheek Lines Pattern (SW Clone Wars Trooper)",Light Nougat,male,young adult,angry
3626cpb1105,"Minifigure, Head Male Brown Thick Eyebrows, Lines under Eyes, Cheek Lines and Open Mouth with Teeth Pattern (Victor)",Light Nougat,male,young adult,angry
3626bpb0258,"Minifigure, Head Male Half Normal, Half Purple with Scar Pattern (Two-Face)",Light Nougat,male,young adult,angry
3626cpb1312,"Minifigure, Head Male Right Eye Scarred Area and No Pupil, Open Mouth Angry Pattern (Shredder)",Light Nougat,male,young adult,angry
3626cpb1727,"Minifigure, Head Balaclava with Black Eyes, 'Z' in Black Circle, Light Nougat Face with Sneer Pattern",Light Nougat,neutral,young adult,angry
3626bpb0783,"Minifigure, Head Dual Sided Brown Eyebrows, White Pupils, Chin Dimple, Somber / Closed Eyes Pattern (SW Han Solo)",Light Nougat,neutral,young adult,annoyed
3626bpb0783,"Minifigure, Head Dual Sided Brown Eyebrows, White Pupils, Chin Dimple, Somber / Closed Eyes Pattern (SW Han Solo)",Light Nougat,neutral,young adult,sleepy
3626cpb1709,"Minifigure, Head Bright Pink Headband with Squinted Batman Eyes Pattern",Light Nougat,neutral,young adult,annoyed
3626bpb0215,"Minifigure, Head Male Stern Black Eyebrows, Black Eyes and Frown Pattern",Light Nougat,male,young adult,annoyed
3626cpb2165,"Minifigure, Head Dual Sided Child Reddish Brown Eyebrows, Suspicious with Left Eyebrow Raised / Angry Pattern",Light Nougat,neutral,child,annoyed
3626cpb2165,"Minifigure, Head Dual Sided Child Reddish Brown Eyebrows, Suspicious with Left Eyebrow Raised / Angry Pattern",Light Nougat,neutral,child,angry
3626cpb2282,"Minifigure, Head Dual Sided Child Freckles, Dark Tan Eyebrows, Chin Dimple on Both Sides, Concerned / Crooked Smile Pattern",Light Nougat,neutral,child,annoyed
3626cpb2282,"Minifigure, Head Dual Sided Child Freckles, Dark Tan Eyebrows, Chin Dimple on Both Sides, Concerned / Crooked Smile Pattern",Light Nougat,neutral,child,smile
3626cpb1414,"Minifigure, Head Dual Sided Dark Tan Eyebrows, Chin Dimple, White Pupils, Stern / Smile Pattern (SW Luke Skywalker)",Light Nougat,neutral,young adult,annoyed
3626cpb1414,"Minifigure, Head Dual Sided Dark Tan Eyebrows, Chin Dimple, White Pupils, Stern / Smile Pattern (SW Luke Skywalker)",Light Nougat,neutral,young adult,smile
3626cpb2138,"Minifigure, Head Dual Sided Brown Eyebrows, Cheek Lines, Chin Dimple, Mud Stains, Determined / Scared Pattern (SW Han Solo, Mudtrooper)",Light Nougat,neutral,young adult,annoyed
3626cpb2138,"Minifigure, Head Dual Sided Brown Eyebrows, Cheek Lines, Chin Dimple, Mud Stains, Determined / Scared Pattern (SW Han Solo, Mudtrooper)",Light Nougat,neutral,young adult,surprised
3626cpb2262,"Minifigure, Head Dual Sided Dark Tan Eyebrows, Chin Dimple, White Pupils, Stern / Scared, Sunken Left Eye Pattern (SW Luke Skywalker)",Light Nougat,neutral,young adult,annoyed
3626cpb2262,"Minifigure, Head Dual Sided Dark Tan Eyebrows, Chin Dimple, White Pupils, Stern / Scared, Sunken Left Eye Pattern (SW Luke Skywalker)",Light Nougat,neutral,young adult,surprised
3626cpb2200,"Minifigure, Head Child Reddish Brown Eyebrows, Sneer Pattern",Light Nougat,neutral,child,annoyed
3626cpb2194,"Minifigure, Head Dark Orange Eyebrows, White Pupils and Smirk Pattern",Light Nougat,neutral,young adult,annoyed
3626cpb1333,"Minifigure, Head Dual Sided Dark Orange Eyebrows and Chin Dimple, Neutral / Angry, Bared Teeth Pattern",Light Nougat,neutral,young adult,annoyed
3626cpb1333,"Minifigure, Head Dual Sided Dark Orange Eyebrows and Chin Dimple, Neutral / Angry, Bared Teeth Pattern",Light Nougat,neutral,young adult,angry
3626cpb2107,"Minifigure, Head Dual Sided Dark Tan Eyebrows, Chin Dimple, Concerned / Closed Eyes, Meditating Pattern (SW Luke Skywalker)",Light Nougat,neutral,young adult,annoyed
3626cpb2107,"Minifigure, Head Dual Sided Dark Tan Eyebrows, Chin Dimple, Concerned / Closed Eyes, Meditating Pattern (SW Luke Skywalker)",Light Nougat,neutral,young adult,annoyed
3626bpb0634,"Minifigure, Head Dual Sided Dark Orange Eyebrows, White Pupils, Brown Chin Dimple, Determined / Smile Pattern",Light Nougat,neutral,young adult,annoyed
3626bpb0634,"Minifigure, Head Dual Sided Dark Orange Eyebrows, White Pupils, Brown Chin Dimple, Determined / Smile Pattern",Light Nougat,neutral,young adult,smirk
3626cpb0634,"Minifigure, Head Dual Sided Dark Orange Eyebrows, White Pupils, Brown Chin Dimple, Determined / Smile Pattern",Light Nougat,neutral,young adult,annoyed
3626cpb0634,"Minifigure, Head Dual Sided Dark Orange Eyebrows, White Pupils, Brown Chin Dimple, Determined / Smile Pattern",Light Nougat,neutral,young adult,smirk
3626cpb1367,"Minifigure, Head Dark Brown Eyebrows, White Pupils, Frown, Furrowed Eyebrows Pattern",Light Nougat,neutral,young adult,annoyed
3626bpb0292,"Minifigure, Head Male Black and Red Bangs, Black Eyebrows, Mouth Open to Side Pattern",Light Nougat,male,young adult,annoyed
3626cpb1173,"Minifigure, Head Dual Sided Black Bushy Eyebrows, Cheek Lines, Scowl/Right Eye Scarred Area Pattern (Flashback Shredder)",Light Nougat,neutral,young adult,annoyed
3626cpb1173,"Minifigure, Head Dual Sided Black Bushy Eyebrows, Cheek Lines, Scowl/Right Eye Scarred Area Pattern (Flashback Shredder)",Light Nougat,neutral,young adult,angry
3626cpb1994,"Minifigure, Head Dual Sided Black Eyebrows and Beard, Firm / Angry Expression Pattern",Light Nougat,male,young adult,annoyed
3626cpb1994,"Minifigure, Head Dual Sided Black Eyebrows and Beard, Firm / Angry Expression Pattern",Light Nougat,male,young adult,angry
3626cpb1263,"Minifigure, Head Dual Sided Black Thick Eyebrows, Cheek Lines, Closed Mouth / Open Mouth with Teeth Pattern",Light Nougat,neutral,young adult,annoyed
3626cpb1263,"Minifigure, Head Dual Sided Black Thick Eyebrows, Cheek Lines, Closed Mouth / Open Mouth with Teeth Pattern",Light Nougat,neutral,young adult,angry
3626cpb0753,"Minifigure, Head Dual Sided Brown Eyebrows, Black Eyes with Pupils, Wrinkles, Calm / Angry Pattern",Light Nougat,neutral,older adult,annoyed
3626cpb0753,"Minifigure, Head Dual Sided Brown Eyebrows, Black Eyes with Pupils, Wrinkles, Calm / Angry Pattern",Light Nougat,neutral,older adult,angry
3626cpb1332,"Minifigure, Head Dual Sided Brown Eyebrows, Stern Expression / Dark Red Goggles, Clenched Teeth Pattern (Hawkeye)",Light Nougat,neutral,young adult,annoyed
3626cpb1332,"Minifigure, Head Dual Sided Brown Eyebrows, Stern Expression / Dark Red Goggles, Clenched Teeth Pattern (Hawkeye)",Light Nougat,neutral,young adult,angry
3626cpb1262,"Minifigure, Head Dual Sided Brown Eyebrows, Stubble Beard, Gold Chin Strap, Serious / Bared Teeth Pattern (Hawkman)",Light Nougat,male,young adult,annoyed
3626cpb1262,"Minifigure, Head Dual Sided Brown Eyebrows, Stubble Beard, Gold Chin Strap, Serious / Bared Teeth Pattern (Hawkman)",Light Nougat,male,young adult,angry
3626cpb2254,"Minifigure, Head Dual Sided Dark Bluish Gray Eyebrows and Sideburns, Cheek Lines, Frown / Mouth with Teeth Pattern",Light Nougat,male,young adult,annoyed
3626cpb2254,"Minifigure, Head Dual Sided Dark Bluish Gray Eyebrows and Sideburns, Cheek Lines, Frown / Mouth with Teeth Pattern",Light Nougat,male,young adult,angry
3626cpb2497,"Minifigure, Head Dual Sided Dark Bluish Gray Eyebrows, Eye Bags, Cheek Lines, Chin Dimple, Happy / Angry Pattern (SW General Pryde)",Light Nougat,neutral,older adult,annoyed
3626cpb2497,"Minifigure, Head Dual Sided Dark Bluish Gray Eyebrows, Eye Bags, Cheek Lines, Chin Dimple, Happy / Angry Pattern (SW General Pryde)",Light Nougat,neutral,older adult,angry
3626cpb2251,"Minifigure, Head Dual Sided Dark Brown Heavy Stubble, Small Scowl / Furious Expression Pattern",Light Nougat,male,young adult,annoyed
3626cpb2251,"Minifigure, Head Dual Sided Dark Brown Heavy Stubble, Small Scowl / Furious Expression Pattern",Light Nougat,male,young adult,angry
3626cpb2521,"Minifigure, Head Dual Sided Dark Orange Beard and Eyebrows, Bared Teeth / Frown Pattern (SW Obi-Wan)",Light Nougat,male,young adult,annoyed
3626cpb2521,"Minifigure, Head Dual Sided Dark Orange Beard and Eyebrows, Bared Teeth / Frown Pattern (SW Obi-Wan)",Light Nougat,male,young adult,angry
3626bpb0751,"Minifigure, Head Dual Sided Dark Red Goggles / Brown Eyebrows, Determined Pattern (Hawkeye)",Light Nougat,neutral,young adult,annoyed
3626bpb0751,"Minifigure, Head Dual Sided Dark Red Goggles / Brown Eyebrows, Determined Pattern (Hawkeye)",Light Nougat,neutral,young adult,angry
3626cpb0751,"Minifigure, Head Dual Sided Dark Red Goggles / Brown Eyebrows, Determined Pattern (Hawkeye)",Light Nougat,neutral,young adult,annoyed
3626cpb0751,"Minifigure, Head Dual Sided Dark Red Goggles / Brown Eyebrows, Determined Pattern (Hawkeye)",Light Nougat,neutral,young adult,angry
3626cpb1276,"Minifigure, Head Dual Sided Dark Green Eye Mask with Eye Holes, Stubble Beard, Serious / Bared Teeth Pattern (Green Arrow)",Light Nougat,male,young adult,annoyed
3626cpb1276,"Minifigure, Head Dual Sided Dark Green Eye Mask with Eye Holes, Stubble Beard, Serious / Bared Teeth Pattern (Green Arrow)",Light Nougat,male,young adult,angry
3626cpb1957,"Minifigure, Head Dual Sided Black Headband with Squinted Batman Eyes, Worried / Disgusted Expression Pattern",Light Nougat,neutral,young adult,annoyed
3626cpb1957,"Minifigure, Head Dual Sided Black Headband with Squinted Batman Eyes, Worried / Disgusted Expression Pattern",Light Nougat,neutral,young adult,frown
3626cpb1729,"Minifigure, Head Dual Sided Brown and Gray Beard, Brown Eyebrows, Moustache, White Pupils, Frown / Scared Pattern (SW Qui-Gon)",Light Nougat,male,young adult,annoyed
3626cpb1729,"Minifigure, Head Dual Sided Brown and Gray Beard, Brown Eyebrows, Moustache, White Pupils, Frown / Scared Pattern (SW Qui-Gon)",Light Nougat,male,young adult,frown
3626cpb2658,"Minifigure, Head Dual Sided Dark Bluish Gray Eyebrows, Dark Orange Age Lines, Neutral / Smile Pattern",Light Nougat,neutral,older adult,annoyed
3626cpb2658,"Minifigure, Head Dual Sided Dark Bluish Gray Eyebrows, Dark Orange Age Lines, Neutral / Smile Pattern",Light Nougat,neutral,older adult,happy
3626cpb0876,"Minifigure, Head Dual Sided Black Glasses, Brown Moustache, Wrinkles, Mouth Closed / Clenched Teeth Pattern",Light Nougat,male,older adult,annoyed
3626cpb0876,"Minifigure, Head Dual Sided Black Glasses, Brown Moustache, Wrinkles, Mouth Closed / Clenched Teeth Pattern",Light Nougat,male,older adult,scared
3626bpb0417,"Minifigure, Head Dual Sided Beard Stubble, Bushy Eyebrows, Determined / Happy Pattern",Light Nougat,male,young adult,annoyed
3626bpb0417,"Minifigure, Head Dual Sided Beard Stubble, Bushy Eyebrows, Determined / Happy Pattern",Light Nougat,male,young adult,smile
3626cpb1091,"Minifigure, Head Dual Sided Black Eye Mask with Red Eye Holes Determined / Smile Pattern (Nightwing)",Light Nougat,neutral,young adult,annoyed
3626cpb1091,"Minifigure, Head Dual Sided Black Eye Mask with Red Eye Holes Determined / Smile Pattern (Nightwing)",Light Nougat,neutral,young adult,smile
3626cpb1153,"Minifigure, Head Dual Sided Brown Eyebrows, Cheek Lines, Forehead Lines, Smile / Determined, Chin Strap Pattern",Light Nougat,neutral,young adult,annoyed
3626cpb1153,"Minifigure, Head Dual Sided Brown Eyebrows, Cheek Lines, Forehead Lines, Smile / Determined, Chin Strap Pattern",Light Nougat,neutral,young adult,smile
3626cpb1637,"Minifigure, Head Dual Sided Dark Tan Eyebrows, Chin Dimple, White Pupils, Stern with Scars / Smile Pattern (SW Luke Skywalker)",Light Nougat,neutral,young adult,annoyed
3626cpb1637,"Minifigure, Head Dual Sided Dark Tan Eyebrows, Chin Dimple, White Pupils, Stern with Scars / Smile Pattern (SW Luke Skywalker)",Light Nougat,neutral,young adult,smile
3626bpb0385,"Minifigure, Head Beard Brown, Black Pupils and Frown Pattern",Light Nougat,male,young adult,annoyed
3626cpb1024,"Minifigure, Head Beard Brown, Bushy Eyebrows, White Pupils, Stern Pattern",Light Nougat,male,young adult,annoyed
