item_number,description,color,gender,age,emotion
3626bpb0065,"Minifigure, Head Male Left Eye Scarred Area and No Eyebrow, Ponytail on Back Pattern (Prince Zuko)",Light Nougat,male,young adult,neutral
3626cpb1840,"Minifigure, Head Male Scars Front and Back, White Pupils, Black Thin Mouth Pattern",Light Nougat,male,young adult,neutral
3626bpb0252,"Minifigure, Head Male SW Gray Stubble and Gray Eyebrows Pattern (Owen Lars)",Light Nougat,male,young adult,neutral
3626bpb0623,"Minifigure, Head Male SW Gray Stubble and Scar over Right Missing Eye Pattern (Commander Wolffe)",Light Nougat,male,young adult,neutral
3626cpb0618,"Minifigure, Head Male Vertical Cheek Lines, White Pupils Pattern (HP Stan Shunpike)",Light Nougat,male,young adult,neutral
3626bpb0209,"Minifigure, Head Moustache Thin Gray, Black Eyebrows, Scratches/Scars across Face Pattern (HP Professor Lupin)",Light Nougat,male,young adult,neutral
3626bpb0032,"Minifigure, Head Moustache Thin, Laugh Lines, Sideburns, White Pupils Pattern (Alfred the Butler)",Light Nougat,male,older adult,neutral
3626bpb0207,"Minifigure, Head Moustache with Eyebrows, White Pupils, and Stubble Pattern (HP Sirius Black)",Light Nougat,male,young adult,neutral
3626cpb1609,"Minifigure, Head Reddish Brown Eyebrows, Chin and Moustache Stubble, White Pupils Pattern (Mario Götze)",Light Nougat,male,young adult,neutral
3626cpb0986,"Minifigure, Head SW Blue Eyes, Tribal Tattoo, Stubble and Scars Pattern (Obi-Wan - Rako Hardeen)",Light Nougat,male,young adult,neutral
3626cpb2098,"Minifigure, Head White Bushy Eyebrows, Beard and Wrinkles Pattern (SW Ki-Adi-Mundi)",Light Nougat,male,older adult,neutral
3626cpb2482,"Minifigure, Head White Eyebrows and Beard, Round Black Glasses Pattern",Light Nougat,male,young adult,neutral
3626cpb2395,"Minifigure, Head Dual Sided Dark Brown Eyebrows, Mole on Left Cheek, Neutral / Scared Pattern",Light Nougat,neutral,young adult,sad
3626cpb2395,"Minifigure, Head Dual Sided Dark Brown Eyebrows, Mole on Left Cheek, Neutral / Scared Pattern",Light Nougat,neutral,young adult,scared
3626cpb2709,"Minifigure, Head Dual Sided Child Freckles, White Pupils, Dirt Stains, Reddish Brown Eyebrows PatternCatalog: Parts: Minifigure, Head",Light Nougat,neutral,child,sad
3626cpb2709,"Minifigure, Head Dual Sided Child Freckles, White Pupils, Dirt Stains, Reddish Brown Eyebrows PatternCatalog: Parts: Minifigure, Head",Light Nougat,neutral,child,smile
3626bpb0237,"Minifigure, Head Male Scars Red Left & Right, No Eyebrows Pattern",Light Nougat,male,young adult,sad
3626cpb1998,"Minifigure, Head Dual Sided Dark Tan Moustache and Beard with Gray Pattern, Sad / Angry Pattern (SW Luke Skywalker)",Light Nougat,male,young adult,sad
3626cpb1998,"Minifigure, Head Dual Sided Dark Tan Moustache and Beard with Gray Pattern, Sad / Angry Pattern (SW Luke Skywalker)",Light Nougat,male,young adult,angry
3626cpb0947,"Minifigure, Head Dual Sided LotR Frodo Brown Eyebrows Worried / Angry Pattern",Light Nougat,neutral,young adult,sad
3626cpb0947,"Minifigure, Head Dual Sided LotR Frodo Brown Eyebrows Worried / Angry Pattern",Light Nougat,neutral,young adult,angry
3626cpb1435,"Minifigure, Head Dual Sided LotR Gimli Bushy Brown Eyebrows, Sad / Grimacing Pattern",Light Nougat,neutral,young adult,sad
3626cpb1435,"Minifigure, Head Dual Sided LotR Gimli Bushy Brown Eyebrows, Sad / Grimacing Pattern",Light Nougat,neutral,young adult,angry
3626cpb0733,"Minifigure, Head Dual Sided LotR Gimli Bushy Brown Eyebrows, Stern / Grimacing Pattern",Light Nougat,neutral,young adult,sad
3626cpb0733,"Minifigure, Head Dual Sided LotR Gimli Bushy Brown Eyebrows, Stern / Grimacing Pattern",Light Nougat,neutral,young adult,angry
3626cpb1855,"Minifigure, Head Dual Sided Thick Gray Eyebrows, Cheek Lines, White Pupils, Neutral / Angry Pattern (Han Solo)",Light Nougat,neutral,young adult,sad
3626cpb1855,"Minifigure, Head Dual Sided Thick Gray Eyebrows, Cheek Lines, White Pupils, Neutral / Angry Pattern (Han Solo)",Light Nougat,neutral,young adult,angry
3626cpb0825,"Minifigure, Head Dual Sided Brown Eyebrows, Moustache, White Pupils / Sad Pattern (SW Malakili)",Light Nougat,male,young adult,sad
3626cpb0825,"Minifigure, Head Dual Sided Brown Eyebrows, Moustache, White Pupils / Sad Pattern (SW Malakili)",Light Nougat,male,young adult,frown
3626cpb1023,"Minifigure, Head Dual Sided LotR Dark Orange Moustache, Goatee, Bushy Eyebrows, Wrinkles, Yellowed Teeth, Smile / Open Mouth Pattern",Light Nougat,male,older adult,sad
3626cpb1023,"Minifigure, Head Dual Sided LotR Dark Orange Moustache, Goatee, Bushy Eyebrows, Wrinkles, Yellowed Teeth, Smile / Open Mouth Pattern",Light Nougat,male,older adult,happy
3626cpb0822,"Minifigure, Head Dual Sided LotR Elf with Cheekbones, Age Lines, Calm / Happy Pattern",Light Nougat,neutral,older adult,sad
3626cpb0822,"Minifigure, Head Dual Sided LotR Elf with Cheekbones, Age Lines, Calm / Happy Pattern",Light Nougat,neutral,older adult,happy
3626cpb2803,"Minifigure, Head Dual Sided, Black Eyebrows, Right Raised, Dark Orange Cheek Lines, Closed Mouth / Open Mouth Pattern",Light Nougat,neutral,young adult,sad
3626cpb2803,"Minifigure, Head Dual Sided, Black Eyebrows, Right Raised, Dark Orange Cheek Lines, Closed Mouth / Open Mouth Pattern",Light Nougat,neutral,young adult,sad
3626cpb1266,"Minifigure, Head Dual Sided White Strip on Forehead and Cheek Lines, Open Mouth Smile / Stubble, Teeth, Angry Pattern",Light Nougat,male,young adult,sad
3626cpb1266,"Minifigure, Head Dual Sided White Strip on Forehead and Cheek Lines, Open Mouth Smile / Stubble, Teeth, Angry Pattern",Light Nougat,male,young adult,scared
3626cpb2166,"Minifigure, Head Dual Sided Light Bluish Gray and White Eyebrow and Beard, Neutral / Slight Smile with Gold Glasses Pattern",Light Nougat,male,young adult,sad
3626cpb2166,"Minifigure, Head Dual Sided Light Bluish Gray and White Eyebrow and Beard, Neutral / Slight Smile with Gold Glasses Pattern",Light Nougat,male,young adult,smile
3626cpb0730,"Minifigure, Head Dual Sided LotR Frodo Brown Eyebrows Worried / Lopsided Smile Pattern",Light Nougat,neutral,young adult,sad
3626cpb0730,"Minifigure, Head Dual Sided LotR Frodo Brown Eyebrows Worried / Lopsided Smile Pattern",Light Nougat,neutral,young adult,smile
3626cpb1578,"Minifigure, Head Beard White, Moustache, Gray Eyebrows, Cheek Lines, Scar over Right Missing Eye Pattern (Commander Wolffe)",Light Nougat,male,young adult,sad
3626bpb0618,"Minifigure, Head Male Vertical Cheek Lines, White Pupils Pattern (HP Stan Shunpike)",Light Nougat,male,young adult,sad
3626bpb0679,"Minifigure, Head Male, Dark Tan Beard and Eyebrows, Orange Visor Pattern",Light Nougat,male,young adult,sad
3626cpb0679,"Minifigure, Head Male, Dark Tan Beard and Eyebrows, Orange Visor Pattern",Light Nougat,male,young adult,sad
3626cpb1710,"Minifigure, Head Reddish Brown Headband with Squinted Batman Eyes, Sad Mouth Pattern",Light Nougat,neutral,young adult,sad
3626cpb1365,"Minifigure, Head Tan Eyebrows and Beard, Cheek Lines and Frown Pattern (SW Rebel Trooper)",Light Nougat,male,young adult,sad
3626cpb1725,"Minifigure, Head White Headband, Reddish Brown Cheek Lines, Black Stubble Pattern",Light Nougat,male,young adult,sad
3626cpb0975,"Minifigure, Head Dual Sided Brown Eyebrows, White Pupils, Chin Dimple, Smile / Open Mouth Scared Pattern",Light Nougat,neutral,young adult,scared
3626cpb0975,"Minifigure, Head Dual Sided Brown Eyebrows, White Pupils, Chin Dimple, Smile / Open Mouth Scared Pattern",Light Nougat,neutral,young adult,smile
3626cpb1270,"Minifigure, Head Black Eyebrows, Wide Eyes, Open Mouth, Teeth and Tongue, Surprised Pattern",Light Nougat,neutral,young adult,scared
3626cpb2006,"Minifigure, Head Bright Light Orange Eyebrows, Wide Open Mouth with Teeth and Red Tongue Pattern",Light Nougat,neutral,young adult,scared
3626bpb0873,"Minifigure, Head Dual Sided Bushy Orange Eyebrows, Cheek Lines, Frown / Angry Pattern (Aquaman)",Light Nougat,neutral,young adult,scared
3626bpb0873,"Minifigure, Head Dual Sided Bushy Orange Eyebrows, Cheek Lines, Frown / Angry Pattern (Aquaman)",Light Nougat,neutral,young adult,neutral
3626cpb0567,"Minifigure, Head Dual Sided PotC Philip Thick Brown Eyebrows and Cheek Lines, Determined / Angry Pattern",Light Nougat,neutral,young adult,scared
3626cpb0567,"Minifigure, Head Dual Sided PotC Philip Thick Brown Eyebrows and Cheek Lines, Determined / Angry Pattern",Light Nougat,neutral,young adult,neutral
3626cpb0637,"Minifigure, Head Dual Sided White Headband and Cheek Lines, Frown / Determined Pattern (Batman)",Light Nougat,neutral,young adult,scared
3626cpb0637,"Minifigure, Head Dual Sided White Headband and Cheek Lines, Frown / Determined Pattern (Batman)",Light Nougat,neutral,young adult,scared
3626cpb2809,"Minifigure, Head Dual Sided, Scared Open Mouth with Dark Red Eyebrows and Freckles / Dark Brown Eyebrows and Small Mouth Pattern",Light Nougat,neutral,young adult,scared
3626cpb2809,"Minifigure, Head Dual Sided, Scared Open Mouth with Dark Red Eyebrows and Freckles / Dark Brown Eyebrows and Small Mouth Pattern",Light Nougat,neutral,young adult,surprised
3626cpb1712,"Minifigure, Head Black Headband with Squinted Batman Eyes, Open Mouth Pattern",Light Nougat,neutral,young adult,scared
3626bpb0198,"Minifigure, Head Glasses with Green Goggles, Open Mouth Pattern (Dr. Octavious)",Light Nougat,neutral,young adult,scared
3626cpb2231,"Minifigure, Head Dual Sided Bacta Tank Mask, Sunken Eye, Closed / Open Eyes Pattern (SW Luke)",Light Nougat,neutral,young adult,sleepy
3626cpb2231,"Minifigure, Head Dual Sided Bacta Tank Mask, Sunken Eye, Closed / Open Eyes Pattern (SW Luke)",Light Nougat,neutral,young adult,neutral
3626bpb0229,"Minifigure, Head Dual Sided HP Ron with Awake / Asleep Pattern",Light Nougat,neutral,young adult,sleepy
3626bpb0229,"Minifigure, Head Dual Sided HP Ron with Awake / Asleep Pattern",Light Nougat,neutral,young adult,sleepy
3626bpb0804,"Minifigure, Head Male Brown Eyebrows, Smile, Black Chin Strap Pattern",Light Nougat,male,young adult,smile
3626cpb0804,"Minifigure, Head Male Brown Eyebrows, Smile, Black Chin Strap Pattern",Light Nougat,male,young adult,smile
3626bpb0408,"Minifigure, Head Male Brown Eyebrows, White Glints and Chin Dimple Pattern (SW Luke Skywalker)",Light Nougat,male,young adult,smile
3626cpb1198,"Minifigure, Head Dual Sided Child LotR Bain, Brown Eyebrows, Slight Smile and Freckles / Angry with Mud Splotches Pattern",Light Nougat,neutral,child,smile
3626cpb1198,"Minifigure, Head Dual Sided Child LotR Bain, Brown Eyebrows, Slight Smile and Freckles / Angry with Mud Splotches Pattern",Light Nougat,neutral,child,angry
3626cpb2413,"Minifigure, Head Dual Sided Med. Nougat Lightning Scar, Black Eyebrows and Glasses, Smile / Angry Pattern",Light Nougat,neutral,young adult,smile
3626cpb2413,"Minifigure, Head Dual Sided Med. Nougat Lightning Scar, Black Eyebrows and Glasses, Smile / Angry Pattern",Light Nougat,neutral,young adult,angry
3626cpb1137,"Minifigure, Head Dual Sided Black Eyebrows, Slight Crooked Smile / Downturned Mouth with Teeth Pattern",Light Nougat,neutral,young adult,smile
3626cpb1137,"Minifigure, Head Dual Sided Black Eyebrows, Slight Crooked Smile / Downturned Mouth with Teeth Pattern",Light Nougat,neutral,young adult,annoyed
3626cpb0826,"Minifigure, Head Dual Sided Brown Eyebrows, White Pupils, Smile / Open Mouth Angry Pattern (SW Luke Skywalker)",Light Nougat,neutral,young adult,smile
3626cpb0826,"Minifigure, Head Dual Sided Brown Eyebrows, White Pupils, Smile / Open Mouth Angry Pattern (SW Luke Skywalker)",Light Nougat,neutral,young adult,annoyed
3626cpb1773,"Minifigure, Head Dual Sided Black Glasses with White Lenses, Dark Brown Eyebrows, Open Mouth Smile / Closed Mouth, Raised Eyebrow Pattern",Light Nougat,neutral,young adult,smile
3626cpb1773,"Minifigure, Head Dual Sided Black Glasses with White Lenses, Dark Brown Eyebrows, Open Mouth Smile / Closed Mouth, Raised Eyebrow Pattern",Light Nougat,neutral,young adult,frown
3626cpb2164,"Minifigure, Head Dual Sided Child Dark Orange Eyebrows, Orange Freckles, Lopsided Happy / Scared Pattern",Light Nougat,neutral,child,smile
3626cpb2164,"Minifigure, Head Dual Sided Child Dark Orange Eyebrows, Orange Freckles, Lopsided Happy / Scared Pattern",Light Nougat,neutral,child,frown
3626cpb2169,"Minifigure, Head Dual Sided Child Reddish Brown Eyebrows, Happy / Scared Pattern",Light Nougat,neutral,child,smile
3626cpb2169,"Minifigure, Head Dual Sided Child Reddish Brown Eyebrows, Happy / Scared Pattern",Light Nougat,neutral,child,frown
3626bpb0475,"Minifigure, Head Dual Sided HP Harry with Glasses and Lightning Bolt, Frown / Smile Pattern",Light Nougat,neutral,young adult,smile
3626bpb0475,"Minifigure, Head Dual Sided HP Harry with Glasses and Lightning Bolt, Frown / Smile Pattern",Light Nougat,neutral,young adult,frown
3626bpb0170,"Minifigure, Head Dual Sided HP Harry with Glasses and Lightning Bolt, with Gills / without Gills Pattern",Light Nougat,neutral,young adult,smile
3626bpb0170,"Minifigure, Head Dual Sided HP Harry with Glasses and Lightning Bolt, with Gills / without Gills Pattern",Light Nougat,neutral,young adult,frown
3626cpb1366,"Minifigure, Head Dual Sided Child Freckles, Concerned / Crooked Smile Pattern (SW Anakin)",Light Nougat,neutral,child,smile
3626cpb1366,"Minifigure, Head Dual Sided Child Freckles, Concerned / Crooked Smile Pattern (SW Anakin)",Light Nougat,neutral,child,happy
3626cpb1733,"Minifigure, Head Dual Sided Small Black Wide Set Eyes, Smile / Open Mouth Smile with Tongue and 3 Teeth Pattern (Finn the Human)",Light Nougat,neutral,young adult,smile
3626cpb1733,"Minifigure, Head Dual Sided Small Black Wide Set Eyes, Smile / Open Mouth Smile with Tongue and 3 Teeth Pattern (Finn the Human)",Light Nougat,neutral,young adult,happy
3626cpb2729,"Minifigure, Head Dual Sided Child Reddish Brown Eyebrows, Smile / Concerned with Soot Pattern",Light Nougat,neutral,child,smile
3626cpb2729,"Minifigure, Head Dual Sided Child Reddish Brown Eyebrows, Smile / Concerned with Soot Pattern",Light Nougat,neutral,child,neutral
3626cpb2688,"Minifigure, Head Dual Sided Glasses, Black Eyebrows, Lightning Bolt Scar, Happy / Broken Glasses Dirty Face Pattern",Light Nougat,neutral,young adult,smile
3626cpb2688,"Minifigure, Head Dual Sided Glasses, Black Eyebrows, Lightning Bolt Scar, Happy / Broken Glasses Dirty Face Pattern",Light Nougat,neutral,young adult,neutral
3626cpb2105,"Minifigure, Head Dual Sided Child Black Eyebrows, Dark Brown Small Freckles, Happy / Sad Pattern",Light Nougat,neutral,child,smile
3626cpb2105,"Minifigure, Head Dual Sided Child Black Eyebrows, Dark Brown Small Freckles, Happy / Sad Pattern",Light Nougat,neutral,child,sad
3626cpb2104,"Minifigure, Head Dual Sided Child Black Eyebrows, Freckles, Happy / Sad Pattern",Light Nougat,neutral,child,smile
3626cpb2104,"Minifigure, Head Dual Sided Child Black Eyebrows, Freckles, Happy / Sad Pattern",Light Nougat,neutral,child,sad
3626cpb1340,"Minifigure, Head Dual Sided Child LotR Brown Eyebrows and Freckles, Slight Smile / Frown (Bain) Pattern",Light Nougat,neutral,child,smile
3626cpb1340,"Minifigure, Head Dual Sided Child LotR Brown Eyebrows and Freckles, Slight Smile / Frown (Bain) Pattern",Light Nougat,neutral,child,sad
3626cpb2168,"Minifigure, Head Dual Sided Black Glasses Round, Black Eyebrows, Dark Orange Lightning Scar, Happy / Scared Pattern",Light Nougat,neutral,young adult,smile
3626cpb2168,"Minifigure, Head Dual Sided Black Glasses Round, Black Eyebrows, Dark Orange Lightning Scar, Happy / Scared Pattern",Light Nougat,neutral,young adult,scared
3626bpb0284,"Minifigure, Head Dual Sided Blue Eyes with Brown Eyebrows, Scared / Smile Pattern (Marion Ravenwood)",Light Nougat,neutral,young adult,smile
3626bpb0284,"Minifigure, Head Dual Sided Blue Eyes with Brown Eyebrows, Scared / Smile Pattern (Marion Ravenwood)",Light Nougat,neutral,young adult,scared
3626cpb1127,"Minifigure, Head Dual Sided Glasses, White Pupils, Smile / Scared with Teeth Pattern (Egon Spengler)",Light Nougat,neutral,young adult,smile
3626cpb1127,"Minifigure, Head Dual Sided Glasses, White Pupils, Smile / Scared with Teeth Pattern (Egon Spengler)",Light Nougat,neutral,young adult,scared
3626cpb1464,"Minifigure, Head Dual Sided Dark Tan Eyebrows, White Pupils, Cheek Lines with Open Mouth Smile / Determined Pattern",Light Nougat,neutral,young adult,smile
3626cpb1464,"Minifigure, Head Dual Sided Dark Tan Eyebrows, White Pupils, Cheek Lines with Open Mouth Smile / Determined Pattern",Light Nougat,neutral,young adult,smirk
3626cpb1394,"Minifigure, Head Dual Sided Brown Eyebrows, Pupils, Smile / Open Mouth Scared with Teeth and Tongue Pattern (Gray)",Light Nougat,neutral,young adult,smile
3626cpb1394,"Minifigure, Head Dual Sided Brown Eyebrows, Pupils, Smile / Open Mouth Scared with Teeth and Tongue Pattern (Gray)",Light Nougat,neutral,young adult,surprised
3626cpb2669,"Minifigure, Head Dual Sided Med. Nougat Lightning Scar, Black Eyebrows and Glasses, Happy / Surprised Pattern",Light Nougat,neutral,young adult,smile
