item_number,description,category,gender,item_link,parts_link,temp,gender2,release_year
cty1373,"Police - City Officer Bright Light Blue Shirt with Silver Stripe, Badge and Radio, Dark Blue Legs, Dark Blue Cap, Smirk",Town,no tag,https://bricklink.com/v2/catalog/catalogitem.page?M=cty1373,https://www.bricklink.com/catalogItemInv.asp?M=cty1373,"Bright Light Blue Torso Police Shirt with Silver and Dark Blue Stripes, Utility Belt, Radio and 'POLICE' on Back Pattern / Bright Light Blue Arms / Yellow Hands Dark Blue Hips  and Legs Plain Dark Blue Minifigure, Headgear Cap - Short Curved Bill with Seams and Hole on Top Yellow Minifigure, Head Black Eyebrows, White Pupils, Cheek Lines, Smirk Pattern - Hollow Stud ",no tag,2021
cty1243,"Police - City Officer Bright Light Blue Shirt with Silver Stripe, Badge and Radio, Dark Blue Legs, Dark Blue Dirt Bike Helmet, Orange Glasses",Town,no tag,https://bricklink.com/v2/catalog/catalogitem.page?M=cty1243,https://www.bricklink.com/catalogItemInv.asp?M=cty1243,"Bright Light Blue Torso Police Shirt with Silver and Dark Blue Stripes, Utility Belt, Radio and 'POLICE' on Back Pattern / Bright Light Blue Arms / Yellow Hands Dark Blue Hips  and Legs Plain Dark Blue Minifigure, Headgear Helmet Dirt Bike Yellow Minifigure, Head Glasses with Trans-orange Lenses and Black Frames, Chin Dimple, Lopsided Grin Pattern - Hollow Stud ",no tag,2021
cty1277,"Police - City Officer Dark Blue Diving Suit with Yellowish Green Harness, White Helmet, White Air Tanks, Bright Light Yellow Flippers",Town,no tag,https://bricklink.com/v2/catalog/catalogitem.page?M=cty1277,https://www.bricklink.com/catalogItemInv.asp?M=cty1277,"Bright Light Yellow Minifigure Footgear Flipper Dark Blue Hips  and Legs Plain Dark Blue Torso Diving Suit with Yellowish Green Harness and Police Badge and Silver Gauge and Regulator Pattern / Dark Blue Arms / Black Hands Trans-Light Blue Minifigure, Visor Scuba Diver Mask White Minifigure Air Tanks White Minifigure, Headgear Helmet Motorcycle (Standard) Yellow Minifigure, Head Male Black Eyebrows, Chin Dimple and Lopsided Grin Pattern - Hollow Stud ",male,2021
cty1155,"Police - City Officer Shirt with Dark Blue Tie and Gold Badge, Dark Tan Belt with Radio, Dark Blue Legs, Dark Blue Cap, Lopsided Grin",Town,no tag,https://bricklink.com/v2/catalog/catalogitem.page?M=cty1155,https://www.bricklink.com/catalogItemInv.asp?M=cty1155,"Bright Light Blue Torso Police Shirt with Gold Badge, Dark Blue Tie, Dark Tan Belt and 'POLICE' and Radio on Back Pattern / Bright Light Blue Arms / Yellow Hands Dark Blue Hips  and Legs Plain Dark Blue Minifigure, Headgear Cap - Short Curved Bill with Seams and Hole on Top Yellow Minifigure, Head Male Black Eyebrows, Chin Dimple and Lopsided Grin Pattern - Hollow Stud ",male,2020
cty1279,"Police - City Officer Shirt with Dark Blue Tie and Gold Badge, Dark Tan Belt with Radio, Dark Blue Legs, Dark Blue Cap, Orange Life Jacket",Town,no tag,https://bricklink.com/v2/catalog/catalogitem.page?M=cty1279,https://www.bricklink.com/catalogItemInv.asp?M=cty1279,"Bright Light Blue Torso Police Shirt with Gold Badge, Dark Blue Tie, Dark Tan Belt and 'POLICE' and Radio on Back Pattern / Bright Light Blue Arms / Yellow Hands Dark Blue Hips  and Legs Plain Dark Blue Minifigure, Headgear Cap - Short Curved Bill with Seams and Hole on Top Orange Minifigure Life Jacket, 2 Straps Yellow Minifigure, Head Moustache Black, Black Eyebrows, Brown Cheek Lines, Smile, White Pupils Pattern - Hollow Stud ",male,2021
cty0981,"Police - City Officer Shirt with Dark Blue Tie and Gold Badge, Dark Tan Belt with Radio, Dark Blue Legs, Dark Blue Cap, Sunglasses",Town,no tag,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0981,https://www.bricklink.com/catalogItemInv.asp?M=cty0981,"Bright Light Blue Torso Police Shirt with Gold Badge, Dark Blue Tie, Dark Tan Belt and 'POLICE' and Radio on Back Pattern / Bright Light Blue Arms / Yellow Hands Dark Blue Hips  and Legs Plain Dark Blue Minifigure, Headgear Cap - Short Curved Bill with Seams and Hole on Top Yellow Minifigure, Head Glasses with Black and Silver Sunglasses, Black Eyebrows, Chin Dimple, Grim Mouth Pattern - Hollow Stud ",no tag,2019
cty1126,"Police - City Officer Shirt with Dark Blue Tie and Gold Badge, Dark Tan Belt with Radio, Dark Blue Legs, Medium Nougat Spiked Hair",Town,no tag,https://bricklink.com/v2/catalog/catalogitem.page?M=cty1126,https://www.bricklink.com/catalogItemInv.asp?M=cty1126,"Bright Light Blue Torso Police Shirt with Gold Badge, Dark Blue Tie, Dark Tan Belt and 'POLICE' and Radio on Back Pattern / Bright Light Blue Arms / Yellow Hands Dark Blue Hips  and Legs Plain Medium Nougat Minifigure, Hair Spiked Yellow Minifigure, Head Black Eyebrows, White Pupils, Cheek Lines, Smirk Pattern - Hollow Stud ",no tag,2020
cty1158,"Police - City Officer Shirt with Dark Blue Tie and Gold Badge, Dark Tan Belt with Radio, Dark Blue Legs, Medium Nougat Tousled Hair",Town,no tag,https://bricklink.com/v2/catalog/catalogitem.page?M=cty1158,https://www.bricklink.com/catalogItemInv.asp?M=cty1158,"Bright Light Blue Torso Police Shirt with Gold Badge, Dark Blue Tie, Dark Tan Belt and 'POLICE' and Radio on Back Pattern / Bright Light Blue Arms / Yellow Hands Dark Blue Hips  and Legs Plain Medium Nougat Minifigure, Hair Swept Left Tousled Yellow Minifigure, Head Male Black Eyebrows, Chin Dimple and Lopsided Grin Pattern - Hollow Stud ",male,2020
cty0778,"Police - City Officer Shirt with Dark Blue Tie and Gold Badge, Dark Tan Belt with Radio, Dark Blue Legs, Police Hat with Gold Badge, Sunglasses",Town,no tag,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0778,https://www.bricklink.com/catalogItemInv.asp?M=cty0778,"Bright Light Blue Torso Police Shirt with Gold Badge, Dark Blue Tie, Dark Tan Belt and 'POLICE' and Radio on Back Pattern / Bright Light Blue Arms / Yellow Hands Dark Blue Hips  and Legs Plain Dark Blue Minifigure, Headgear Hat, Police with Gold Badge Pattern Yellow Minifigure, Head Glasses with Black and Silver Sunglasses, Black Eyebrows, Chin Dimple, Grim Mouth Pattern - Hollow Stud ",no tag,2017
cty0888,"Police - City Officer Shirt with Dark Blue Tie and Gold Badge, Dark Tan Belt with Radio, Dark Blue Legs, Police Hat, Sunglasses",Town,no tag,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0888,https://www.bricklink.com/catalogItemInv.asp?M=cty0888,"Blue Minifigure, Headgear Hat, Police Bright Light Blue Torso Police Shirt with Gold Badge, Dark Blue Tie, Dark Tan Belt and 'POLICE' and Radio on Back Pattern / Bright Light Blue Arms / Yellow Hands Dark Blue Hips  and Legs Plain Yellow Minifigure, Head Glasses with Black and Silver Sunglasses, Black Eyebrows, Chin Dimple, Grim Mouth Pattern - Hollow Stud ",no tag,2018
cty0772,"Police - City Officer Shirt with Dark Blue Tie and Gold Badge, Dark Tan Belt with Radio, Dark Blue Legs, White Helmet",Town,no tag,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0772,https://www.bricklink.com/catalogItemInv.asp?M=cty0772,"Bright Light Blue Torso Police Shirt with Gold Badge, Dark Blue Tie, Dark Tan Belt and 'POLICE' and Radio on Back Pattern / Bright Light Blue Arms / Yellow Hands Dark Blue Hips  and Legs Plain Trans-Black Minifigure, Visor Standard White Minifigure, Headgear Helmet Motorcycle (Standard) Yellow Minifigure, Head Black Eyebrows, White Pupils, Cheek Scuff, Open Mouth Smile Pattern - Hollow Stud ",no tag,2017
cty1249,"Police - City Officer Shirt with Dark Blue Tie and Gold Badge, Dark Tan Belt with Radio, Dark Blue Legs, White Helmet, Sunglasses",Town,no tag,https://bricklink.com/v2/catalog/catalogitem.page?M=cty1249,https://www.bricklink.com/catalogItemInv.asp?M=cty1249,"Bright Light Blue Torso Police Shirt with Gold Badge, Dark Blue Tie, Dark Tan Belt and 'POLICE' and Radio on Back Pattern / Bright Light Blue Arms / Yellow Hands Dark Blue Hips  and Legs Plain Trans-Black Minifigure, Visor Standard White Minifigure, Headgear Helmet Motorcycle (Standard) Yellow Minifigure, Head Glasses with Black and Silver Sunglasses, Black Eyebrows, Chin Dimple, Grim Mouth Pattern - Hollow Stud ",no tag,2021
cty0734,"Police - City Officer with Dark Bluish Gray Vest with Badge and Radio, Dark Blue Legs, Dark Blue Cap",Town,no tag,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0734,https://www.bricklink.com/catalogItemInv.asp?M=cty0734,"Dark Blue Hips  and Legs Plain Dark Blue Minifigure, Headgear Cap - Short Curved Bill with Seams and Hole on Top Dark Blue Torso Police Jacket with Dark Bluish Gray Vest, Gold Badge, Radio and 'POLICE' Pattern on Back / Dark Blue Arms / Dark Bluish Gray Hands Yellow Minifigure, Head Male Black Eyebrows, Chin Dimple and Lopsided Grin Pattern - Hollow Stud ",male,2017
cty0464,"Police - City Officer, Gold Badge, Dark Blue Cap with Hole, Headphones, Lopsided Grin",Town,no tag,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0464,https://www.bricklink.com/catalogItemInv.asp?M=cty0464,"Black Minifigure, Ear Protectors / Headphones / Headset - Thick Arms Blue Torso Police Shirt with White Undershirt, Gold Badge and Buckle, Black Belt with Pouches on Front, Radio on Back Pattern / Blue Arms / Yellow Hands Dark Blue Hips  and Legs Plain Dark Blue Minifigure, Headgear Cap - Short Curved Bill with Seams and Hole on Top Yellow Minifigure, Head Male Black Eyebrows, Chin Dimple and Lopsided Grin Pattern - Hollow Stud ",male,2014
cty0455,"Police - City Officer, Gold Badge, Dark Blue Cap with Hole, Headphones, Sunglasses",Town,no tag,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0455,https://www.bricklink.com/catalogItemInv.asp?M=cty0455,"Black Minifigure, Ear Protectors / Headphones / Headset - Thick Arms Blue Torso Police Shirt with White Undershirt, Gold Badge and Buckle, Black Belt with Pouches on Front, Radio on Back Pattern / Blue Arms / Yellow Hands Dark Blue Hips  and Legs Plain Dark Blue Minifigure, Headgear Cap - Short Curved Bill with Seams and Hole on Top Yellow Minifigure, Head Glasses with Black and Pearl Dark Gray Sunglasses, Chin Dimple, Grim Mouth Pattern - Hollow Stud ",no tag,2014
cty0454,"Police - City Officer, Gold Badge, Dark Blue Cap with Hole, Lopsided Grin",Town,no tag,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0454,https://www.bricklink.com/catalogItemInv.asp?M=cty0454,"Blue Torso Police Shirt with White Undershirt, Gold Badge and Buckle, Black Belt with Pouches on Front, Radio on Back Pattern / Blue Arms / Yellow Hands Dark Blue Hips  and Legs Plain Dark Blue Minifigure, Headgear Cap - Short Curved Bill with Seams and Hole on Top Yellow Minifigure, Head Male Black Eyebrows, Chin Dimple and Lopsided Grin Pattern - Hollow Stud ",male,2014
cty0465,"Police - City Officer, Gold Badge, Dark Blue Cap with Hole, Sunglasses",Town,no tag,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0465,https://www.bricklink.com/catalogItemInv.asp?M=cty0465,"Blue Torso Police Shirt with White Undershirt, Gold Badge and Buckle, Black Belt with Pouches on Front, Radio on Back Pattern / Blue Arms / Yellow Hands Dark Blue Hips  and Legs Plain Dark Blue Minifigure, Headgear Cap - Short Curved Bill with Seams and Hole on Top Yellow Minifigure, Head Glasses with Black and Pearl Dark Gray Sunglasses, Chin Dimple, Grim Mouth Pattern - Hollow Stud ",no tag,2014
cty0458,"Police - City Officer, Gold Badge, Police Hat, Cheek Lines",Town,no tag,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0458,https://www.bricklink.com/catalogItemInv.asp?M=cty0458,"Blue Torso Police Shirt with White Undershirt, Gold Badge and Buckle, Black Belt with Pouches on Front, Radio on Back Pattern / Blue Arms / Yellow Hands Dark Blue Hips  and Legs Plain Dark Blue Minifigure, Headgear Hat, Police with Gold Badge Pattern Yellow Minifigure, Head Black and Dark Tan Eyebrows, White Pupils, Cheek Lines, Smirk Pattern - Hollow Stud ",no tag,2014
cty0476,"Police - City Officer, Gold Badge, Police Hat, Scowl",Town,no tag,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0476,https://www.bricklink.com/catalogItemInv.asp?M=cty0476,"Blue Torso Police Shirt with White Undershirt, Gold Badge and Buckle, Black Belt with Pouches on Front, Radio on Back Pattern / Blue Arms / Yellow Hands Dark Blue Hips  and Legs Plain Dark Blue Minifigure, Headgear Hat, Police with Gold Badge Pattern Yellow Minifigure, Head Male Angry Eyebrows and Scowl, Black Chin and Left Cheek Dimples Pattern - Hollow Stud ",male,2014
cty0450,"Police - City Officer, Gold Badge, Police Hat, Sunglasses",Town,no tag,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0450,https://www.bricklink.com/catalogItemInv.asp?M=cty0450,"Blue Torso Police Shirt with White Undershirt, Gold Badge and Buckle, Black Belt with Pouches on Front, Radio on Back Pattern / Blue Arms / Yellow Hands Dark Blue Hips  and Legs Plain Dark Blue Minifigure, Headgear Hat, Police with Gold Badge Pattern Yellow Minifigure, Head Glasses with Black and Pearl Dark Gray Sunglasses, Chin Dimple, Grim Mouth Pattern - Hollow Stud ",no tag,2014
cty0616,"Police - City Officer, Jacket with Dark Blue Tie and Gold Badge, Dark Blue Legs, Dark Blue Cap",Town,no tag,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0616,https://www.bricklink.com/catalogItemInv.asp?M=cty0616,"Bright Light Blue Torso Police Male Jacket with Zipper, Dark Blue Tie, Gold Badge, Radio and 'POLICE' Pattern on Back / Bright Light Blue Arms / Yellow Hands Dark Blue Hips  and Legs Plain Dark Blue Minifigure, Headgear Cap - Short Curved Bill with Seams and Hole on Top Yellow Minifigure, Head Male Angry Eyebrows and Scowl, Reddish Brown Left Cheek Line Pattern - Hollow Stud ",male,2016
cty0488,"Police - City Officer, Life Jacket",Town,no tag,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0488,https://www.bricklink.com/catalogItemInv.asp?M=cty0488,"Dark Blue Hips  and Legs Plain Dark Blue Minifigure, Headgear Cap - Short Curved Bill with Seams and Hole on Top Dark Blue Torso Police Jacket with White Undershirt, Zippers, Gold Badge and Buckle with 'POLICE' Pattern on Back / Dark Blue Arms / Dark Bluish Gray Hands Yellow Minifigure Life Jacket, Center Buckle Yellow Minifigure, Head Black and Dark Tan Eyebrows, White Pupils, Cheek Lines, Smirk Pattern - Hollow Stud ",no tag,2013
cty0615,"Police - City Officer, Life Jacket, Orange Sunglasses",Town,no tag,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0615,https://www.bricklink.com/catalogItemInv.asp?M=cty0615,"Bright Light Blue Torso Police Male Jacket with Zipper, Dark Blue Tie, Gold Badge, Radio and 'POLICE' Pattern on Back / Bright Light Blue Arms / Yellow Hands Dark Blue Hips  and Legs Plain Dark Blue Minifigure, Headgear Cap - Short Curved Bill with Seams and Hole on Top Yellow Minifigure Life Jacket, Center Buckle Yellow Minifigure, Head Glasses with Orange Sunglasses with Nose Piece, Open Mouth Smile, Chin Dimple Pattern - Hollow Stud ",male,2016
cty0644,"Police - City Officer, Life Jacket, Scowl",Town,no tag,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0644,https://www.bricklink.com/catalogItemInv.asp?M=cty0644,"Bright Light Blue Torso Police Male Jacket with Zipper, Dark Blue Tie, Gold Badge, Radio and 'POLICE' Pattern on Back / Bright Light Blue Arms / Yellow Hands Dark Blue Hips  and Legs Plain Dark Blue Minifigure, Headgear Cap - Short Curved Bill with Seams and Hole on Top Yellow Minifigure Life Jacket, Center Buckle Yellow Minifigure, Head Male Angry Eyebrows and Scowl, Reddish Brown Left Cheek Line Pattern - Hollow Stud ",male,2016
cty0619,"Police - City Officer, Sunglasses, Gray Vest with Radio and Gold Badge, Dark Blue Legs, Dark Blue Cap",Town,no tag,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0619,https://www.bricklink.com/catalogItemInv.asp?M=cty0619,"Bright Light Blue Torso Police Shirt with Dark Bluish Gray Vest, Gold Badge, Radio and 'POLICE' Pattern on Back / Bright Light Blue Arms / Dark Bluish Gray Hands Dark Blue Hips  and Legs Plain Dark Blue Minifigure, Headgear Cap - Short Curved Bill with Seams and Hole on Top Yellow Minifigure, Head Glasses with Black and Silver Sunglasses, Black Eyebrows, Chin Dimple, Grim Mouth Pattern - Hollow Stud ",no tag,2016
cty0633,"Police - City Officer, Zipper Jacket and Badge, Prison Island Police Chief",Town,no tag,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0633,https://www.bricklink.com/catalogItemInv.asp?M=cty0633,"Bright Light Blue Torso Police Male Jacket with Zipper, Dark Blue Tie, Gold Badge, Radio and 'POLICE' Pattern on Back / Bright Light Blue Arms / Yellow Hands Dark Blue Hips  and Legs Plain Dark Blue Minifigure, Headgear Hat, Police with Gold Badge Pattern Yellow Minifigure, Head Beard Black Angular, Pupils, Teeth Pattern - Hollow Stud ",male,2016
cty1007,"Police - City Pilot, Jacket with Dark Bluish Gray Vest, Dark Blue Legs, White Helmet, Scowl with Neck Bracket (for Jet Pack)",Town,no tag,https://bricklink.com/v2/catalog/catalogitem.page?M=cty1007,https://www.bricklink.com/catalogItemInv.asp?M=cty1007,"Black Minifigure Neck Bracket with 4 Back Studs and Front Harness (Parachutist) Dark Blue Hips  and Legs Plain Dark Blue Torso Police Jacket with Dark Bluish Gray Vest, Gold Badge, Radio and 'POLICE' Pattern on Back / Dark Blue Arms / Dark Bluish Gray Hands Trans-Black Minifigure, Visor Standard White Minifigure, Headgear Helmet Motorcycle (Standard) Yellow Minifigure, Head Male Angry Eyebrows and Scowl, Reddish Brown Left Cheek Line Pattern - Hollow Stud ",male,2019
cty1001,"Police - City Pilot, Jacket with Dark Bluish Gray Vest, Dark Blue Legs, White Helmet, Sunglasses",Town,no tag,https://bricklink.com/v2/catalog/catalogitem.page?M=cty1001,https://www.bricklink.com/catalogItemInv.asp?M=cty1001,"Dark Blue Hips  and Legs Plain Dark Blue Torso Police Jacket with Dark Bluish Gray Vest, Gold Badge, Radio and 'POLICE' Pattern on Back / Dark Blue Arms / Dark Bluish Gray Hands Trans-Black Minifigure, Visor Standard White Minifigure, Headgear Helmet Motorcycle (Standard) Yellow Minifigure, Head Glasses with Black and Silver Sunglasses, Black Eyebrows, Chin Dimple, Grim Mouth Pattern - Hollow Stud ",no tag,2019
cty0298,"Police - City Shirt with Dark Blue Tie and Gold Badge, Black Legs, Black Cap",Town,no tag,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0298,https://www.bricklink.com/catalogItemInv.asp?M=cty0298,"Black Hips  and Legs Plain Black Minifigure, Headgear Cap - Long Flat Bill Medium Blue Torso Police Shirt with Gold Badge, Dark Blue Tie and 'POLICE' Pattern on Back / Medium Blue Arms / Yellow Hands Yellow Minifigure, Head Male Brown Eyebrows, Open Lopsided Grin, White Pupils Pattern - Blocked Open Stud ",male,2011
cty0216,"Police - City Shirt with Dark Blue Tie and Gold Badge, Black Legs, Dark Brown Short Tousled Hair",Town,no tag,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0216,https://www.bricklink.com/catalogItemInv.asp?M=cty0216,"Black Hips  and Legs Plain Dark Brown Minifigure, Hair Short Tousled with Side Part Medium Blue Torso Police Shirt with Gold Badge, Dark Blue Tie and 'POLICE' Pattern on Back / Medium Blue Arms / Yellow Hands Yellow Minifigure, Head Male Brown Eyebrows, Open Lopsided Grin, White Pupils Pattern - Blocked Open Stud ",male,2011
cty0212,"Police - City Shirt with Dark Blue Tie and Gold Badge, Black Legs, Dark Orange Short Tousled Hair",Town,no tag,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0212,https://www.bricklink.com/catalogItemInv.asp?M=cty0212,"Black Hips  and Legs Plain Dark Orange Minifigure, Hair Short Tousled with Side Part Medium Blue Torso Police Shirt with Gold Badge, Dark Blue Tie and 'POLICE' Pattern on Back / Medium Blue Arms / Yellow Hands Yellow Minifigure, Head Male Angry Eyebrows and Scowl, Black Chin and Left Cheek Dimples Pattern - Blocked Open Stud ",male,2011
cop054,"Police - City Shirt with Dark Blue Tie and Gold Badge, Blue Legs, Blue Police Hat, Scowl",Town,no tag,https://bricklink.com/v2/catalog/catalogitem.page?M=cop054,https://www.bricklink.com/catalogItemInv.asp?M=cop054,"Blue Hips  and Legs Plain Blue Minifigure, Headgear Hat, Police Medium Blue Torso Police Shirt with Gold Badge, Dark Blue Tie and 'POLICE' Pattern on Back / Medium Blue Arms / Yellow Hands Yellow Minifigure, Head Male Angry Eyebrows and Scowl, Black Chin and Left Cheek Dimples Pattern - Hollow Stud ",male,2014
cty0289,"Police - City Shirt with Dark Blue Tie and Gold Badge, Dark Blue Legs, Black Hat",Town,no tag,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0289,https://www.bricklink.com/catalogItemInv.asp?M=cty0289,"Black Minifigure, Headgear Hat, Police Dark Blue Hips  and Legs Plain Medium Blue Torso Police Shirt with Gold Badge, Dark Blue Tie and 'POLICE' Pattern on Back / Medium Blue Arms / Yellow Hands Yellow Minifigure, Head Beard Brown Rounded with White Pupils and Grin Pattern - Hollow Stud ",male,2012
cty0219,"Police - City Shirt with Dark Blue Tie and Gold Badge, Dark Blue Legs, White Short Bill Cap",Town,no tag,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0219,https://www.bricklink.com/catalogItemInv.asp?M=cty0219,"Dark Blue Hips  and Legs Plain Medium Blue Torso Police Shirt with Gold Badge, Dark Blue Tie and 'POLICE' Pattern on Back / Medium Blue Arms / Yellow Hands White Minifigure, Headgear Cap - Short Curved Bill Yellow Minifigure, Head Beard Brown Angular with White Pupils and Glasses Pattern - Blocked Open Stud ",male,2011
cty0748,"Police - City Shirt with Dark Blue Tie and Gold Badge, Dark Tan Belt with Radio, Dark Blue Legs, Dark Blue Cap with Hole",Town,no tag,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0748,https://www.bricklink.com/catalogItemInv.asp?M=cty0748,"Bright Light Blue Torso Police Shirt with Gold Badge, Dark Blue Tie, Dark Tan Belt and 'POLICE' and Radio on Back Pattern / Bright Light Blue Arms / Yellow Hands Dark Blue Hips  and Legs Plain Dark Blue Minifigure, Headgear Cap - Short Curved Bill with Seams and Hole on Top Yellow Minifigure, Head Male Angry Eyebrows and Scowl, Reddish Brown Left Cheek Line Pattern - Hollow Stud ",male,2017
cty0743,"Police - City Shirt with Dark Blue Tie and Gold Badge, Dark Tan Belt with Radio, Dark Blue Legs, Police Hat with Gold Badge, Lopsided Grin",Town,no tag,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0743,https://www.bricklink.com/catalogItemInv.asp?M=cty0743,"Bright Light Blue Torso Police Shirt with Gold Badge, Dark Blue Tie, Dark Tan Belt and 'POLICE' and Radio on Back Pattern / Bright Light Blue Arms / Yellow Hands Dark Blue Hips  and Legs Plain Dark Blue Minifigure, Headgear Hat, Police with Gold Badge Pattern Yellow Minifigure, Head Male Black Eyebrows, Chin Dimple and Lopsided Grin Pattern - Hollow Stud ",male,2017
cty0703,"Police - City Shirt with Dark Blue Tie and Gold Badge, Dark Tan Belt with Radio, Dark Blue Legs, White Helmet",Town,no tag,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0703,https://www.bricklink.com/catalogItemInv.asp?M=cty0703,"Bright Light Blue Torso Police Shirt with Gold Badge, Dark Blue Tie, Dark Tan Belt and 'POLICE' and Radio on Back Pattern / Bright Light Blue Arms / Yellow Hands Dark Blue Hips  and Legs Plain Trans-Black Minifigure, Visor Standard White Minifigure, Headgear Helmet Motorcycle (Standard) Yellow Minifigure, Head Moustache Brown Bushy, Black Eyebrows, Cheek Lines, Smile, White Pupils Pattern - Hollow Stud ",male,2017
cty0211,"Police - City Suit with Blue Tie and Badge, Black Legs, Black Bob Cut Hair",Town,no tag,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0211,https://www.bricklink.com/catalogItemInv.asp?M=cty0211,"Black Hips  and Legs Plain Black Minifigure, Hair Short, Bob Cut Black Torso Police Jacket with Pocket, Gold Badge and Blue Tie Pattern / Black Arms / Yellow Hands Yellow Minifigure, Head Female Reddish Brown Eyebrows, Peach Lips Open Smile Pattern - Blocked Open Stud ",female,2011
cty0067,"Police - City Suit with Blue Tie and Badge, Black Legs, Black Cap",Town,no tag,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0067,https://www.bricklink.com/catalogItemInv.asp?M=cty0067,"Black Hips  and Legs Plain Black Minifigure, Headgear Cap - Long Flat Bill Black Torso Police Jacket with Pocket, Gold Badge and Blue Tie Pattern / Black Arms / Yellow Hands Yellow Minifigure, Head Male Angry Eyebrows and Scowl, Black Chin and Left Cheek Dimples Pattern - Blocked Open Stud ",male,2008
cty0218,"Police - City Suit with Blue Tie and Badge, Black Legs, Black Eyebrows, White Hat",Town,no tag,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0218,https://www.bricklink.com/catalogItemInv.asp?M=cty0218,"Black Hips  and Legs Plain Black Torso Police Jacket with Pocket, Gold Badge and Blue Tie Pattern / Black Arms / Yellow Hands White Minifigure, Headgear Hat, Police Yellow Minifigure, Head Male Crooked Smile, Black Eyebrows, White Pupils, Chin Dimple Pattern - Blocked Open Stud ",male,2011
cty0091,"Police - City Suit with Blue Tie and Badge, Black Legs, Glasses, White Hat",Town,no tag,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0091,https://www.bricklink.com/catalogItemInv.asp?M=cty0091,"Black Hips  and Legs Plain Black Torso Police Jacket with Pocket, Gold Badge and Blue Tie Pattern / Black Arms / Yellow Hands White Minifigure, Headgear Hat, Police Yellow Minifigure, Head Glasses Rectangular, Brown Thin Eyebrows, Smile Pattern - Blocked Open Stud ",no tag,2007
cty0008,"Police - City Suit with Blue Tie and Badge, Black Legs, Scowl, White Hat",Town,no tag,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0008,https://www.bricklink.com/catalogItemInv.asp?M=cty0008,"Black Hips  and Legs Plain Black Torso Police Jacket with Pocket, Gold Badge and Blue Tie Pattern / Black Arms / Yellow Hands White Minifigure, Headgear Hat, Police Yellow Minifigure, Head Male Angry Eyebrows and Scowl, Black Chin and Left Cheek Dimples Pattern - Blocked Open Stud ",male,2005
cty0106,"Police - City Suit with Blue Tie and Badge, Black Legs, Sunglasses, Black Cap",Town,no tag,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0106,https://www.bricklink.com/catalogItemInv.asp?M=cty0106,"Black Hips  and Legs Plain Black Minifigure, Headgear Cap - Long Flat Bill Black Torso Police Jacket with Pocket, Gold Badge and Blue Tie Pattern / Black Arms / Yellow Hands Yellow Minifigure, Head Glasses with Dark Blue Sunglasses, Closed Mouth, Light Brown Sideburns and Goatee Pattern - Blocked Open Stud ",male,2008
cty0019,"Police - City Suit with Blue Tie and Badge, Black Legs, Sunglasses, White Cap, Life Jacket",Town,no tag,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0019,https://www.bricklink.com/catalogItemInv.asp?M=cty0019,"Black Hips  and Legs Plain Black Torso Police Jacket with Pocket, Gold Badge and Blue Tie Pattern / Black Arms / Yellow Hands White Minifigure, Headgear Cap - Long Flat Bill Yellow Minifigure Life Jacket Yellow Minifigure, Head Glasses with Dark Blue Sunglasses, Closed Mouth, Light Brown Sideburns and Goatee Pattern - Blocked Open Stud ",male,2005
