item_number,description,category,gender,item_link,parts_link,temp,gender2,release_year
cop057,"Police - Sheriff Star and 2 Pockets, Light Gray Legs, White Arms, Black Cap, Black Sunglasses",Town,no tag,https://bricklink.com/v2/catalog/catalogitem.page?M=cop057,https://www.bricklink.com/catalogItemInv.asp?M=cop057,"Black Minifigure, Headgear Cap - Long Flat Bill Black Torso Police Vest, White Shirt, ID, Yellow Star Badge Pattern / White Arms / Yellow Hands Light Gray Hips  and Legs Plain Yellow Minifigure, Head Glasses with Black Sunglasses and Standard Grin Pattern - Blocked Open Stud ",no tag,1999
cop028,"Police - Sheriff Star and 2 Pockets, Light Gray Legs, White Arms, Black Hat",Town,no tag,https://bricklink.com/v2/catalog/catalogitem.page?M=cop028,https://www.bricklink.com/catalogItemInv.asp?M=cop028,"Black Minifigure, Headgear Hat, Police Black Torso Police Vest, White Shirt, ID, Yellow Star Badge Pattern / White Arms / Yellow Hands Light Gray Hips  and Legs Plain Yellow Minifigure, Head Glasses with Black Sunglasses and Standard Grin Pattern - Blocked Open Stud ",no tag,1998
cop015,"Police - Suit with 4 Buttons, Black Legs, Black Hat",Town,no tag,https://bricklink.com/v2/catalog/catalogitem.page?M=cop015,https://www.bricklink.com/catalogItemInv.asp?M=cop015,"Black Hips  and Legs Plain Black Minifigure, Headgear Hat, Police Black Torso Police Suit with White Badge and Pocket Pattern / Black Arms / Yellow Hands Yellow Minifigure, Head Standard Grin Pattern - Blocked Open Stud ",no tag,1980
cop012,"Police - Suit with 4 Buttons, Black Legs, White Cap",Town,no tag,https://bricklink.com/v2/catalog/catalogitem.page?M=cop012,https://www.bricklink.com/catalogItemInv.asp?M=cop012,"Black Hips  and Legs Plain Black Torso Police Suit with White Badge and Pocket Pattern / Black Arms / Yellow Hands White Minifigure, Headgear Cap - Long Flat Bill Yellow Minifigure, Head Standard Grin Pattern - Blocked Open Stud ",no tag,1992
cop001,"Police - Suit with 4 Buttons, Black Legs, White Hat",Town,no tag,https://bricklink.com/v2/catalog/catalogitem.page?M=cop001,https://www.bricklink.com/catalogItemInv.asp?M=cop001,"Black Hips  and Legs Plain Black Torso Police Suit with White Badge and Pocket Pattern / Black Arms / Yellow Hands White Minifigure, Headgear Hat, Police Yellow Minifigure, Head Standard Grin Pattern - Blocked Open Stud ",no tag,1979
cop017,"Police - Suit with 4 Buttons, Black Legs, White Hat, Life Jacket",Town,no tag,https://bricklink.com/v2/catalog/catalogitem.page?M=cop017,https://www.bricklink.com/catalogItemInv.asp?M=cop017,"Black Hips  and Legs Plain Black Torso Police Suit with White Badge and Pocket Pattern / Black Arms / Yellow Hands White Minifigure, Headgear Hat, Police Yellow Minifigure Life Jacket Yellow Minifigure, Head Standard Grin Pattern - Blocked Open Stud ",no tag,1991
cop052,"Police - Suit with 4 Buttons, Red Legs, White Fire Helmet",Town,no tag,https://bricklink.com/v2/catalog/catalogitem.page?M=cop052,https://www.bricklink.com/catalogItemInv.asp?M=cop052,"Black Torso Police Suit with White Badge and Pocket Pattern / Black Arms / Yellow Hands Red Hips  and Legs Plain White Minifigure, Headgear Fire Helmet Yellow Minifigure, Head Standard Grin Pattern - Blocked Open Stud ",no tag,1991
cop034,"Police - Suit with Sheriff Star, Black Legs, Black Cap with Police Pattern",Town,no tag,https://bricklink.com/v2/catalog/catalogitem.page?M=cop034,https://www.bricklink.com/catalogItemInv.asp?M=cop034,"Black Hips  and Legs Plain Black Minifigure, Headgear Cap - Long Flat Bill with White 'POLICE' and Red Line Pattern Black Torso Police Suit with Yellow Star Badge Pattern / Black Arms / Yellow Hands Yellow Minifigure, Head Moustache Thick Flat and Short Eyebrows Pattern - Blocked Open Stud ",male,1998
cop051,"Police - Suit with Sheriff Star, Black Legs, White Cap",Town,no tag,https://bricklink.com/v2/catalog/catalogitem.page?M=cop051,https://www.bricklink.com/catalogItemInv.asp?M=cop051,"Black Hips  and Legs Plain Black Torso Police Suit with Yellow Star Badge Pattern / Black Arms / Yellow Hands White Minifigure, Headgear Cap - Long Flat Bill Yellow Minifigure, Head Moustache Thick Flat and Short Eyebrows Pattern - Blocked Open Stud ",male,1993
cop007,"Police - Suit with Sheriff Star, Black Legs, White Cap, Life Jacket",Town,no tag,https://bricklink.com/v2/catalog/catalogitem.page?M=cop007,https://www.bricklink.com/catalogItemInv.asp?M=cop007,"Black Hips  and Legs Plain Black Torso Police Suit with Yellow Star Badge Pattern / Black Arms / Yellow Hands White Minifigure, Headgear Cap - Long Flat Bill Yellow Minifigure Life Jacket Yellow Minifigure, Head Moustache Thick Flat and Short Eyebrows Pattern - Blocked Open Stud ",male,1993
cop002,"Police - Suit with Sheriff Star, Black Legs, White Hat",Town,no tag,https://bricklink.com/v2/catalog/catalogitem.page?M=cop002,https://www.bricklink.com/catalogItemInv.asp?M=cop002,"Black Hips  and Legs Plain Black Torso Police Suit with Yellow Star Badge Pattern / Black Arms / Yellow Hands White Minifigure, Headgear Hat, Police Yellow Minifigure, Head Moustache Thick Flat and Short Eyebrows Pattern - Blocked Open Stud ",male,1993
cop021,"Police - Suit with Sheriff Star, Black Legs, White Hat, Life Jacket",Town,no tag,https://bricklink.com/v2/catalog/catalogitem.page?M=cop021,https://www.bricklink.com/catalogItemInv.asp?M=cop021,"Black Hips  and Legs Plain Black Torso Police Suit with Yellow Star Badge Pattern / Black Arms / Yellow Hands White Minifigure, Headgear Hat, Police Yellow Minifigure Life Jacket Yellow Minifigure, Head Moustache Thick Flat and Short Eyebrows Pattern - Blocked Open Stud ",male,1994
cop023s,"Police - Torso Sticker with 4 Buttons and Badge, Black Legs, White Classic Helmet",Town,no tag,https://bricklink.com/v2/catalog/catalogitem.page?M=cop023s,https://www.bricklink.com/catalogItemInv.asp?M=cop023s,"Black Hips  and Legs Plain Black Torso Police with Badge and 5 Buttons Pattern (Sticker) / Black Arms / Yellow Hands White Minifigure, Headgear Helmet Space / Town with Thick Chin Strap (Undetermined Type) Yellow Minifigure, Head Standard Grin Pattern - Solid Stud ",no tag,1978
cop042,"Police - Torso Sticker with 4 Buttons, Badge, and Collar, Black Legs, White Hat",Town,no tag,https://bricklink.com/v2/catalog/catalogitem.page?M=cop042,https://www.bricklink.com/catalogItemInv.asp?M=cop042,"Black Hips  and Legs Plain Black Torso Police with Badge and 4 Buttons Pattern (Sticker) / Black Arms / Yellow Hands White Minifigure, Headgear Hat, Police Yellow Minifigure, Head Standard Grin Pattern - Solid Stud ",no tag,1978
cop014s,"Police - Torso Sticker with 5 Buttons and Badge, Black Legs, White Hat",Town,no tag,https://bricklink.com/v2/catalog/catalogitem.page?M=cop014s,https://www.bricklink.com/catalogItemInv.asp?M=cop014s,"Black Hips  and Legs Plain Black Torso Police with Badge and 5 Buttons Pattern (Sticker) / Black Arms / Yellow Hands White Minifigure, Headgear Hat, Police Yellow Minifigure, Head Standard Grin Pattern - Solid Stud ",no tag,1978
wc006,"Police - World City Chief, Dark Blue Suit with Badge and Tie, Dark Blue Legs",Town,no tag,https://bricklink.com/v2/catalog/catalogitem.page?M=wc006,https://www.bricklink.com/catalogItemInv.asp?M=wc006,"Dark Blue Hips  and Legs Plain Dark Blue Torso Police Suit with Gold Badge and Striped Tie Pattern / Dark Blue Arms / Yellow Hands Light Gray Minifigure, Hair Male Yellow Minifigure, Head Beard Gray with Gray Eyebrows, Sideburns and Crow's Feet Wrinkles Pattern - Blocked Open Stud ",male,2003
wc008,"Police - World City Helicopter Pilot, Black Jacket with Zipper and Badge",Town,no tag,https://bricklink.com/v2/catalog/catalogitem.page?M=wc008,https://www.bricklink.com/catalogItemInv.asp?M=wc008,"Black Hips  and Legs Plain Black Minifigure, Visor Standard Black Torso Police Leather Jacket, Gold Badge, Radio, Ammo Belt, Police Pattern on Back / Black Arms / Black Hands White Minifigure, Headgear Helmet Motorcycle (Standard) Yellow Minifigure, Head Glasses with Silver Sunglasses, Black Eyebrows Pointed, Thin Grin Pattern - Blocked Open Stud ",no tag,2003
wc004,"Police - World City Patrolman, Dark Blue Shirt with Badge and Radio, Black Legs, Black Cap",Town,no tag,https://bricklink.com/v2/catalog/catalogitem.page?M=wc004,https://www.bricklink.com/catalogItemInv.asp?M=wc004,"Black Hips  and Legs Plain Black Minifigure, Headgear Cap - Long Flat Bill Dark Blue Torso Police Highway Patrol, Shirt with Badge and Radio Pattern / Dark Blue Arms / Yellow Hands Yellow Minifigure, Head Male Angry Eyebrows and Scowl, Black Chin and Left Cheek Dimples Pattern - Blocked Open Stud ",male,2003
wc005,"Police - World City Patrolman, Dark Blue Shirt with Badge and Radio, Black Legs, Black Cap, Smile",Town,no tag,https://bricklink.com/v2/catalog/catalogitem.page?M=wc005,https://www.bricklink.com/catalogItemInv.asp?M=wc005,"Black Hips  and Legs Plain Black Minifigure, Headgear Cap - Long Flat Bill Dark Blue Torso Police Highway Patrol, Shirt with Badge and Radio Pattern / Dark Blue Arms / Yellow Hands Yellow Minifigure, Head Male Brown Eyebrows (Left Curved Down), Open Side Smile with Dimples Pattern - Blocked Open Stud ",male,2003
wc026,"Police - World City Patrolman, Dark Blue Shirt with Badge and Radio, Black Legs, White Cap",Town,no tag,https://bricklink.com/v2/catalog/catalogitem.page?M=wc026,https://www.bricklink.com/catalogItemInv.asp?M=wc026,"Black Hips  and Legs Plain Dark Blue Torso Police Highway Patrol, Shirt with Badge and Radio Pattern / Dark Blue Arms / Yellow Hands White Minifigure, Headgear Cap - Long Flat Bill Yellow Minifigure, Head Male Brown Eyebrows (Left Curved Down), Open Side Smile with Dimples Pattern - Blocked Open Stud ",male,2005
wc023,"Police - World City Patrolman, Dark Blue Shirt with Badge and Radio, Black Legs, White Helmet, Black Visor",Town,no tag,https://bricklink.com/v2/catalog/catalogitem.page?M=wc023,https://www.bricklink.com/catalogItemInv.asp?M=wc023,"Black Hips  and Legs Plain Black Minifigure, Visor Standard Dark Blue Torso Police Highway Patrol, Shirt with Badge and Radio Pattern / Dark Blue Arms / Yellow Hands White Minifigure, Headgear Helmet Motorcycle (Standard) Yellow Minifigure, Head Male Angry Eyebrows and Scowl, Black Chin and Left Cheek Dimples Pattern - Blocked Open Stud ",male,2003
cop027,"Police - Zipper with Badge, Black Legs, Black Helmet, Trans-Light Blue Visor",Town,no tag,https://bricklink.com/v2/catalog/catalogitem.page?M=cop027,https://www.bricklink.com/catalogItemInv.asp?M=cop027,"Black Hips  and Legs Plain Black Minifigure, Headgear Helmet Motorcycle (Standard) Black Torso Police Leather Jacket with Thin White Zippers and Badge Pattern / Black Arms / Yellow Hands Trans-Light Blue Minifigure, Visor Standard Yellow Minifigure, Head Standard Grin Pattern - Blocked Open Stud ",no tag,1992
cop003,"Police - Zipper with Badge, Black Legs, White Classic Helmet",Town,no tag,https://bricklink.com/v2/catalog/catalogitem.page?M=cop003,https://www.bricklink.com/catalogItemInv.asp?M=cop003,"Black Hips  and Legs Plain Black Torso Police Leather Jacket with Thin White Zippers and Badge Pattern / Black Arms / Yellow Hands White Minifigure, Headgear Helmet Space / Town with Thick Chin Strap - with Visor Dimples Yellow Minifigure, Head Standard Grin Pattern - Solid Stud ",no tag,1979
cop013,"Police - Zipper with Badge, Black Legs, White Hat",Town,no tag,https://bricklink.com/v2/catalog/catalogitem.page?M=cop013,https://www.bricklink.com/catalogItemInv.asp?M=cop013,"Black Hips  and Legs Plain Black Torso Police Leather Jacket with Thin White Zippers and Badge Pattern / Black Arms / Yellow Hands White Minifigure, Headgear Hat, Police Yellow Minifigure, Head Standard Grin Pattern - Solid Stud ",no tag,1981
cop030,"Police - Zipper with Badge, Black Legs, White Hat, Life Jacket",Town,no tag,https://bricklink.com/v2/catalog/catalogitem.page?M=cop030,https://www.bricklink.com/catalogItemInv.asp?M=cop030,"Black Hips  and Legs Plain Black Torso Police Leather Jacket with Thin White Zippers and Badge Pattern / Black Arms / Yellow Hands White Minifigure, Headgear Hat, Police Yellow Minifigure Life Jacket Yellow Minifigure, Head Standard Grin Pattern - Blocked Open Stud ",no tag,1991
cop004,"Police - Zipper with Badge, Black Legs, White Helmet, Trans-Light Blue Visor",Town,no tag,https://bricklink.com/v2/catalog/catalogitem.page?M=cop004,https://www.bricklink.com/catalogItemInv.asp?M=cop004,"Black Hips  and Legs Plain Black Torso Police Leather Jacket with Thin White Zippers and Badge Pattern / Black Arms / Yellow Hands Trans-Light Blue Minifigure, Visor Standard White Minifigure, Headgear Helmet Motorcycle (Standard) Yellow Minifigure, Head Standard Grin Pattern - Blocked Open Stud ",no tag,1988
cop041,"Police - Zipper with Sheriff Star, Black Cap, Black Sunglasses",Town,no tag,https://bricklink.com/v2/catalog/catalogitem.page?M=cop041,https://www.bricklink.com/catalogItemInv.asp?M=cop041,"Black Hips  and Legs Plain Black Minifigure, Headgear Cap - Long Flat Bill Black Torso Police Leather Jacket with Thick White Zippers and Badge with Yellow Star Pattern / Black Arms / Black Hands Yellow Minifigure, Head Glasses with Black Sunglasses and Standard Grin Pattern - Blocked Open Stud ",no tag,1999
cop031,"Police - Zipper with Sheriff Star, Black Cap, Life Jacket",Town,no tag,https://bricklink.com/v2/catalog/catalogitem.page?M=cop031,https://www.bricklink.com/catalogItemInv.asp?M=cop031,"Black Hips  and Legs Plain Black Minifigure, Headgear Cap - Long Flat Bill Black Torso Police Leather Jacket with Thick White Zippers and Badge with Yellow Star Pattern / Black Arms / Black Hands Yellow Minifigure Life Jacket Yellow Minifigure, Head Female with Red Lips, Eyelashes (Standard Woman Pattern) - Blocked Open Stud ",female,1999
cop025,"Police - Zipper with Sheriff Star, Black Hat",Town,no tag,https://bricklink.com/v2/catalog/catalogitem.page?M=cop025,https://www.bricklink.com/catalogItemInv.asp?M=cop025,"Black Hips  and Legs Plain Black Minifigure, Headgear Hat, Police Black Torso Police Leather Jacket with Thick White Zippers and Badge with Yellow Star Pattern / Black Arms / Black Hands Yellow Minifigure, Head Glasses with Black Sunglasses and Standard Grin Pattern - Blocked Open Stud ",no tag,2002
cop006,"Police - Zipper with Sheriff Star, White Cap",Town,no tag,https://bricklink.com/v2/catalog/catalogitem.page?M=cop006,https://www.bricklink.com/catalogItemInv.asp?M=cop006,"Black Hips  and Legs Plain Black Torso Police Leather Jacket with Thick White Zippers and Badge with Yellow Star Pattern / Black Arms / Black Hands White Minifigure, Headgear Cap - Long Flat Bill Yellow Minifigure, Head Glasses with Black Sunglasses and Standard Grin Pattern - Blocked Open Stud ",no tag,1993
cop043,"Police - Zipper with Sheriff Star, White Helmet with Police Pattern, Black Visor, Sunglasses",Town,no tag,https://bricklink.com/v2/catalog/catalogitem.page?M=cop043,https://www.bricklink.com/catalogItemInv.asp?M=cop043,"Black Hips  and Legs Plain Black Minifigure, Visor Standard Black Torso Police Leather Jacket with Thick White Zippers and Badge with Yellow Star Pattern / Black Arms / Black Hands White Minifigure, Headgear Helmet Motorcycle (Standard) with Black 'POLICE' and Red Line Pattern Yellow Minifigure, Head Glasses with Black Sunglasses and Standard Grin Pattern - Blocked Open Stud ",no tag,1997
cop038,"Police - Zipper with Sheriff Star, White Helmet with Police Pattern, Trans-Green Visor",Town,no tag,https://bricklink.com/v2/catalog/catalogitem.page?M=cop038,https://www.bricklink.com/catalogItemInv.asp?M=cop038,"Black Hips  and Legs Plain Black Torso Police Leather Jacket with Thick White Zippers and Badge with Yellow Star Pattern / Black Arms / Black Hands Trans-Green Minifigure, Visor Standard White Minifigure, Headgear Helmet Motorcycle (Standard) with Black 'POLICE' and Red Line Pattern Yellow Minifigure, Head Glasses with Black Sunglasses and Standard Grin Pattern - Blocked Open Stud ",no tag,1998
cop010,"Police - Zipper with Sheriff Star, White Helmet with Police Pattern, Trans-Light Blue Visor",Town,no tag,https://bricklink.com/v2/catalog/catalogitem.page?M=cop010,https://www.bricklink.com/catalogItemInv.asp?M=cop010,"Black Hips  and Legs Plain Black Torso Police Leather Jacket with Thick White Zippers and Badge with Yellow Star Pattern / Black Arms / Black Hands Trans-Light Blue Minifigure, Visor Standard White Minifigure, Headgear Helmet Motorcycle (Standard) with Black 'POLICE' and Red Line Pattern Yellow Minifigure, Head Glasses with Black Sunglasses and Standard Grin Pattern - Blocked Open Stud ",no tag,1993
cop019,"Police - Zipper with Sheriff Star, White Helmet, Black Visor",Town,no tag,https://bricklink.com/v2/catalog/catalogitem.page?M=cop019,https://www.bricklink.com/catalogItemInv.asp?M=cop019,"Black Hips  and Legs Plain Black Minifigure, Visor Standard Black Torso Police Leather Jacket with Thick White Zippers and Badge with Yellow Star Pattern / Black Arms / Black Hands White Minifigure, Headgear Helmet Motorcycle (Standard) Yellow Minifigure, Head Glasses with Black Sunglasses and Standard Grin Pattern - Blocked Open Stud ",no tag,1996
cop018,"Police - Zipper with Sheriff Star, White Helmet, Trans-Green Visor",Town,no tag,https://bricklink.com/v2/catalog/catalogitem.page?M=cop018,https://www.bricklink.com/catalogItemInv.asp?M=cop018,"Black Hips  and Legs Plain Black Torso Police Leather Jacket with Thick White Zippers and Badge with Yellow Star Pattern / Black Arms / Black Hands Trans-Green Minifigure, Visor Standard White Minifigure, Headgear Helmet Motorcycle (Standard) Yellow Minifigure, Head Glasses with Black Sunglasses and Standard Grin Pattern - Blocked Open Stud ",no tag,1998
cop005,"Police - Zipper with Sheriff Star, White Helmet, Trans-Light Blue Visor, Sunglasses",Town,no tag,https://bricklink.com/v2/catalog/catalogitem.page?M=cop005,https://www.bricklink.com/catalogItemInv.asp?M=cop005,"Black Hips  and Legs Plain Black Torso Police Leather Jacket with Thick White Zippers and Badge with Yellow Star Pattern / Black Arms / Black Hands Trans-Light Blue Minifigure, Visor Standard White Minifigure, Headgear Helmet Motorcycle (Standard) Yellow Minifigure, Head Glasses with Black Sunglasses and Standard Grin Pattern - Blocked Open Stud ",no tag,1993
cty1124,Police Chief - Wheeler,Town,no tag,https://bricklink.com/v2/catalog/catalogitem.page?M=cty1124,https://www.bricklink.com/catalogItemInv.asp?M=cty1124,"Dark Blue Hips  and Legs Plain Dark Blue Torso Police Suit with Tie and Pockets, Gold Star Badge and Buttons, Light Blue Undershirt Pattern / Dark Blue Arms / Yellow Hands Light Bluish Gray Minifigure, Hair Bowl Cut Parted in Center Yellow Minifigure, Head Gray Eyebrows and Stubble, Medium Nougat Cheek Lines and Chin Dimple, Black Glasses Pattern - Hollow Stud ",male,2020
cty1209,"Police Chief - Wheeler, Santa Disguise",Town,no tag,https://bricklink.com/v2/catalog/catalogitem.page?M=cty1209,https://www.bricklink.com/catalogItemInv.asp?M=cty1209,"Red Hips  and Legs Plain Red Torso Santa Jacket with Fur, Black Belt, Button and Candy Cane Pattern / Red Arms / White Hands White Minifigure Beard, Medium Short White Minifigure, Headgear Cap, Santa with Red Top Pattern Yellow Minifigure, Head Gray Eyebrows and Stubble, Medium Nougat Cheek Lines and Chin Dimple, Black Glasses Pattern - Hollow Stud ",male,2020
cty1042,Police Officer - Duke DeTain,Town,no tag,https://bricklink.com/v2/catalog/catalogitem.page?M=cty1042,https://www.bricklink.com/catalogItemInv.asp?M=cty1042,"Black Hips  and Legs Plain Black Minifigure, Hair Coiled and Short Dark Blue Torso Police with Harness, Gold Star Badge, Belt and 'POLICE' on Back Pattern / Dark Blue Arms / Dark Bluish Gray Hands Yellow Minifigure, Head Dual Sided Thick Black Eyebrows, Black Sunglasses, Smile with Teeth / White Pupils, Closed Mouth Pattern - Hollow Stud ",no tag,2019
cty1257,"Police Officer - Duke DeTain, Black Helmet, Trans-Black Visor",Town,no tag,https://bricklink.com/v2/catalog/catalogitem.page?M=cty1257,https://www.bricklink.com/catalogItemInv.asp?M=cty1257,"Black Hips  and Legs Plain Black Minifigure, Headgear Helmet Motorcycle (Standard) Dark Blue Torso Police with Harness, Gold Star Badge, Belt and 'POLICE' on Back Pattern / Dark Blue Arms / Dark Bluish Gray Hands Trans-Black Minifigure, Visor Standard Yellow Minifigure, Head Dual Sided Thick Black Eyebrows, Black Sunglasses, Smile with Teeth / White Pupils, Closed Mouth Pattern - Hollow Stud ",no tag,2021
cty1207,"Police Officer - Duke DeTain, Blue Sweater, Black Legs",Town,no tag,https://bricklink.com/v2/catalog/catalogitem.page?M=cty1207,https://www.bricklink.com/catalogItemInv.asp?M=cty1207,"Black Hips  and Legs Plain Black Minifigure, Hair Coiled and Short Blue Torso Police Sweater with Knitted Dark Blue Snowflakes and Black Ribbing Pattern / Blue Arms / Yellow Hands Yellow Minifigure, Head Dual Sided Thick Black Eyebrows, Black Sunglasses, Smile with Teeth / White Pupils, Closed Mouth Pattern - Hollow Stud ",no tag,2020
cty1210,"Police Officer - Duke DeTain, Dark Blue Shirt with Short Sleeves, Harness, Black Legs, Black Hair",Town,no tag,https://bricklink.com/v2/catalog/catalogitem.page?M=cty1210,https://www.bricklink.com/catalogItemInv.asp?M=cty1210,"Black Hips  and Legs Plain Black Minifigure, Hair Coiled and Short Dark Blue Torso Police with Harness, Gold Star Badge, Belt and 'POLICE' on Back Pattern / Yellow Arms with Dark Blue Short Sleeves Pattern / Dark Bluish Gray Hands Yellow Minifigure, Head Dual Sided Thick Black Eyebrows, Black Sunglasses, Smile with Teeth / White Pupils, Closed Mouth Pattern - Hollow Stud ",no tag,2020
cty1202,"Police Officer - Duke DeTain, Sand Blue Police Jacket, Dark Blue Legs, White Helmet",Town,no tag,https://bricklink.com/v2/catalog/catalogitem.page?M=cty1202,https://www.bricklink.com/catalogItemInv.asp?M=cty1202,"Black Minifigure, Visor Night Vision / Robot Goggles Dark Blue Hips  and Legs Plain Sand Blue Torso Police with Silver Badge, Black Belt, Gray Safety Vest with Pockets, 'POLICE' on Back Pattern / Sand Blue Arms / Black Hands White Minifigure, Headgear Helmet Sports/Flight Yellow Minifigure, Head Dual Sided Thick Black Eyebrows, Black Sunglasses, Smile with Teeth / White Pupils, Closed Mouth Pattern - Hollow Stud ",no tag,2020
cop056,Police Officer - Juniors,Town,no tag,https://bricklink.com/v2/catalog/catalogitem.page?M=cop056,https://www.bricklink.com/catalogItemInv.asp?M=cop056,"Black Minifigure, Headgear Helmet Motorcycle (Standard) Dark Blue Hips  and Legs Plain Medium Blue Torso Police Shirt with Dark Bluish Gray Vest, Gold Badge, Radio, White Undershirt and White 'POLICE' Pattern on Back / Medium Blue Arms / Yellow Hands Trans-Clear Minifigure, Visor Standard Yellow Minifigure, Head Reddish Brown Eyebrows, White Pupils, Lopsided Smile and Medium Nougat Dimple Pattern - Hollow Stud ",no tag,2016
