Image,Item Id,Item Description,color,Group,DesignID ,DKK ,EUR ,Element platform
,6123702,"MINI HEAD ""NO. 1760""",24,"FIGURE, HEADS AND MA",23090,0.32,0.04,LEGO
,6123705,"MINI HEAD ""NO. 1761""",24,"FIGURE, HEADS AND MA",23093,0.32,0.04,LEGO
,6123714,"MINI HEAD ""NO. 1762""",24,"FIGURE, HEADS AND MA",23094,0.32,0.04,LEGO
,6123723,"MINI HEAD ""NO. 1766""",283,"FIGURE, HEADS AND MA",23098,0.40,0.05,LEGO
,6123728,"MINI HEAD ""NO. 1769""",24,"FIGURE, HEADS AND MA",23102,0.32,0.04,LEGO
,6123730,"MINI HEAD ""NO. 1771""",24,"FIGURE, HEADS AND MA",23177,0.32,0.04,LEGO
,6066376,MINI HEAD,42,"FIGURE, HEADS AND MA",30011,0.40,0.05,LEGO
,6071581,MINI HEAD,143,"FIGURE, HEADS AND MA",30011,0.40,0.05,LEGO
,6109893,MINI HEAD,49,"FIGURE, HEADS AND MA",30011,0.32,0.04,LEGO
,3001140,MINI HEAD - TR.,40,"FIGURE, HEADS AND MA",30011,0.32,0.04,LEGO
,6039180,MINI HEAD - TR.,47,"FIGURE, HEADS AND MA",30011,0.40,0.05,LEGO
,6006525,MINI HEAD - TR. GLOW,329,"FIGURE, HEADS AND MA",30011,3.52,0.47,LEGO
,4262093,MINI HEAD NO. 388,24,"FIGURE, HEADS AND MA",51519,0.32,0.04,LEGO
,4261301,MINI HEAD NO. 386,24,"FIGURE, HEADS AND MA",51521,0.32,0.04,LEGO
,4261572,MINI HEAD NO. 389,24,"FIGURE, HEADS AND MA",51523,0.32,0.04,LEGO
,4654328,"MINI HEAD ""NO. 920""",24,"FIGURE, HEADS AND MA",70652,0.32,0.04,LEGO
,4656483,"MINI HEAD  ""NO. 929""",24,"FIGURE, HEADS AND MA",74305,0.32,0.04,LEGO
,4657964,"MINI HEAD  ""NO.933""",24,"FIGURE, HEADS AND MA",74681,0.32,0.04,LEGO
,4570043,"MINI HEAD ""NO. 645""",24,"FIGURE, HEADS AND MA",88950,0.32,0.04,LEGO
,4578503,MINI HEAD NO 649,24,"FIGURE, HEADS AND MA",89510,0.32,0.04,LEGO
,4584727,MINI HEAD NO 677,24,"FIGURE, HEADS AND MA",90787,0.32,0.04,LEGO
,4611426,"MINI HEAD ""NO. 745""",24,"FIGURE, HEADS AND MA",93619,0.32,0.04,LEGO
,4613418,"MINI HEAD ""NO.754""",24,"FIGURE, HEADS AND MA",94063,0.32,0.04,LEGO
,6039464,"MINI HEAD NO. ""752""",24,"FIGURE, HEADS AND MA",96004,0.32,0.04,LEGO
,4651441,MINI HEAD NO 891,24,"FIGURE, HEADS AND MA",99566,0.32,0.04,LEGO
,4651443,MINI HEAD NO. 893,24,"FIGURE, HEADS AND MA",99570,0.32,0.04,LEGO
,4651445,MINI HEAD NO. 895,1,"FIGURE, HEADS AND MA",99574,0.32,0.04,LEGO
,4652361,"MINI HEAD ""NO. 914""",24,"FIGURE, HEADS AND MA",99810,0.32,0.04,LEGO
,4161403,WHIP,26,"FIGURE, WEAPONS",2488,0.88,0.12,LEGO
,6055462,WHIP,28,"FIGURE, WEAPONS",2488,0.88,0.12,LEGO
,4210789,SWORD,199,"FIGURE, WEAPONS",2530,0.24,0.03,LEGO
,4211311,MINI FLINTGUN,192,"FIGURE, WEAPONS",2561,0.32,0.04,LEGO
,4536847,MINI FLINTLOCK PISTOL,192,"FIGURE, WEAPONS",2562,0.24,0.03,LEGO
,4211196,CROSS BOW,192,"FIGURE, WEAPONS",2570,0.64,0.09,LEGO
,4615594,CROSS BOW,315,"FIGURE, WEAPONS",2570,0.56,0.08,LEGO
,4617248,CROSS BOW,316,"FIGURE, WEAPONS",2570,0.56,0.08,LEGO
,4211465,MINI SHIELD,194,"FIGURE, WEAPONS",3846,0.32,0.04,LEGO
,6073416,MINI SHIELD,1,"FIGURE, WEAPONS",3846,0.32,0.04,LEGO
,384926,MINI LANCE,26,"FIGURE, WEAPONS",3849,0.40,0.05,LEGO
,4611884,MINI LANCE,315,"FIGURE, WEAPONS",3849,0.40,0.05,LEGO
,449726,SPEAR,26,"FIGURE, WEAPONS",4497,0.24,0.03,LEGO
,4549898,SPEAR,308,"FIGURE, WEAPONS",4497,0.24,0.03,LEGO
,4600529,SPEAR,297,"FIGURE, WEAPONS",4497,0.24,0.03,LEGO
,4611883,SPEAR,315,"FIGURE, WEAPONS",4497,0.24,0.03,LEGO
,4507139,BOW,192,"FIGURE, WEAPONS",4499,0.32,0.04,LEGO
,6004345,CLAWS,315,"FIGURE, WEAPONS",10187,0.16,0.02,LEGO
,6004944,BUE COMPOUND,26,"FIGURE, WEAPONS",10258,1.68,0.23,LEGO
,6016236,FLAME 3X10X1 W/ CROSS HOLE,30,"FIGURE, WEAPONS",11302,1.36,0.18,TECHNIC
,6029783,FLAME 3X10X1 W/ CROSS HOLE,32,"FIGURE, WEAPONS",11302,1.36,0.18,TECHNIC
,6016238,"WEAPON NO.1, 2013",315,"FIGURE, WEAPONS",11305,1.04,0.14,TECHNIC
,6078381,"WEAPON NO.1, 2013",297,"FIGURE, WEAPONS",11305,1.12,0.15,TECHNIC
,6120015,"WEAPON NO.1, 2013",326,"FIGURE, WEAPONS",11305,1.04,0.14,TECHNIC
,6020758,ICE SWORD WITH Ø3.2 SHAFT,30,"FIGURE, WEAPONS",11439,1.04,0.14,LEGO
,6022109,ICE SWORD WITH Ø3.2 SHAFT,31,"FIGURE, WEAPONS",11439,0.88,0.12,LEGO
,6022638,ICE SWORD WITH Ø3.2 SHAFT,32,"FIGURE, WEAPONS",11439,1.84,0.25,LEGO
,6021974,"TOOL W. Ø3.2 SHAFT, NO. 1",42,"FIGURE, WEAPONS",11601,0.24,0.03,LEGO
,6043130,HARPOON 5 M,26,"FIGURE, WEAPONS",13591,0.32,0.04,LEGO
,6046398,LASER PISTOL,315,"FIGURE, WEAPONS",13608,0.40,0.05,LEGO
,6051527,GUN BASE 1X2X2/3 W.KNOB/SHAFT,26,"FIGURE, WEAPONS",15071,1.04,0.14,LEGO
,6054851,CLAW 7 MODULES WITH CROSS AXLE,297,"FIGURE, WEAPONS",15362,0.64,0.09,TECHNIC
,6056377,CLAW 7 MODULES WITH CROSS AXLE,26,"FIGURE, WEAPONS",15362,0.56,0.08,TECHNIC
,6068078,CLAW 7 MODULES WITH CROSS AXLE,192,"FIGURE, WEAPONS",15362,0.64,0.09,TECHNIC
,6102809,CLAW 7 MODULES WITH CROSS AXLE,315,"FIGURE, WEAPONS",15362,0.56,0.08,TECHNIC
,6055796,BLADE 3M W. CORED KNOB,44,"FIGURE, WEAPONS",15621,0.48,0.06,LEGO
,6076677,ROUND SHIELD,315,"FIGURE, WEAPONS",17835,0.48,0.06,LEGO
,6093534,MINI LONG SWORD,316,"FIGURE, WEAPONS",18031,0.56,0.08,LEGO
,6078442,MINI LONG SWORD,315,"FIGURE, WEAPONS",18031,0.32,0.04,LEGO
,6093532,MINI SHORT SWORD,315,"FIGURE, WEAPONS",18034,0.32,0.04,LEGO
,6115569,FLAME TRIBAL 3.5X12 W/CROSS AXLE,31,"FIGURE, WEAPONS",18396,2.32,0.31,TECHNIC
,6109346,SWORD NO. 5  2015,31,"FIGURE, WEAPONS",18957,1.60,0.21,LEGO
,6114925,"SHURICAN STAR Ø3,2",297,"FIGURE, WEAPONS",19807,0.64,0.09,LEGO
,6126496,SWORD NO. 9,31,"FIGURE, WEAPONS",19858,1.52,0.20,LEGO
,6103076,"WEAPON 1, 2015",1,"FIGURE, WEAPONS",19992,3.92,0.53,TECHNIC
,6114372,"WEAPON 5, 2015",315,"FIGURE, WEAPONS",20479,2.56,0.34,TECHNIC
,6114379,"WEAPON 6, 2015",315,"FIGURE, WEAPONS",20480,2.08,0.28,TECHNIC
,6109312,HOLDER NO.1,111,"FIGURE, WEAPONS",20612,1.68,0.23,LEGO
,6116596,NINJA SWORD,297,"FIGURE, WEAPONS",21459,0.40,0.05,LEGO
,6116592,NINJA SWORD,26,"FIGURE, WEAPONS",21459,0.40,0.05,LEGO
,6116593,NINJA SWORD,315,"FIGURE, WEAPONS",21459,0.40,0.05,LEGO
,6116600,NINJA SWORD,326,"FIGURE, WEAPONS",21459,0.40,0.05,LEGO
,6116913,ICE SWORD WITH Ø3.2 SHAFT,30,"FIGURE, WEAPONS",21548,1.20,0.16,LEGO
,6120120,FLAME 3X10X1 W/ CROSS HOLE,297,"FIGURE, WEAPONS",21873,1.84,0.25,TECHNIC
,4211029,REVOLVER,199,"FIGURE, WEAPONS",30132,0.16,0.02,LEGO
,4656377,SCIMITAR,26,"FIGURE, WEAPONS",43887,0.64,0.09,LEGO
,4210886,CORSEQUE,199,"FIGURE, WEAPONS",43899,0.72,0.10,LEGO
,4542586,2 KNIVES,199,"FIGURE, WEAPONS",44658,1.60,0.21,LEGO
,4617761,2 KNIVES,297,"FIGURE, WEAPONS",44658,1.60,0.21,LEGO
,4613958,AXE HEAD W HOLE Ø 3.2,316,"FIGURE, WEAPONS",53454,0.24,0.03,LEGO
,4611880,FLAIL,315,"FIGURE, WEAPONS",59232,0.48,0.06,LEGO
,4514700,LIGHTENING BOLT Co-inj.126/42,30,"FIGURE, WEAPONS",59233,1.36,0.18,LEGO
,4611882,"WEAPON, WARRIOR",315,"FIGURE, WEAPONS",60752,0.24,0.03,LEGO
,6096644,"WEAPON, WARRIOR",138,"FIGURE, WEAPONS",60752,0.24,0.03,LEGO
,6079018,Saw blade ø71.32,42,"FIGURE, WEAPONS",61403,2.32,0.31,TECHNIC
,6071297,WHIP,192,"FIGURE, WEAPONS",61975,0.72,0.10,LEGO
,6103643,SUBMACHINE GUN Ø3.2 SHAFT,26,"FIGURE, WEAPONS",62885,0.40,0.05,LEGO
,4539481,LIGHT SWORD SHAFT,194,"FIGURE, WEAPONS",64567,0.16,0.02,LEGO
,4598897,LIGHT SWORD SHAFT,26,"FIGURE, WEAPONS",64567,0.16,0.02,LEGO
,6003147,LIGHT SWORD SHAFT,297,"FIGURE, WEAPONS",64567,0.24,0.03,LEGO
,6040333,LIGHT SWORD SHAFT,1,"FIGURE, WEAPONS",64567,0.16,0.02,LEGO
,6020190,MINI SWORD,315,"FIGURE, WEAPONS",76764,0.40,0.05,LEGO
,4566028,BUTT,199,"FIGURE, WEAPONS",86208,0.16,0.02,LEGO
,4595836,BUTT,194,"FIGURE, WEAPONS",86208,0.24,0.03,LEGO
,6047510,TAIL 8M,26,"FIGURE, WEAPONS",87846,0.88,0.12,TECHNIC
,6096663,TAIL 8M,268,"FIGURE, WEAPONS",87846,1.12,0.15,TECHNIC
,6080389,"WHIP LONG, STICK Ø3.2",192,"FIGURE, WEAPONS",88704,0.96,0.13,LEGO
,6092878,"WHIP LONG, STICK Ø3.2",26,"FIGURE, WEAPONS",88704,0.96,0.13,LEGO
,4636105,"HASSANSIN BRACES, WOLVERINE",315,"FIGURE, WEAPONS",88811,0.56,0.08,LEGO
,4595077,TRIDENT W. Ø3.2 SHAFT,297,"FIGURE, WEAPONS",92290,0.40,0.05,LEGO
,4640843,Ø3.2 SHAFT W. CORED KNOB,297,"FIGURE, WEAPONS",92690,0.16,0.02,LEGO
,4640844,Ø3.2 SHAFT W. CORED KNOB,194,"FIGURE, WEAPONS",92690,0.16,0.02,LEGO
,6029774,Ø3.2 SHAFT W. CORED KNOB,192,"FIGURE, WEAPONS",92690,0.16,0.02,LEGO
,6028411,OVAL SHIELD,42,"FIGURE, WEAPONS",92747,0.32,0.04,LEGO
,4610762,SHAFT Ø3.2 W. CORED Ø3.2 HOLE,297,"FIGURE, WEAPONS",93252,1.84,0.25,LEGO
,4623236,MINI SPACEGUN W.RIB Ø3.2 SHAFT,199,"FIGURE, WEAPONS",95199,0.24,0.03,LEGO
,4659662,MINI SPACEGUN W.RIB Ø3.2 SHAFT,26,"FIGURE, WEAPONS",95199,0.24,0.03,LEGO
,6081466,MINI SPACEGUN W.RIB Ø3.2 SHAFT,1,"FIGURE, WEAPONS",95199,0.24,0.03,LEGO
,4641048,HANDCUFFS,194,"FIGURE, WEAPONS",97927,0.24,0.03,LEGO
,4646843,BLADE 10M W/Ø3.2,297,"FIGURE, WEAPONS",98137,0.48,0.06,LEGO
,4654422,BLADE 10M W/Ø3.2,315,"FIGURE, WEAPONS",98137,0.48,0.06,LEGO
,6109561,BLADE 10M W/Ø3.2,326,"FIGURE, WEAPONS",98137,0.48,0.06,LEGO
,4646866,MINI SAI W/Ø3.2,297,"FIGURE, WEAPONS",98139,0.24,0.03,LEGO
,4646867,MINI SAI W/Ø3.2,315,"FIGURE, WEAPONS",98139,0.16,0.02,LEGO
,4646870,MINI SAI W/Ø3.2,316,"FIGURE, WEAPONS",98139,0.24,0.03,LEGO
,4646871,BLADE 5M W/Ø3.2,297,"FIGURE, WEAPONS",98141,0.24,0.03,LEGO
,4651535,BLADE 5M W/Ø3.2,315,"FIGURE, WEAPONS",98141,0.24,0.03,LEGO
,6039203,BLADE 5M W/Ø3.2,26,"FIGURE, WEAPONS",98141,0.40,0.05,LEGO
,6109558,BLADE 5M W/Ø3.2,326,"FIGURE, WEAPONS",98141,0.24,0.03,LEGO
,6116900,BLADE 5M W/Ø3.2,316,"FIGURE, WEAPONS",98141,0.40,0.05,LEGO
,4656205,BLADE W. TECHNIC HOLE 1,1,"FIGURE, WEAPONS",98347,0.24,0.03,TECHNIC
,4653172,MINI LONG SWORD,315,"FIGURE, WEAPONS",98370,1.12,0.15,LEGO
,6014026,HALF SPIKE BALL,316,"FIGURE, WEAPONS",98578,2.16,0.29,TECHNIC
,6027626,HALF SPIKE BALL,43,"FIGURE, WEAPONS",98578,2.16,0.29,TECHNIC
,6102835,HALF SPIKE BALL,126,"FIGURE, WEAPONS",98578,2.16,0.29,TECHNIC
,390126,MINI WIG MAN,26,"FIGURE, WIGS",3901,0.80,0.11,LEGO
,4211158,MINI WIG MAN,192,"FIGURE, WIGS",3901,0.40,0.05,LEGO
,4211740,MINI WIG MAN,194,"FIGURE, WIGS",3901,0.48,0.06,LEGO
,4557944,MINI WIG MAN,138,"FIGURE, WIGS",3901,0.48,0.06,LEGO
,6006104,MINI WIG MAN,38,"FIGURE, WIGS",3901,0.48,0.06,LEGO
,6131630,MINI WIG MAN,308,"FIGURE, WIGS",3901,0.48,0.06,LEGO
,6038464,MINI FIGURE WIG NO. 51,308,"FIGURE, WIGS",13251,0.64,0.09,LEGO
,6122201,MINI  WIG NO. 63,38,"FIGURE, WIGS",15427,2.40,0.32,LEGO
,6079894,MINI WIG NO. 6,26,"FIGURE, WIGS",18226,0.48,0.06,LEGO
,6093518,MINI WIG NO. 6,38,"FIGURE, WIGS",18226,0.48,0.06,LEGO
,6093519,MINI WIG NO. 6,5,"FIGURE, WIGS",18226,0.64,0.09,LEGO
,6093523,MINI WIG NO. 6,24,"FIGURE, WIGS",18226,0.64,0.09,LEGO
,6079896,MINI WIG NO. 18,26,"FIGURE, WIGS",18228,0.48,0.06,LEGO
,6112609,MINI WIG NO. 18,192,"FIGURE, WIGS",18228,0.48,0.06,LEGO
,6122209,"MINI  WIG NO. 63 ""NO. 2""",226,"FIGURE, WIGS",19773,2.48,0.33,LEGO
,6103003,"WIG_PONYTAIL W. EARS ""NO. 1""",325,"FIGURE, WIGS",20020,6.16,0.83,LEGO
,6103036,"WIG_WAVY W. EARS ""NO. 1""",154,"FIGURE, WIGS",20032,6.64,0.89,LEGO
,6103116,"WIG_PLAIT W. EARS ""NO. 1""",323,"FIGURE, WIGS",20060,5.68,0.76,LEGO
,4526110,WIG BOY,26,"FIGURE, WIGS",62810,0.24,0.03,LEGO
,4529755,WIG BOY,38,"FIGURE, WIGS",62810,0.24,0.03,LEGO
,4535553,WIG BOY,308,"FIGURE, WIGS",62810,0.24,0.03,LEGO
,6018438,WIG BOY,138,"FIGURE, WIGS",62810,0.40,0.05,LEGO
,6075237,WIG BOY,194,"FIGURE, WIGS",62810,0.24,0.03,LEGO
,6082516,WIG BOY,312,"FIGURE, WIGS",62810,0.24,0.03,LEGO
,6105762,WIG BOY,24,"FIGURE, WIGS",62810,0.40,0.05,LEGO
,4654943,"MINI WIG, NO. 2",26,"FIGURE, WIGS",64798,0.88,0.12,LEGO
,4655389,"MINI WIG, NO. 2",28,"FIGURE, WIGS",64798,0.88,0.12,LEGO
,6047103,"MINI WIG, NO. 2",1,"FIGURE, WIGS",64798,0.88,0.12,LEGO
,4568933,MINI WIG NO. 8,26,"FIGURE, WIGS",88283,0.32,0.04,LEGO
,4568934,MINI WIG NO. 8,308,"FIGURE, WIGS",88283,0.32,0.04,LEGO
,6004439,MINI WIG NO. 8,226,"FIGURE, WIGS",88283,0.32,0.04,LEGO
,6006514,MINI WIG NO. 8,38,"FIGURE, WIGS",88283,0.32,0.04,LEGO
,4595943,MINI WIG NO. 11,308,"FIGURE, WIGS",92081,0.32,0.04,LEGO
,4654944,MINI WIG NO. 11,26,"FIGURE, WIGS",92081,0.32,0.04,LEGO
,6005435,MINI WIG NO. 11,312,"FIGURE, WIGS",92081,0.32,0.04,LEGO
,6037640,MINI WIG NO. 11,1,"FIGURE, WIGS",92081,0.48,0.06,LEGO
,6078366,MINI WIG NO. 11,192,"FIGURE, WIGS",92081,0.48,0.06,LEGO
,6121013,MINI WIG NO. 11,199,"FIGURE, WIGS",92081,0.64,0.09,LEGO
,6114885,MINI WIG NO. 11,138,"FIGURE, WIGS",92081,0.88,0.12,LEGO
,4653226,"MINI WIG, NO. 22",26,"FIGURE, WIGS",99930,0.24,0.03,LEGO
,6065515,"MINI WIG, NO. 22",308,"FIGURE, WIGS",99930,0.24,0.03,LEGO
,4506846,MINI BATTLE AXE,199,"FIGURES, SPECIAL",3848,0.40,0.05,LEGO
,4617221,MINI BATTLE AXE,316,"FIGURES, SPECIAL",3848,0.48,0.06,LEGO
,4582437,WHITE BREAD,5,FOODSTUFF,4342,0.40,0.05,LEGO
,4622738,WHITE BREAD,312,FOODSTUFF,4342,0.48,0.06,LEGO
,625401,ICE CREAM,1,FOODSTUFF,6254,0.64,0.09,LEGO
,4286789,ICE CREAM,191,FOODSTUFF,6254,0.64,0.09,LEGO
,6061678,ICE CREAM,119,FOODSTUFF,6254,0.80,0.11,LEGO
,6017003,CONE 1X1 INVERTEDE W. SHAFT,5,FOODSTUFF,11610,0.16,0.02,LEGO
,6056234,CONE 1X1 INVERTEDE W. SHAFT,26,FOODSTUFF,11610,0.16,0.02,LEGO
,6114683,CONE 1X1 INVERTEDE W. SHAFT,221,FOODSTUFF,11610,0.16,0.02,LEGO
,6019770,"BANANAS, DEC.",24,FOODSTUFF,12067,6.24,0.84,DUPLO
,6019608,"PIE Ø15.83, DEC",312,FOODSTUFF,12163,2.56,0.34,LEGO
,6045935,BREAD 2X6X1,38,FOODSTUFF,13247,3.44,0.46,DUPLO
,6050916,1X1 DECORATION TOP NO. 1,297,FOODSTUFF,15470,0.16,0.02,LEGO
,6058160,1X1 DECORATION TOP NO. 1,315,FOODSTUFF,15470,0.16,0.02,LEGO
,6060731,1X1 DECORATION TOP NO. 1,192,FOODSTUFF,15470,0.16,0.02,LEGO
,6060795,1X1 DECORATION TOP NO. 1,222,FOODSTUFF,15470,0.16,0.02,LEGO
,6102794,1X1 DECORATION TOP NO. 1,1,FOODSTUFF,15470,0.16,0.02,LEGO
,6100565,"CHERRY,",21,FOODSTUFF,18660,0.16,0.02,LEGO
,6087084,"CHERRY,",119,FOODSTUFF,18660,0.24,0.03,LEGO
,6100562,"CHERRY,",124,FOODSTUFF,18660,0.16,0.02,LEGO
,6114698,"CUP W. GROOVES, 4X4X1½",38,FOODSTUFF,18805,7.44,1.00,DUPLO
,6092823,FRUIT,21,FOODSTUFF,18917,6.80,0.91,DUPLO
,6119505,FRUIT,268,FOODSTUFF,18917,6.88,0.92,DUPLO
,6119503,FRUIT,106,FOODSTUFF,18917,6.80,0.91,DUPLO
,6092834,CAKE DECORATION W. KNOB,222,FOODSTUFF,18918,12.08,1.62,DUPLO
,6114695,CAKE DECORATION W. KNOB,322,FOODSTUFF,18918,9.68,1.30,DUPLO
,6103249,CARROT,106,FOODSTUFF,20086,0.24,0.03,LEGO
,4284473,DUPLO CARROT 2X2 COL 37/106,106,FOODSTUFF,23230,13.20,1.77,DUPLO
,6144805,SAUSAGE,21,FOODSTUFF,25994,0.72,0.10,LEGO
,4568173,ICE LOLLY,49,FOODSTUFF,30222,0.48,0.06,LEGO
,4540849,TURKEY,38,FOODSTUFF,33048,1.68,0.23,LEGO
,4107050,APPLE WITH LEAF,37,FOODSTUFF,33051,0.56,0.08,LEGO
,6054438,APPLE WITH LEAF,21,FOODSTUFF,33051,0.56,0.08,LEGO
,4278013,"TURKEY, DRUMSTICK",38,FOODSTUFF,33057,0.32,0.04,LEGO
,4114584,BANANA,24,FOODSTUFF,33085,0.40,0.05,LEGO
,4273743,CROISSANT,38,FOODSTUFF,33125,0.48,0.06,LEGO
,6058250,CROISSANT,1,FOODSTUFF,33125,0.56,0.08,LEGO
,4119479,CARROT TOP,37,FOODSTUFF,33183,0.24,0.03,LEGO
,6078605,CARROT TOP,192,FOODSTUFF,33183,0.24,0.03,LEGO
,6096682,CARROT TOP,191,FOODSTUFF,33183,0.24,0.03,LEGO
,6034842,"T-BONE STEAK, DEC.",1,FOODSTUFF,54246,6.16,0.83,DUPLO
,4261501,DUPLO LAYER CAKE,1,FOODSTUFF,76317,12.24,1.64,DUPLO
,4600307,5 M. Ø3.2 BONE,1,FOODSTUFF,92691,0.16,0.02,LEGO
,4600294,2 M. Ø3.2 Bones,1,FOODSTUFF,93160,0.16,0.02,LEGO
,4625548,WALL ELEMENT W. CURVE 3X4X6,322,"FRAMES, WINDOWS, WAL",2571,2.40,0.32,LEGO
,6116977,WALL ELEMENT W. CURVE 3X4X6,42,"FRAMES, WINDOWS, WAL",2571,2.08,0.28,LEGO
,4612873,FRAME F. TRAIN WINDOW 1X2X3,5,"FRAMES, WINDOWS, WAL",4035,0.72,0.10,LEGO
,6016824,FRAME F. TRAIN WINDOW 1X2X3,26,"FRAMES, WINDOWS, WAL",4035,0.72,0.10,LEGO
,486501,WALL ELEMENT 1X2X1,1,"FRAMES, WINDOWS, WAL",4865,0.16,0.02,LEGO
,486521,WALL ELEMENT 1X2X1,21,"FRAMES, WINDOWS, WAL",4865,0.16,0.02,LEGO
,486523,WALL ELEMENT 1X2X1,23,"FRAMES, WINDOWS, WAL",4865,0.16,0.02,LEGO
,486524,WALL ELEMENT 1X2X1,24,"FRAMES, WINDOWS, WAL",4865,0.16,0.02,LEGO
,486526,WALL ELEMENT 1X2X1,26,"FRAMES, WINDOWS, WAL",4865,0.16,0.02,LEGO
,4124460,WALL ELEMENT 1X2X1,5,"FRAMES, WINDOWS, WAL",4865,0.16,0.02,LEGO
,4211515,WALL ELEMENT 1X2X1,194,"FRAMES, WINDOWS, WAL",4865,0.16,0.02,LEGO
,4271950,WALL ELEMENT 1X2X1,199,"FRAMES, WINDOWS, WAL",4865,0.16,0.02,LEGO
,4522673,WALL ELEMENT 1X2X1,28,"FRAMES, WINDOWS, WAL",4865,0.24,0.03,LEGO
,4618647,WALL ELEMENT 1X2X1,322,"FRAMES, WINDOWS, WAL",4865,0.16,0.02,LEGO
,4619591,WALL ELEMENT 1X2X1,222,"FRAMES, WINDOWS, WAL",4865,0.16,0.02,LEGO
,6005897,WALL ELEMENT 1X2X1,138,"FRAMES, WINDOWS, WAL",4865,0.24,0.03,LEGO
,6121949,WALL ELEMENT 1X2X1,119,"FRAMES, WINDOWS, WAL",4865,0.24,0.03,LEGO
,4262009,FRAME 1X4X4,21,"FRAMES, WINDOWS, WAL",6154,1.04,0.14,LEGO
,4599974,FRAME 1X4X4,1,"FRAMES, WINDOWS, WAL",6154,1.04,0.14,LEGO
,4618324,WICKET 4X4,194,"FRAMES, WINDOWS, WAL",6155,0.88,0.12,LEGO
,623101,WALL CORNER 1X1X1,1,"FRAMES, WINDOWS, WAL",6231,0.16,0.02,LEGO
,4106347,WALL CORNER 1X1X1,26,"FRAMES, WINDOWS, WAL",6231,0.16,0.02,LEGO
,4190219,WALL CORNER 1X1X1,21,"FRAMES, WINDOWS, WAL",6231,0.16,0.02,LEGO
,4201587,WALL CORNER 1X1X1,24,"FRAMES, WINDOWS, WAL",6231,0.16,0.02,LEGO
,4215513,WALL CORNER 1X1X1,194,"FRAMES, WINDOWS, WAL",6231,0.16,0.02,LEGO
,4612603,WALL CORNER 1X1X1,5,"FRAMES, WINDOWS, WAL",6231,0.16,0.02,LEGO
,4618645,WALL CORNER 1X1X1,322,"FRAMES, WINDOWS, WAL",6231,0.16,0.02,LEGO
,4645400,WALL CORNER 1X1X1,192,"FRAMES, WINDOWS, WAL",6231,0.16,0.02,LEGO
,4655258,WALL CORNER 1X1X1,222,"FRAMES, WINDOWS, WAL",6231,0.16,0.02,LEGO
,6025235,WALL CORNER 1X1X1,199,"FRAMES, WINDOWS, WAL",6231,0.16,0.02,LEGO
,6055424,WALL CORNER 1X1X1,23,"FRAMES, WINDOWS, WAL",6231,0.16,0.02,LEGO
,6074868,"WALL ELEMENT, ROUND 2X4X4 -TR.",42,"FRAMES, WINDOWS, WAL",6259,1.92,0.26,LEGO
,6099812,LID FOR FRAME 2X4X2,1,"FRAMES, WINDOWS, WAL",10563,1.44,0.19,DUPLO
,6049737,WALL ELEMENT 1X4X2,21,"FRAMES, WINDOWS, WAL",14718,1.12,0.15,LEGO
,6061675,WALL ELEMENT 1X4X2,194,"FRAMES, WINDOWS, WAL",14718,0.56,0.08,LEGO
,6079140,WALL ELEMENT 1X4X2,1,"FRAMES, WINDOWS, WAL",14718,0.56,0.08,LEGO
,6115117,WALL ELEMENT 1X4X2,26,"FRAMES, WINDOWS, WAL",14718,0.56,0.08,LEGO
,6109829,WALL ELEMENT 1X4X2,119,"FRAMES, WINDOWS, WAL",14718,0.56,0.08,LEGO
,6046379,WALL ELEMENT 1X4X1 ABS,21,"FRAMES, WINDOWS, WAL",15207,0.24,0.03,LEGO
,6061047,WALL ELEMENT 1X4X1 ABS,1,"FRAMES, WINDOWS, WAL",15207,0.24,0.03,LEGO
,6071299,WALL ELEMENT 1X4X1 ABS,194,"FRAMES, WINDOWS, WAL",15207,0.24,0.03,LEGO
,6092570,WALL ELEMENT 1X4X1 ABS,26,"FRAMES, WINDOWS, WAL",15207,0.24,0.03,LEGO
,6092648,WALL ELEMENT 1X4X1 ABS,24,"FRAMES, WINDOWS, WAL",15207,0.24,0.03,LEGO
,6092649,WALL ELEMENT 1X4X1 ABS,199,"FRAMES, WINDOWS, WAL",15207,0.24,0.03,LEGO
,6092650,WALL ELEMENT 1X4X1 ABS,106,"FRAMES, WINDOWS, WAL",15207,0.56,0.08,LEGO
,6092659,WALL ELEMENT 1X4X1 ABS,192,"FRAMES, WINDOWS, WAL",15207,0.32,0.04,LEGO
,6092665,WALL ELEMENT 1X4X1 ABS,154,"FRAMES, WINDOWS, WAL",15207,0.56,0.08,LEGO
,6092667,WALL ELEMENT 1X4X1 ABS,321,"FRAMES, WINDOWS, WAL",15207,0.56,0.08,LEGO
,6092671,WALL ELEMENT 1X4X1 ABS,119,"FRAMES, WINDOWS, WAL",15207,0.56,0.08,LEGO
,6056615,PICK-UP DOOR,1,"FRAMES, WINDOWS, WAL",15582,1.92,0.26,DUPLO
,6055192,WALL 1X6X6 W. WINDOW,1,"FRAMES, WINDOWS, WAL",15627,1.92,0.26,LEGO
,6054554,WALL ELEMENT 1X2X1,40,"FRAMES, WINDOWS, WAL",15714,0.24,0.03,LEGO
,6066124,WALL ELEMENT 1X2X1,42,"FRAMES, WINDOWS, WAL",15714,0.24,0.03,LEGO
