rb,Picture,Element Id,Element Name,Color (common),Color TLG,Price DKK,Price EUR
528,,4141475,LEFT WING 6X12,white,white,"2,15","0,29"
555,,4143180,LEFT WING 6X12,black,black,"2,10","0,28"
1183,,4211616,LEFT WING 6X12,LBG (light bluish gray),medium stone grey,"2,12","0,28"
6055,,6172588,"LEFT, SLIDE, 6X6X6",aqua,aqua,"1,71","0,23"
6300,,6177207,"LEFT, SLIDE, 6X6X6",medium azur,medium azur,"1,56","0,21"
8987,,6252376,"LEFT, SLIDE, 6X6X6",yellow,bright yellow,"1,59","0,21"
6343,,6178331,"LEFT, STAIRCASE 6X6X4",lavender,lavender,"2,12","0,28"
7866,,6226525,"LEFT, STAIRCASE 6X6X4",dark azur,dark azur,"2,11","0,28"
9105,,6253341,"LEFT, STAIRCASE 6X6X4",Light Pink,light purple,"2,13","0,29"
3667,,6051523,LEG W ÃƒÂ˜3.2 SHAFT 1/2 M,dark brown,dark brown,"0,26","0,03"
1566,,4277477,"LEGO-TF,32X32 CROSSING NEW",DBG (dark bluish gray),dark stone grey,"23,04","3,09"
536,,4141811,"LEVER 1X4, WITHOUT NOTCH",red,bright red,"0,28","0,04"
542,,4142236,"LEVER 1X4, WITHOUT NOTCH",black,black,"0,26","0,03"
574,,4144138,"LEVER 1X4, WITHOUT NOTCH",white,white,"0,28","0,04"
820,,4199345,"LEVER 1X4, WITHOUT NOTCH",yellow,bright yellow,"0,27","0,04"
897,,4210749,"LEVER 1X4, WITHOUT NOTCH",DBG (dark bluish gray),dark stone grey,"0,26","0,03"
4100,,6074036,"LEVER 1X4, WITHOUT NOTCH",LBG (light bluish gray),medium stone grey,"0,27","0,04"
3382,,6029206,LEVER 5M,LBG (light bluish gray),medium stone grey,"0,38","0,05"
3401,,6030286,LEVER 5M,black,black,"0,38","0,05"
7297,,6214344,LEVER 5M,red,bright red,"0,51","0,07"
9441,,6259826,LEVER 5M,white,white,"0,43","0,06"
1879,,4521386,LID Ã‚Â½ FOR FRAME 1X4X3,DBG (dark bluish gray),dark stone grey,"0,36","0,05"
5239,,6138507,LID Ã‚Â½ FOR FRAME 1X4X3,medium lavender,medium lavender,"0,37","0,05"
4486,,6099812,LID FOR FRAME 2X4X2,white,white,"1,92","0,26"
7099,,6211339,LID FOR FRAME 2X4X2,orange,bright orange,"1,97","0,26"
7193,,6212336,"LID FOR FRAME 2X4X2, NO. 1",orange,bright orange,"8,50","1,14"
5197,,6136310,LIFE JACKET,orange,bright orange,"0,24","0,03"
1648,,4297083,LIFEBUOY WITH KNOB,white,white,"0,36","0,05"
1938,,4527354,LIFEBUOY WITH KNOB,yellow,bright yellow,"0,36","0,05"
2924,,4655148,LIFEBUOY WITH KNOB,green,dark green,"0,41","0,05"
4388,,6097072,LIFEBUOY WITH KNOB,black,black,"0,35","0,05"
5064,,6132812,LIFEBUOY WITH KNOB,reddish brown,reddish brown,"0,52","0,07"
6806,,6198035,LIFEBUOY WITH KNOB,DBG (dark bluish gray),dark stone grey,"0,40","0,05"
4819,,6116602,LIGHT SWORD - BLADE,white,white,"0,08","0,01"
4820,,6116604,LIGHT SWORD - BLADE,black,black,"0,08","0,01"
4821,,6116606,LIGHT SWORD - BLADE,yellow,bright yellow,"0,08","0,01"
4822,,6116608,LIGHT SWORD - BLADE,LBG (light bluish gray),medium stone grey,"0,08","0,01"
4823,,6116613,LIGHT SWORD - BLADE,reddish brown,reddish brown,"0,08","0,01"
5463,,6147169,LIGHT SWORD - BLADE,pearl gold,warm gold,"0,12","0,02"
5753,,6167284,LIGHT SWORD BLADE,trans red,transparent red,"0,12","0,02"
5859,,6170186,LIGHT SWORD BLADE,trans neon green,transparent flourescent green,"0,16","0,02"
5860,,6170187,LIGHT SWORD BLADE,trans light blue,transparent light blue,"0,11","0,01"
5861,,6170191,LIGHT SWORD BLADE,trans bluish violet,transparent bright bluish violet,"0,21","0,03"
9406,,6258883,LIGHT SWORD BLADE,trans green,transparent bright green,"0,17","0,02"
2066,,4539481,LIGHT SWORD SHAFT,LBG (light bluish gray),medium stone grey,"0,09","0,01"
2477,,4598897,LIGHT SWORD SHAFT,black,black,"0,08","0,01"
3030,,6003147,LIGHT SWORD SHAFT,pearl gold,warm gold,"0,13","0,02"
5126,,6133832,LIGHT SWORD SHAFT,dark brown,dark brown,"0,13","0,02"
8094,,6231857,LIGHT SWORD SHAFT,red,bright red,"0,13","0,02"
5707,,6163898,LIGHTENING BOLT CO-INJ.,30,30,"0,97","0,13"
9499,,6266964,LIMB ELEMENT,green,bright green,"0,53","0,07"
9500,,6266968,LIMB ELEMENT,green,dark green,"0,45","0,06"
9501,,6266969,LIMB ELEMENT,white,white,"0,63","0,08"
9502,,6266974,LIMB ELEMENT,magenta,bright reddish violet,"0,52","0,07"
9509,,6268814,"LIMB ELEMENT, SMALL",green,dark green,"0,26","0,03"
9510,,6268816,"LIMB ELEMENT, SMALL",purple,bright purple,"0,39","0,05"
9511,,6268817,"LIMB ELEMENT, SMALL",lavender,lavender,"0,30","0,04"
9512,,6268818,"LIMB ELEMENT, SMALL",lime,bright yellowish green,"0,26","0,03"
7619,,6221464,LINEAR AKTUATOR 7-9 M,LBG (light bluish gray),medium stone grey,"8,93","1,20"
1762,,4507820,LINK 1M FRIC/FORK/STUMPF,black,black,"0,40","0,05"
2178,,4550251,LINK 1M FRIC/FORK/STUMPF,LBG (light bluish gray),medium stone grey,"0,41","0,05"
6849,,6200047,LINK 1M FRIC/FORK/STUMPF,orange,bright orange,"0,41","0,05"
5662,,6160205,LIPSTICK,red,bright red,"1,15","0,15"
6601,,6189137,LIPSTICK,white,white,"1,14","0,15"
,,,,,,,
7624,,6221606,LIPSTICK,black,black,"1,14","0,15"
5952,,6170934,"LOBSTER, NO. 3",red,bright red,"2,78","0,37"
2877,,4652235,LOWER PART FOR TURNTABLE z28,LBG (light bluish gray),medium stone grey,"0,79","0,11"
4698,,6109285,LOWER PART FOR TURNTABLE Z60,LBG (light bluish gray),medium stone grey,"1,95","0,26"
4895,,6122217,LT CARDAN BALL,LBG (light bluish gray),medium stone grey,"0,46","0,06"
6213,,6174941,LT SUSPENSION,white,white,"0,73","0,10"
2718,,4624849,LUKE SKYWALKER WIG,tan,brick yellow,"0,47","0,06"
4935,,6125719,LUKE SKYWALKER WIG,dark orange,dark orange,"0,43","0,06"
5125,,6133830,LUKE SKYWALKER WIG,medium flesh,medium nougat,"0,47","0,06"
7654,,6222455,LUKE SKYWALKER WIG,dark tan,sand yellow,"0,48","0,06"
1676,,4492341,MAGIC HAT,black,black,"0,79","0,11"
8441,,6245511,MAGIC WAND,trans neon green,transparent flourescent green,"0,60","0,08"
8442,,6245512,MAGIC WAND,trans medium magenta,transparent medium reddish violet,"0,62","0,08"
9226,,6254374,"MAGIC WAND, NO. 1",black,black,"0,18","0,02"
9227,,6254379,"MAGIC WAND, NO. 1",reddish brown,reddish brown,"0,18","0,02"
9228,,6254384,"MAGIC WAND, NO. 1",dark orange,dark orange,"0,18","0,02"
9229,,6254388,"MAGIC WAND, NO. 1",dark tan,sand yellow,"0,18","0,02"
9230,,6254390,"MAGIC WAND, NO. 1",dark brown,dark brown,"0,18","0,02"
9231,,6254393,"MAGIC WAND, NO. 1",Dark Purple,medium lilac,"0,23","0,03"
3124,,6012466,MAGNIFYING GLASS 40/26,30,30,"2,02","0,27"
1136,,4211491,"MAILBOX, CASING 2X2X2",LBG (light bluish gray),medium stone grey,"0,63","0,08"
1500,,4261628,"MAILBOX, CASING 2X2X2",red,bright red,"0,68","0,09"
1662,,434501,"MAILBOX, CASING 2X2X2",white,white,"0,63","0,08"
5248,,6138634,"MAILBOX, CASING 2X2X2",black,black,"0,62","0,08"
1137,,4211492,"MAILBOX, FRONT 2X2",LBG (light bluish gray),medium stone grey,"0,23","0,03"
1663,,434601,"MAILBOX, FRONT 2X2",white,white,"0,26","0,03"
1889,,4521851,"MAILBOX, FRONT 2X2",red,bright red,"0,28","0,04"
5433,,6146456,"MAILBOX, FRONT 2X2",yellow,bright yellow,"0,27","0,04"
6627,,6191994,"MAILBOX, FRONT 2X2",black,black,"0,26","0,03"
8482,,6247357,"MAILBOX, FRONT 2X2",trans clear,transparent clear,"0,35","0,05"
2822,,4648298,MAST 10M W/BALL,black,black,"1,05","0,14"
1513,,4263506,MAST 2X2X20 W/ÃƒÂ˜4.85,black,black,"4,11","0,55"
3480,,6035530,MAST FOR FORK LIFT,black,black,"1,58","0,21"
886,,4210698,MEGAPHONE,DBG (dark bluish gray),dark stone grey,"0,21","0,03"
1664,,434921,MEGAPHONE,red,bright red,"0,25","0,03"
1665,,434926,MEGAPHONE,black,black,"0,24","0,03"
5844,,6168638,METAL DETECTOR,black,black,"0,50","0,07"
2213,,4558465,MICRO FIGURE,LBG (light bluish gray),medium stone grey,"0,37","0,05"
4630,,6104328,"MICROPHONE ÃƒÂ˜3.2 SHAFT ""NO. 5""",black,black,"0,78","0,10"
4235,,6088550,MICROPHONE W/ ÃƒÂ˜3.2 SHAFT,black,black,"0,13","0,02"
6817,,6199163,MICROPHONE W/ ÃƒÂ˜3.2 SHAFT,LBG (light bluish gray),medium stone grey,"0,16","0,02"
9355,,6257777,MICROPHONE W/ ÃƒÂ˜3.2 SHAFT,magenta,bright reddish violet,"0,14","0,02"
1576,,4278756,MIDDLE RING,LBG (light bluish gray),medium stone grey,"0,25","0,03"
4914,,6123838,MIDDLE RING,silver metallic,silver metallic,"0,26","0,03"
5942,,6170812,MIDDLE RING,black,black,"0,31","0,04"
6683,,6193930,"MINI ACCESSORY, NO. 2",spring lime,spring yellowish green,"4,52","0,61"
7547,,6218842,"MINI ACCESSORY, NO. 3",trans light blue,transparent light blue,"3,26","0,44"
7548,,6218844,"MINI ACCESSORY, NO. 3",trans orange,transparent bright orange,"3,32","0,44"
7249,,6213681,"MINI ACCESSORY, NO. 4",30,30,"0,85","0,11"
7679,,6223175,"MINI ACCESSORY, NO. 4",31,31,"0,86","0,12"
6945,,6207840,"MINI ACCESSORY, NO. 5",silver metallic,silver metallic,"0,26","0,03"
9744,,73587,MINI ANTENNA ASS.BLA/BLA,black,black,"0,29","0,04"
9750,,74335,MINI ANTENNA ASS.RED/BLA,red,bright red,"0,29","0,04"
1643,,4296152,MINI ANTENNA BLUE/BLACK,blue,bright blue,"0,29","0,04"
1326,,4221775,MINI ANTENNA GREY/BLACK,LBG (light bluish gray),medium stone grey,"0,29","0,04"
9745,,73737,MINI ANTENNA WH/BLA.ASS,white,white,"0,29","0,04"
9747,,74156,MINI ANTENNA YELL./BLACK,yellow,bright yellow,"0,29","0,04"
8556,,6248874,MINI ARMOUR,silver metallic,silver metallic,"0,81","0,11"
6791,,6196896,MINI ARMOUR NO. 6,titanium metallic,titanium metallic,"3,74","0,50"
7593,,6220431,"MINI ARMOUR W/ ARMS, NO. 7",black,black,"10,00","1,34"
4825,,6116639,MINI ARMOUR W/SWORD HOLDER,black,black,"0,45","0,06"
7832,,6225496,"MINI ARMOUR, NO. 10",30,30,"2,74","0,37"
7829,,6225488,"MINI ARMOUR, NO. 11",pearl gold,warm gold,"0,94","0,13"
8557,,6248875,"MINI ARMOUR, NO. 12",silver metallic,silver metallic,"2,46","0,33"
8744,,6250480,"MINI ARMOUR, NO. 13",black,black,"3,88","0,52"
8745,,6250483,"MINI ARMOUR, NO. 13",red,bright red,"3,89","0,52"
9070,,6253175,"MINI ARMOUR, NO. 2",blue,bright blue,"2,56","0,34"
8546,,6248797,"MINI ARMOUR, NO. 28",titanium metallic,titanium metallic,"0,68","0,09"
7246,,6213633,"MINI ARMOUR, NO. 9",black,black,"0,49","0,07"
8811,,6250962,"MINI ARMOUR, W/ ARMS",titanium metallic,titanium metallic,"5,20","0,70"
7404,,6215719,"MINI ARMOUR, W/ ARMS, NO. 7",black,black,"1,83","0,25"
8714,,6250278,"MINI ARMOUR, W/ ARMS, NO. 9",black,black,"10,14","1,36"
8537,,6248533,"MINI ARMOUR, W/ KNOBS, NO.1",black,black,"1,15","0,15"
7389,,6215458,"MINI BACK PLATE,W/3,2 SHAFT",black,black,"0,69","0,09"
6178,,6174310,MINI BAKER S HAT,white,white,"0,46","0,06"
1752,,4506846,MINI BATTLE AXE,DBG (dark bluish gray),dark stone grey,"0,39","0,05"
2605,,4617221,MINI BATTLE AXE,titanium metallic,titanium metallic,"0,50","0,07"
2229,,4558856,MINI BICYCLE FRAME,red,bright red,"1,10","0,15"
2514,,4609267,MINI BICYCLE FRAME,white,white,"1,07","0,14"
2659,,4620433,MINI BICYCLE FRAME,medium azur,medium azur,"0,99","0,13"
9753,,9339,MINI BODY LOWER PART BLACK,black,black,"0,96","0,13"
9751,,9327,MINI BODY LOWER PART WH,white,white,"0,97","0,13"
9754,,9341,MINI BODY LOWERPART BLUE,blue,bright blue,"0,97","0,13"
9755,,9342,MINI BODY LOWERPART RED,red,bright red,"0,99","0,13"
9746,,74040,MINI BODY UNDER PART GRE,green,dark green,"0,98","0,13"
8391,,6245205,"MINI BOTTLE, W/ KNOB",trans green,transparent bright green,"3,19","0,43"
8392,,6245206,"MINI BOTTLE, W/ KNOB",trans bluish violet,transparent bright bluish violet,"3,19","0,43"
,,,,,,,
7046,,6210307,MINI BOWLER HAT,black,black,"1,13","0,15"
1014,,4211157,MINI BROOM,reddish brown,reddish brown,"0,19","0,03"
3644,,6047551,"MINI BRUSH ""NO. 1""",reddish brown,reddish brown,"3,56","0,48"
243,,362426,MINI CAP,black,black,"0,46","0,06"
705,,4174743,MINI CAP,blue,bright blue,"0,46","0,06"
2094,,4541373,MINI CAP,dark red,dark red,"0,48","0,06"
1212,,4211726,MINI CLAW W. FORK,LBG (light bluish gray),medium stone grey,"0,52","0,07"
5604,,6153590,"MINI CLEAVER W/ ÃƒÂ˜3,2 SHAFT",silver metallic,silver metallic,"0,79","0,11"
5605,,6153591,"MINI CLEAVER W/ DIA. 3,2, SHAFT",black,black,"0,79","0,11"
5228,,6138129,MINI CLOTHING NO. 1,white,white,"1,20","0,16"
7800,,6225057,"MINI CLOTHING, NO. 1",medium lavender,medium lavender,"1,05","0,14"
8097,,6231925,"MINI CLOTHING, NO. 9",orange,bright orange,"0,26","0,03"
9043,,6252836,"MINI CLOTHING, NO.3, NO.3",medium azur,medium azur,"5,09","0,68"
8142,,6233539,"MINI CONTAINER, NO. 4",dark tan,sand yellow,"0,28","0,04"
323,,383321,MINI CONTRACTOR S HELMET,red,bright red,"0,21","0,03"
2427,,4587557,MINI CONTRACTOR S HELMET,yellow,bright yellow,"0,21","0,03"
4737,,6112193,MINI CONTRACTOR S HELMET,white,white,"0,21","0,03"
8663,,6249854,MINI CONTRACTOR S HELMET,dark blue,earth blue,"0,27","0,04"
9035,,6252777,MINI CONTRACTOR S HELMET,black,black,"0,26","0,03"
6924,,6207142,"MINI COSTUME, W/ KNOBS, 3.2 SHAFT, NO. 1",reddish brown,reddish brown,"1,21","0,16"
1655,,4298609,MINI CRASH HELMET,white,white,"0,31","0,04"
1656,,4298617,MINI CRASH HELMET,red,bright red,"0,32","0,04"
1657,,4298618,MINI CRASH HELMET,blue,bright blue,"0,31","0,04"
1658,,4298619,MINI CRASH HELMET,black,black,"0,30","0,04"
,,,,,,,
7801,,6225072,MINI CRASH HELMET,dark azur,dark azur,"0,41","0,05"
8073,,6230507,"MINI DOLL HEAD, NO. 4",medium flesh,medium nougat,"0,32","0,04"
7015,,6209868,"MINI DOLL WIG, NO. 17",dark brown,dark brown,"1,67","0,22"
,,,,,,,
7751,,6224154,"MINI DOLL WIG, W/ HELMET, NO. 4",medium azur,medium azur,"4,89","0,66"
6561,,6187114,"MINI DOLL, HEAD, NO. 115",medium flesh,medium nougat,"4,12","0,55"
,,,,,,,
8349,,6242567,"MINI DOLL, HEAD, NO. 124",light flesh,light nougat,"0,60","0,08"
8350,,6242568,"MINI DOLL, HEAD, NO. 125",light flesh,light nougat,"0,60","0,08"
,,,,,,,
,,,,,,,
8351,,6242569,"MINI DOLL, HEAD, NO. 127",light flesh,light nougat,"0,60","0,08"
7551,,6218929,"MINI DOLL, HEAD, NO. 134",medium flesh,medium nougat,"0,60","0,08"
7293,,6214339,"MINI DOLL, HEAD, NO. 138",flesh,nougat,"5,49","0,74"
7549,,6218897,"MINI DOLL, HEAD, NO. 138",flesh,nougat,"0,59","0,08"
8267,,6238824,"MINI DOLL, HEAD, NO. 143",light flesh,light nougat,"0,67","0,09"
8268,,6238826,"MINI DOLL, HEAD, NO. 145",light flesh,light nougat,"0,67","0,09"
7655,,6222493,"MINI DOLL, HEAD, NO. 149",light flesh,light nougat,"3,50","0,47"
8291,,6240065,"MINI DOLL, HEAD, NO. 150",light flesh,light nougat,"0,61","0,08"
8136,,6233004,"MINI DOLL, HEAD, NO. 167",flesh,nougat,"4,14","0,55"
8292,,6240149,"MINI DOLL, HEAD, NO. 171",light flesh,light nougat,"0,60","0,08"
8889,,6251694,"MINI DOLL, HEAD, NO. 175",light flesh,light nougat,"0,67","0,09"
9020,,6252668,"MINI DOLL, HEAD, NO. 177",light flesh,light nougat,"0,61","0,08"
9022,,6252679,"MINI DOLL, HEAD, NO. 178",light flesh,light nougat,"0,61","0,08"
9014,,6252594,"MINI DOLL, HEAD, NO. 182",light flesh,light nougat,"0,61","0,08"
9198,,6254160,"MINI DOLL, HEAD, NO. 183",Light Pink,light purple,"0,66","0,09"
8845,,6251244,"MINI DOLL, WIG, HELMET, NO. 7",lavender,lavender,"5,13","0,69"
7016,,6209869,"MINI DOLL, WIG, NO. 20",reddish brown,reddish brown,"1,58","0,21"
7437,,6217221,"MINI DOLL, WIG, NO. 23",black,black,"1,75","0,23"
,,,,,,,
9431,,6259668,"MINI DOLL, WIG, NO. 34",purple,bright purple,"6,57","0,88"
6580,,6188273,"MINI DOLL, WIG, W/ HELMET NO. 3",lavender,lavender,"4,84","0,65"
7748,,6224105,"MINI DOLL, WIG, W/ HELMET, NO. 4",aqua,aqua,"4,89","0,66"
9000,,6252519,"MINI EQUIPMENT, NO. 2",black,black,"0,18","0,02"
5991,,6171852,"MINI EQUIPMENT, NO. 3",black,black,"0,75","0,10"
8143,,6233610,"MINI ESKIMO HOOD, NO. 4",white,white,"3,34","0,45"
8443,,6245729,MINI FAIRY WINGS,trans neon blue,transparent flouresecent blue,"2,26","0,30"
9487,,6264916,MINI FAIRY WINGS,trans light blue,transparent light blue,"2,26","0,30"
5633,,6156357,MINI FAN,trans clear,transparent clear,"1,59","0,21"
5284,,6139343,MINI FEATHER,white,white,"0,81","0,11"
6073,,6172938,MINI FEATHER,red,bright red,"0,91","0,12"
5939,,6170808,MINI FIG. BACK PLATE W. KNOB,black,black,"0,27","0,04"
5940,,6170809,MINI FIG. BACK PLATE W. KNOB,reddish brown,reddish brown,"0,27","0,04"
5941,,6170811,MINI FIG. BACK PLATE W. KNOB,DBG (dark bluish gray),dark stone grey,"0,27","0,04"
9709,,6277181,MINI FIG. BACK PLATE W. KNOB,white,white,"0,23","0,03"
5616,,6154171,MINI FIGUR BABY BODY,white,white,"3,57","0,48"
7921,,6227117,MINI FIGUR BABY BODY,medium azur,medium azur,"3,49","0,47"
,,,,,,,
,,,,,,,
,,,,,,,
8109,,6232083,MINI FIGUR BABY BODY,spring lime,spring yellowish green,"3,49","0,47"
7422,,6217078,"MINI FIGUR BABY BODY, NO. 3",107,107,"5,74","0,77"
6896,,6204394,"MINI FIGUR BABY HEAD, NO. 1",yellow,bright yellow,"1,54","0,21"
2485,,4599453,MINI FIGURE CROWBAR,red,bright red,"0,22","0,03"
3834,,6056774,MINI FIGURE CROWBAR,pearl gold,warm gold,"0,28","0,04"
6549,,6186698,MINI FIGURE CROWBAR,black,black,"0,25","0,03"
4663,,6107007,MINI FIGURE HOCKY STICK,white,white,"0,82","0,11"
2523,,4610041,MINI FIGURE LONGBOW,reddish brown,reddish brown,"0,74","0,10"
2478,,4598955,MINI FIGURE SACK,dark tan,sand yellow,"0,67","0,09"
4640,,6105957,MINI FIGURE SNOW BOARD,Bright Light Orange,flame yellowish orange,"0,52","0,07"
6403,,6182185,MINI FIGURE SNOW BOARD,lime,bright yellowish green,"0,51","0,07"
4095,,6073432,MINI FIGURE TROPHY,white,white,"1,00","0,13"
4679,,6107890,MINI FIGURE TROPHY,black,black,"1,07","0,14"
4680,,6107891,MINI FIGURE TROPHY,dark blue,earth blue,"1,07","0,14"
4681,,6107894,MINI FIGURE TROPHY,dark red,dark red,"1,05","0,14"
5254,,6138682,MINI FIGURE TROPHY,pearl gold,warm gold,"1,05","0,14"
5268,,6138781,MINI FIGURE TROPHY,sand green,sand green,"1,05","0,14"
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
5412,,6146192,MINI FIGURE TROPHY,DBG (dark bluish gray),dark stone grey,"1,04","0,14"
6826,,6199668,"MINI FIGURE TROPHY, NO. 12",white,white,"3,34","0,45"
8920,,6251962,"MINI FIGURE TROPHY, NO. 47",blue,bright blue,"4,27","0,57"
8339,,6241937,"MINI FIGURE WIG, NO. 83",dark orange,dark orange,"1,58","0,21"
4798,,6115306,"MINI FIGURE WIG, NO. 97",dark orange,dark orange,"0,43","0,06"
5188,,6135555,"MINI FIGURE WIG, NO. 97",black,black,"0,47","0,06"
6377,,6179744,"MINI FIGURE WIG, NO. 97",cool yellow,cool yellow,"0,47","0,06"
6562,,6187163,"MINI FIGURE, BABY HEAD NO. 2",yellow,bright yellow,"0,28","0,04"
,,,,,,,
,,,,,,,
4238,,6088641,"MINI FIGURE, SKATE",silver metallic,silver metallic,"0,14","0,02"
9092,,6253287,"MINI FIGURE, SKATE",black,black,"0,21","0,03"
4541,,6101834,"MINI FIGURE, WIG NO. 16",black,black,"1,75","0,23"
8865,,6251379,"MINI FIGURE, WIG NO. 16",tan,brick yellow,"2,65","0,36"
7674,,6223143,"MINI FIGURE, WIG, NO. 97",dark brown,dark brown,"0,50","0,07"
9340,,6257433,"MINI FIGURE, WIG, NO. 97",medium flesh,medium nougat,"0,47","0,06"
2852,,4650879,MINI FIREMAN HELMET,dark red,dark red,"0,30","0,04"
8516,,6248066,MINI FIREMAN HELMET,red,bright red,"0,20","0,03"
324,,383526,MINI FIREMAN S AXE,black,black,"0,17","0,02"
1052,,4211311,MINI FLINTGUN,reddish brown,reddish brown,"0,32","0,04"
6441,,6184874,MINI FLINTLOCK PISTOL,titanium metallic,titanium metallic,"0,15","0,02"
9032,,6252744,"MINI FOOTBALL, HELMET",white,white,"0,26","0,03"
9338,,6257280,"MINI FOOTBALL, HELMET",black,black,"0,29","0,04"
8209,,6236394,MINI GHOST LOWER PART,240,240,"2,11","0,28"
8713,,6250233,MINI GHOST LOWER PART,241,241,"2,60","0,35"
3764,,6055612,MINI GOGGLES NO. 2,black,black,"0,38","0,05"
5665,,6160320,"MINI GUITAR, NO. 3",medium flesh,medium nougat,"4,06","0,54"
325,,383901,MINI HANDLE,white,white,"0,23","0,03"
326,,383926,MINI HANDLE,black,black,"0,20","0,03"
1121,,4211464,MINI HANDLE,LBG (light bluish gray),medium stone grey,"0,20","0,03"
1512,,4263176,MINI HANDLE,DBG (dark bluish gray),dark stone grey,"0,20","0,03"
9296,,6255102,MINI HANDLE,yellow,bright yellow,"0,23","0,03"
9399,,6258707,MINI HANDLE,Bright Light Orange,flame yellowish orange,"0,24","0,03"
5253,,6138681,MINI HAT NO. 12,white,white,"1,18","0,16"
6115,,6173572,MINI HAT NO. 14 WITH HAIR,red,bright red,"2,51","0,34"
6423,,6182814,MINI HAT NO. 14 WITH HAIR,white,white,"2,36","0,32"
5359,,6143597,MINI HAT NO. 17,pearl gold,warm gold,"0,18","0,02"
5609,,6153695,MINI HAT NO. 27,magenta,bright reddish violet,"2,38","0,32"
9031,,6252739,MINI HAT NO. 27,Dark Purple,medium lilac,"2,37","0,32"
4894,,6122207,MINI HAT NO.7-ASS.,orange,bright orange,"2,64","0,35"
6657,,6192644,"MINI HAT, NO. 19",medium flesh,medium nougat,"0,42","0,06"
6804,,6198018,"MINI HAT, NO. 19",dark brown,dark brown,"0,44","0,06"
8817,,6251020,"MINI HAT, NO. 19",red,bright red,"0,44","0,06"
8236,,6236982,"MINI HAT, NO. 26",medium lavender,medium lavender,"1,95","0,26"
5657,,6159710,"MINI HAT, NO. 27",blue,bright blue,"5,61","0,75"
9236,,6254404,"MINI HAT, NO. 46",LBG (light bluish gray),medium stone grey,"0,18","0,02"
6926,,6207256,"MINI HAT, NO. 54",Bright Light Orange,flame yellowish orange,"0,63","0,08"
8038,,6229124,"MINI HAT, NO. 54",Light Pink,light purple,"0,68","0,09"
7784,,6224753,"MINI HAT, NO. 71",30,30,"1,67","0,22"
7811,,6225188,"MINI HAT, NO. 71",31,31,"1,65","0,22"
7833,,6225499,"MINI HAT, NO. 73",black,black,"0,52","0,07"
7640,,6221784,"MINI HAT, NO. 8",LBG (light bluish gray),medium stone grey,"0,15","0,02"
8235,,6236964,"MINI HAT, NO. 80",dark brown,dark brown,"1,79","0,24"
8752,,6250581,"MINI HAT, NO. 84",30,30,"0,88","0,12"
8791,,6250840,"MINI HAT, NO. 84",31,31,"0,87","0,12"
8793,,6250850,"MINI HAT, NO. 84",32,32,"0,88","0,12"
8796,,6250865,"MINI HAT, NO. 84",33,33,"0,79","0,11"
8797,,6250868,"MINI HAT, NO. 84",5.MULTIKOMBINATION,5.MULTIKOMBINATION,"0,79","0,11"
8798,,6250871,"MINI HAT, NO. 84",81,81,"0,87","0,12"
8799,,6250874,"MINI HAT, NO. 84",169,169,"0,80","0,11"
8894,,6251798,"MINI HAT, NO. 86",lime,bright yellowish green,"2,25","0,30"
9395,,6258597,"MINI HAT, NO. 93",red,bright red,"5,31","0,71"
8923,,6251995,"MINI HAT, NO.41, NO. 2",red,bright red,"3,18","0,43"
244,,362601,MINI HEAD,white,white,"0,11","0,01"
245,,362624,MINI HEAD,yellow,bright yellow,"0,12","0,02"
246,,362626,MINI HEAD,black,black,"0,11","0,01"
698,,4173441,MINI HEAD,red,bright red,"0,13","0,02"
1040,,4211218,MINI HEAD,reddish brown,reddish brown,"0,12","0,02"
1177,,4211585,MINI HEAD,LBG (light bluish gray),medium stone grey,"0,12","0,02"
1783,,4511896,MINI HEAD,orange,bright orange,"0,16","0,02"
2334,,4569361,MINI HEAD,dark tan,sand yellow,"0,20","0,03"
2337,,4569547,MINI HEAD,tan,brick yellow,"0,12","0,02"
2413,,4586188,MINI HEAD,blue,bright blue,"0,14","0,02"
2587,,4614249,MINI HEAD,lime,bright yellowish green,"0,16","0,02"
2671,,4621352,MINI HEAD,pearl gold,warm gold,"0,21","0,03"
3675,,6051958,MINI HEAD,silver metallic,silver metallic,"0,16","0,02"
4019,,6066376,MINI HEAD,trans light blue,transparent light blue,"0,35","0,05"
4081,,6071680,MINI HEAD,medium lavender,medium lavender,"0,20","0,03"
4719,,6109893,MINI HEAD,trans neon green,transparent flourescent green,"0,30","0,04"
5645,,6157729,MINI HEAD,trans brown,transparent brown,"0,43","0,06"
6120,,6173631,MINI HEAD,Dark Purple,medium lilac,"0,21","0,03"
6153,,6173950,MINI HEAD,trans red,transparent red,"0,30","0,04"
6238,,6175870,MINI HEAD,aqua,aqua,"0,20","0,03"
6656,,6192569,MINI HEAD,DBG (dark bluish gray),dark stone grey,"0,19","0,03"
6673,,6192847,MINI HEAD,trans green,transparent bright green,"0,35","0,05"
6864,,6201587,MINI HEAD,Bright Light Orange,flame yellowish orange,"0,21","0,03"
8039,,6229128,MINI HEAD,Light Pink,light purple,"0,20","0,03"
70,,3001140,MINI HEAD - TR.,trans clear,transparent clear,"0,30","0,04"
