image,item_number,color_code,description,color,gender,age,emotion
,3626cpb1905,3,"Minifigure, Head Dual Sided Female Black Eyebrows, Beauty Mark, Dark Tan Lips, Open Mouth Smile / Scowl Pattern (Nya)",Yellow,female,young adult,smile
,3626cpb1905,3,"Minifigure, Head Dual Sided Female Black Eyebrows, Beauty Mark, Dark Tan Lips, Open Mouth Smile / Scowl Pattern (Nya)",Yellow,female,young adult,frown
,3626cpb1951,3,"Minifigure, Head Female Dark Orange Eyebrows, Black Eyelashes, Red Lips, Open Mouth Laugh Pattern",Yellow,female,young adult,happy
,3626cpb2001,3,"Minifigure, Head Female Wide Eyes, Dark Orange Lips, Wide Crooked Grin with Teeth Pattern",Yellow,female,young adult,happy
,3626cpb2007,3,"Minifigure, Head Female Black Eyebrows and Eyes with Three Eyelashes, Scared with Gritted Teeth Pattern",Yellow,female,young adult,scared
,3626cpb2049,3,"Minifigure, Head Female White Painted Face, Red Eye Makeup, Cheek Circles, and Lips Pattern",Yellow,female,young adult,neutral
,3626cpb2073,3,"Minifigure, Head Dual Sided Female, Brown Eyebrows, Black Beauty Mark, Smile / Screaming Pattern",Yellow,female,young adult,smile
,3626cpb2073,3,"Minifigure, Head Dual Sided Female, Brown Eyebrows, Black Beauty Mark, Smile / Screaming Pattern",Yellow,female,young adult,angry
,3626cpb2083,3,"Minifigure, Head Dual Sided Female, Reddish Brown Eyebrows, Dark Tan Lips, Smile / Worried Pattern",Yellow,female,young adult,smile
,3626cpb2083,3,"Minifigure, Head Dual Sided Female, Reddish Brown Eyebrows, Dark Tan Lips, Smile / Worried Pattern",Yellow,female,young adult,annoyed
,3626cpb2086,3,"Minifigure, Head Dual Sided Female Dark Orange Eyebrows, Freckles, Pink Lips, Smile / Pursed Lips Pattern",Yellow,female,young adult,smile
,3626cpb2086,3,"Minifigure, Head Dual Sided Female Dark Orange Eyebrows, Freckles, Pink Lips, Smile / Pursed Lips Pattern",Yellow,female,young adult,sad
,3626cpb2139,3,"Minifigure, Head Female Glasses with Light Blue Ski Goggles, Orange Lips and Smile Pattern",Yellow,female,young adult,smile
,3626cpb2145,3,"Minifigure, Head Dual Sided Female Reddish Brown Eyebrows, Medium Nougat Freckles and Lips, Small Smirk / Left Eye Squinted Pattern",Yellow,female,young adult,smirk
,3626cpb2145,3,"Minifigure, Head Dual Sided Female Reddish Brown Eyebrows, Medium Nougat Freckles and Lips, Small Smirk / Left Eye Squinted Pattern",Yellow,female,young adult,smirk
,3626cpb2147,3,"Minifigure, Head Dual Sided Female Black Eyebrows, Peach Lips, Smirk / Smile with Dark Bluish Gray Mud Splotches Pattern",Yellow,female,young adult,smirk
,3626cpb2147,3,"Minifigure, Head Dual Sided Female Black Eyebrows, Peach Lips, Smirk / Smile with Dark Bluish Gray Mud Splotches Pattern",Yellow,female,young adult,smile
,3626cpb2150,3,"Minifigure, Head Dual Sided Female Dark Tan Eyebrows, Medium Nougat Crow's Feet, Peach Lips, Smile / Dark Turquoise Sunglasses Pattern",Yellow,female,older adult,happy
,3626cpb2150,3,"Minifigure, Head Dual Sided Female Dark Tan Eyebrows, Medium Nougat Crow's Feet, Peach Lips, Smile / Dark Turquoise Sunglasses Pattern",Yellow,female,older adult,neutral
,3626cpb2234,3,"Minifigure, Head Dual Sided Female Red Hair with Open Mouth with Teeth, Grimace / Frown with Peach Lips Pattern (Harumi)",Yellow,female,young adult,angry
,3626cpb2234,3,"Minifigure, Head Dual Sided Female Red Hair with Open Mouth with Teeth, Grimace / Frown with Peach Lips Pattern (Harumi)",Yellow,female,young adult,frown
,3626cpb2249,3,"Minifigure, Head Dual Sided Female Black Eyebrows, Beauty Mark, Dark Tan Lips, Crooked Smile / Open Mouth Smile Pattern",Yellow,female,young adult,smirk
,3626cpb2249,3,"Minifigure, Head Dual Sided Female Black Eyebrows, Beauty Mark, Dark Tan Lips, Crooked Smile / Open Mouth Smile Pattern",Yellow,female,young adult,happy
,3626cpb2263,3,"Minifigure, Head Dual Sided Female Black Eyebrows, Freckles, Eyelashes, Pink Lips, Open Mouth Smile with Wide Top / Angry Pattern (Lucy)",Yellow,female,young adult,happy
,3626cpb2263,3,"Minifigure, Head Dual Sided Female Black Eyebrows, Freckles, Eyelashes, Pink Lips, Open Mouth Smile with Wide Top / Angry Pattern (Lucy)",Yellow,female,young adult,angry
,3626cpb2271,3,"Minifigure, Head Dual Sided Female Black Eyebrows, Freckles, Eyelashes, Pink Lips, Smile / Angry Pattern (Lucy Wyldstyle)",Yellow,female,young adult,smirk
,3626cpb2271,3,"Minifigure, Head Dual Sided Female Black Eyebrows, Freckles, Eyelashes, Pink Lips, Smile / Angry Pattern (Lucy Wyldstyle)",Yellow,female,young adult,frown
,3626cpb2294,3,"Minifigure, Head Female Black Eyebrows, Headset, Red Lips with Open Mouth, Crooked Smile / Scowl Pattern",Yellow,female,young adult,smirk
,3626cpb2309,3,"Minifigure, Head Dual Sided Female, Black Eyebrows, Dark Pink Lips, Smile Showing Teeth, Eyes Open / Eyes Closed Pattern",Yellow,female,young adult,happy
,3626cpb2309,3,"Minifigure, Head Dual Sided Female, Black Eyebrows, Dark Pink Lips, Smile Showing Teeth, Eyes Open / Eyes Closed Pattern",Yellow,female,young adult,happy
,3626cpb2311,3,"Minifigure, Head Dual Sided Female, Reddish Brown Eyebrows, Freckles, Red Lips, Medium Smile / Large Smile Pattern",Yellow,female,young adult,smile
,3626cpb2311,3,"Minifigure, Head Dual Sided Female, Reddish Brown Eyebrows, Freckles, Red Lips, Medium Smile / Large Smile Pattern",Yellow,female,young adult,happy
,3626cpb2313,3,"Minifigure, Head Dual Sided Female, Black Eyebrows, Freckles, Dark Pink Lips, Smile / Singing with Eyes Closed Pattern",Yellow,female,young adult,smile
,3626cpb2313,3,"Minifigure, Head Dual Sided Female, Black Eyebrows, Freckles, Dark Pink Lips, Smile / Singing with Eyes Closed Pattern",Yellow,female,young adult,happy
,3626cpb2314,3,"Minifigure, Head Dual Sided Female, Black Eyebrows, Bright Pink Blush, Red Lips, Smiling / Winking Right Eye Pattern",Yellow,female,young adult,happy
,3626cpb2314,3,"Minifigure, Head Dual Sided Female, Black Eyebrows, Bright Pink Blush, Red Lips, Smiling / Winking Right Eye Pattern",Yellow,female,young adult,smirk
,3626cpb2318,3,"Minifigure, Head Dual Sided Female, Reddish Brown Eyebrows, Magenta Cat Whiskers, Coral Lips, Smiling / Singing with Closed Eyes Pattern",Yellow,female,young adult,smirk
,3626cpb2318,3,"Minifigure, Head Dual Sided Female, Reddish Brown Eyebrows, Magenta Cat Whiskers, Coral Lips, Smiling / Singing with Closed Eyes Pattern",Yellow,female,young adult,happy
,3626cpb2333,3,"Minifigure, Head Dual Sided Female Rope Headband, Red Lips, Crosshatch, Crooked Grimace / Crooked Smirk Pattern",Yellow,female,young adult,angry
,3626cpb2333,3,"Minifigure, Head Dual Sided Female Rope Headband, Red Lips, Crosshatch, Crooked Grimace / Crooked Smirk Pattern",Yellow,female,young adult,smirk
,3626cpb2377,3,"Minifigure, Head Dual Sided Female Green Glasses, Smile / Closed Mouth Pattern",Yellow,female,young adult,smile
,3626cpb2377,3,"Minifigure, Head Dual Sided Female Green Glasses, Smile / Closed Mouth Pattern",Yellow,female,young adult,neutral
,3626cpb2379,3,"Minifigure, Head Dual Sided Female Black Eyebrows, Eyelashes, Medium Nougat Lips, Smile, Teeth, Open Eyes / Closed Eyes Pattern",Yellow,female,young adult,happy
,3626cpb2379,3,"Minifigure, Head Dual Sided Female Black Eyebrows, Eyelashes, Medium Nougat Lips, Smile, Teeth, Open Eyes / Closed Eyes Pattern",Yellow,female,young adult,happy
,3626cpb2381,3,"Minifigure, Head Female Black Eyebrows, Eyelashes, Peach Lips, Smile, Teeth Pattern",Yellow,female,young adult,happy
,3626cpb2387,3,"Minifigure, Head Dual Sided Female Light Blue Goggles, Orange Lips, Smile / Covered with Dirt, Goggles Outline Pattern",Yellow,female,young adult,smirk
,3626cpb2387,3,"Minifigure, Head Dual Sided Female Light Blue Goggles, Orange Lips, Smile / Covered with Dirt, Goggles Outline Pattern",Yellow,female,young adult,sad
,3626cpb2425,3,"Minifigure, Head Dual Sided Female, Red Whiskers, Sharp Teeth, Frown / Crooked Smile Pattern",Yellow,female,young adult,smirk
,3626cpb2425,3,"Minifigure, Head Dual Sided Female, Red Whiskers, Sharp Teeth, Frown / Crooked Smile Pattern",Yellow,female,young adult,angry
,3626cpb2427,3,"Minifigure, Head Dual Sided Female Black Eyebrows, Freckles, Eyelashes, Pink Lips, Open Mouth Smile / Cheerful Pattern (Lucy)",Yellow,female,young adult,happy
,3626cpb2427,3,"Minifigure, Head Dual Sided Female Black Eyebrows, Freckles, Eyelashes, Pink Lips, Open Mouth Smile / Cheerful Pattern (Lucy)",Yellow,female,young adult,happy
,3626cpb2440,3,"Minifigure, Head Dual Sided Female, Pink Lips Big Smile with Teeth / Dirt Stains, Angry Pattern",Yellow,female,young adult,happy
,3626cpb2440,3,"Minifigure, Head Dual Sided Female, Pink Lips Big Smile with Teeth / Dirt Stains, Angry Pattern",Yellow,female,young adult,annoyed
,3626cpb2455,3,"Minifigure, Head Dual Sided Female, Freckles, Pink Lips, Raised Right Eyebrow, Grumpy / Smile Pattern",Yellow,female,young adult,frown
,3626cpb2455,3,"Minifigure, Head Dual Sided Female, Freckles, Pink Lips, Raised Right Eyebrow, Grumpy / Smile Pattern",Yellow,female,young adult,smile
,3626cpb2464,3,"Minifigure, Head Dual Sided Female, Black Eyebrows, Dark Green Glasses, Medium Nougat Lips, Closed Smile / Open Smile Pattern",Yellow,female,young adult,smile
,3626cpb2464,3,"Minifigure, Head Dual Sided Female, Black Eyebrows, Dark Green Glasses, Medium Nougat Lips, Closed Smile / Open Smile Pattern",Yellow,female,young adult,happy
,3626cpb2467,3,"Minifigure, Head Dual Sided Female, Black Eyebrows, Medium Nougat Lips, Smile / Grossed Out Pattern",Yellow,female,young adult,happy
,3626cpb2467,3,"Minifigure, Head Dual Sided Female, Black Eyebrows, Medium Nougat Lips, Smile / Grossed Out Pattern",Yellow,female,young adult,annoyed
,3626cpb2469,3,"Minifigure, Head Female Lavender Eyebrows, Metallic Light Blue Eye Shadow, Magenta Glasses, Metallic Pink Lips, Beauty Mark Pattern",Yellow,female,young adult,smile
,3626cpb2471,3,"Minifigure, Head Dual Sided Female Black Eyebrows, Medium Nougat Lips, Smirk with Raised Right Eyebrow / Licking Lips Pattern",Yellow,female,young adult,smirk
,3626cpb2471,3,"Minifigure, Head Dual Sided Female Black Eyebrows, Medium Nougat Lips, Smirk with Raised Right Eyebrow / Licking Lips Pattern",Yellow,female,young adult,smirk
,3626cpb2474,3,"Minifigure, Head Dual Sided Female, Medium Nougat Lips, Crooked Smile / Dark Pink, Dark Purple, and Dark Azure Sunglasses Pattern",Yellow,female,young adult,smirk
,3626cpb2474,3,"Minifigure, Head Dual Sided Female, Medium Nougat Lips, Crooked Smile / Dark Pink, Dark Purple, and Dark Azure Sunglasses Pattern",Yellow,female,young adult,smile
,3626cpb2475,3,"Minifigure, Head Dual Sided Female, Black Eyebrows, Medium Nougat Lips, Neutral / Shouting Pattern",Yellow,female,young adult,neutral
,3626cpb2475,3,"Minifigure, Head Dual Sided Female, Black Eyebrows, Medium Nougat Lips, Neutral / Shouting Pattern",Yellow,female,young adult,angry
,3626cpb2484,3,"Minifigure, Head Dual Sided Female Black Eyebrows, Medium Nougat Freckles, Coral Lips, Open Mouth Smile / Scared Pattern",Yellow,female,young adult,smirk
,3626cpb2484,3,"Minifigure, Head Dual Sided Female Black Eyebrows, Medium Nougat Freckles, Coral Lips, Open Mouth Smile / Scared Pattern",Yellow,female,young adult,scared
,3626cpb2514,3,"Minifigure, Head Dual Sided Female, Black Eyebrows, Dark Pink Lips, Smirk with Raised Left Eyebrow / Fierce Scowl Pattern",Yellow,female,young adult,annoyed
,3626cpb2514,3,"Minifigure, Head Dual Sided Female, Black Eyebrows, Dark Pink Lips, Smirk with Raised Left Eyebrow / Fierce Scowl Pattern",Yellow,female,young adult,angry
,3626cpb2533,3,"Minifigure, Head Dual Sided Female Black Eyebrows, Peach Lips and Closed Mouth Smirk / Black Mask Pattern",Yellow,female,young adult,smile
,3626cpb2533,3,"Minifigure, Head Dual Sided Female Black Eyebrows, Peach Lips and Closed Mouth Smirk / Black Mask Pattern",Yellow,female,young adult,smile
,3626cpb2537,3,"Minifigure, Head Female Black Eyebrows, Eyelashes, Peach Lips, Scared Open Mouth with Teeth Pattern",Yellow,female,young adult,scared
,3626cpb2566,3,"Minifigure, Head Dual Sided Female, Silver Glasses, Large Smile with Teeth / Scared Pattern",Yellow,female,young adult,angry
,3626cpb2566,3,"Minifigure, Head Dual Sided Female, Silver Glasses, Large Smile with Teeth / Scared Pattern",Yellow,female,young adult,scared
,3626cpb2568,3,"Minifigure, Head Dual Sided Female Black Eyebrows, Medium Nougat Freckles, Dark Pink Lips, Open Mouth Smile / Disgusted Pattern",Yellow,female,young adult,happy
,3626cpb2568,3,"Minifigure, Head Dual Sided Female Black Eyebrows, Medium Nougat Freckles, Dark Pink Lips, Open Mouth Smile / Disgusted Pattern",Yellow,female,young adult,annoyed
,3626cpb2572,3,"Minifigure, Head Dual Sided Female Black Eyebrows, Beauty Mark, Smile / HUD with Black Screen, Medium Azure Highlights Pattern",Yellow,female,young adult,smirk
,3626cpb2572,3,"Minifigure, Head Dual Sided Female Black Eyebrows, Beauty Mark, Smile / HUD with Black Screen, Medium Azure Highlights Pattern",Yellow,female,young adult,smile
,3626cpb2582,3,"Minifigure, Head Dual Sided Female Black Eyebrows, Pink Lips, Smile with Teeth and Tongue / Scared Pattern",Yellow,female,young adult,happy
,3626cpb2582,3,"Minifigure, Head Dual Sided Female Black Eyebrows, Pink Lips, Smile with Teeth and Tongue / Scared Pattern",Yellow,female,young adult,scared
,3626cpb2583,3,"Minifigure, Head Female Reddish Brown Eyebrows, Peach Lips, Lopsided Smile Pattern - Hollow Stud (BAM)",Yellow,female,young adult,sad
,3626cpb2588,3,"Minifigure, Head Dual Sided Female, Dark Brown Eyebrows, Glasses, Beauty Mark, Scared / Crooked Smile Pattern",Yellow,female,young adult,scared
,3626cpb2588,3,"Minifigure, Head Dual Sided Female, Dark Brown Eyebrows, Glasses, Beauty Mark, Scared / Crooked Smile Pattern",Yellow,female,young adult,smirk
,3626cpb2589,3,"Minifigure, Head Dual Sided Female, Reddish Brown Eyebrows, Glasses, Nougat Lips, Braces, Open Smile / Scared Pattern",Yellow,female,young adult,happy
,3626cpb2589,3,"Minifigure, Head Dual Sided Female, Reddish Brown Eyebrows, Glasses, Nougat Lips, Braces, Open Smile / Scared Pattern",Yellow,female,young adult,scared
,3626cpb2592,3,"Minifigure, Head Dual Sided Female, Freckles, Pink Lips, Raised Right Eyebrow, Smile / Angry Pattern",Yellow,female,young adult,smirk
,3626cpb2592,3,"Minifigure, Head Dual Sided Female, Freckles, Pink Lips, Raised Right Eyebrow, Smile / Angry Pattern",Yellow,female,young adult,angry
,3626cpb2598,3,"Minifigure, Head Female Black Eyebrows with Gap in Right Eyebrow, Lopsided Smile with Coral Lips Pattern",Yellow,female,young adult,smile
,3626cpb2600,3,"Minifigure, Head Female Black Raised Eyebrows, Lopsided Smile with Peach Lips Pattern",Yellow,female,young adult,smile
,3626cpb2604,3,"Minifigure, Head Dual Sided Female, Black Eyebrows, Bright Green Lips, Large Smile / Eating Pattern",Yellow,female,young adult,happy
,3626cpb2604,3,"Minifigure, Head Dual Sided Female, Black Eyebrows, Bright Green Lips, Large Smile / Eating Pattern",Yellow,female,young adult,neutral
,3626cpb2605,3,"Minifigure, Head Dual Sided Female, Black Eyebrows and Beauty Mark on Right Cheek, Red Lips and Chipped Tooth, Smile / Sneer Pattern",Yellow,female,young adult,smile
,3626cpb2605,3,"Minifigure, Head Dual Sided Female, Black Eyebrows and Beauty Mark on Right Cheek, Red Lips and Chipped Tooth, Smile / Sneer Pattern",Yellow,female,young adult,smirk
,3626cpb2606,3,"Minifigure, Head Dual Sided Female, Black Eyebrows, Peach Lips, Smile Showing Teeth / Safety Goggles Pattern",Yellow,female,young adult,happy
,3626cpb2606,3,"Minifigure, Head Dual Sided Female, Black Eyebrows, Peach Lips, Smile Showing Teeth / Safety Goggles Pattern",Yellow,female,young adult,smirk
,3626cpb2607,3,"Minifigure, Head Dual Sided Female, Black Eyebrows, Red Lips, Large Smile Showing Teeth / Small Lopsided Grin Pattern",Yellow,female,young adult,happy
,3626cpb2607,3,"Minifigure, Head Dual Sided Female, Black Eyebrows, Red Lips, Large Smile Showing Teeth / Small Lopsided Grin Pattern",Yellow,female,young adult,annoyed
,3626cpb2609,3,"Minifigure, Head Dual Sided Female, Black Eyebrows, Peach Lips, Smile Showing Teeth / Open Mouth with Sweat Drop Pattern",Yellow,female,young adult,happy
,3626cpb2609,3,"Minifigure, Head Dual Sided Female, Black Eyebrows, Peach Lips, Smile Showing Teeth / Open Mouth with Sweat Drop Pattern",Yellow,female,young adult,annoyed
,3626cpb2615,3,"Minifigure, Head Dual Sided Female, Black Eyebrows, Bright Pink Lips, Lopsided Grin / Sneer Pattern",Yellow,female,young adult,smile
,3626cpb2615,3,"Minifigure, Head Dual Sided Female, Black Eyebrows, Bright Pink Lips, Lopsided Grin / Sneer Pattern",Yellow,female,young adult,annoyed
,3626cpb2618,3,"Minifigure, Head Female Black Eyebrows, Medium Nougat Lips, Dark Bluish Gray Band with Orange Stripes, Smile Pattern",Yellow,female,young adult,smile
,3626cpb2634,3,"Minifigure, Head Dual Sided Female Pink Lips and Beauty Mark, Black Eyebrows, Open Mouth with Teeth, Smile / Closed Eyes Pattern",Yellow,female,young adult,happy
,3626cpb2634,3,"Minifigure, Head Dual Sided Female Pink Lips and Beauty Mark, Black Eyebrows, Open Mouth with Teeth, Smile / Closed Eyes Pattern",Yellow,female,young adult,sleepy
,3626cpb2635,3,"Minifigure, Head Dual Sided Female Lavender Lips, Black Eyebrows, Freckles, Open Mouth with Teeth, Smile / Angry with Glasses Pattern",Yellow,female,young adult,smile
,3626cpb2635,3,"Minifigure, Head Dual Sided Female Lavender Lips, Black Eyebrows, Freckles, Open Mouth with Teeth, Smile / Angry with Glasses Pattern",Yellow,female,young adult,angry
,3626cpb2638,3,"Minifigure, Head Female Black Eyebrows, White Whiskers, Dark Pink Lips, Gap in Teeth Pattern",Yellow,female,young adult,smile
,3626cpb2662,3,"Minifigure, Head Dual Sided Female Black Eyebrows, Freckles, Eyelashes, Peach Lips, Smile / Open Mouth Smile with Teeth Pattern",Yellow,female,young adult,smirk
,3626cpb2662,3,"Minifigure, Head Dual Sided Female Black Eyebrows, Freckles, Eyelashes, Peach Lips, Smile / Open Mouth Smile with Teeth Pattern",Yellow,female,young adult,happy
,3626cpb2664,3,"Minifigure, Head Female Black Eyebrows Raised, Nougat Lips, Lopsided Smile Pattern",Yellow,female,young adult,neutral
,3626cpb2666,3,"Minifigure, Head Female Black Eye Mask and Eyebrows, Scar and Black Lips Grimace Pattern",Yellow,female,young adult,frown
,3626cpb2695,3,"Minifigure, Head Dual Sided Female, Dark Red Eyebrows, Green Glasses, Peach Lips, Freckles, Lopsided Grin / Covered with Cocoa Pattern",Yellow,female,young adult,smile
,3626cpb2695,3,"Minifigure, Head Dual Sided Female, Dark Red Eyebrows, Green Glasses, Peach Lips, Freckles, Lopsided Grin / Covered with Cocoa Pattern",Yellow,female,young adult,annoyed
,3626cpb2696,3,"Minifigure, Head Female Black Eyebrows, Peach Lips, Smile with Open Mouth and Teeth, Hearing Aid Pattern",Yellow,female,young adult,smile
,3626cpb2713,3,"Minifigure, Head Dual Sided Female, Reddish Brown Eyebrows, Nougat Cheeks, Dark Pink Lips, Smile / Open Mouth and Winking Pattern",Yellow,female,young adult,smile
,3626cpb2713,3,"Minifigure, Head Dual Sided Female, Reddish Brown Eyebrows, Nougat Cheeks, Dark Pink Lips, Smile / Open Mouth and Winking Pattern",Yellow,female,young adult,smirk
,3626cpb2725,3,"Minifigure, Head Female Dark Orange Eyebrows, Glasses Round with White Lenses and Dark Red Frames, Beauty Mark, Red Lips, Smile Pattern",Yellow,female,young adult,smile
,3626cpb2738,3,"Minifigure, Head Dual Sided Female, Black Eyebrows, Peach Lips, Open Smile / Sunglasses with Dark Purple and Dark Pink Stripes Pattern",Yellow,female,young adult,happy
,3626cpb2738,3,"Minifigure, Head Dual Sided Female, Black Eyebrows, Peach Lips, Open Smile / Sunglasses with Dark Purple and Dark Pink Stripes Pattern",Yellow,female,young adult,happy
,3626cpb2761,3,"Minifigure, Head Dual Sided Female, Reddish Brown Eyebrows, Trans-Orange Glasses, Peach Lips, Scowl / Smile with Freckles Pattern",Yellow,female,young adult,annoyed
,3626cpb2761,3,"Minifigure, Head Dual Sided Female, Reddish Brown Eyebrows, Trans-Orange Glasses, Peach Lips, Scowl / Smile with Freckles Pattern",Yellow,female,young adult,smile
,3626cpb2777,3,"Minifigure, Head Female Dark Pink Eyebrows and Lips, Medium Azure Eye Shadow and Sprinkles Pattern",Yellow,female,young adult,happy
,3626cpb2780,3,"Minifigure, Head Female Dark Pink Eyebrows, Freckles and Lips, White Eye Shadow, Smile Pattern",Yellow,female,young adult,happy
,3626cpb2794,3,"Minifigure, Head Dual Sided Female, Brown Eyebrows, Red Lips Open Mouth / Peach Lips, Smile, Makeup and Face Paint Pattern",Yellow,female,young adult,neutral
,3626cpb2794,3,"Minifigure, Head Dual Sided Female, Brown Eyebrows, Red Lips Open Mouth / Peach Lips, Smile, Makeup and Face Paint Pattern",Yellow,female,young adult,smile
,3626cpb2817,3,"Minifigure, Head Female Black Eyebrows, Coral Eyeshadow, Smirk with Dark Turquoise Lips Pattern",Yellow,female,young adult,smirk
,3626cpb2818,3,"Minifigure, Head Female Magenta Eyebrows, Metallic Blue and Medium Lavender Eyeshadow, Spots, Magenta Lips, Singing Open Mouth Pattern",Yellow,female,young adult,happy
,3626cpb2822,3,"Minifigure, Head Female Magenta Eyebrows, Hearts, and Lips, Light Aqua Eyeshadow, Right Winking Pattern",Yellow,female,young adult,smirk
,3626cpb3014,157,"Minifigure, Head Balaclava, Female, Reddish Brown Face, Black Eyebrows, Dark Brown Lips, Open Smile with Teeth Pattern - Hollow Stud",Reddish Brown,female,young adult,smile
,3626cpb3012,157,"Minifigure, Head Balaclava, Light Nougat Face, Black Eyebrows, Lopsided Grin, Medium Nougat Chin Cleft Pattern - Hollow Stud",Light Nougat,neutral,young adult,smirk
,3626cpb3037,158,"Minifigure, Head Balaclava, Yellow Face with Black Eyebrows, Magenta Sharp Teeth Pattern - Hollow Stud",Yellow,neutral,young adult,neutral
,3626cpb3016,150,"Minifigure, Head Black Eyebrows and Beard with White Spots, Reddish Brown Lines over Eyes, Smile with Teeth Pattern - Hollow Stud",Medium Nougat,male,young adult,smile
,3626cpb2934,3,"Minifigure, Head Black Eyebrows, Eyes with White Pupils, Hair on Back Pattern - Hollow Stud",Yellow,male,young adult,neutral
,3626cpb3032,90,"Minifigure, Head Black Eyebrows, Furrowed Brow, Crow's Feet, Cheek Lines and Water Drops Pattern - Hollow Stud",Light Nougat,male,older adult,neutral
,3626cpb2968,3,"Minifigure, Head Black Eyebrows, Gold Stars, Medium Nougat Cheek Lines and Cleft Chin, Smile with Teeth Pattern - Hollow Stud",Yellow,neutral,young adult,smile
,3626cpb3030,90,"Minifigure, Head Black Eyebrows, Moustache, and Goatee, Medium Nougat Contour Lines, Scowl Pattern - Hollow Stud",Light Nougat,male,young adult,annoyed
,3626cpb2978,3,"Minifigure, Head Black Eyebrows, Red Glasses, Smile Pattern - Hollow Stud",Yellow,neutral,young adult,smile
,3626cpb2939,3,"Minifigure, Head Black Eyebrows, Reddish Brown Mutton Chops and Van Dyke Beard, Open Smile Pattern - Hollow Stud",Yellow,male,young adult,smile
,3626cpb3102,150,"Minifigure, Head Black Eyes with White Pupils, Reddish Brown Cheek Lines and Wrinkles, Braided Ponytails Pattern (SW Weequay Guard) - Hollow Stud",Medium Nougat,neutral,older adult,neutral
,3626cpb2973,3,"Minifigure, Head Black Thick Eyebrows, 3 Bright Light Blue Sweat Drops, Open Mouth with Teeth Pattern - Hollow Stud",Yellow,neutral,young adult,smile
,3626cpb2942,90,"Minifigure, Head Black Thick Eyebrows, Left Raised, Wide Sinister Smile with Teeth Pattern - Hollow Stud",Light Nougat,neutral,young adult,smile
,3626cpb2979,3,"Minifigure, Head Clown Thick Black Eyebrows, Star on Right Eye, Red Cheeks, Open Mouth Smile Pattern - Hollow Stud (BAM)",Yellow,neutral,young adult,smile
,3626cpb3027,3,"Minifigure, Head Dark Brown Eyebrows, Black Rectangular Glasses, Open Mouth Smile, White Teeth, Chin Dimple Pattern - Hollow Stud",Yellow,neutral,young adult,smile
,3626cpb2941,3,"Minifigure, Head Dark Orange Eyebrows and Chin Whiskers, Medium Nougat Cheek Lines Pattern - Hollow Stud",Yellow,male,young adult,neutral
,3626cpb2972,3,"Minifigure, Head Dark Tan Thick Eyebrows, Black Mask, Chin Dimple, Open Mouth with Teeth, Lopsided Grin Pattern - Hollow Stud",Yellow,neutral,young adult,smirk
,3626cpb3023,90,"Minifigure, Head Dual Sided Beard Stubble, Reddish Brown Eyebrows, Black Snake Tattoo, Mouth Closed / Mouth Open Pattern - Hollow Stud",Light Nougat,male,young adult,neutral
,3626cpb3023,90,"Minifigure, Head Dual Sided Beard Stubble, Reddish Brown Eyebrows, Black Snake Tattoo, Mouth Closed / Mouth Open Pattern - Hollow Stud",Light Nougat,male,young adult,neutral
,3626cpb3013,90,"Minifigure, Head Dual Sided Black Eyebrows, Medium Nougat Chin Dimple, Firm / Smile with Teeth and Raised Left Eyebrow Pattern - Hollow Stud",Light Nougat,neutral,young adult,neutral
,3626cpb3013,90,"Minifigure, Head Dual Sided Black Eyebrows, Medium Nougat Chin Dimple, Firm / Smile with Teeth and Raised Left Eyebrow Pattern - Hollow Stud",Light Nougat,neutral,young adult,smile
,3626cpb3008,90,"Minifigure, Head Dual Sided Bushy Black Eyebrows and Long Thick Sideburns, Frown, Open Mouth / Goggles, Angry Pattern - Hollow Stud",Light Nougat,male,young adult,frown
,3626cpb3008,90,"Minifigure, Head Dual Sided Bushy Black Eyebrows and Long Thick Sideburns, Frown, Open Mouth / Goggles, Angry Pattern - Hollow Stud",Light Nougat,male,young adult,angry
,3626cpb2962,3,"Minifigure, Head Dual Sided Child Black Eyebrows, Bright Light Orange Cheeks, Medium Nougat Freckles, Grin / Smile with Braces Pattern - Hollow Stud",Yellow,neutral,child,smile
,3626cpb2962,3,"Minifigure, Head Dual Sided Child Black Eyebrows, Bright Light Orange Cheeks, Medium Nougat Freckles, Grin / Smile with Braces Pattern - Hollow Stud",Yellow,neutral,child,smile
,3626cpb3035,90,"Minifigure, Head Dual Sided Child Female, Black Eyebrows, Dark Tan Mud Drops, Happy / Scared Pattern - Hollow Stud",Light Nougat,female,child,happy
,3626cpb3035,90,"Minifigure, Head Dual Sided Child Female, Black Eyebrows, Dark Tan Mud Drops, Happy / Scared Pattern - Hollow Stud",Light Nougat,female,child,scared
,3626cpb3034,90,"Minifigure, Head Dual Sided Child Male, Black Eyebrows, Dark Tan Mud Drops, Scared / Terrified Pattern - Hollow Stud",Light Nougat,male,child,scared
,3626cpb3034,90,"Minifigure, Head Dual Sided Child Male, Black Eyebrows, Dark Tan Mud Drops, Scared / Terrified Pattern - Hollow Stud",Light Nougat,male,child,scared
,3626cpb2960,3,"Minifigure, Head Dual Sided Child Reddish Eyebrows, Bright Light Orange Cheek Circles, Lopsided Grin / Open Smile Pattern - Hollow Stud",Yellow,neutral,child,smirk
