Image,Item No.,Description,Expression 1,Expression 2,Color,,,Young Child,Youth/Younger Adult,Older Adult,,,,,,,,,,,
,3626bpx78,"Minifigure, Head Moustache Thick Angry and Long Hair and Stubble Pattern",Frown,,Yellow,,,,,1,,,,,,,,,,,
,3626bpb0112,"Minifigure, Head Moustache Thin, Goatee, Long Eyebrow, Stubble Pattern",Frown,,Yellow,,,,,1,,,,,,,,,,,
,3626bpb0164,"Minifigure, Head Moustache Thin, V Brow Eyes Pattern",Frown,,Yellow,,,,,1,,,,,,,,,,,
,3626cpb2602,"Minifigure, Head Orange Eyebrows, Moustache, and Beard, Dark Red Highlights Pattern",Frown,,Yellow,,,,,1,,,,,,,,,,,
,3626cpb2555,"Minifigure, Head Reddish Brown Eyebrows, Green Eyes, Firm Expression, Gold Triangle Soul Patch and Tattoos Pattern",Frown,,Yellow,,,,,1,,,,,,,,,,,
,3626bpb0503,"Minifigure, Head Thick Eyebrows, White Pupils and Crow's Feet Pattern",Frown,,Yellow,,,,,1,,,,,,,,,,,
,3626bpb0440,"Minifigure, Head Black Eyes and Eyebrows, Two-Color Cheek Paint Pattern",Happy,,Yellow,,,1,,1,,,,,,,,,,,
,3626cpb1600,"Minifigure, Head Bright Green and Black Sunglasses, Lopsided Happy Pattern",Happy,,Yellow,,,1,1,,sunglasses,,,,,,,,,,
,3626cpb1597,"Minifigure, Head Dark Tan Eyebrows, White Pupils, Happy with Teeth Pattern",Happy,,Yellow,,,,1, ,,,,,,,,,,,
,3626cpb2748,"Minifigure, Head Dual Sided Black Eyebrows, Happy / Frown Pattern",Happy,Frown,Yellow,,,1,,,,,,,,,,,,,
,3626cpb2743,"Minifigure, Head Dual Sided Child Black Eyebrows, Open Mouth with Red Tongue / Red Tongue Sticking Out Pattern",Happy,Happy,Yellow,,,1,,,,,,,,,,,,,
,3626cpb1058,"Minifigure, Head Dual Sided Open Lopsided Smile / Laughing Pattern (Emmet)",Happy,Happy,Yellow,eyes closed,,1,,,,,,,,,,,,,
,3626cpb2306,"Minifigure, Head Dual Sided Wide Smile with Closed Teeth, Black Eyes / Closed Eyes Pattern",Happy,Happy,Yellow,Eyes closed,,1,,,,,,,,,,,,,
,3626cpb1354,"Minifigure, Head Dual Sided Huge Happy, White Pupils, Eyebrows / Sad with Tear, Concave Eyebrows Pattern",Happy,Sad,Yellow,,,1,,,,,,,,,,,,,
,3626cpb2272,"Minifigure, Head Dual Sided Black Standard Eyes, Smile with Tongue / Scared Pattern (Benny)",Happy,Scared,Yellow,,,1,,,,,,,,,,,,,
,3626cpb1349,"Minifigure, Head Dual Sided Child Reddish Brown Eyebrows, White Pupils, Freckles and Smiling / Scared Pattern",Happy,Scared,Yellow,,,1,,,,,,,,,,,,,
,3626bpb0364,"Minifigure, Head Dual Sided Red Sunglasses and Happy / Scared Pattern",Happy,Scared,Yellow,,,1,,,,,,,,,,,,,
,3626bpb0659,"Minifigure, Head Dual Sided Black Eyebrows, Yawning / Asleep Pattern",Happy,Sleepy,Yellow,,,1,,,,,,,,,,,,,
,3626cpb1242,"Minifigure, Head Dual Sided Black Closed Eyes, Smile with Tongue / Black Eyes, Eyebrows and Wide Closed Mouth Smile Pattern (Benny)",Happy,Smile,Yellow,,,1,,,,,,,,,,,,,
,3626cpb2753,"Minifigure, Head Dual Sided Black Eyebrows, Glasses with Raised Eyebrows / Smile Pattern",Happy,Smile,Yellow,,,1,,,,,,,,,,,,,
,3626cpb1100,"Minifigure, Head Dual Sided Black Standard Eyes, Smile with Tongue / Standard Happy Pattern (Benny)",Happy,Smile,Yellow,,,1,,,,,,,,,,,,,
,3626cpb2472,"Minifigure, Head Dual Sided Child Black Eyebrows, Small Happy / Small Closed Smile Pattern",Happy,Smile,Yellow,,,1,,,,,,,,,,,,,
,3626cpb2614,"Minifigure, Head Dual Sided Child, Black Eyebrows, Happy / Open Mouth Smile with Butterfly Pattern",Happy,Smile,Yellow,,,1,,,,,,,,,,,,,
,3626cpb2426,"Minifigure, Head Dual Sided Lopsided Smile / Cheerful Pattern (Emmet)",Happy,Smile,Yellow,Eyes closed),,1,,,,,,,,,,,,,
,3626cpb2396,"Minifigure, Head Dual Sided Thick Black Eyebrows, Black Sunglasses, Smile with Teeth / White Pupils, Closed Mouth Pattern",Happy,Smile,Yellow,Sunglasses,,1,,,,,,,,,,,,,
,3626cpb2648,"Minifigure, Head Dual Sided Child Black Eyebrows, Open Mouth Smile with Teeth and Tongue / Surprised Pattern",Happy,Surprised,Yellow,,,1,,,,,,,,,,,,,
,3626cpb2649,"Minifigure, Head Dual Sided Child Black Eyebrows, Smile with Teeth / Surprised Pattern",Happy,Surprised,Yellow,,,1,,,,,,,,,,,,,
,3626cpb1598,"Minifigure, Head Black Eyebrows Thick, White Pupils, Happy with Teeth Pattern",Happy,,Yellow,,,,1,,,,,,,,,,,,
,3626bpb0608,"Minifigure, Head Black Eyebrows, Cheek Dimples, White Pupils and Happy Pattern",Happy,,Yellow,,,,1,1,,,,,,,,,,,
,3626cpb2596,"Minifigure, Head Black Eyebrows, Chin Dimple and Large Smile Showing Teeth Pattern",Happy,,Yellow,,,1,1,,,,,,,,,,,,
,3626cpb2612,"Minifigure, Head Black Eyebrows, Green Glasses Star Shaped, Large Open Mouth Smile with Teeth and Tongue Pattern",Happy,,Yellow,,,1,1,,,,,,,,,,,,
,3626cpb1569,"Minifigure, Head Black Eyebrows, White Pupils, Chin Dimple, Open Mouth Smile with Teeth Pattern",Happy,,Yellow,,,1,1,,,,,,,,,,,,
,3626cpb1231,"Minifigure, Head Black Eyebrows, White Pupils, Crooked Open Mouth Smile with Teeth Pattern",Happy,,Yellow,,,,1,,,,,,,,,,,,
,3626bpb0660,"Minifigure, Head Black Eyebrows, White Pupils, Dirt Stains, Open Mouth Smile with Teeth Pattern",Happy,,Yellow,,,1,1,,,,,,,,,,,,
,3626bpb0716,"Minifigure, Head Black Eyebrows, White Pupils, Open Mouth Smile with Teeth Pattern",Happy,,Yellow,,,,1,,,,,,,,,,,,
,3626cpb1180,"Minifigure, Head Black Eyebrows, Wide Eyes, Open Mouth Smile with Teeth Pattern",Happy,,Yellow,,,,1,,,,,,,,,,,,
,3626cpb2082,"Minifigure, Head Black Eyebrows, Wide Happy with Tongue Pattern",Happy,,Yellow,,,,1,,,,,,,,,,,,
,3626cpb1876,"Minifigure, Head Black Straight Eyebrows, Dark Azure Eyes, Wide Open Mouth Happy, White Hair on Back Pattern (Zane)",Happy,,Yellow,,,,1,,,,,,,,,,,,
,3626cpb2663,"Minifigure, Head Brown Eyebrows, White Pupils, Freckles and Smile Pattern",Happy,,Yellow,,,1,,,,,,,,,,,,,
,3626bpb0471,"Minifigure, Head Child Brown Eyebrows and Freckles, Happy, White Pupils Pattern",Happy,,Yellow,,,1,,,,,,,,,,,,,
,3626cpb0471,"Minifigure, Head Child Brown Eyebrows and Freckles, Happy, White Pupils Pattern",Happy,,Yellow,,,1,,,,,,,,,,,,,
,3626cpb2079,"Minifigure, Head Child Dark Orange Small Eyebrows, Small Open Mouth with Teeth and Tongue Pattern",Happy,,Yellow,,,1,,,,,,,,,,,,,
,3626cpb2597,"Minifigure, Head Child Reddish Brown Eyebrows, Small Happy with Top Teeth Pattern",Happy,,Yellow,,,1,,,,,,,,,,,,,
,3626cpb2335,"Minifigure, Head Child, Dark Orange Eyebrows and Freckles, Small Smile Pattern",Happy,,Yellow,,,1,,,,,,,,,,,,,
,3626cpb1815,"Minifigure, Head Dark Orange Eyebrows and Freckles, Wide Happy with Teeth Pattern",Happy,,Yellow,,,1,,,,,,,,,,,,,
,3626bpx19,"Minifigure, Head Male Bangs and Freckles Pattern",Happy,,Yellow,,,1,,,,,,,,,,,,,
,3626cpb0984,"Minifigure, Head Male Black Eyebrows, Cheekbone Lines under Eyes, Gap Tooth Smile Pattern",Happy,,Yellow,,,1,,,,,,,,,,,,,
,3626cpb1064,"Minifigure, Head Male Black Eyebrows, Open Mouth Smile with Dimples, White Teeth and Red Tongue Pattern",Happy,,Yellow,,,1,1,,,,,,,,,,,,
,3626bpb0910,"Minifigure, Head Male Black Eyebrows, Open Mouth Smile with Tongue Pattern",Happy,,Yellow,,,1,,,,,,,,,,,,,
,3626cpb1031,"Minifigure, Head Male Black Eyebrows, Smile with Red Tongue Out and White Sweat Drops on Forehead Pattern",Happy,,Yellow,,,1,,,,,,,,,,,,,
,3626bpb0405,"Minifigure, Head Male Brown Eyebrows, Open Lopsided Happy, White Pupils Pattern",Happy,,Yellow,,,1,,,,,,,,,,,,,
,3626cpb0405,"Minifigure, Head Male Brown Eyebrows, Open Lopsided Happy, White Pupils Pattern",Happy,,Yellow,,,1,,,,,,,,,,,,,
,3626cpb2097,"Minifigure, Head Male Dark Brown Eyebrows, Open Mouth Smile with White Teeth and Red Tongue Pattern",Happy,,Yellow,,,1,,,,,,,,,,,,,
,3626bpb0510,"Minifigure, Head Male Thick Brown Eyebrows, White Pupils and Happy with Teeth Pattern",Happy,,Yellow,,,1,,,,,,,,,,,,,
,3626cpb1177,"Minifigure, Head Open Mouth Smile with Teeth and Braces, Freckles Pattern",Happy,,Yellow,,,1,,,,,,,,,,,,,
,3626cpb2149,"Minifigure, Head Reddish Brown Eyebrows, Dark Blue Glasses, Happy Showing Teeth and Tongue Pattern",Happy,,Yellow,,,1,,,,,,,,,,,,,
,3626bpb0505,"Minifigure, Head Face Paint with Blue and White Painted Cheeks and Happy Pattern",Happy,,Yellow,,, ,,1,,,,,,,,,,,
,3626cpb1158,"Minifigure, Head Dual Sided Black Glasses, Happy with Teeth and Tongue / Sunglasses, Clenched Teeth Pattern",Happy,Scared,Yellow,,,1,1,,,,,,,,,,,,
,3626cpb1894,"Minifigure, Head Dual Sided Black Straight Eyebrows, Medium Blue Eyes, Smile / Scowl Pattern",Happy,Angry,Yellow,,,,1,,,,,,,,,,,,
,3626cpb2360,"Minifigure, Head Dual Sided Large Open Mouth Happy / Confused with Left Eyebrow Raised and Open Mouth Pattern (Emmet)",Happy,Angry,Yellow,,,,1,,,,,,,,,,,,
,3626cpb2462,"Minifigure, Head Dual Sided Black Eyebrows, Wide Happy with Teeth and Tongue / Blushing with Teeth Pattern",Happy,Happy,Yellow,,,,1,,,,,,,,,,,,
,3626cpb2290,"Minifigure, Head Dual Sided Reddish Brown Eyebrows and Mouth, Green Eyes with Gold Energy Effect, Frown / Fierce Outburst Pattern",Happy,Sad,Yellow,,,,1,,,,,,,,,,,,
,3626bpb0333,"Minifigure, Head Dual Sided Thin Eyebrows, Happy / Surprised Pattern",Happy,Scared,Yellow,,,,1,,,,,,,,,,,,
,3626bpb0546,"Minifigure, Head Glasses Rectangular, Black Eyebrows, Open Mouth Smile, White Pupils Pattern",Happy,,Yellow,,,,1,,,,,,,,,,,,
,3626cpb1190,"Minifigure, Head Glasses Rectangular, Brown Eyebrows, Open Mouth Smile with Teeth, White Pupils Pattern",Happy,,Yellow,,,,1,,,,,,,,,,,,
,3626bpb0240,"Minifigure, Head Glasses with Blue Glasses, Long Black Bangs and Open Mouth Pattern",Happy,,Yellow,Sunglasses,,,1,,,,,,,,,,,,
,3626bpb0641,"Minifigure, Head Glasses with Orange Sunglasses with Nose Piece, Open Mouth Smile, Chin Dimple Pattern",Happy,,Yellow,,,,1,,,,,,,,,,,,
,3626cpb0641,"Minifigure, Head Glasses with Orange Sunglasses with Nose Piece, Open Mouth Smile, Chin Dimple Pattern",Happy,,Yellow,,,,1,,,,,,,,,,,,
,3626cpb2078,"Minifigure, Head Gold-Rimmed Sunglasses, Wide Smile with Teeth Pattern",Happy,,Yellow,Sunglasses,,,1,,,,,,,,,,,,
,3626bpb0793,"Minifigure, Head Male Black Eyebrows, Open Mouth Smile Pattern",Happy,,Yellow,,,,1,,,,,,,,,,,,
,3626cpb0833,"Minifigure, Head Male Brown Eyebrows, Eyelashes, Open Lopsided Smile and Teeth Pattern",Happy,,Yellow,,,,1,,,,,,,,,,,,
,3626cpb1001,"Minifigure, Head Male Dark Brown Eyebrows (Left Curved Down), Open Side Smile with Dimples (No Chin Dimple) Pattern",Happy,,Yellow,,,,1,,,,,,,,,,,,
,3626bpx53,"Minifigure, Head Male Huge Happy, Headset, Eyebrows Pattern (Flex)",Happy,,Yellow,,,,1,,,,,,,,,,,,
,3626bpb0320,"Minifigure, Head Male Huge Happy, White Pupils, Eyebrows Pattern",Happy,,Yellow,,,,1,,,,,,,,,,,,
,3626cpb2411,"Minifigure, Head Dual Sided Black Eyebrows, Stubble, Lopsided Happy with Teeth / Surprised Pattern (Rex Dangervest)",Happy,Angry,Yellow,,,,,1,,,,,,,,,,,
,3626cpb1532,"Minifigure, Head Dual Sided Red Sunglasses / Angry Eyebrows and Scowl Pattern (Griffin Turner)",Happy,Angry,Yellow,,,,,1,,,,,,,,,,,
,3626cpb1244,"Minifigure, Head Dual Sided Brown Unibrow, Cheek Lines, Open Mouth Smile / Small Frown Pattern (President Business)",Happy,Frown,Yellow,,,,,1,,,,,,,,,,,
,3626cpb1591,"Minifigure, Head Dual Sided Dark Tan Eyebrows and Stubble Beard, Happy / Raised Left Eyebrow, Lost Pattern",Happy,Frown,Yellow,,,,,1,,,,,,,,,,,
,3626cpb2361,"Minifigure, Head Dual Sided Black Eyebrows, Stubble, Closed Eyes and Wide Open Mouth / Lopsided Happy with Teeth Pattern (Rex Dangervest)",Happy,Happy,Yellow,,,,,1,,,,,,,,,,,
,3626cpb2315,"Minifigure, Head Dual Sided Reddish Brown Unibrow, Open Mouth Smile, Raised Unibrow / Lowered Unibrow Pattern (President Business)",Happy,Happy,Yellow,,,,,1,,,,,,,,,,,
,3626cpb1101,"Minifigure, Head Dual Sided Winking and Lopsided Smile / Closed Eyes and Yawning Pattern (Emmet)",Happy,Neutral,Yellow,"Yawning, Eyes closed",,,1,,,,,,,,,,,,
,3626bpb0368,"Minifigure, Head Dual Sided Huge Happy, White Pupils, Eyebrows / Sad with Tear, Convex Eyebrows Pattern",Happy,Sad,Yellow,,,,1,,,,,,,,,,,,
,3626cpb1050,"Minifigure, Head Dual Sided Silver Sunglasses with Vertical Lines / Scribble-Face Smile Pattern",Happy,Sad,Yellow,Scribble face,,,1,,,,,,,,,,,,
,3626bpb0398,"Minifigure, Head Dual Sided Stubble Smile / Crinkled Mouth and Inverted Eyebrows Pattern",Happy,Sad,Yellow,,,,,1,,,,,,,,,,,
,3626cpb0398,"Minifigure, Head Dual Sided Stubble Smile / Crinkled Mouth and Inverted Eyebrows Pattern",Happy,Sad,Yellow,,,,,1,,,,,,,,,,,
,3626cpb2608,"Minifigure, Head Dual Sided White Headband with Sand Blue Square Symbol, Smile / Gritted Teeth Pattern",Happy,Scared,Yellow,,,,1,,,,,,,,,,,,
,3626cpb2317,"Minifigure, Head Dual Sided Black Thick Eyebrows and Stubble, Closed Eyes Open Mouth / Smirk with Lowered Eyebrows Pattern",Happy,Smirk,Yellow,,,,,1,,,,,,,,,,,
,3626bpb0358,"Minifigure, Head Dual Sided Power Miner Thin Eyebrows, Determined / Open Mouth Happy with Teeth Pattern",Happy,Smirk,Yellow,,,,,1,,,,,,,,,,,
,3626bpb0514,"Minifigure, Head Beard Gray with Gray Eyebrows, Sideburns, Wide Happy and White Pupils Pattern",Happy,,Yellow,,,,,1,,,,,,,,,,,
,3626cpb1219,"Minifigure, Head Beard Stubble, Black Bushy Eyebrows, Sideburns, Crow's Feet, Happy with Teeth Pattern",Happy,,Yellow,,,,,1,,,,,,,,,,,
,3626bpb0606,"Minifigure, Head Beard Stubble, Brown Eyebrows, White Pupils, Crow's Feet, Happy Pattern",Happy,,Yellow,,,,,1,,,,,,,,,,,
,3626bpx288,"Minifigure, Head Beard with Thick Gray Eyebrows, Angular Beard, Crooked Smile with Teeth, White Pupils Pattern",Happy,,Yellow,,,,,1,,,,,,,,,,,
,3626cpx288,"Minifigure, Head Beard with Thick Gray Eyebrows, Angular Beard, Open White Mouth, White Pupils Pattern",Happy,,Yellow,,,,,1,,,,,,,,,,,
,3626cpb2199,"Minifigure, Head Beard with Thick Gray Eyebrows, Angular Beard, Open White Mouth, White Pupils Pattern",Happy,,Yellow,,,,,1,,,,,,,,,,,
,3626cpb2180,"Minifigure, Head Black Eyebrows, Moustache, Goatee, Stubble, Wide Happy with Teeth Pattern",Happy,,Yellow,,,,,1,,,,,,,,,,,
,3626bpb0604,"Minifigure, Head Black Eyebrows, White Pupils, Chin Dimple, Crow's Feet, Open Mouth Smile with Teeth Pattern",Happy,,Yellow,,,,,1,,,,,,,,,,,
,3626bpb0611,"Minifigure, Head Black Eyebrows, White Pupils, Wrinkles, Open Mouth Smile with Teeth Pattern",Happy,,Yellow,,,,,1,,,,,,,,,,,
,3626cpb1125,"Minifigure, Head Black Eyes, Open Mouth Smile and Curly Brown Moustache Pattern (Western Emmet)",Happy,,Yellow,,,,,1,,,,,,,,,,,
,3626cpb1822,"Minifigure, Head Black Wide Eyebrows, Wide Happy Showing Teeth, Dark Tan Dimple and Chin Pattern",Happy,,Yellow,,,,,1,wrinkles,,,,,,,,,,
,3626cpb1482,"Minifigure, Head Brown Eyebrows and Goatee, White Pupils, Crow's Feet, Smile with Teeth Pattern",Happy,,Yellow,,,,,1,,,,,,,,,,,
,3626cpb1466,"Minifigure, Head Brown Eyebrows, Goatee and Moustache, White Pupils, Gray Soot Marks Pattern",Happy,,Yellow,,,,,1,,,,,,,,,,,
,3626bpb0861,"Minifigure, Head Brown Eyebrows, Raised Right Eyebrow, Cheek Lines, Open Mouth Smile with Teeth Pattern",Happy,,Yellow,,,,,1,wrinkles,,,,,,,,,,
,3626cpb0505,"Minifigure, Head Face Paint with Blue and White Painted Cheeks and Happy Pattern",Happy,,Yellow,,,,,1,,,,,,,,,,,
,3626cpb1000,"Minifigure, Head Face Paint with Blue Swirls, Black Eyebrows and Happy Pattern",Happy,,Yellow,Facepaint,,,,1,,,,,,,,,,,
,3626cpb1134,"Minifigure, Head Glasses Rectangular, Black and Brown Beard and Moustache, Bushy Eyebrows, Smile with Teeth Pattern",Happy,,Yellow,,,,,1,,,,,,,,,,,
,3626bpb0460,"Minifigure, Head Glasses with Monocle on Chain and Bushy Dark Bluish Gray Eyebrows and Moustache Pattern",Happy,,Yellow,,,,,1,,,,,,,,,,,
,3626cpb0460,"Minifigure, Head Glasses with Monocle on Chain and Bushy Dark Bluish Gray Eyebrows and Moustache Pattern",Happy,,Yellow,,,,,1,,,,,,,,,,,
,3626bpb0467,"Minifigure, Head Glasses with Purple Sunglasses with Silver Frames, Happy Pattern",Happy,,Yellow,Sunglasses,,,1,,,,,,,,,,,,
,3626bpb0119,"Minifigure, Head Glasses with Thin Silver Sunglasses, Big Happy Pattern",Happy,,Yellow,Sunglasses,,,,1,,,,,,,,,,,
,3626cpb0992,"Minifigure, Head Glasses with Trans-Black Sunglasses, Dark Brown Eyebrows and Cheek Lines Pattern",Happy,,Yellow,Sunglasses,,,,1,,,,,,,,,,,
,3626bpb0542,"Minifigure, Head Glasses, Pink and Silver, Gray Eyebrows, Open Mouth with Teeth Pattern",Happy,,Yellow,Goggles,,,,1,,,,,,,,,,,
,3626cpb1417,"Minifigure, Head Gray Eyebrows Raised and Bushy Moustache, Wrinkles, White Pupils and Happy Pattern",Happy,,Yellow,,,,,1,,,,,,,,,,,
,3626bpb0302,"Minifigure, Head Male Arched Eyebrow, White Teeth with Gold Tooth, Coarse Stubble Pattern",Happy,,Yellow,,,,,1,,,,,,,,,,,
,3626cpb0302,"Minifigure, Head Male Arched Eyebrow, White Teeth with Gold Tooth, Coarse Stubble Pattern",Happy,,Yellow,,,,,1,,,,,,,,,,,
,3626bpx303,"Minifigure, Head Male Arched Eyebrow, White Teeth with Gold Tooth, Fine Stubble and Line under Mouth Pattern",Happy,,Yellow,,,,,1,,,,,,,,,,,
,3626bpb0362,"Minifigure, Head Male Arched Eyebrow, White Teeth, Course Stubble, Jewel over Left Eye Pattern",Happy,,Yellow,,,,,1,,,,,,,,,,,
,3626bpb0428,"Minifigure, Head Male Black Crooked Eyebrows, Vertical Cheek Lines, White Mouth and White Pupils Pattern",Happy,,Yellow,,,,,1,,,,,,,,,,,
,3626cpb0856,"Minifigure, Head Male Black Eye Mask Black with Eye Holes and Thin Moustache Pattern",Happy,,Yellow,,,,,1,,,,,,,,,,,
,3626bpb0438,"Minifigure, Head Male Black Eyes with White Pupils, Unibrow and Wide Mouth Pattern",Happy,,Yellow,,,,,1,,,,,,,,,,,
,3626cpb0438,"Minifigure, Head Male Black Eyes with White Pupils, Unibrow and Wide Mouth Pattern",Happy,,Yellow,,,,,1,,,,,,,,,,,
,3626bpb0466,"Minifigure, Head Male Black Thick Eyebrows, Cheek Lines and Furrowed Brow Pattern",Happy,,Yellow,,,,,1,,,,,,,,,,,
,3626cpb0852,"Minifigure, Head Male Brown Beard and Eyebrows, Goatee, Pupils, Teeth Pattern",Happy,,Yellow,,,,,1,,,,,,,,,,,
,3626bpb0687,"Minifigure, Head Male Brown Eyebrows, Open Mouth Smile, Chin Dimple, White Pupils Pattern",Happy,,Yellow,,,,,1,,,,,,,,,,,
,3626bpb0538,"Minifigure, Head Male Brown Eyebrows, Open Mouth Smile, Stubble, White Pupils Pattern",Happy,,Yellow,,,,,1,,,,,,,,,,,
,3626bpx84,"Minifigure, Head Male Gray Eyes and Hair Patch with Freckles or Stubble Pattern",Happy,,Yellow,Sleepy,,,,1,,,,,,,,,,,
,3626bpb0128,"Minifigure, Head Male HP Gilderoy with Light Brown Eyebrows, Cheek Dimple, Open Mouth Smile Pattern",Happy,,Yellow,,,,,1,,,,,,,,,,,
,3626bpb0013,"Minifigure, Head Male Huge Happy, Headset, Eyebrows Pattern (Flex) with Hair",Happy,,Yellow,,,,1,1,,,,,,,,,,,
,3626bpb0022,"Minifigure, Head Male Open Mouth and Teeth, Long Black Hair, One Closed Eye Pattern",Happy,,Yellow,,,,,1,,,,,,,,,,,
,3626bpb0230,"Minifigure, Head Male Partially Open Mouth, Dimples, Stubble, and Headset Pattern (Charge)",Happy,,Yellow,,,,1,1,,,,,,,,,,,
,3626bpb0120,"Minifigure, Head Male Red Highlights in Gray Hair, Open Mouth Pattern",Happy,,Yellow,,,,,1,,,,,,,,,,,
,3626bpb0791,"Minifigure, Head Male Tan Thin Eyebrows and Moustache, Happy with Teeth Pattern",Happy,,Yellow,,,,,1,,,,,,,,,,,
,3626cpb1052,"Minifigure, Head Male Thick Black Eyebrows and Moustache, Wink, Smile with White Teeth Pattern",Happy,,Yellow,,,,,1,,,,,,,,,,,
,3626bpb0507,"Minifigure, Head Male Thick Brown Eyebrows with Scar, Open Mouth with Missing Tooth, White Pupils Pattern",Happy,,Yellow,,,,,1,,,,,,,,,,,
,3626cpb0507,"Minifigure, Head Male Thick Brown Eyebrows with Scar, Open Mouth with Missing Tooth, White Pupils Pattern",Happy,,Yellow,,,,,1,,,,,,,,,,,
,3626bpb0696,"Minifigure, Head Male Thick Brown Eyebrows, Cheek Lines and Open Mouth Smile Pattern",Happy,,Yellow,,,,,1,,,,,,,,,,,
,3626cpb0696,"Minifigure, Head Male Thick Brown Eyebrows, Cheek Lines and Open Mouth Smile Pattern",Happy,,Yellow,,,,,1,,,,,,,,,,,
,3626bpb0610,"Minifigure, Head Male Thick Eyebrows, Thin Black Moustache, Cheek Dimples, and Sinister Happy Pattern",Happy,,Yellow,,,,,1,,,,,,,,,,,
,3626cpb0610,"Minifigure, Head Male Thick Eyebrows, Thin Black Moustache, Cheek Dimples, and Sinister Happy Pattern",Happy,,Yellow,,,,,1,,,,,,,,,,,
,3626bpb0798,"Minifigure, Head Male White and Gray Bushy Eyebrows, Open Mouth Smile Pattern",Happy,,Yellow,,,,,1,,,,,,,,,,,
,3626cpb0798,"Minifigure, Head Male White and Gray Bushy Eyebrows, Open Mouth Smile Pattern",Happy,,Yellow,,,,,1,,,,,,,,,,,
,3626bpb0465,"Minifigure, Head Moustache Black Thick, Happy with Teeth, White Pupils Pattern",Happy,,Yellow,,,,,1,,,,,,,,,,,
,3626cpb0465,"Minifigure, Head Moustache Black Thick, Happy with Teeth, White Pupils Pattern",Happy,,Yellow,,,,,1,,,,,,,,,,,
,3626cpb2054,"Minifigure, Head Moustache Black, Black Eyebrows, Brown Cheek Lines, Smile, White Pupils Pattern",Happy,,Yellow,,,,,1,,,,,,,,,,,
,3626cpb1056,"Minifigure, Head Moustache Curly Long Thick, Open Mouth, Scared Pattern",Happy,,Yellow,,,,,1,,,,,,,,,,,
,3626bpb0174,"Minifigure, Head Moustache Curly Long Thick, White Happy, Raised Eyebrows Pattern",Happy,,Yellow,,,,,1,,,,,,,,,,,
,3626bpb0461,"Minifigure, Head Moustache Curly Long, Open Mouth Happy, White Pupils Pattern",Happy,,Yellow,,,,,1,,,,,,,,,,,
,3626cpb1188,"Minifigure, Head Moustache Dark Tan Thin, Goatee, Wide Smile with Teeth Pattern",Happy,,Yellow,,,,,1,,,,,,,,,,,
,3626bpb0308,"Minifigure, Head Moustache Open Mouth, Goatee, V Brow Eyes Pattern",Happy,,Yellow,,,,,1,,,,,,,,,,,
,3626bpb0165,"Minifigure, Head Moustache Open Mouth, Goatee, V Brow Eyes, Black Hair, Stubble Pattern",Happy,,Yellow,,,,,1,,,,,,,,,,,
,3626cpb1074,"Minifigure, Head Sideburns and Open Mouth Smile with Teeth and Tongue Pattern",Happy,,Yellow,,,,,1,,,,,,,,,,,
,3626bpx168,"Minifigure, Head Dual Sided HP Harry / Goyle Pattern",Neutral,Angry,Yellow,,,1,,,,,,,,,,,,,
,3626bpb0926,"Minifigure, Head Black Eyebrows, Cheek Lines, White Pupils Pattern",Neutral,,Yellow,,,,1,1,,,,,,,,,,,
,3626bpx45,"Minifigure, Head Brown Eyebrows and Freckles Pattern",Neutral,,Yellow,,,1,,,,,,,,,,,,,
,3626bpx94,"Minifigure, Head Glasses with Lightning Bolt on Forehead Pattern (HP Harry)",Neutral,,Yellow,,,1,,,,,,,,,,,,,
,3626cpb1440,"Minifigure, Head Rosy Cheeks, Open Mouth, Black Eyebrows Pattern (Caroler)",Neutral,,Yellow,Yawning,,1,,,,,,,,,,,,,
,3626cpb2744,"Minifigure, Head Dual Sided Black and Dark Red Forehead Makeup, Black Spots and Chin, Happy / Fierce with Fangs Pattern",Neutral,Angry,Yellow,,, ,1, ,,,,,,,,,,,
,3626bpb0191,"Minifigure, Head Glasses with Blue Sunglasses, Grim Face with Cheek Lines Pattern",Neutral,,Yellow,Sunglasses,, ,,1,,,,,,,,,,,
,3626cpb0445,"Minifigure, Head Dual Sided Red Scars, Scowl / Determined Pattern",Neutral,Angry,Yellow,,,,1,,,,,,,,,,,,
,3626bpx58,"Minifigure, Head Face Paint with Red and Blue Painted Lines, Eyebrows, Pupils, Nose Pattern",Neutral,,Yellow,"Facepaint, broad nose",,,1,, ,,,,,,,,,,
,3626cpb1933,"Minifigure, Head Glasses with Silver Sunglasses, Black Eyebrows Wavy, Thin Happy Pattern",Neutral,,Yellow,,,,1,,,,,,,,,,,,
