item_number,description,category,item_link
gb003,Dr. Raymond (Ray) Stantz - with Proton Pack (idea005),LEGO Ideas (CUUSOO),https://bricklink.com/v2/catalog/catalogitem.page?M=gb003
gb004i,Dr. Winston Zeddemore - No Proton Pack (idea006i),LEGO Ideas (CUUSOO),https://bricklink.com/v2/catalog/catalogitem.page?M=gb004i
gb004,Dr. Winston Zeddemore - with Proton Pack (idea006),LEGO Ideas (CUUSOO),https://bricklink.com/v2/catalog/catalogitem.page?M=gb004
idea091,Eeyore,LEGO Ideas (CUUSOO),https://bricklink.com/v2/catalog/catalogitem.page?M=idea091
idea090,Eeyore with Bow,LEGO Ideas (CUUSOO),https://bricklink.com/v2/catalog/catalogitem.page?M=idea090
idea095,Elaine Marie Benes,LEGO Ideas (CUUSOO),https://bricklink.com/v2/catalog/catalogitem.page?M=idea095
idea074,Elmo,LEGO Ideas (CUUSOO),https://bricklink.com/v2/catalog/catalogitem.page?M=idea074
idea075,Ernie,LEGO Ideas (CUUSOO),https://bricklink.com/v2/catalog/catalogitem.page?M=idea075
idea031,Fisherman,LEGO Ideas (CUUSOO),https://bricklink.com/v2/catalog/catalogitem.page?M=idea031
idea030,Fisherwoman,LEGO Ideas (CUUSOO),https://bricklink.com/v2/catalog/catalogitem.page?M=idea030
idea044,Fred Flintstone,LEGO Ideas (CUUSOO),https://bricklink.com/v2/catalog/catalogitem.page?M=idea044
idea092,George Louis Costanza,LEGO Ideas (CUUSOO),https://bricklink.com/v2/catalog/catalogitem.page?M=idea092
idea054,"Girl, Freckles, Dark Tan Vest Over Dark Azure Shirt, Dark Blue Cap",LEGO Ideas (CUUSOO),https://bricklink.com/v2/catalog/catalogitem.page?M=idea054
idea041,Grandmother,LEGO Ideas (CUUSOO),https://bricklink.com/v2/catalog/catalogitem.page?M=idea041
idea062,Gunther,LEGO Ideas (CUUSOO),https://bricklink.com/v2/catalog/catalogitem.page?M=idea062
idea101,Harry Lime,LEGO Ideas (CUUSOO),https://bricklink.com/v2/catalog/catalogitem.page?M=idea101
idea012,Hayabusa Project Manager - J. Kawaguchi,LEGO Ideas (CUUSOO),https://bricklink.com/v2/catalog/catalogitem.page?M=idea012
idea016,Howard Wolowitz,LEGO Ideas (CUUSOO),https://bricklink.com/v2/catalog/catalogitem.page?M=idea016
idea083,"Huntress, Green Tunic",LEGO Ideas (CUUSOO),https://bricklink.com/v2/catalog/catalogitem.page?M=idea083
idea071,Jack 'Dark Shark' Doubloons,LEGO Ideas (CUUSOO),https://bricklink.com/v2/catalog/catalogitem.page?M=idea071
90398pb039,Jack Statuette / Trophy,LEGO Ideas (CUUSOO),https://bricklink.com/v2/catalog/catalogitem.page?M=90398pb039
idea096,Jerry Seinfeld,LEGO Ideas (CUUSOO),https://bricklink.com/v2/catalog/catalogitem.page?M=idea096
idea060,Joey Tribbiani,LEGO Ideas (CUUSOO),https://bricklink.com/v2/catalog/catalogitem.page?M=idea060
idea100,Kate McCallister,LEGO Ideas (CUUSOO),https://bricklink.com/v2/catalog/catalogitem.page?M=idea100
idea099,Kevin McCallister,LEGO Ideas (CUUSOO),https://bricklink.com/v2/catalog/catalogitem.page?M=idea099
idea067,Lady Anchor,LEGO Ideas (CUUSOO),https://bricklink.com/v2/catalog/catalogitem.page?M=idea067
idea064,LEGO Sapiens,LEGO Ideas (CUUSOO),https://bricklink.com/v2/catalog/catalogitem.page?M=idea064
idea014,Leonard Hofstadter,LEGO Ideas (CUUSOO),https://bricklink.com/v2/catalog/catalogitem.page?M=idea014
idea045,Little Red Riding Hood,LEGO Ideas (CUUSOO),https://bricklink.com/v2/catalog/catalogitem.page?M=idea045
idea034,Mae Jemison,LEGO Ideas (CUUSOO),https://bricklink.com/v2/catalog/catalogitem.page?M=idea034
idea080,"Man, Dark Azure Letter Jacket, Black Legs, Black Hair",LEGO Ideas (CUUSOO),https://bricklink.com/v2/catalog/catalogitem.page?M=idea080
idea035,Margaret Hamilton,LEGO Ideas (CUUSOO),https://bricklink.com/v2/catalog/catalogitem.page?M=idea035
idea001,Marty McFly,LEGO Ideas (CUUSOO),https://bricklink.com/v2/catalog/catalogitem.page?M=idea001
idea102,Marvin 'Marv' Murchins,LEGO Ideas (CUUSOO),https://bricklink.com/v2/catalog/catalogitem.page?M=idea102
idea049,"Mickey Mouse - Grayscale, Steamboat Willie",LEGO Ideas (CUUSOO),https://bricklink.com/v2/catalog/catalogitem.page?M=idea049
idea050,"Minnie Mouse - Grayscale, Steamboat Willie",LEGO Ideas (CUUSOO),https://bricklink.com/v2/catalog/catalogitem.page?M=idea050
idea053,"Mom, Freckles, Medium Nougat Jacket, Dark Brown Hair Swept Left Tousled",LEGO Ideas (CUUSOO),https://bricklink.com/v2/catalog/catalogitem.page?M=idea053
idea057,Monica Geller,LEGO Ideas (CUUSOO),https://bricklink.com/v2/catalog/catalogitem.page?M=idea057
idea036,Nancy G. Roman,LEGO Ideas (CUUSOO),https://bricklink.com/v2/catalog/catalogitem.page?M=idea036
idea093,Newman,LEGO Ideas (CUUSOO),https://bricklink.com/v2/catalog/catalogitem.page?M=idea093
idea103,Old Man Marley,LEGO Ideas (CUUSOO),https://bricklink.com/v2/catalog/catalogitem.page?M=idea103
idea078,Oscar the Grouch,LEGO Ideas (CUUSOO),https://bricklink.com/v2/catalog/catalogitem.page?M=idea078
idea079,Oscar the Grouch (without Trash Can),LEGO Ideas (CUUSOO),https://bricklink.com/v2/catalog/catalogitem.page?M=idea079
idea063,Paleontologist,LEGO Ideas (CUUSOO),https://bricklink.com/v2/catalog/catalogitem.page?M=idea063
idea015,Penny,LEGO Ideas (CUUSOO),https://bricklink.com/v2/catalog/catalogitem.page?M=idea015
idea061,Phoebe Buffay,LEGO Ideas (CUUSOO),https://bricklink.com/v2/catalog/catalogitem.page?M=idea061
idea088,Piglet,LEGO Ideas (CUUSOO),https://bricklink.com/v2/catalog/catalogitem.page?M=idea088
idea069,Port,LEGO Ideas (CUUSOO),https://bricklink.com/v2/catalog/catalogitem.page?M=idea069
idea066,Quartermaster Riggings,LEGO Ideas (CUUSOO),https://bricklink.com/v2/catalog/catalogitem.page?M=idea066
idea038,Quorra,LEGO Ideas (CUUSOO),https://bricklink.com/v2/catalog/catalogitem.page?M=idea038
idea089,Rabbit,LEGO Ideas (CUUSOO),https://bricklink.com/v2/catalog/catalogitem.page?M=idea089
idea059,Rachel Green,LEGO Ideas (CUUSOO),https://bricklink.com/v2/catalog/catalogitem.page?M=idea059
idea017,Raj Koothrappali,LEGO Ideas (CUUSOO),https://bricklink.com/v2/catalog/catalogitem.page?M=idea017
idea009,"Research Scientist Female, Magenta Scarf",LEGO Ideas (CUUSOO),https://bricklink.com/v2/catalog/catalogitem.page?M=idea009
idea010,"Research Scientist Female, Medium Blue Top",LEGO Ideas (CUUSOO),https://bricklink.com/v2/catalog/catalogitem.page?M=idea010
idea011,"Research Scientist Female, White Lab Coat",LEGO Ideas (CUUSOO),https://bricklink.com/v2/catalog/catalogitem.page?M=idea011
idea040,Rinzler,LEGO Ideas (CUUSOO),https://bricklink.com/v2/catalog/catalogitem.page?M=idea040
idea070,Robin Loot,LEGO Ideas (CUUSOO),https://bricklink.com/v2/catalog/catalogitem.page?M=idea070
idea056,Ross Geller,LEGO Ideas (CUUSOO),https://bricklink.com/v2/catalog/catalogitem.page?M=idea056
idea098,"Sailor - Female with Life Jacket, White Legs",LEGO Ideas (CUUSOO),https://bricklink.com/v2/catalog/catalogitem.page?M=idea098
idea097,"Sailor - Male with Life Jacket, Dark Blue Legs",LEGO Ideas (CUUSOO),https://bricklink.com/v2/catalog/catalogitem.page?M=idea097
idea037,Sally Ride,LEGO Ideas (CUUSOO),https://bricklink.com/v2/catalog/catalogitem.page?M=idea037
idea039,Sam Flynn,LEGO Ideas (CUUSOO),https://bricklink.com/v2/catalog/catalogitem.page?M=idea039
idea013,Sheldon Cooper,LEGO Ideas (CUUSOO),https://bricklink.com/v2/catalog/catalogitem.page?M=idea013
gen141,Skeleton with One Leg and Imperial Guard Hat,LEGO Ideas (CUUSOO),https://bricklink.com/v2/catalog/catalogitem.page?M=gen141
idea104,Sonic the Hedgehog,LEGO Ideas (CUUSOO),https://bricklink.com/v2/catalog/catalogitem.page?M=idea104
idea068,Starboard,LEGO Ideas (CUUSOO),https://bricklink.com/v2/catalog/catalogitem.page?M=idea068
idea072,Tattooga,LEGO Ideas (CUUSOO),https://bricklink.com/v2/catalog/catalogitem.page?M=idea072
idea027,The Beatles - George,LEGO Ideas (CUUSOO),https://bricklink.com/v2/catalog/catalogitem.page?M=idea027
idea029,The Beatles - Jeremy,LEGO Ideas (CUUSOO),https://bricklink.com/v2/catalog/catalogitem.page?M=idea029
idea025,The Beatles - John,LEGO Ideas (CUUSOO),https://bricklink.com/v2/catalog/catalogitem.page?M=idea025
idea026,The Beatles - Paul,LEGO Ideas (CUUSOO),https://bricklink.com/v2/catalog/catalogitem.page?M=idea026
idea028,The Beatles - Ringo,LEGO Ideas (CUUSOO),https://bricklink.com/v2/catalog/catalogitem.page?M=idea028
idea020,The Eleventh Doctor,LEGO Ideas (CUUSOO),https://bricklink.com/v2/catalog/catalogitem.page?M=idea020
idea043,The Giant,LEGO Ideas (CUUSOO),https://bricklink.com/v2/catalog/catalogitem.page?M=idea043
idea021,"The Twelfth Doctor, Purple Coat",LEGO Ideas (CUUSOO),https://bricklink.com/v2/catalog/catalogitem.page?M=idea021
idea042,The Wolf,LEGO Ideas (CUUSOO),https://bricklink.com/v2/catalog/catalogitem.page?M=idea042
idea087,Tigger,LEGO Ideas (CUUSOO),https://bricklink.com/v2/catalog/catalogitem.page?M=idea087
idea023,Weeping Angel,LEGO Ideas (CUUSOO),https://bricklink.com/v2/catalog/catalogitem.page?M=idea023
idea046,Wilma Flintstone,LEGO Ideas (CUUSOO),https://bricklink.com/v2/catalog/catalogitem.page?M=idea046
idea086,Winnie the Pooh,LEGO Ideas (CUUSOO),https://bricklink.com/v2/catalog/catalogitem.page?M=idea086
idea081,"Woman, Black Leather Jacket, Medium Lavender Legs, Bright Light Yellow Hair",LEGO Ideas (CUUSOO),https://bricklink.com/v2/catalog/catalogitem.page?M=idea081
old040,"Legoland - Black Torso, Black Legs, Black Cowboy Hat",Legoland,https://bricklink.com/v2/catalog/catalogitem.page?M=old040
old011,"Legoland - Black Torso, Black Legs, Black Hat",Legoland,https://bricklink.com/v2/catalog/catalogitem.page?M=old011
old032,"Legoland - Black Torso, Black Legs, Black Pigtails Hair",Legoland,https://bricklink.com/v2/catalog/catalogitem.page?M=old032
old009,"Legoland - Black Torso, Black Legs, White Hat",Legoland,https://bricklink.com/v2/catalog/catalogitem.page?M=old009
old009a,"Legoland - Black Torso, Black Legs, White Hat, White Belt",Legoland,https://bricklink.com/v2/catalog/catalogitem.page?M=old009a
old037,"Legoland - Black Torso, Black Legs, White Pigtails Hair",Legoland,https://bricklink.com/v2/catalog/catalogitem.page?M=old037
old027,"Legoland - Black Torso, Blue Legs, Black Cowboy Hat",Legoland,https://bricklink.com/v2/catalog/catalogitem.page?M=old027
old050,"Legoland - Black Torso, White Legs, Red Pigtails Hair",Legoland,https://bricklink.com/v2/catalog/catalogitem.page?M=old050
old030,"Legoland - Blue Torso, Black Legs, Black Cowboy Hat",Legoland,https://bricklink.com/v2/catalog/catalogitem.page?M=old030
old010,"Legoland - Blue Torso, Black Legs, Red Hat",Legoland,https://bricklink.com/v2/catalog/catalogitem.page?M=old010
old029,"Legoland - Blue Torso, Black Legs, White Cowboy Hat",Legoland,https://bricklink.com/v2/catalog/catalogitem.page?M=old029
old028,"Legoland - Blue Torso, Blue Legs, Black Cowboy Hat",Legoland,https://bricklink.com/v2/catalog/catalogitem.page?M=old028
old035,"Legoland - Blue Torso, Blue Legs, Black Hat",Legoland,https://bricklink.com/v2/catalog/catalogitem.page?M=old035
old042,"Legoland - Blue Torso, Blue Legs, Blue Cowboy Hat",Legoland,https://bricklink.com/v2/catalog/catalogitem.page?M=old042
old007,"Legoland - Blue Torso, Blue Legs, Blue Hat",Legoland,https://bricklink.com/v2/catalog/catalogitem.page?M=old007
old022,"Legoland - Blue Torso, Blue Legs, Red Pigtails Hair",Legoland,https://bricklink.com/v2/catalog/catalogitem.page?M=old022
old008,"Legoland - Blue Torso, Blue Legs, White Hat",Legoland,https://bricklink.com/v2/catalog/catalogitem.page?M=old008
old008s,"Legoland - Blue Torso, Blue Legs, White Hat, Life Preserver Sticker",Legoland,https://bricklink.com/v2/catalog/catalogitem.page?M=old008s
old013,"Legoland - Blue Torso, Red Legs, Black Hat",Legoland,https://bricklink.com/v2/catalog/catalogitem.page?M=old013
old015,"Legoland - Blue Torso, Red Legs, Red Hat",Legoland,https://bricklink.com/v2/catalog/catalogitem.page?M=old015
old020,"Legoland - Blue Torso, White Legs, Black Pigtails Hair",Legoland,https://bricklink.com/v2/catalog/catalogitem.page?M=old020
old041,"Legoland - Blue Torso, Yellow Legs, Red Cowboy Hat",Legoland,https://bricklink.com/v2/catalog/catalogitem.page?M=old041
old023,"Legoland - Blue Torso, Yellow Legs, Red Hat",Legoland,https://bricklink.com/v2/catalog/catalogitem.page?M=old023
old004,"Legoland - Red Torso, Black Legs, Black Hat",Legoland,https://bricklink.com/v2/catalog/catalogitem.page?M=old004
old014,"Legoland - Red Torso, Blue Legs, Black Hat",Legoland,https://bricklink.com/v2/catalog/catalogitem.page?M=old014
old034,"Legoland - Red Torso, Blue Legs, Black Pigtails Hair",Legoland,https://bricklink.com/v2/catalog/catalogitem.page?M=old034
old051,"Legoland - Red Torso, Blue Legs, Blue Cowboy Hat",Legoland,https://bricklink.com/v2/catalog/catalogitem.page?M=old051
old033,"Legoland - Red Torso, Blue Legs, Blue Hat",Legoland,https://bricklink.com/v2/catalog/catalogitem.page?M=old033
old019,"Legoland - Red Torso, Blue Legs, Red Hat",Legoland,https://bricklink.com/v2/catalog/catalogitem.page?M=old019
old043,"Legoland - Red Torso, Blue Legs, White Cowboy Hat",Legoland,https://bricklink.com/v2/catalog/catalogitem.page?M=old043
old012,"Legoland - Red Torso, Red Legs, Black Hat",Legoland,https://bricklink.com/v2/catalog/catalogitem.page?M=old012
old001,"Legoland - Red Torso, Red Legs, Black Pigtails Hair",Legoland,https://bricklink.com/v2/catalog/catalogitem.page?M=old001
old031,"Legoland - Red Torso, Red Legs, Blue Hat",Legoland,https://bricklink.com/v2/catalog/catalogitem.page?M=old031
old025,"Legoland - Red Torso, Red Legs, Red Hat",Legoland,https://bricklink.com/v2/catalog/catalogitem.page?M=old025
old003,"Legoland - Red Torso, Red Legs, White Cowboy Hat",Legoland,https://bricklink.com/v2/catalog/catalogitem.page?M=old003
old002,"Legoland - Red Torso, Red Legs, White Hat",Legoland,https://bricklink.com/v2/catalog/catalogitem.page?M=old002
old024,"Legoland - White Torso, Black Legs, Black Hat",Legoland,https://bricklink.com/v2/catalog/catalogitem.page?M=old024
old049,"Legoland - White Torso, Black Legs, Red Hat",Legoland,https://bricklink.com/v2/catalog/catalogitem.page?M=old049
old036,"Legoland - White Torso, Black Legs, Red Pigtails Hair",Legoland,https://bricklink.com/v2/catalog/catalogitem.page?M=old036
old048,"Legoland - White Torso, Black Legs, White Hat",Legoland,https://bricklink.com/v2/catalog/catalogitem.page?M=old048
old005,"Legoland - White Torso, Blue Legs, Black Hat",Legoland,https://bricklink.com/v2/catalog/catalogitem.page?M=old005
old044,"Legoland - White Torso, Red Legs, Black Cowboy Hat",Legoland,https://bricklink.com/v2/catalog/catalogitem.page?M=old044
old026,"Legoland - White Torso, Red Legs, Black Pigtails Hair",Legoland,https://bricklink.com/v2/catalog/catalogitem.page?M=old026
old016,"Legoland - White Torso, Red Legs, Red Hat",Legoland,https://bricklink.com/v2/catalog/catalogitem.page?M=old016
old016s,"Legoland - White Torso, Red Legs, Red Hat, Shell Logo Sticker",Legoland,https://bricklink.com/v2/catalog/catalogitem.page?M=old016s
old021,"Legoland - White Torso, White Legs, Black Pigtails Hair",Legoland,https://bricklink.com/v2/catalog/catalogitem.page?M=old021
old046s,"Legoland - White Torso, White Legs, Black Pigtails Hair, Red Cross Sticker",Legoland,https://bricklink.com/v2/catalog/catalogitem.page?M=old046s
old006,"Legoland - White Torso, White Legs, White Hat",Legoland,https://bricklink.com/v2/catalog/catalogitem.page?M=old006
old047s,"Legoland - White Torso, White Legs, White Hat, Red Cross Sticker",Legoland,https://bricklink.com/v2/catalog/catalogitem.page?M=old047s
old038,"Legoland - White Torso, Yellow Legs, Red Pigtails Hair",Legoland,https://bricklink.com/v2/catalog/catalogitem.page?M=old038
old045,Statue - Legoland with Top Hat,Legoland,https://bricklink.com/v2/catalog/catalogitem.page?M=old045
LLP024,"Child, Halter Top with Green Apples and Lime Spots, Dark Azure Short Legs",Legoland Parks,https://bricklink.com/v2/catalog/catalogitem.page?M=LLP024
LLP017,"LEGOLAND Park Boy with Black Hair, Green Ninjago Hoodie, Sand Blue Short Legs",Legoland Parks,https://bricklink.com/v2/catalog/catalogitem.page?M=LLP017
LLP023,"LEGOLAND Park Boy with Dark Brown Hair, Lime Sleeveless Hoodie, Dark Green Short Legs",Legoland Parks,https://bricklink.com/v2/catalog/catalogitem.page?M=LLP023
LLP007,"LEGOLAND Park Boy with Reddish Brown Hair, Hoodie with Zipper over Lime and Green Striped Shirt and Green Legs",Legoland Parks,https://bricklink.com/v2/catalog/catalogitem.page?M=LLP007
LLP025,"LEGOLAND Park Boy with Reddish Brown Hair, Medium Azure Sleeveless Jellyfish Shirt, Dark Turquoise Short Legs",Legoland Parks,https://bricklink.com/v2/catalog/catalogitem.page?M=LLP025
LLP029,"LEGOLAND Park Boy with Reddish Brown Hair, White and Green Spaceman Shirt, Black Short Legs",Legoland Parks,https://bricklink.com/v2/catalog/catalogitem.page?M=LLP029
LLP008,"LEGOLAND Park Boy with Tan Hair, Shirt with Red Collar and Shoulders, Spaceship Orbiting Classic Space Helmet Pattern and Short Blue Legs",Legoland Parks,https://bricklink.com/v2/catalog/catalogitem.page?M=LLP008
LLP004,"LEGOLAND Park Boy, Hooded Sweatshirt with Medium Blue Pocket and Drawstring Front, Yellow Hair",Legoland Parks,https://bricklink.com/v2/catalog/catalogitem.page?M=LLP004
LLP031,"LEGOLAND Park Female with Bright Light Yellow Ponytail, Bright Light Blue Shirt, Dark Azure Legs",Legoland Parks,https://bricklink.com/v2/catalog/catalogitem.page?M=LLP031
LLP012,"LEGOLAND Park Female with Dark Brown Ponytail, Bright Pink Shirt, Medium Azure Legs",Legoland Parks,https://bricklink.com/v2/catalog/catalogitem.page?M=LLP012
LLP027,"LEGOLAND Park Female with Dark Orange Hair, Bright Pink Striped Shirt, White Legs",Legoland Parks,https://bricklink.com/v2/catalog/catalogitem.page?M=LLP027
LLP013,"LEGOLAND Park Female with Dark Orange Short Hair, Medium Lavender Shirt, Black Legs",Legoland Parks,https://bricklink.com/v2/catalog/catalogitem.page?M=LLP013
LLP020,"LEGOLAND Park Female with Reddish Brown Mid-Length Hair, Dark Purple Tracksuit, Lime Legs",Legoland Parks,https://bricklink.com/v2/catalog/catalogitem.page?M=LLP020
LLP021,"LEGOLAND Park Female with Reddish Brown Ponytail, Bright Pink Shirt, White Legs",Legoland Parks,https://bricklink.com/v2/catalog/catalogitem.page?M=LLP021
LLP005,"LEGOLAND Park Female, Dark Purple Blouse with Gold Sash and Flowers, Dark Brown Hair",Legoland Parks,https://bricklink.com/v2/catalog/catalogitem.page?M=LLP005
LLP001,"LEGOLAND Park Female, I Brick LEGOLAND Top",Legoland Parks,https://bricklink.com/v2/catalog/catalogitem.page?M=LLP001
LLP009,"LEGOLAND Park Girl with Black Bob Cut Hair, Bright Light Blue Hooded Sweatshirt Open with Purple Shirt with Silver Star Pattern and White Short Legs",Legoland Parks,https://bricklink.com/v2/catalog/catalogitem.page?M=LLP009
LLP018,"LEGOLAND Park Girl with Black Two Pigtails Hair, White Sweater with Red Horizontal Stripes, Blue Short Legs",Legoland Parks,https://bricklink.com/v2/catalog/catalogitem.page?M=LLP018
LLP010,"LEGOLAND Park Girl with Medium Nougat Ponytail, Bright Pink Striped Cat Shirt and Medium Lavender Legs",Legoland Parks,https://bricklink.com/v2/catalog/catalogitem.page?M=LLP010
LLP014,"LEGOLAND Park Male with Black Hair, Lime Sleeveless Hoodie, Dark Green Legs",Legoland Parks,https://bricklink.com/v2/catalog/catalogitem.page?M=LLP014
LLP015,"LEGOLAND Park Male with Dark Brown Hair, Medium Nougat Torso Argyle Sweater, Tan Legs",Legoland Parks,https://bricklink.com/v2/catalog/catalogitem.page?M=LLP015
LLP028,"LEGOLAND Park Male, Black Hair, Bare Chest, Blue Swimsuit",Legoland Parks,https://bricklink.com/v2/catalog/catalogitem.page?M=LLP028
LLP003a,"LEGOLAND Park Male, Dark Blue Plaid Button Shirt Pattern, Dark Tan Hair with Slight Widow's Peak, Goatee",Legoland Parks,https://bricklink.com/v2/catalog/catalogitem.page?M=LLP003a
LLP003,"LEGOLAND Park Male, Dark Blue Plaid Button Shirt Pattern, Dark Tan Short Tousled Hair, Goatee",Legoland Parks,https://bricklink.com/v2/catalog/catalogitem.page?M=LLP003
LLP006,"LEGOLAND Park Male, I Brick LEGOLAND Top",Legoland Parks,https://bricklink.com/v2/catalog/catalogitem.page?M=LLP006
LLP022,"LEGOLAND Park Police Officer with Shirt with Dark Blue Tie and Gold Badge, Dark Tan Belt with Radio, Dark Blue Legs, Red Cap, Lopsided Smile",Legoland Parks,https://bricklink.com/v2/catalog/catalogitem.page?M=LLP022
LLP002,"LEGOLAND Park Train Conductor, Pinstripe Vest, Red Tie and Pocket Watch Pattern",Legoland Parks,https://bricklink.com/v2/catalog/catalogitem.page?M=LLP002
LLP011,"LEGOLAND Park Worker Female with Dark Blue Hat and Dark Orange Ponytail, Red Polo Shirt with 'LEGOLAND' on Back and Dark Blue Legs",Legoland Parks,https://bricklink.com/v2/catalog/catalogitem.page?M=LLP011
LLP030,"LEGOLAND Park Worker Male with Dark Blue Hat, Red Polo Shirt with 'LEGOLAND' on Back and Dark Blue Legs",Legoland Parks,https://bricklink.com/v2/catalog/catalogitem.page?M=LLP030
LLP016,"LEGOLAND Park Worker Male with Glasses, Dark Blue Hat, Red Polo Shirt with 'LEGOLAND' on Back and Dark Blue Legs",Legoland Parks,https://bricklink.com/v2/catalog/catalogitem.page?M=LLP016
LLP019,"LEGOLAND Park Worker Male, Smiling, Dark Blue Hat, Red Polo Shirt with 'LEGOLAND' on Back and Dark Blue Legs",Legoland Parks,https://bricklink.com/v2/catalog/catalogitem.page?M=LLP019
LLP026,"LEGOLAND Park Worker Older Female, Glasses, White Hair, Red Polo Shirt with 'LEGOLAND' on Back and Dark Blue Legs",Legoland Parks,https://bricklink.com/v2/catalog/catalogitem.page?M=LLP026
mba004,MBA Level Four Kit 10 Minifigure,Master Builder Academy,https://bricklink.com/v2/catalog/catalogitem.page?M=mba004
mba005,MBA Level Four Kit 11 Minifigure,Master Builder Academy,https://bricklink.com/v2/catalog/catalogitem.page?M=mba005
mba006,MBA Level Four Kit 12 Minifigure,Master Builder Academy,https://bricklink.com/v2/catalog/catalogitem.page?M=mba006
mba001,MBA Level One Minifigure,Master Builder Academy,https://bricklink.com/v2/catalog/catalogitem.page?M=mba001
mba003,MBA Level Three Minifigure with Backpack Assembly,Master Builder Academy,https://bricklink.com/v2/catalog/catalogitem.page?M=mba003
mba002,MBA Level Two Minifigure,Master Builder Academy,https://bricklink.com/v2/catalog/catalogitem.page?M=mba002
min017,Alex,Minecraft,https://bricklink.com/v2/catalog/catalogitem.page?M=min017
min089,"Alex - Bright Green Helmet, Medium Lavender Legs",Minecraft,https://bricklink.com/v2/catalog/catalogitem.page?M=min089
min045,Alex - Flat Silver Armor,Minecraft,https://bricklink.com/v2/catalog/catalogitem.page?M=min045
min059,Alex - Flat Silver Armor and Legs,Minecraft,https://bricklink.com/v2/catalog/catalogitem.page?M=min059
min026,Alex - Flat Silver Legs,Minecraft,https://bricklink.com/v2/catalog/catalogitem.page?M=min026
min070,Alex - Medium Azure Armor,Minecraft,https://bricklink.com/v2/catalog/catalogitem.page?M=min070
min019,Alex - Medium Azure Helmet,Minecraft,https://bricklink.com/v2/catalog/catalogitem.page?M=min019
min051,Alex - Medium Azure Helmet and Armor,Minecraft,https://bricklink.com/v2/catalog/catalogitem.page?M=min051
min062,"Alex - Medium Azure Helmet, Dark Orange Legs",Minecraft,https://bricklink.com/v2/catalog/catalogitem.page?M=min062
min055,Alex - Medium Lavender Helmet and Armor,Minecraft,https://bricklink.com/v2/catalog/catalogitem.page?M=min055
min047,Alex - Pearl Gold Legs,Minecraft,https://bricklink.com/v2/catalog/catalogitem.page?M=min047
min101,Archaeologist,Minecraft,https://bricklink.com/v2/catalog/catalogitem.page?M=min101
min057,Baby Zombie,Minecraft,https://bricklink.com/v2/catalog/catalogitem.page?M=min057
min058,Baby Zombie Pigman,Minecraft,https://bricklink.com/v2/catalog/catalogitem.page?M=min058
min091,Beekeeper,Minecraft,https://bricklink.com/v2/catalog/catalogitem.page?M=min091
min072,Blacksmith,Minecraft,https://bricklink.com/v2/catalog/catalogitem.page?M=min072
min022,Blaze,Minecraft,https://bricklink.com/v2/catalog/catalogitem.page?M=min022
min071,Blaze - Cone Stand,Minecraft,https://bricklink.com/v2/catalog/catalogitem.page?M=min071
min052,Charged Creeper,Minecraft,https://bricklink.com/v2/catalog/catalogitem.page?M=min052
min012,Creeper,Minecraft,https://bricklink.com/v2/catalog/catalogitem.page?M=min012
min109,Diver,Minecraft,https://bricklink.com/v2/catalog/catalogitem.page?M=min109
min067,Dragon Slayer,Minecraft,https://bricklink.com/v2/catalog/catalogitem.page?M=min067
min088,Drowned Zombie,Minecraft,https://bricklink.com/v2/catalog/catalogitem.page?M=min088
min100,Enchanted Creeper,Minecraft,https://bricklink.com/v2/catalog/catalogitem.page?M=min100
min014,Enderman,Minecraft,https://bricklink.com/v2/catalog/catalogitem.page?M=min014
min027,Enderman - Bright Green and Reddish Brown Box,Minecraft,https://bricklink.com/v2/catalog/catalogitem.page?M=min027
min066,Enderman - Dark Tan and Tan Box,Minecraft,https://bricklink.com/v2/catalog/catalogitem.page?M=min066
min049,Enderman - Green and Reddish Brown Box,Minecraft,https://bricklink.com/v2/catalog/catalogitem.page?M=min049
min024,Enderman - Light Bluish Gray Box,Minecraft,https://bricklink.com/v2/catalog/catalogitem.page?M=min024
min108,Exploding Creeper,Minecraft,https://bricklink.com/v2/catalog/catalogitem.page?M=min108
min103,Explorer,Minecraft,https://bricklink.com/v2/catalog/catalogitem.page?M=min103
min099,Farmhand,Minecraft,https://bricklink.com/v2/catalog/catalogitem.page?M=min099
min110,Fox Skin,Minecraft,https://bricklink.com/v2/catalog/catalogitem.page?M=min110
min083,Hal,Minecraft,https://bricklink.com/v2/catalog/catalogitem.page?M=min083
min084,Hedwig / Adriene,Minecraft,https://bricklink.com/v2/catalog/catalogitem.page?M=min084
min085,Hex,Minecraft,https://bricklink.com/v2/catalog/catalogitem.page?M=min085
min095,Huntress,Minecraft,https://bricklink.com/v2/catalog/catalogitem.page?M=min095
min073,Husk,Minecraft,https://bricklink.com/v2/catalog/catalogitem.page?M=min073
min079,"Illager (Pillager) - Black Legs, Neck Bracket and Tile with Clip",Minecraft,https://bricklink.com/v2/catalog/catalogitem.page?M=min079
min078,Illager - Dark Blue Legs,Minecraft,https://bricklink.com/v2/catalog/catalogitem.page?M=min078
min105,"Iron Golem - Brick and Pin Arm Attachments, Black Feet",Minecraft,https://bricklink.com/v2/catalog/catalogitem.page?M=min105
min082,"Iron Golem - Brick and Pin Arm Attachments, Dark Bluish Gray Feet",Minecraft,https://bricklink.com/v2/catalog/catalogitem.page?M=min082
