image,item_number,color_code,description,color,emotion,link,release_year
NA,3626bpb0659,3,"Minifigure, Head Dual Sided Black Eyebrows, Yawning / Asleep Pattern",Yellow,happy,https://www.bricklink.com/v2/catalog/catalogitem.page?P=3626bpb0659,2012
NA,3626bpb0659,3,"Minifigure, Head Dual Sided Black Eyebrows, Yawning / Asleep Pattern",Yellow,sleepy,https://www.bricklink.com/v2/catalog/catalogitem.page?P=3626bpb0659,2012
NA,3626cpb2753,3,"Minifigure, Head Dual Sided Black Eyebrows, Glasses with Raised Eyebrows / Smile Pattern",Yellow,happy,https://www.bricklink.com/v2/catalog/catalogitem.page?P=3626cpb2753,2021
NA,3626cpb2753,3,"Minifigure, Head Dual Sided Black Eyebrows, Glasses with Raised Eyebrows / Smile Pattern",Yellow,happy,https://www.bricklink.com/v2/catalog/catalogitem.page?P=3626cpb2753,2021
NA,3626cpb2396,3,"Minifigure, Head Dual Sided Thick Black Eyebrows, Black Sunglasses, Smile with Teeth / White Pupils, Closed Mouth Pattern",Yellow,happy,https://www.bricklink.com/v2/catalog/catalogitem.page?P=3626cpb2396,2010
NA,3626cpb2396,3,"Minifigure, Head Dual Sided Thick Black Eyebrows, Black Sunglasses, Smile with Teeth / White Pupils, Closed Mouth Pattern",Yellow,happy,https://www.bricklink.com/v2/catalog/catalogitem.page?P=3626cpb2396,2010
NA,3626cpb1598,3,"Minifigure, Head Black Eyebrows Thick, White Pupils, Happy with Teeth Pattern",Yellow,happy,https://www.bricklink.com/v2/catalog/catalogitem.page?P=3626cpb1598,2016
NA,3626bpb0608,3,"Minifigure, Head Black Eyebrows, Cheek Dimples, White Pupils and Happy Pattern",Yellow,happy,https://www.bricklink.com/v2/catalog/catalogitem.page?P=3626bpb0608,2011
NA,3626cpb2596,3,"Minifigure, Head Black Eyebrows, Chin Dimple and Large Smile Showing Teeth Pattern",Yellow,happy,https://www.bricklink.com/v2/catalog/catalogitem.page?P=3626cpb2596,2020
NA,3626cpb2612,3,"Minifigure, Head Black Eyebrows, Green Glasses Star Shaped, Large Open Mouth Smile with Teeth and Tongue Pattern",Yellow,happy,https://www.bricklink.com/v2/catalog/catalogitem.page?P=3626cpb2612,2020
NA,3626cpb1569,3,"Minifigure, Head Black Eyebrows, White Pupils, Chin Dimple, Open Mouth Smile with Teeth Pattern",Yellow,happy,https://www.bricklink.com/v2/catalog/catalogitem.page?P=3626cpb1569,2016
NA,3626cpb1231,3,"Minifigure, Head Black Eyebrows, White Pupils, Crooked Open Mouth Smile with Teeth Pattern",Yellow,happy,https://www.bricklink.com/v2/catalog/catalogitem.page?P=3626cpb1231,2015
NA,3626bpb0660,3,"Minifigure, Head Black Eyebrows, White Pupils, Dirt Stains, Open Mouth Smile with Teeth Pattern",Yellow,happy,https://www.bricklink.com/v2/catalog/catalogitem.page?P=3626bpb0660,2012
NA,3626bpb0716,3,"Minifigure, Head Black Eyebrows, White Pupils, Open Mouth Smile with Teeth Pattern",Yellow,happy,https://www.bricklink.com/v2/catalog/catalogitem.page?P=3626bpb0716,2012
