"","item_number","description","category","item_link","minifigs_link","color_link","Name"
"460","99240","Minifigure, Hair Female Swept Back into Bun, Hole on Top","Minifigure, Hair","https://bricklink.com/v2/catalog/catalogitem.page?P=99240","https://www.bricklink.com/catalogItemIn.asp?P=99240&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=99240#T=C","Dark Bluish Gray"
"461","99240","Minifigure, Hair Female Swept Back into Bun, Hole on Top","Minifigure, Hair","https://bricklink.com/v2/catalog/catalogitem.page?P=99240","https://www.bricklink.com/catalogItemIn.asp?P=99240&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=99240#T=C","Dark Brown"
"462","99240","Minifigure, Hair Female Swept Back into Bun, Hole on Top","Minifigure, Hair","https://bricklink.com/v2/catalog/catalogitem.page?P=99240","https://www.bricklink.com/catalogItemIn.asp?P=99240&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=99240#T=C","Reddish Brown"
"463","32967","Minifigure, Hair Female Swept Sideways with Ponytail","Minifigure, Hair","https://bricklink.com/v2/catalog/catalogitem.page?P=32967","https://www.bricklink.com/catalogItemIn.asp?P=32967&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=32967#T=C","Black"
"464","3987","Minifigure, Hair Female Tousled Curls, Updo with Center Part","Minifigure, Hair","https://bricklink.com/v2/catalog/catalogitem.page?P=3987","https://www.bricklink.com/catalogItemIn.asp?P=3987&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=3987#T=C","Dark Orange"
"465","27066","Minifigure, Hair Female Updo with Tight Curls and Elaborate Braids","Minifigure, Hair","https://bricklink.com/v2/catalog/catalogitem.page?P=27066","https://www.bricklink.com/catalogItemIn.asp?P=27066&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=27066#T=C","Black"
"466","29634","Minifigure, Hair Female Very Curly, Parted in Middle","Minifigure, Hair","https://bricklink.com/v2/catalog/catalogitem.page?P=29634","https://www.bricklink.com/catalogItemIn.asp?P=29634&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=29634#T=C","Black"
"467","29634","Minifigure, Hair Female Very Curly, Parted in Middle","Minifigure, Hair","https://bricklink.com/v2/catalog/catalogitem.page?P=29634","https://www.bricklink.com/catalogItemIn.asp?P=29634&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=29634#T=C","Dark Orange"
"468","29634","Minifigure, Hair Female Very Curly, Parted in Middle","Minifigure, Hair","https://bricklink.com/v2/catalog/catalogitem.page?P=29634","https://www.bricklink.com/catalogItemIn.asp?P=29634&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=29634#T=C","Dark Pink"
"469","25405","Minifigure, Hair Female Wavy Ponytail with Long Bangs","Minifigure, Hair","https://bricklink.com/v2/catalog/catalogitem.page?P=25405","https://www.bricklink.com/catalogItemIn.asp?P=25405&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=25405#T=C","Flat Silver"
"470","25405pb01","Minifigure, Hair Female Wavy Ponytail with Long Bangs with Silver Band Pattern","Minifigure, Hair","https://bricklink.com/v2/catalog/catalogitem.page?P=25405pb01","https://www.bricklink.com/catalogItemIn.asp?P=25405pb01&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=25405pb01#T=C","Black"
"471","30409","Minifigure, Hair Female with 2 Buns (Princess Leia)","Minifigure, Hair","https://bricklink.com/v2/catalog/catalogitem.page?P=30409","https://www.bricklink.com/catalogItemIn.asp?P=30409&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=30409#T=C","Brown"
"472","30409","Minifigure, Hair Female with 2 Buns (Princess Leia)","Minifigure, Hair","https://bricklink.com/v2/catalog/catalogitem.page?P=30409","https://www.bricklink.com/catalogItemIn.asp?P=30409&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=30409#T=C","Reddish Brown"
"473","92758","Minifigure, Hair Female with 2 Buns, Center Part (Princess Leia 2011)","Minifigure, Hair","https://bricklink.com/v2/catalog/catalogitem.page?P=92758","https://www.bricklink.com/catalogItemIn.asp?P=92758&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=92758#T=C","Dark Brown"
"474","5255","Minifigure, Hair Female with Clipped-up Ponytail, Long Bangs Swept Right","Minifigure, Hair","https://bricklink.com/v2/catalog/catalogitem.page?P=5255","https://www.bricklink.com/catalogItemIn.asp?P=5255&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=5255#T=C","Orange"
"475","5255","Minifigure, Hair Female with Clipped-up Ponytail, Long Bangs Swept Right","Minifigure, Hair","https://bricklink.com/v2/catalog/catalogitem.page?P=5255","https://www.bricklink.com/catalogItemIn.asp?P=5255&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=5255#T=C","White"
"476","13251","Minifigure, Hair Female with Elaborate Knot Bun","Minifigure, Hair","https://bricklink.com/v2/catalog/catalogitem.page?P=13251","https://www.bricklink.com/catalogItemIn.asp?P=13251&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=13251#T=C","Black"
"477","13251","Minifigure, Hair Female with Elaborate Knot Bun","Minifigure, Hair","https://bricklink.com/v2/catalog/catalogitem.page?P=13251","https://www.bricklink.com/catalogItemIn.asp?P=13251&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=13251#T=C","Dark Bluish Gray"
"478","13251","Minifigure, Hair Female with Elaborate Knot Bun","Minifigure, Hair","https://bricklink.com/v2/catalog/catalogitem.page?P=13251","https://www.bricklink.com/catalogItemIn.asp?P=13251&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=13251#T=C","Dark Brown"
"479","13251","Minifigure, Hair Female with Elaborate Knot Bun","Minifigure, Hair","https://bricklink.com/v2/catalog/catalogitem.page?P=13251","https://www.bricklink.com/catalogItemIn.asp?P=13251&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=13251#T=C","Light Bluish Gray"
"480","13251","Minifigure, Hair Female with Elaborate Knot Bun","Minifigure, Hair","https://bricklink.com/v2/catalog/catalogitem.page?P=13251","https://www.bricklink.com/catalogItemIn.asp?P=13251&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=13251#T=C","Medium Nougat"
"481","26048","Minifigure, Hair Female with High Bangs, Large Wavy Curls and Small Bun","Minifigure, Hair","https://bricklink.com/v2/catalog/catalogitem.page?P=26048","https://www.bricklink.com/catalogItemIn.asp?P=26048&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=26048#T=C","Bright Light Yellow"
"482","26048","Minifigure, Hair Female with High Bangs, Large Wavy Curls and Small Bun","Minifigure, Hair","https://bricklink.com/v2/catalog/catalogitem.page?P=26048","https://www.bricklink.com/catalogItemIn.asp?P=26048&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=26048#T=C","Light Bluish Gray"
"483","27186","Minifigure, Hair Female with Large High Bun","Minifigure, Hair","https://bricklink.com/v2/catalog/catalogitem.page?P=27186","https://www.bricklink.com/catalogItemIn.asp?P=27186&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=27186#T=C","Bright Light Yellow"
"484","27186","Minifigure, Hair Female with Large High Bun","Minifigure, Hair","https://bricklink.com/v2/catalog/catalogitem.page?P=27186","https://www.bricklink.com/catalogItemIn.asp?P=27186&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=27186#T=C","Bright Pink"
"485","27186","Minifigure, Hair Female with Large High Bun","Minifigure, Hair","https://bricklink.com/v2/catalog/catalogitem.page?P=27186","https://www.bricklink.com/catalogItemIn.asp?P=27186&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=27186#T=C","Dark Brown"
"486","27186","Minifigure, Hair Female with Large High Bun","Minifigure, Hair","https://bricklink.com/v2/catalog/catalogitem.page?P=27186","https://www.bricklink.com/catalogItemIn.asp?P=27186&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=27186#T=C","Dark Orange"
"487","27186","Minifigure, Hair Female with Large High Bun","Minifigure, Hair","https://bricklink.com/v2/catalog/catalogitem.page?P=27186","https://www.bricklink.com/catalogItemIn.asp?P=27186&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=27186#T=C","Reddish Brown"
"488","93562","Minifigure, Hair Female with Top Knot Bun and Forelock","Minifigure, Hair","https://bricklink.com/v2/catalog/catalogitem.page?P=93562","https://www.bricklink.com/catalogItemIn.asp?P=93562&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=93562#T=C","Black"
"489","93562","Minifigure, Hair Female with Top Knot Bun and Forelock","Minifigure, Hair","https://bricklink.com/v2/catalog/catalogitem.page?P=93562","https://www.bricklink.com/catalogItemIn.asp?P=93562&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=93562#T=C","Bright Light Yellow"
"490","93562","Minifigure, Hair Female with Top Knot Bun and Forelock","Minifigure, Hair","https://bricklink.com/v2/catalog/catalogitem.page?P=93562","https://www.bricklink.com/catalogItemIn.asp?P=93562&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=93562#T=C","Medium Nougat"
"491","93562","Minifigure, Hair Female with Top Knot Bun and Forelock","Minifigure, Hair","https://bricklink.com/v2/catalog/catalogitem.page?P=93562","https://www.bricklink.com/catalogItemIn.asp?P=93562&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=93562#T=C","Orange"
"492","25613","Minifigure, Hair Female with Top Knot Bun and Fringe","Minifigure, Hair","https://bricklink.com/v2/catalog/catalogitem.page?P=25613","https://www.bricklink.com/catalogItemIn.asp?P=25613&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=25613#T=C","Bright Light Yellow"
"493","93217pb01","Minifigure, Hair Female with Top Knot Bun and Red and Pink Flowers Pattern","Minifigure, Hair","https://bricklink.com/v2/catalog/catalogitem.page?P=93217pb01","https://www.bricklink.com/catalogItemIn.asp?P=93217pb01&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=93217pb01#T=C","Black"
"494","93217pb02","Minifigure, Hair Female with Top Knot Bun and White and Silver Flowers Pattern","Minifigure, Hair","https://bricklink.com/v2/catalog/catalogitem.page?P=93217pb02","https://www.bricklink.com/catalogItemIn.asp?P=93217pb02&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=93217pb02#T=C","Dark Brown"
"495","29633","Minifigure, Hair Female, Mid-Length Straight, Parted in Middle, Longer in Front than Back","Minifigure, Hair","https://bricklink.com/v2/catalog/catalogitem.page?P=29633","https://www.bricklink.com/catalogItemIn.asp?P=29633&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=29633#T=C","Bright Light Yellow"
"496","29633","Minifigure, Hair Female, Mid-Length Straight, Parted in Middle, Longer in Front than Back","Minifigure, Hair","https://bricklink.com/v2/catalog/catalogitem.page?P=29633","https://www.bricklink.com/catalogItemIn.asp?P=29633&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=29633#T=C","Medium Nougat"
"497","65579","Minifigure, Hair Female, Parted in Middle with 2 Buns on Top","Minifigure, Hair","https://bricklink.com/v2/catalog/catalogitem.page?P=65579","https://www.bricklink.com/catalogItemIn.asp?P=65579&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=65579#T=C","Black"
"498","65579","Minifigure, Hair Female, Parted in Middle with 2 Buns on Top","Minifigure, Hair","https://bricklink.com/v2/catalog/catalogitem.page?P=65579","https://www.bricklink.com/catalogItemIn.asp?P=65579&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=65579#T=C","Blue"
"499","65579","Minifigure, Hair Female, Parted in Middle with 2 Buns on Top","Minifigure, Hair","https://bricklink.com/v2/catalog/catalogitem.page?P=65579","https://www.bricklink.com/catalogItemIn.asp?P=65579&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=65579#T=C","Dark Brown"
"500","41615","Minifigure, Hair Female, Parted on Left with 2 Long Braids Over Shoulders","Minifigure, Hair","https://bricklink.com/v2/catalog/catalogitem.page?P=41615","https://www.bricklink.com/catalogItemIn.asp?P=41615&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=41615#T=C","Dark Orange"
"501","30608","Minifigure, Hair Flat Top with Extended Sides","Minifigure, Hair","https://bricklink.com/v2/catalog/catalogitem.page?P=30608","https://www.bricklink.com/catalogItemIn.asp?P=30608&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=30608#T=C","Black"
"502","30608","Minifigure, Hair Flat Top with Extended Sides","Minifigure, Hair","https://bricklink.com/v2/catalog/catalogitem.page?P=30608","https://www.bricklink.com/catalogItemIn.asp?P=30608&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=30608#T=C","Brown"
"503","30608","Minifigure, Hair Flat Top with Extended Sides","Minifigure, Hair","https://bricklink.com/v2/catalog/catalogitem.page?P=30608","https://www.bricklink.com/catalogItemIn.asp?P=30608&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=30608#T=C","Dark Orange"
"504","30608","Minifigure, Hair Flat Top with Extended Sides","Minifigure, Hair","https://bricklink.com/v2/catalog/catalogitem.page?P=30608","https://www.bricklink.com/catalogItemIn.asp?P=30608&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=30608#T=C","Light Gray"
"505","30608","Minifigure, Hair Flat Top with Extended Sides","Minifigure, Hair","https://bricklink.com/v2/catalog/catalogitem.page?P=30608","https://www.bricklink.com/catalogItemIn.asp?P=30608&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=30608#T=C","Reddish Brown"
"506","30608","Minifigure, Hair Flat Top with Extended Sides","Minifigure, Hair","https://bricklink.com/v2/catalog/catalogitem.page?P=30608","https://www.bricklink.com/catalogItemIn.asp?P=30608&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=30608#T=C","Tan"
"507","30608","Minifigure, Hair Flat Top with Extended Sides","Minifigure, Hair","https://bricklink.com/v2/catalog/catalogitem.page?P=30608","https://www.bricklink.com/catalogItemIn.asp?P=30608&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=30608#T=C","Copper"
"508","30608","Minifigure, Hair Flat Top with Extended Sides","Minifigure, Hair","https://bricklink.com/v2/catalog/catalogitem.page?P=30608","https://www.bricklink.com/catalogItemIn.asp?P=30608&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=30608#T=C","Flat Silver"
"509","30608","Minifigure, Hair Flat Top with Extended Sides","Minifigure, Hair","https://bricklink.com/v2/catalog/catalogitem.page?P=30608","https://www.bricklink.com/catalogItemIn.asp?P=30608&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=30608#T=C","Pearl Gold"
"510","30608","Minifigure, Hair Flat Top with Extended Sides","Minifigure, Hair","https://bricklink.com/v2/catalog/catalogitem.page?P=30608","https://www.bricklink.com/catalogItemIn.asp?P=30608&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=30608#T=C","Metallic Gold"
"511","25379","Minifigure, Hair Flat Top with Straight Even Sections","Minifigure, Hair","https://bricklink.com/v2/catalog/catalogitem.page?P=25379","https://www.bricklink.com/catalogItemIn.asp?P=25379&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=25379#T=C","Black"
"512","25379","Minifigure, Hair Flat Top with Straight Even Sections","Minifigure, Hair","https://bricklink.com/v2/catalog/catalogitem.page?P=25379","https://www.bricklink.com/catalogItemIn.asp?P=25379&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=25379#T=C","Light Bluish Gray"
"513","25379","Minifigure, Hair Flat Top with Straight Even Sections","Minifigure, Hair","https://bricklink.com/v2/catalog/catalogitem.page?P=25379","https://www.bricklink.com/catalogItemIn.asp?P=25379&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=25379#T=C","Orange"
"514","25379","Minifigure, Hair Flat Top with Straight Even Sections","Minifigure, Hair","https://bricklink.com/v2/catalog/catalogitem.page?P=25379","https://www.bricklink.com/catalogItemIn.asp?P=25379&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=25379#T=C","White"
"515","25379","Minifigure, Hair Flat Top with Straight Even Sections","Minifigure, Hair","https://bricklink.com/v2/catalog/catalogitem.page?P=25379","https://www.bricklink.com/catalogItemIn.asp?P=25379&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=25379#T=C","Flat Silver"
"516","3478","Minifigure, Hair Giant, Spiked","Minifigure, Hair","https://bricklink.com/v2/catalog/catalogitem.page?P=3478","https://www.bricklink.com/catalogItemIn.asp?P=3478&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=3478#T=C","Black"
"517","3478","Minifigure, Hair Giant, Spiked","Minifigure, Hair","https://bricklink.com/v2/catalog/catalogitem.page?P=3478","https://www.bricklink.com/catalogItemIn.asp?P=3478&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=3478#T=C","Dark Tan"
"518","42988","Minifigure, Hair Half & Half Plain","Minifigure, Hair","https://bricklink.com/v2/catalog/catalogitem.page?P=42988","https://www.bricklink.com/catalogItemIn.asp?P=42988&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=42988#T=C","Black"
"519","42988","Minifigure, Hair Half & Half Plain","Minifigure, Hair","https://bricklink.com/v2/catalog/catalogitem.page?P=42988","https://www.bricklink.com/catalogItemIn.asp?P=42988&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=42988#T=C","White"
"520","42988pb01","Minifigure, Hair Half & Half with Black Printed Male Half Pattern","Minifigure, Hair","https://bricklink.com/v2/catalog/catalogitem.page?P=42988pb01","https://www.bricklink.com/catalogItemIn.asp?P=42988pb01&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=42988pb01#T=C","White"
"521","72245pb01","Minifigure, Hair Headband with Dark Turquoise Spike Mohawk Pattern","Minifigure, Hair","https://bricklink.com/v2/catalog/catalogitem.page?P=72245pb01","https://www.bricklink.com/catalogItemIn.asp?P=72245pb01&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=72245pb01#T=C","Coral"
"522","6025","Minifigure, Hair Islander","Minifigure, Hair","https://bricklink.com/v2/catalog/catalogitem.page?P=6025","https://www.bricklink.com/catalogItemIn.asp?P=6025&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=6025#T=C","Black"
"523","41610pb01","Minifigure, Hair Large Parted Bangs, Red Headband Pattern","Minifigure, Hair","https://bricklink.com/v2/catalog/catalogitem.page?P=41610pb01","https://www.bricklink.com/catalogItemIn.asp?P=41610pb01&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=41610pb01#T=C","Orange"
"524","99242","Minifigure, Hair Layered","Minifigure, Hair","https://bricklink.com/v2/catalog/catalogitem.page?P=99242","https://www.bricklink.com/catalogItemIn.asp?P=99242&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=99242#T=C","Black"
"525","99242","Minifigure, Hair Layered","Minifigure, Hair","https://bricklink.com/v2/catalog/catalogitem.page?P=99242","https://www.bricklink.com/catalogItemIn.asp?P=99242&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=99242#T=C","Dark Pink"
"526","99242","Minifigure, Hair Layered","Minifigure, Hair","https://bricklink.com/v2/catalog/catalogitem.page?P=99242","https://www.bricklink.com/catalogItemIn.asp?P=99242&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=99242#T=C","Dark Purple"
"527","99242pb001","Minifigure, Hair Layered with Silver Zigzag Streaks Pattern","Minifigure, Hair","https://bricklink.com/v2/catalog/catalogitem.page?P=99242pb001","https://www.bricklink.com/catalogItemIn.asp?P=99242pb001&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=99242pb001#T=C","Black"
"528","40239","Minifigure, Hair Long","Minifigure, Hair","https://bricklink.com/v2/catalog/catalogitem.page?P=40239","https://www.bricklink.com/catalogItemIn.asp?P=40239&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=40239#T=C","Black"
"529","40239","Minifigure, Hair Long","Minifigure, Hair","https://bricklink.com/v2/catalog/catalogitem.page?P=40239","https://www.bricklink.com/catalogItemIn.asp?P=40239&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=40239#T=C","Dark Brown"
"530","40239","Minifigure, Hair Long","Minifigure, Hair","https://bricklink.com/v2/catalog/catalogitem.page?P=40239","https://www.bricklink.com/catalogItemIn.asp?P=40239&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=40239#T=C","Dark Red"
"531","40239","Minifigure, Hair Long","Minifigure, Hair","https://bricklink.com/v2/catalog/catalogitem.page?P=40239","https://www.bricklink.com/catalogItemIn.asp?P=40239&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=40239#T=C","Light Bluish Gray"
"532","40239","Minifigure, Hair Long","Minifigure, Hair","https://bricklink.com/v2/catalog/catalogitem.page?P=40239","https://www.bricklink.com/catalogItemIn.asp?P=40239&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=40239#T=C","Light Gray"
"533","40239","Minifigure, Hair Long","Minifigure, Hair","https://bricklink.com/v2/catalog/catalogitem.page?P=40239","https://www.bricklink.com/catalogItemIn.asp?P=40239&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=40239#T=C","Tan"
"534","30114","Minifigure, Hair Long and Side Braided with Headband","Minifigure, Hair","https://bricklink.com/v2/catalog/catalogitem.page?P=30114","https://www.bricklink.com/catalogItemIn.asp?P=30114&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=30114#T=C","Black"
"535","47559pb01","Minifigure, Hair Long and Wavy with Dark Bluish Gray Headset with Dark Pink Ears Pattern","Minifigure, Hair","https://bricklink.com/v2/catalog/catalogitem.page?P=47559pb01","https://www.bricklink.com/catalogItemIn.asp?P=47559pb01&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=47559pb01#T=C","Dark Brown"
"536","68508pb01","Minifigure, Hair Long and Wavy with Left Part with Gold Clip on Right Side Pattern","Minifigure, Hair","https://bricklink.com/v2/catalog/catalogitem.page?P=68508pb01","https://www.bricklink.com/catalogItemIn.asp?P=68508pb01&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=68508pb01#T=C","Dark Orange"
"537","13753pb01","Minifigure, Hair Long Braided with White Ties and Dark Brown Braids","Minifigure, Hair","https://bricklink.com/v2/catalog/catalogitem.page?P=13753pb01","https://www.bricklink.com/catalogItemIn.asp?P=13753pb01&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=13753pb01#T=C","Dark Bluish Gray"
"538","2123","Minifigure, Hair Long Dreadlocks","Minifigure, Hair","https://bricklink.com/v2/catalog/catalogitem.page?P=2123","https://www.bricklink.com/catalogItemIn.asp?P=2123&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=2123#T=C","Black"
"539","24072","Minifigure, Hair Long Mullet Style","Minifigure, Hair","https://bricklink.com/v2/catalog/catalogitem.page?P=24072","https://www.bricklink.com/catalogItemIn.asp?P=24072&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=24072#T=C","Bright Light Yellow"
"540","24072","Minifigure, Hair Long Mullet Style","Minifigure, Hair","https://bricklink.com/v2/catalog/catalogitem.page?P=24072","https://www.bricklink.com/catalogItemIn.asp?P=24072&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=24072#T=C","Dark Orange"
"541","24072","Minifigure, Hair Long Mullet Style","Minifigure, Hair","https://bricklink.com/v2/catalog/catalogitem.page?P=24072","https://www.bricklink.com/catalogItemIn.asp?P=24072&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=24072#T=C","Medium Nougat"
"542","24072","Minifigure, Hair Long Mullet Style","Minifigure, Hair","https://bricklink.com/v2/catalog/catalogitem.page?P=24072","https://www.bricklink.com/catalogItemIn.asp?P=24072&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=24072#T=C","Reddish Brown"
"543","18166","Minifigure, Hair Long Pulled Back with Banded Top Knot","Minifigure, Hair","https://bricklink.com/v2/catalog/catalogitem.page?P=18166","https://www.bricklink.com/catalogItemIn.asp?P=18166&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=18166#T=C","Black"
"544","68867","Minifigure, Hair Long Straight Combed Back","Minifigure, Hair","https://bricklink.com/v2/catalog/catalogitem.page?P=68867","https://www.bricklink.com/catalogItemIn.asp?P=68867&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=68867#T=C","White"
"545","13768","Minifigure, Hair Long Straight with Center Part and Beard","Minifigure, Hair","https://bricklink.com/v2/catalog/catalogitem.page?P=13768","https://www.bricklink.com/catalogItemIn.asp?P=13768&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=13768#T=C","White"
"546","13768pb01","Minifigure, Hair Long Straight with Center Part and Beard with Light Bluish Gray and Dark Bluish Gray Pattern","Minifigure, Hair","https://bricklink.com/v2/catalog/catalogitem.page?P=13768pb01","https://www.bricklink.com/catalogItemIn.asp?P=13768pb01&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=13768pb01#T=C","White"
"547","36994","Minifigure, Hair Long Straight with Headband","Minifigure, Hair","https://bricklink.com/v2/catalog/catalogitem.page?P=36994","https://www.bricklink.com/catalogItemIn.asp?P=36994&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=36994#T=C","Black"
"548","36994pb01","Minifigure, Hair Long Straight with Orange Headband Pattern","Minifigure, Hair","https://bricklink.com/v2/catalog/catalogitem.page?P=36994pb01","https://www.bricklink.com/catalogItemIn.asp?P=36994pb01&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=36994pb01#T=C","Black"
"549","12887pb02","Minifigure, Hair Long Tied Back with Black Ribbon Pattern","Minifigure, Hair","https://bricklink.com/v2/catalog/catalogitem.page?P=12887pb02","https://www.bricklink.com/catalogItemIn.asp?P=12887pb02&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=12887pb02#T=C","White"
"550","12887pb01","Minifigure, Hair Long Tied Back with Dark Blue Ribbon Pattern","Minifigure, Hair","https://bricklink.com/v2/catalog/catalogitem.page?P=12887pb01","https://www.bricklink.com/catalogItemIn.asp?P=12887pb01&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=12887pb01#T=C","White"
"551","12887pb03","Minifigure, Hair Long Tied Back with Dark Purple Ribbon Pattern","Minifigure, Hair","https://bricklink.com/v2/catalog/catalogitem.page?P=12887pb03","https://www.bricklink.com/catalogItemIn.asp?P=12887pb03&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=12887pb03#T=C","Dark Tan"
"552","28432pb01","Minifigure, Hair Long Wavy Ponytail with Silver Band Pattern","Minifigure, Hair","https://bricklink.com/v2/catalog/catalogitem.page?P=28432pb01","https://www.bricklink.com/catalogItemIn.asp?P=28432pb01&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=28432pb01#T=C","Dark Red"
"553","95225","Minifigure, Hair Long Wavy with Center Part","Minifigure, Hair","https://bricklink.com/v2/catalog/catalogitem.page?P=95225","https://www.bricklink.com/catalogItemIn.asp?P=95225&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=95225#T=C","Black"
"554","95225","Minifigure, Hair Long Wavy with Center Part","Minifigure, Hair","https://bricklink.com/v2/catalog/catalogitem.page?P=95225","https://www.bricklink.com/catalogItemIn.asp?P=95225&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=95225#T=C","Bright Light Yellow"
"555","95225","Minifigure, Hair Long Wavy with Center Part","Minifigure, Hair","https://bricklink.com/v2/catalog/catalogitem.page?P=95225","https://www.bricklink.com/catalogItemIn.asp?P=95225&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=95225#T=C","Dark Brown"
"556","95225","Minifigure, Hair Long Wavy with Center Part","Minifigure, Hair","https://bricklink.com/v2/catalog/catalogitem.page?P=95225","https://www.bricklink.com/catalogItemIn.asp?P=95225&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=95225#T=C","Dark Red"
